comune,anno,popolazione_residente,superficie_kmq,arrivi_totali,presenze_totali,numero_strutture_totali,letti_totali,camere_totali,abitazioni_occupate,abitazioni_non_occupate,abitazioni_totali,presenze_per_residente,presenze_per_kmq,tasso_occupazione_media,permanenza_media_giorni,crescita_presenze_yoy_pct,crescita_letti_yoy_pct,letti_per_struttura,letti_per_residente,quota_abitazioni_non_occupate_pct,posti_letto_informali_stimati,pressione_potenziale_totale,densita_abitanti_kmq,gini_stagionalita,gini_stagionalita_solo_mesi_attivi,n_mesi_con_dati_turismo
Mogoro,2025,3818,48.778,222.0,896.0,14.0,70.0,34.0,1666,727,2393,0.23,18.4,0.035,4.04,151.7,37.3,5.0,0.018,30.4,1672.0,0.456,78.3,0.4516,0.4018,11
Monastir,2022,4469,31.915,3758.0,8265.0,6.0,74.0,36.0,1897,263,2160,1.85,259.0,0.306,2.2,,,12.3,0.017,12.2,605.0,0.152,140.0,0.2478,0.2478,12
Monastir,2023,4452,31.915,3714.0,8112.0,7.0,78.0,38.0,1937,258,2195,1.82,254.2,0.285,2.18,-1.9,5.4,11.1,0.018,11.8,593.0,0.151,139.5,0.1924,0.1924,12
Monastir,2024,4718,31.915,3351.0,6594.0,9.0,82.0,39.0,1937,258,2195,1.4,206.6,0.22,1.97,-18.7,5.1,9.1,0.017,11.8,593.0,0.143,147.8,0.2258,0.2258,12
Monastir,2025,4800,31.915,3522.0,6861.0,10.0,86.0,38.0,1937,258,2195,1.43,215.0,0.219,1.95,4.0,4.9,8.6,0.018,11.8,593.0,0.142,150.4,0.2502,0.2502,12
Monserrato,2022,19118,6.514,2461.0,6057.0,38.0,157.0,78.0,8385,728,9113,0.32,929.8,0.106,2.46,,,4.1,0.008,8.0,1674.0,0.096,2934.9,0.3532,0.3532,12
Monserrato,2023,18968,6.514,2468.0,7675.0,55.0,226.0,110.0,8502,732,9234,0.4,1178.2,0.093,3.11,26.7,43.9,4.1,0.012,7.9,1684.0,0.101,2911.9,0.4169,0.4169,12
Monserrato,2024,18827,6.514,3480.0,9450.0,83.0,354.0,173.0,8502,732,9234,0.5,1450.7,0.073,2.72,23.1,56.6,4.3,0.019,7.9,1684.0,0.108,2890.2,0.3821,0.3821,12
Monserrato,2025,18719,6.514,3929.0,12423.0,106.0,437.0,214.0,8502,732,9234,0.66,1907.1,0.078,3.16,31.5,23.4,4.1,0.023,7.9,1684.0,0.113,2873.7,0.3418,0.3418,12
Monteleone Rocca Doria,2025,103,13.542,160.0,362.0,2.0,11.0,2.0,58,78,136,3.51,26.7,0.09,2.26,,0.0,5.5,0.107,57.4,179.0,1.849,7.6,0.6289,0.2578,6
Monti,2022,2348,123.717,216.0,451.0,12.0,104.0,53.0,995,495,1490,0.19,3.6,0.012,2.09,,,8.7,0.044,33.2,1139.0,0.529,19.0,0.9167,,1
Monti,2023,2334,123.717,283.0,514.0,13.0,108.0,37.0,1013,501,1514,0.22,4.2,0.013,1.82,14.0,3.8,8.3,0.046,33.1,1152.0,0.54,18.9,0.7291,0.1872,4
Monti,2024,2348,123.717,464.0,1113.0,21.0,115.0,49.0,1013,501,1514,0.47,9.0,0.027,2.4,116.5,6.5,5.5,0.049,33.1,1152.0,0.54,19.0,0.7304,0.3529,5
Monti,2025,2383,123.717,951.0,2355.0,29.0,176.0,77.0,1013,501,1514,0.99,19.0,0.037,2.48,111.6,53.0,6.1,0.074,33.1,1152.0,0.557,19.3,0.6775,0.57,9
Mores,2023,1722,94.698,1099.0,2376.0,2.0,26.0,14.0,811,555,1366,1.38,25.1,0.25,2.16,,0.0,13.0,0.015,40.6,1277.0,0.756,18.2,0.5297,0.2946,8
Mores,2024,1698,94.698,1116.0,2835.0,5.0,47.0,21.0,811,555,1366,1.67,29.9,0.165,2.54,19.3,80.8,9.4,0.028,40.6,1277.0,0.779,17.9,0.6118,0.4176,8
Mores,2025,1710,94.698,1748.0,4239.0,5.0,53.0,22.0,811,555,1366,2.48,44.8,0.219,2.43,49.5,12.8,10.6,0.031,40.6,1277.0,0.777,18.1,0.5385,0.4462,10
Muravera,2022,5171,93.816,90268.0,649738.0,335.0,10063.0,3387.0,2520,4383,6903,125.65,6925.7,0.177,7.2,,,30.0,1.946,63.5,10081.0,3.896,55.1,0.665,0.665,12
Muravera,2023,5172,93.816,97743.0,661689.0,414.0,9941.0,3518.0,2522,4439,6961,127.94,7053.1,0.182,6.77,1.8,-1.2,24.0,1.922,63.8,10210.0,3.896,55.1,0.6449,0.6449,12
Muravera,2024,5085,93.816,110905.0,760892.0,739.0,11209.0,4262.0,2522,4439,6961,149.63,8110.5,0.186,6.86,15.0,12.8,15.2,2.204,63.8,10210.0,4.212,54.2,0.6263,0.6263,12
Muravera,2025,5056,93.816,118604.0,802708.0,1066.0,12935.0,5180.0,2522,4439,6961,158.76,8556.2,0.17,6.77,5.5,15.4,12.1,2.558,63.8,10210.0,4.578,53.9,0.629,0.629,12
Musei,2023,1508,20.521,12.0,16.0,2.0,6.0,4.0,644,88,732,0.01,0.8,0.007,1.33,,,3.0,0.004,12.0,202.0,0.138,73.5,0.8438,,2
Musei,2024,1498,20.521,147.0,270.0,3.0,10.0,5.0,644,88,732,0.18,13.2,0.074,1.84,1587.5,66.7,3.3,0.007,12.0,202.0,0.142,73.0,0.4793,0.3058,9
Musei,2025,1509,20.521,159.0,263.0,3.0,10.0,5.0,644,88,732,0.17,12.8,0.072,1.65,-2.6,0.0,3.3,0.007,12.0,202.0,0.141,73.5,0.3501,0.3501,12
Narbolia,2022,1692,40.458,23701.0,79107.0,36.0,2045.0,613.0,721,620,1341,46.75,1955.3,0.106,3.34,,,56.8,1.209,46.2,1426.0,2.051,41.8,0.6075,0.5718,11
Narbolia,2023,1666,40.458,25750.0,98593.0,40.0,2076.0,634.0,722,614,1336,59.18,2436.9,0.13,3.83,24.6,1.5,51.9,1.246,46.0,1412.0,2.094,41.2,0.6333,0.5999,11
Narbolia,2024,1640,40.458,21316.0,82537.0,52.0,2133.0,647.0,722,614,1336,50.33,2040.1,0.106,3.87,-16.3,2.7,41.0,1.301,46.0,1412.0,2.162,40.5,0.6548,0.6234,11
Narbolia,2025,1624,40.458,21415.0,79459.0,55.0,2200.0,653.0,722,614,1336,48.93,1964.0,0.099,3.71,-3.7,3.1,40.0,1.355,46.0,1412.0,2.224,40.1,0.5969,0.5969,12
Narcao,2022,3105,85.327,494.0,736.0,4.0,60.0,36.0,1282,489,1771,0.24,8.6,0.034,1.49,,,15.0,0.019,27.6,1125.0,0.382,36.4,0.6976,0.3951,6
Narcao,2023,3052,85.327,450.0,761.0,4.0,60.0,36.0,1296,476,1772,0.25,8.9,0.035,1.69,3.4,0.0,15.0,0.02,26.9,1095.0,0.378,35.8,0.5258,0.3678,9
Narcao,2025,3002,85.327,16.0,86.0,8.0,78.0,44.0,1296,476,1772,0.03,1.0,0.003,5.38,616.7,13.0,9.8,0.026,26.9,1095.0,0.391,35.2,0.8539,,2
Norbello,2023,1125,26.28,555.0,2584.0,1.0,204.0,54.0,507,220,727,2.3,98.3,0.035,4.66,,0.0,204.0,0.181,30.3,506.0,0.631,42.8,0.7278,0.3467,5
Norbello,2024,1121,26.28,1101.0,3030.0,1.0,204.0,54.0,507,220,727,2.7,115.3,0.041,2.75,17.3,0.0,204.0,0.182,30.3,506.0,0.633,42.7,0.7851,0.3554,4
Norbello,2025,1127,26.28,1419.0,4027.0,2.0,199.0,56.0,507,220,727,3.57,153.2,0.055,2.84,32.9,-2.5,99.5,0.177,30.3,506.0,0.626,42.9,0.7578,0.2733,4
Nughedu San Nicolò,2023,748,67.512,236.0,428.0,2.0,111.0,3.0,382,324,706,0.57,6.3,0.011,1.81,,5.7,55.5,0.148,45.9,745.0,1.145,11.1,0.7528,0.2583,4
Nughedu San Nicolò,2024,725,67.512,138.0,308.0,2.0,111.0,32.0,382,324,706,0.42,4.6,0.008,2.23,-28.0,0.0,55.5,0.153,45.9,745.0,1.181,10.7,0.6613,0.4193,7
Nughedu San Nicolò,2025,720,67.512,325.0,476.0,2.0,111.0,32.0,382,324,706,0.66,7.1,0.012,1.46,54.5,0.0,55.5,0.154,45.9,745.0,1.189,10.7,0.6208,0.3499,7
Nughedu Santa Vittoria,2023,433,28.519,75.0,136.0,1.0,4.0,2.0,220,170,390,0.31,4.8,0.093,1.81,,0.0,4.0,0.009,43.6,391.0,0.912,15.2,0.6254,0.2508,6
Nughedu Santa Vittoria,2024,425,28.519,67.0,118.0,1.0,4.0,2.0,220,170,390,0.28,4.1,0.081,1.76,-13.2,0.0,4.0,0.009,43.6,391.0,0.929,14.9,0.4267,0.2356,9
Nughedu Santa Vittoria,2025,428,28.519,95.0,173.0,2.0,8.0,4.0,220,170,390,0.4,6.1,0.059,1.82,46.6,100.0,4.0,0.019,43.6,391.0,0.932,15.0,0.3382,0.2781,11
Nulvi,2022,2648,67.466,130.0,776.0,12.0,120.0,51.0,1125,502,1627,0.29,11.5,0.018,5.97,,,10.0,0.045,30.9,1155.0,0.481,39.2,0.7743,0.0971,3
Nulvi,2023,2638,67.466,301.0,2083.0,16.0,179.0,56.0,1131,485,1616,0.79,30.9,0.032,6.92,168.4,49.2,11.2,0.068,30.0,1116.0,0.491,39.1,0.6749,0.3498,6
Nulvi,2024,2588,67.466,413.0,2812.0,26.0,210.0,64.0,1131,485,1616,1.09,41.7,0.037,6.81,35.0,17.3,8.1,0.081,30.0,1116.0,0.512,38.4,0.6728,0.5638,9
Nulvi,2025,2585,67.466,613.0,3200.0,40.0,270.0,89.0,1131,485,1616,1.24,47.4,0.032,5.22,13.8,28.6,6.8,0.104,30.0,1116.0,0.536,38.3,0.5971,0.4628,9
Nuoro,2022,34183,192.395,21350.0,43642.0,78.0,802.0,383.0,15324,2432,17756,1.28,226.8,0.149,2.04,,,10.3,0.023,13.7,5594.0,0.187,177.7,0.1984,0.1984,12
Nuoro,2023,33923,192.395,26766.0,58938.0,85.0,815.0,390.0,15415,2538,17953,1.74,306.3,0.198,2.2,35.0,1.6,9.6,0.024,14.1,5837.0,0.196,176.3,0.1423,0.1423,12
Nuoro,2024,33622,192.395,25903.0,55484.0,103.0,884.0,417.0,15415,2538,17953,1.65,288.4,0.172,2.14,-5.9,8.5,8.6,0.026,14.1,5837.0,0.2,174.8,0.1449,0.1449,12
Nuoro,2025,33054,192.395,27551.0,53836.0,123.0,885.0,419.0,15415,2538,17953,1.63,279.8,0.167,1.95,-3.0,0.1,7.2,0.027,14.1,5837.0,0.203,171.8,0.1262,0.1262,12
Nurachi,2022,1692,16.042,1227.0,5485.0,35.0,225.0,100.0,730,195,925,3.24,341.9,0.067,4.47,,,6.4,0.133,21.1,449.0,0.398,105.5,0.6276,0.6276,12
Nurachi,2023,1683,16.042,980.0,5630.0,40.0,245.0,110.0,740,194,934,3.35,351.0,0.063,5.74,2.6,8.9,6.1,0.146,20.8,446.0,0.411,104.9,0.613,0.613,12
Nurachi,2024,1660,16.042,1068.0,6170.0,43.0,248.0,108.0,740,194,934,3.72,384.6,0.068,5.78,9.6,1.2,5.8,0.149,20.8,446.0,0.418,103.5,0.605,0.5691,11
Nurachi,2025,1664,16.042,1329.0,8674.0,45.0,274.0,122.0,740,194,934,5.21,540.7,0.087,6.53,40.6,10.5,6.1,0.165,20.8,446.0,0.433,103.7,0.6161,0.4882,9
Nuragus,2023,839,19.476,88.0,114.0,2.0,9.0,7.0,391,203,594,0.14,5.9,0.035,1.3,,12.5,4.5,0.011,34.2,467.0,0.567,43.1,0.7622,0.0488,3
Nuragus,2024,815,19.476,36.0,46.0,2.0,9.0,7.0,391,203,594,0.06,2.4,0.014,1.28,-59.6,0.0,4.5,0.011,34.2,467.0,0.584,41.8,0.8262,0.3048,3
Nurallao,2022,1178,34.882,447.0,760.0,3.0,23.0,10.0,475,222,697,0.65,21.8,0.091,1.7,,,7.7,0.02,31.9,511.0,0.453,33.8,0.5667,0.2571,7
Nurallao,2023,1149,34.882,360.0,627.0,3.0,23.0,10.0,480,218,698,0.55,18.0,0.075,1.74,-17.5,0.0,7.7,0.02,31.2,501.0,0.456,32.9,0.4203,0.227,9
Nurallao,2024,1126,34.882,319.0,538.0,3.0,23.0,10.0,480,218,698,0.48,15.4,0.064,1.69,-14.2,0.0,7.7,0.02,31.2,501.0,0.466,32.3,0.4852,0.3822,10
Nurallao,2025,1106,34.882,302.0,444.0,3.0,23.0,10.0,480,218,698,0.4,12.7,0.053,1.47,-17.5,0.0,7.7,0.021,31.2,501.0,0.474,31.7,0.495,0.2425,8
Nuraminis,2022,2339,45.107,525.0,1610.0,3.0,27.0,15.0,1010,400,1410,0.69,35.7,0.163,3.07,,,9.0,0.012,28.4,920.0,0.405,51.9,0.9167,,1
Nuraminis,2023,2311,45.107,922.0,3056.0,3.0,44.0,25.0,1011,400,1411,1.32,67.8,0.19,3.31,89.8,63.0,14.7,0.019,28.3,920.0,0.417,51.2,0.1829,0.1829,12
Nuraminis,2024,2328,45.107,860.0,2504.0,1.0,37.0,20.0,1011,400,1411,1.08,55.5,0.185,2.91,-18.1,-15.9,37.0,0.016,28.3,920.0,0.411,51.6,0.11,0.11,12
Nuraminis,2025,2342,45.107,841.0,3257.0,3.0,47.0,26.0,1011,400,1411,1.39,72.2,0.19,3.87,30.1,27.0,15.7,0.02,28.3,920.0,0.413,51.9,0.229,0.229,12
Nureci,2023,314,13.127,166.0,226.0,1.0,8.0,3.0,140,136,276,0.72,17.2,0.077,1.36,,0.0,8.0,0.025,49.3,313.0,1.022,23.9,0.6164,0.3423,7
Nureci,2024,309,13.127,259.0,360.0,1.0,8.0,3.0,140,136,276,1.17,27.4,0.123,1.39,59.3,0.0,8.0,0.026,49.3,313.0,1.038,23.5,0.4458,0.261,9
Nureci,2025,301,13.127,380.0,568.0,1.0,8.0,3.0,140,136,276,1.89,43.3,0.195,1.49,57.8,0.0,8.0,0.027,49.3,313.0,1.066,22.9,0.294,0.294,12
Nurri,2023,2027,73.929,377.0,935.0,2.0,26.0,13.0,895,504,1399,0.46,12.6,0.099,2.48,,0.0,13.0,0.013,36.0,1159.0,0.585,27.4,0.5647,0.4196,9
Nurri,2024,2017,73.929,310.0,904.0,2.0,26.0,13.0,895,504,1399,0.45,12.2,0.095,2.92,-3.3,0.0,13.0,0.013,36.0,1159.0,0.588,27.3,0.5178,0.4213,10
Nurri,2025,2021,73.929,425.0,3109.0,3.0,34.0,17.0,895,504,1399,1.54,42.1,0.251,7.32,243.9,30.8,11.3,0.017,36.0,1159.0,0.59,27.3,0.2313,0.2313,12
Nuxis,2024,1420,61.642,23.0,79.0,5.0,25.0,12.0,658,511,1169,0.06,1.3,0.009,3.43,-56.6,212.5,5.0,0.018,43.7,1175.0,0.845,23.0,0.8063,0.2254,3
Nuxis,2025,1401,61.642,167.0,644.0,9.0,41.0,20.0,658,511,1169,0.46,10.4,0.043,3.86,715.2,64.0,4.6,0.029,43.7,1175.0,0.868,22.7,0.6334,0.3716,7
Olbia,2022,60711,385.439,254676.0,822274.0,1406.0,16114.0,6107.0,28279,14543,42822,13.54,2133.3,0.14,3.23,,,11.5,0.265,34.0,33449.0,0.816,157.5,0.5373,0.5373,12
Olbia,2023,61172,385.439,276605.0,870762.0,2006.0,18847.0,6416.0,28870,14620,43490,14.23,2259.1,0.127,3.15,5.9,17.0,9.4,0.308,33.6,33626.0,0.858,158.7,0.5326,0.5326,12
Olbia,2024,61481,385.439,325997.0,1079885.0,3195.0,24780.0,9940.0,28870,14620,43490,17.56,2801.7,0.119,3.31,24.0,31.5,7.8,0.403,33.6,33626.0,0.95,159.5,0.4877,0.4877,12
Olbia,2025,61681,385.439,362778.0,1161262.0,4384.0,30267.0,12337.0,28870,14620,43490,18.83,3012.8,0.105,3.2,7.5,22.1,6.9,0.491,33.6,33626.0,1.036,160.0,0.5101,0.5101,12
Oliena,2022,6657,166.001,12183.0,39716.0,60.0,467.0,219.0,2628,960,3588,5.97,239.3,0.233,3.26,,,7.8,0.07,26.8,2208.0,0.402,40.1,0.373,0.3159,11
Oliena,2023,6607,166.001,13572.0,31032.0,54.0,445.0,208.0,2651,1017,3668,4.7,186.9,0.191,2.29,-21.9,-4.7,8.2,0.067,27.7,2339.0,0.421,39.8,0.3917,0.3917,12
Oliena,2024,6530,166.001,14863.0,31250.0,53.0,426.0,199.0,2651,1017,3668,4.79,188.3,0.201,2.1,0.7,-4.3,8.0,0.065,27.7,2339.0,0.423,39.3,0.4377,0.4377,12
Oliena,2025,6475,166.001,16595.0,34306.0,55.0,434.0,200.0,2651,1017,3668,5.3,206.7,0.217,2.07,9.8,1.9,7.9,0.067,27.7,2339.0,0.428,39.0,0.4657,0.4657,12
Ollastra,2023,1129,21.623,26.0,112.0,2.0,6.0,3.0,461,183,644,0.1,5.2,0.051,4.31,,0.0,3.0,0.005,28.4,421.0,0.378,52.2,0.8403,,2
Ollolai,2022,1202,27.058,83.0,183.0,6.0,42.0,22.0,539,311,850,0.15,6.8,0.012,2.2,,,7.0,0.035,36.6,715.0,0.63,44.4,0.7855,0.6323,7
Ollolai,2023,1174,27.058,31.0,131.0,6.0,42.0,22.0,524,359,883,0.11,4.8,0.009,4.23,-28.4,0.0,7.0,0.036,40.7,826.0,0.739,43.4,0.8475,,2
Ollolai,2024,1154,27.058,116.0,151.0,7.0,40.0,28.0,524,359,883,0.13,5.6,0.01,1.3,15.3,-4.8,5.7,0.035,40.7,826.0,0.75,42.6,0.8273,0.3093,3
Ollolai,2025,1143,27.058,558.0,894.0,8.0,40.0,28.0,524,359,883,0.78,33.0,0.061,1.6,492.1,0.0,5.0,0.035,40.7,826.0,0.757,42.2,0.2645,0.2645,12
Olmedo,2022,4134,33.719,1290.0,5300.0,48.0,262.0,127.0,1831,309,2140,1.28,157.2,0.055,4.11,,,5.5,0.063,14.4,711.0,0.235,122.6,0.5886,0.5512,11
Olmedo,2023,4187,33.719,1786.0,6121.0,59.0,313.0,123.0,1856,301,2157,1.46,181.5,0.054,3.43,15.5,19.5,5.3,0.075,14.0,692.0,0.24,124.2,0.5506,0.5506,12
Olmedo,2024,4208,33.719,2859.0,8729.0,81.0,468.0,206.0,1856,301,2157,2.07,258.9,0.051,3.05,42.6,49.5,5.8,0.111,14.0,692.0,0.276,124.8,0.6236,0.5893,11
Olmedo,2025,4222,33.719,4161.0,14904.0,96.0,605.0,268.0,1856,301,2157,3.53,442.0,0.067,3.58,70.7,29.3,6.3,0.143,14.0,692.0,0.307,125.2,0.5209,0.5209,12
Onifai,2022,697,43.392,528.0,1398.0,11.0,65.0,30.0,304,146,450,2.01,32.2,0.059,2.65,,,5.9,0.093,32.4,336.0,0.575,16.1,0.723,0.3353,5
Onifai,2023,709,43.392,550.0,1367.0,9.0,57.0,26.0,329,130,459,1.93,31.5,0.066,2.49,-2.2,-12.3,6.3,0.08,28.3,299.0,0.502,16.3,0.6326,0.5592,10
Onifai,2024,718,43.392,637.0,2153.0,12.0,86.0,32.0,329,130,459,3.0,49.6,0.069,3.38,57.5,50.9,7.2,0.12,28.3,299.0,0.536,16.5,0.6146,0.6146,12
Onifai,2025,705,43.392,789.0,2523.0,12.0,86.0,32.0,329,130,459,3.58,58.1,0.08,3.2,17.2,0.0,7.2,0.122,28.3,299.0,0.546,16.2,0.6485,0.5782,10
Orani,2022,2723,129.949,457.0,1859.0,6.0,36.0,18.0,1219,426,1645,0.68,14.3,0.141,4.07,,,6.0,0.013,25.9,980.0,0.373,21.0,0.3909,0.3909,12
Orani,2023,2702,129.949,570.0,1975.0,8.0,46.0,24.0,1232,430,1662,0.73,15.2,0.118,3.46,6.2,27.8,5.8,0.017,25.9,989.0,0.383,20.8,0.153,0.153,12
Orani,2024,2664,129.949,605.0,1286.0,10.0,58.0,31.0,1232,430,1662,0.48,9.9,0.061,2.13,-34.9,26.1,5.8,0.022,25.9,989.0,0.393,20.5,0.1699,0.1699,12
Orani,2025,2619,129.949,946.0,1735.0,11.0,62.0,33.0,1232,430,1662,0.66,13.4,0.077,1.83,34.9,6.9,5.6,0.024,25.9,989.0,0.401,20.2,0.2462,0.2462,12
Orgosolo,2022,3971,222.527,3248.0,4796.0,28.0,216.0,108.0,1649,879,2528,1.21,21.6,0.061,1.48,,,7.7,0.054,34.8,2022.0,0.564,17.8,0.4361,0.4361,12
Orgosolo,2023,3948,222.527,3124.0,4590.0,30.0,229.0,115.0,1679,904,2583,1.16,20.6,0.055,1.47,-4.3,6.0,7.6,0.058,35.0,2079.0,0.585,17.7,0.384,0.384,12
Orgosolo,2024,3905,222.527,3469.0,5444.0,36.0,252.0,126.0,1679,904,2583,1.39,24.5,0.059,1.57,18.6,10.0,7.0,0.065,35.0,2079.0,0.597,17.5,0.3526,0.3526,12
Orgosolo,2025,3849,222.527,3794.0,6508.0,44.0,302.0,147.0,1679,904,2583,1.69,29.2,0.059,1.72,19.5,19.8,6.9,0.078,35.0,2079.0,0.619,17.3,0.3502,0.3502,12
Oristano,2022,30653,84.57,71943.0,171738.0,309.0,2758.0,1184.0,14223,3003,17226,5.6,2030.7,0.171,2.39,,,8.9,0.09,17.4,6907.0,0.315,362.5,0.4188,0.4188,12
Oristano,2023,30447,84.57,79604.0,193972.0,345.0,3050.0,1338.0,14466,3124,17590,6.37,2293.6,0.174,2.44,12.9,10.6,8.8,0.1,17.8,7185.0,0.336,360.0,0.3865,0.3865,12
Oristano,2024,30287,84.57,87509.0,202644.0,415.0,3177.0,1432.0,14466,3124,17590,6.69,2396.2,0.175,2.32,4.5,4.2,7.7,0.105,17.8,7185.0,0.342,358.1,0.3771,0.3771,12
Oristano,2025,30067,84.57,94988.0,229930.0,495.0,3547.0,1590.0,14466,3124,17590,7.65,2718.8,0.178,2.42,13.5,11.6,7.2,0.118,17.8,7185.0,0.357,355.5,0.3776,0.3776,12
Orosei,2022,6833,90.981,141900.0,863116.0,555.0,10547.0,4167.0,3240,2569,5809,126.32,9486.8,0.224,6.08,,,19.0,1.544,44.2,5909.0,2.408,75.1,0.6385,0.6385,12
Orosei,2023,6799,90.981,133944.0,768785.0,672.0,11124.0,4428.0,3353,2615,5968,113.07,8450.0,0.189,5.74,-10.9,5.5,16.6,1.636,43.8,6015.0,2.521,74.7,0.6131,0.6131,12
Orosei,2024,6833,90.981,159266.0,870513.0,841.0,12267.0,4928.0,3353,2615,5968,127.4,9568.1,0.194,5.47,13.2,10.3,14.6,1.795,43.8,6015.0,2.675,75.1,0.6288,0.6288,12
Orosei,2025,6847,90.981,186693.0,1044852.0,1024.0,13381.0,5489.0,3353,2615,5968,152.6,11484.3,0.214,5.6,20.0,9.1,13.1,1.954,43.8,6015.0,2.833,75.3,0.6206,0.6206,12
Orroli,2022,2017,75.919,186.0,306.0,6.0,79.0,36.0,913,591,1504,0.15,4.0,0.011,1.65,,,13.2,0.039,39.3,1359.0,0.713,26.6,0.75,0.25,4
Orroli,2023,1968,75.919,379.0,508.0,7.0,85.0,39.0,919,590,1509,0.26,6.7,0.016,1.34,66.0,7.6,12.1,0.043,39.1,1357.0,0.733,25.9,0.4987,0.248,8
Orroli,2024,1956,75.919,498.0,741.0,9.0,93.0,44.0,919,590,1509,0.38,9.8,0.022,1.49,45.9,9.4,10.3,0.048,39.1,1357.0,0.741,25.8,0.4466,0.4466,12
Orroli,2025,1934,75.919,407.0,839.0,9.0,93.0,44.0,919,590,1509,0.43,11.1,0.025,2.06,13.2,0.0,10.3,0.048,39.1,1357.0,0.75,25.5,0.5245,0.4294,10
Ortueri,2023,1029,38.791,86.0,211.0,2.0,17.0,10.0,474,560,1034,0.21,5.4,0.034,2.45,,30.8,8.5,0.017,54.2,1288.0,1.268,26.5,0.6772,0.4467,7
Ortueri,2024,1002,38.791,127.0,252.0,4.0,29.0,13.0,474,560,1034,0.25,6.5,0.024,1.98,19.4,70.6,7.3,0.029,54.2,1288.0,1.314,25.8,0.6304,0.2608,6
Ortueri,2025,978,38.791,83.0,132.0,6.0,42.0,18.0,474,560,1034,0.13,3.4,0.009,1.59,-47.6,44.8,7.0,0.043,54.2,1288.0,1.36,25.2,0.6484,0.1561,5
Oschiri,2022,3051,215.496,752.0,1657.0,5.0,38.0,16.0,1318,856,2174,0.54,7.7,0.119,2.2,,,7.6,0.012,39.4,1969.0,0.658,14.2,0.9167,,1
Oschiri,2023,3016,215.496,218.0,344.0,5.0,35.0,14.0,1340,842,2182,0.11,1.6,0.027,1.58,-79.2,-7.9,7.0,0.012,38.6,1937.0,0.654,14.0,0.7129,0.4258,6
Oschiri,2024,2970,215.496,382.0,547.0,8.0,55.0,24.0,1340,842,2182,0.18,2.5,0.027,1.43,59.0,57.1,6.9,0.019,38.6,1937.0,0.671,13.8,0.6,0.4667,9
Oschiri,2025,2917,215.496,757.0,1173.0,11.0,72.0,32.0,1340,842,2182,0.4,5.4,0.045,1.55,114.4,30.9,6.5,0.025,38.6,1937.0,0.689,13.5,0.6818,0.5227,8
Osidda,2023,217,26.0,35.0,37.0,2.0,20.0,9.0,131,58,189,0.17,1.4,0.005,1.06,,0.0,10.0,0.092,30.7,133.0,0.707,8.3,0.8382,,2
Osidda,2025,214,26.0,11.0,12.0,3.0,26.0,7.0,131,58,189,0.06,0.5,0.001,1.09,-68.4,0.0,8.7,0.121,30.7,133.0,0.745,8.2,0.9167,,1
Osilo,2022,2834,97.741,285.0,801.0,6.0,39.0,12.0,1404,668,2072,0.28,8.2,0.056,2.81,,,6.5,0.014,32.2,1536.0,0.556,29.0,0.8026,0.2103,3
Osilo,2023,2800,97.741,31.0,129.0,8.0,55.0,24.0,1402,663,2065,0.05,1.3,0.006,4.16,-83.9,41.0,6.9,0.02,32.1,1525.0,0.564,28.6,0.9167,,1
Osilo,2024,2791,97.741,252.0,821.0,12.0,74.0,35.0,1402,663,2065,0.29,8.4,0.03,3.26,536.4,34.5,6.2,0.027,32.1,1525.0,0.573,28.6,0.7272,0.3453,5
Osilo,2025,2774,97.741,312.0,1248.0,13.0,78.0,38.0,1402,663,2065,0.45,12.8,0.044,4.0,52.0,5.4,6.0,0.028,32.1,1525.0,0.578,28.4,0.7011,0.4022,6
Osini,2022,727,39.55,494.0,937.0,6.0,135.0,50.0,394,231,625,1.29,23.7,0.019,1.9,,,22.5,0.186,37.0,531.0,0.917,18.4,0.8624,0.4497,3
Osini,2023,714,39.55,662.0,927.0,5.0,55.0,30.0,384,257,641,1.3,23.4,0.046,1.4,-1.1,-59.3,11.0,0.077,40.1,591.0,0.905,18.1,0.6242,0.4363,8
Osini,2024,701,39.55,898.0,1354.0,7.0,61.0,33.0,384,257,641,1.93,34.2,0.061,1.51,46.1,10.9,8.7,0.087,40.1,591.0,0.93,17.7,0.5004,0.3339,9
Osini,2025,690,39.55,1581.0,2767.0,8.0,142.0,53.0,384,257,641,4.01,70.0,0.053,1.75,104.4,132.8,17.8,0.206,40.1,591.0,1.062,17.4,0.5251,0.4302,10
Ossi,2023,5474,30.137,248.0,529.0,7.0,29.0,13.0,2306,510,2816,0.1,17.6,0.05,2.13,,16.0,4.1,0.005,18.1,1173.0,0.22,181.6,0.382,0.3258,11
Ossi,2024,5438,30.137,224.0,689.0,12.0,63.0,22.0,2306,510,2816,0.13,22.9,0.03,3.08,30.2,117.2,5.3,0.012,18.1,1173.0,0.227,180.4,0.3929,0.3377,11
Ossi,2025,5401,30.137,800.0,2249.0,18.0,84.0,32.0,2306,510,2816,0.42,74.6,0.073,2.81,226.4,33.3,4.7,0.016,18.1,1173.0,0.233,179.2,0.3838,0.3838,12
Ottana,2023,2173,45.342,1099.0,2854.0,3.0,47.0,38.0,1042,211,1253,1.31,62.9,0.166,2.6,,0.0,15.7,0.022,16.8,485.0,0.245,47.9,0.4125,0.295,10
