comune,scalo,distanza_km,correlazione,n_mesi_validi,peso_distanza,peso_correlazione,punteggio,probabilita
Cagliari,Aeroporto_Olbia,188.3,0.954,12,0.023144456203015532,0.954,0.022079811217676815,0.011258449090929223
Cagliari,Aeroporto_Alghero,170.6,0.93,12,0.032975184013503,0.93,0.030666921132557794,0.015636998294171606
Cagliari,Porto_Cagliari,0.0,0.893,12,1.0,0.893,0.893,0.4553388133205983
Cagliari,Porto_Olbia,191.8,0.892,12,0.021579747928775563,0.892,0.019249135152467803,0.00981509334576988
Cagliari,Porto_Porto Torres,201.6,0.924,12,0.017738816818724773,0.924,0.01639066674050169,0.008357566341717176
Cagliari,Porto_Golfo Aranci,200.3,0.896,12,0.01820607407852663,0.896,0.01631264237435986,0.008317781882266883
Cagliari,Porto_Arbatax,95.3,0.791,12,0.148673894366042,0.791,0.11760105044353923,0.05996452716037735
Cagliari,Porto_Porto Vesme,61.9,-0.29,12,0.2899635655294032,0.0,0.0,0.0
Capoterra,Aeroporto_Cagliari,13.8,0.9,12,0.7588129307612413,0.9,0.6829316376851172,0.43338363978793887
Capoterra,Aeroporto_Olbia,199.0,0.961,12,0.018685639337732773,0.961,0.017956899403561193,0.011395322742990871
Capoterra,Aeroporto_Alghero,175.0,0.913,12,0.0301973834223185,0.913,0.027570211064576793,0.01749586307260397
Capoterra,Porto_Cagliari,13.5,0.924,12,0.7633794943368531,0.924,0.7053626527672523,0.44761820504162253
Capoterra,Porto_Olbia,202.3,0.925,12,0.017492203703073247,0.925,0.016180288425342755,0.010267897844596394
Capoterra,Porto_Porto Torres,206.9,0.951,12,0.015954729074464814,0.951,0.015172947349816036,0.009628646244978813
Capoterra,Porto_Golfo Aranci,211.1,0.931,12,0.014669276593592595,0.931,0.013657096508634708,0.008666697905385745
Capoterra,Porto_Arbatax,108.3,0.846,12,0.11463524201852858,0.846,0.09698141474767517,0.06154372735988286
Capoterra,Porto_Porto Vesme,51.8,-0.287,12,0.3548713320980274,0.0,0.0,0.0
Decimomannu,Aeroporto_Cagliari,11.8,0.671,12,0.7897806739328027,0.671,0.5299428322089107,0.3772163369871881
Decimomannu,Aeroporto_Olbia,183.4,0.826,12,0.025527473873499885,0.826,0.021085693419510904,0.015008917096565684
Decimomannu,Aeroporto_Alghero,158.0,0.695,12,0.042425741080511385,0.695,0.02948589005095541,0.020988225072254035
Decimomannu,Porto_Cagliari,15.8,0.881,12,0.7290594501676237,0.881,0.6423013755976765,0.45719379038468616
Decimomannu,Porto_Olbia,186.6,0.849,12,0.023944898118732977,0.849,0.020329218502804298,0.014470453927032214
Decimomannu,Porto_Porto Torres,189.8,0.879,12,0.02246043414862548,0.879,0.019742721616641798,0.01405298209119201
Decimomannu,Porto_Golfo Aranci,195.6,0.859,12,0.02000046011385546,0.859,0.017180395237801842,0.012229103529116042
Decimomannu,Porto_Arbatax,97.2,0.872,12,0.14313028207887982,0.872,0.1248096059727832,0.08884019091196593
Decimomannu,Porto_Porto Vesme,49.7,-0.163,12,0.37009335291196127,0.0,0.0,0.0
Maracalagonis,Aeroporto_Cagliari,27.5,0.799,12,0.5769498103804866,0.799,0.46098289849400886,0.3605293406689633
Maracalagonis,Aeroporto_Olbia,184.2,0.942,12,0.02512228445090876,0.942,0.02366519195275605,0.018508270218710685
Maracalagonis,Aeroporto_Alghero,180.9,0.822,12,0.026836295446704527,0.822,0.02205943485719112,0.01725242634938316
Maracalagonis,Porto_Cagliari,24.5,0.907,12,0.6126263941844161,0.907,0.5556521395252654,0.4345690483503832
Maracalagonis,Porto_Olbia,188.2,0.957,12,0.023190791435208684,0.957,0.02219358740349471,0.01735734548895624
Maracalagonis,Porto_Porto Torres,209.8,0.955,12,0.015055679252487072,0.955,0.014378173686125153,0.011245001704005532
Maracalagonis,Porto_Golfo Aranci,195.8,0.941,12,0.019920618063955866,0.941,0.018745301598182468,0.014660481436322571
Maracalagonis,Porto_Arbatax,83.5,0.855,12,0.1882470656387468,0.855,0.16095124112112852,0.12587808578327545
Maracalagonis,Porto_Porto Vesme,86.4,-0.228,12,0.17763933359513492,0.0,0.0,0.0
Pula,Aeroporto_Cagliari,29.4,0.883,12,0.5554370486980182,0.883,0.4904509140003501,0.4248206147714192
Pula,Aeroporto_Olbia,214.9,0.975,12,0.013595723285443818,0.975,0.013255830203307723,0.011481984793019906
Pula,Aeroporto_Alghero,188.4,0.899,12,0.02309821354867805,0.899,0.020765293980261567,0.017986560332106286
Pula,Porto_Cagliari,28.1,0.921,12,0.5700677873780134,0.921,0.5250324321751504,0.45477456406865135
Pula,Porto_Olbia,218.2,0.95,12,0.012727376189872212,0.95,0.012091007380378601,0.01047303418530185
Pula,Porto_Porto Torres,220.8,0.963,12,0.012082465616214554,0.963,0.011635414388414615,0.010078406936362616
Pula,Porto_Golfo Aranci,227.0,0.943,12,0.010673406553522925,0.943,0.010065022379972118,0.008718158888260927
Pula,Porto_Arbatax,123.4,0.84,12,0.08475419800212207,0.84,0.07119352632178254,0.06166667602487796
Pula,Porto_Porto Vesme,51.7,-0.275,12,0.35558178497828613,0.0,0.0,0.0
Quartu Sant'Elena,Aeroporto_Cagliari,20.7,0.863,12,0.6610009512659125,0.863,0.5704438209424825,0.3881940955917607
Quartu Sant'Elena,Aeroporto_Olbia,185.4,0.958,12,0.024526527305895537,0.958,0.023496413159047925,0.015989600590040638
Quartu Sant'Elena,Aeroporto_Alghero,178.1,0.878,12,0.02838200390450609,0.878,0.02491939942815635,0.016957960396030605
Quartu Sant'Elena,Porto_Cagliari,17.6,0.919,12,0.7032801219763409,0.919,0.6463144320962574,0.43982498753511207
Quartu Sant'Elena,Porto_Olbia,189.3,0.933,12,0.022686165264602126,0.933,0.021166192191873785,0.014403856319226051
Quartu Sant'Elena,Porto_Porto Torres,207.6,0.952,12,0.015732919159709032,0.952,0.014977739040042999,0.010192537191572362
Quartu Sant'Elena,Porto_Golfo Aranci,197.2,0.933,12,0.01937057726488147,0.933,0.018072748588134412,0.012298729577676503
Quartu Sant'Elena,Porto_Arbatax,86.7,0.85,12,0.17657668871613388,0.85,0.1500901854087138,0.102138232798581
Quartu Sant'Elena,Porto_Porto Vesme,79.5,-0.264,12,0.20392561173421342,0.0,0.0,0.0
Sarroch,Aeroporto_Cagliari,20.3,0.836,12,0.6663101674248864,0.836,0.557035299967205,0.40845286006797044
Sarroch,Aeroporto_Olbia,206.1,0.95,12,0.016212057880446332,0.95,0.015401454986424016,0.011293302845947747
Sarroch,Aeroporto_Alghero,182.4,0.848,12,0.02604316305324258,0.848,0.022084602269149708,0.016193801291998666
Sarroch,Porto_Cagliari,18.8,0.931,12,0.686602333042301,0.931,0.6392267720623823,0.46872074946824444
Sarroch,Porto_Olbia,209.5,0.946,12,0.01514628487304698,0.946,0.014328385489902442,0.010506461679989795
Sarroch,Porto_Porto Torres,214.4,0.961,12,0.01373236257609264,0.961,0.013196800435625027,0.009676713274714597
Sarroch,Porto_Golfo Aranci,218.2,0.947,12,0.012727376189872212,0.947,0.012052825251808985,0.008837879657340699
Sarroch,Porto_Arbatax,114.1,0.886,12,0.10207984273420903,0.886,0.09044274066250921,0.06631823171379357
Sarroch,Porto_Porto Vesme,53.9,-0.196,12,0.3402753963403008,0.0,0.0,0.0
Selargius,Aeroporto_Cagliari,8.0,0.884,12,0.8521437889662113,0.884,0.7532951094461309,0.416818530010163
Selargius,Aeroporto_Olbia,181.4,0.949,12,0.02656926984545338,0.949,0.025214237083335256,0.013951718396434257
Selargius,Aeroporto_Alghero,166.9,0.894,12,0.035507902558230185,0.894,0.031744064887057784,0.01756484848613883
Selargius,Porto_Cagliari,7.6,0.92,12,0.8589882807411234,0.92,0.7902692182818336,0.43727730307277435
Selargius,Porto_Olbia,185.0,0.917,12,0.024723526470339388,0.917,0.02267147377330122,0.0125447387788028
Selargius,Porto_Porto Torres,197.3,0.944,12,0.019331874825691705,0.944,0.01824928983545297,0.010097824966016028
Selargius,Porto_Golfo Aranci,193.4,0.919,12,0.020900127908629062,0.919,0.01920721754803011,0.010627872242316518
Selargius,Porto_Arbatax,87.7,0.847,12,0.17308023601645434,0.847,0.14659895990593683,0.08111716404735417
Selargius,Porto_Porto Vesme,67.0,-0.236,12,0.261845668580326,0.0,0.0,0.0
Sestu,Aeroporto_Cagliari,7.6,0.765,12,0.8589882807411234,0.765,0.6571260347669594,0.3875402332257574
Sestu,Aeroporto_Olbia,178.4,0.909,12,0.02821222173692798,0.909,0.025644909558867533,0.015124091430986305
Sestu,Aeroporto_Alghero,161.2,0.786,12,0.03979555724231595,0.786,0.031279307992460335,0.018446979229543494
Sestu,Porto_Cagliari,10.2,0.93,12,0.8154623711872927,0.93,0.7583800052041823,0.44725478605456326
Sestu,Porto_Olbia,181.9,0.931,12,0.026304901193327908,0.931,0.024489863010988284,0.014442902458294826
Sestu,Porto_Porto Torres,191.8,0.948,12,0.021579747928775563,0.948,0.02045760103647923,0.012064875012490206
Sestu,Porto_Golfo Aranci,190.5,0.935,12,0.022148178957037315,0.935,0.02070854732482989,0.012212870644939986
Sestu,Porto_Arbatax,87.3,0.903,12,0.17447043127123832,0.903,0.1575467994379282,0.09291326194342443
Sestu,Porto_Porto Vesme,62.9,-0.193,12,0.28422190223921745,0.0,0.0,0.0
Settimo San Pietro,Aeroporto_Cagliari,11.6,0.468,12,0.7929461233066837,0.468,0.37109878570752797,0.29046018341055624
Settimo San Pietro,Aeroporto_Olbia,177.9,0.664,12,0.028495759279199697,0.664,0.0189211841613886,0.01480967018359704
Settimo San Pietro,Aeroporto_Alghero,165.1,0.493,12,0.03680947478361935,0.493,0.01814707106832434,0.014203769437887872
Settimo San Pietro,Porto_Cagliari,11.5,0.811,12,0.794533602503334,0.811,0.644366751630204,0.5043478773592135
Settimo San Pietro,Porto_Olbia,181.6,0.776,12,0.026463205037107973,0.776,0.020535447108795787,0.01607315885517219
Settimo San Pietro,Porto_Porto Torres,195.2,0.792,12,0.02016110551961476,0.792,0.01596759557153489,0.012497887131295795
Settimo San Pietro,Porto_Golfo Aranci,189.9,0.8,12,0.022415558171264255,0.8,0.017932446537011405,0.014035782144125366
Settimo San Pietro,Porto_Arbatax,83.8,0.912,12,0.1871209649253546,0.912,0.1706543200119234,0.13357167147815194
Settimo San Pietro,Porto_Porto Vesme,69.8,-0.139,12,0.24758532720608456,0.0,0.0,0.0
Sinnai,Aeroporto_Cagliari,25.0,0.787,12,0.6065306597126334,0.787,0.47733962919384254,0.34627725857598957
Sinnai,Aeroporto_Olbia,176.2,0.926,12,0.029481273907289954,0.926,0.027299659638150498,0.019804036206927795
Sinnai,Aeroporto_Alghero,172.2,0.808,12,0.03193668276235039,0.808,0.025804839671979118,0.018719646543273287
Sinnai,Porto_Cagliari,23.2,0.936,12,0.6287635544670984,0.936,0.5885226869812041,0.42693296385594837
Sinnai,Porto_Olbia,180.1,0.949,12,0.027269129613429453,0.949,0.025878404003144548,0.018773012434908896
Sinnai,Porto_Porto Torres,201.0,0.96,12,0.017952964939502866,0.96,0.017234846341922752,0.012502702432937695
Sinnai,Porto_Golfo Aranci,187.9,0.949,12,0.023330354454188063,0.949,0.02214050637702447,0.016061423319635715
Sinnai,Porto_Arbatax,77.1,0.908,12,0.2139527677006283,0.908,0.19426911307217049,0.1409289566303788
Sinnai,Porto_Porto Vesme,84.1,-0.235,12,0.1860016005869088,0.0,0.0,0.0
Uta,Aeroporto_Cagliari,12.2,0.613,12,0.7834876342628625,0.613,0.4802779198031347,0.35928476809064536
Uta,Aeroporto_Olbia,191.3,0.719,12,0.02179662800109399,0.719,0.015671775532786578,0.011723691649563784
Uta,Aeroporto_Alghero,165.0,0.616,12,0.036883167401240015,0.616,0.02272003111916385,0.016996328115619005
Uta,Porto_Cagliari,14.8,0.879,12,0.7437874280201796,0.879,0.6537891492297379,0.48908449290667044
Uta,Porto_Olbia,194.5,0.826,12,0.020445346037937653,0.826,0.0168878558273365,0.01263341310164733
Uta,Porto_Porto Torres,197.0,0.817,12,0.01944821474538539,0.817,0.015889191446979863,0.011886335450349315
Uta,Porto_Golfo Aranci,203.5,0.848,12,0.017077388507484793,0.848,0.014481625454347103,0.01083336799050308
Uta,Porto_Arbatax,103.9,0.935,12,0.12518032265006088,0.935,0.11704360167780693,0.08755760269500164
Uta,Porto_Porto Vesme,47.2,-0.02,12,0.3890684448772363,0.0,0.0,0.0
Villa San Pietro,Aeroporto_Cagliari,23.6,0.725,12,0.623753512917752,0.725,0.4522212968653702,0.37632279089281045
Villa San Pietro,Aeroporto_Olbia,208.8,0.89,12,0.015359824148400343,0.89,0.013670243492076305,0.011375899849878078
Villa San Pietro,Aeroporto_Alghero,182.8,0.746,12,0.025835648912122026,0.746,0.01927339408844303,0.016038646352162303
Villa San Pietro,Porto_Cagliari,22.6,0.929,12,0.6363541697250871,0.929,0.5911730236746059,0.49195357165144926
Villa San Pietro,Porto_Olbia,212.1,0.934,12,0.014378805455409293,0.934,0.013429804295352281,0.01117581473628789
Villa San Pietro,Porto_Porto Torres,215.1,0.945,12,0.01354144901321219,0.945,0.012796669317485519,0.010648941889886738
Villa San Pietro,Porto_Golfo Aranci,220.9,0.939,12,0.012058324833811458,0.939,0.011322767018948958,0.009422411803105499
Villa San Pietro,Porto_Arbatax,117.9,0.928,12,0.09460925260909793,0.928,0.08779738642124288,0.07306192282441969
Villa San Pietro,Porto_Porto Vesme,50.2,-0.186,12,0.3664108625221595,0.0,0.0,0.0
Quartucciu,Aeroporto_Cagliari,18.2,0.806,12,0.6948911947429106,0.806,0.5600823029627859,0.36481087600114476
Quartucciu,Aeroporto_Olbia,182.2,0.93,12,0.026147544328831745,0.93,0.024317216225813523,0.01583907384025615
Quartucciu,Aeroporto_Alghero,173.9,0.824,12,0.03086908751073573,0.824,0.02543612810884624,0.016567879628366148
Quartucciu,Porto_Cagliari,15.7,0.952,12,0.7305190281594249,0.952,0.6954541148077725,0.45298561211365684
Quartucciu,Porto_Olbia,186.0,0.951,12,0.024233967845691113,0.951,0.023046503421252248,0.015011392178247502
Quartucciu,Porto_Porto Torres,203.5,0.969,12,0.017077388507484793,0.969,0.016547989463752764,0.010778570400090778
Quartucciu,Porto_Golfo Aranci,194.1,0.956,12,0.020609564805478837,0.956,0.019702743954037767,0.012833426879364122
Quartucciu,Porto_Arbatax,84.5,0.925,12,0.18451952399298926,0.925,0.1706805596935151,0.11117316895887376
Quartucciu,Porto_Porto Vesme,77.4,-0.248,12,0.21267289455348304,0.0,0.0,0.0
Elmas,Aeroporto_Cagliari,1.3,0.879,12,0.9743350896087494,0.879,0.8564405437660907,0.45375478953780957
Elmas,Aeroporto_Olbia,184.7,0.936,12,0.024872313544021522,0.936,0.023280485477204148,0.012334343422830667
Elmas,Aeroporto_Alghero,165.5,0.892,12,0.0365161737537404,0.892,0.03257242698833644,0.01725735062452266
Elmas,Porto_Cagliari,5.2,0.886,12,0.9012252974212047,0.886,0.7984856135151874,0.42304941556866305
Elmas,Porto_Olbia,188.2,0.879,12,0.023190791435208684,0.879,0.020384705671548434,0.010800116714593444
Elmas,Porto_Porto Torres,196.6,0.912,12,0.0196044244691258,0.912,0.017879235115842728,0.009472681584422958
Elmas,Porto_Golfo Aranci,196.8,0.881,12,0.019526163397740125,0.881,0.01720254995340905,0.009114163838271846
Elmas,Porto_Arbatax,93.6,0.788,12,0.15381572253342932,0.788,0.12120678935634231,0.06421713870888592
Elmas,Porto_Porto Vesme,59.3,-0.172,12,0.3054405861413579,0.0,0.0,0.0
Monserrato,Aeroporto_Cagliari,7.0,0.78,12,0.8693582353988059,0.78,0.6780994236110686,0.38317844915066607
Monserrato,Aeroporto_Olbia,183.0,0.903,12,0.02573251272635994,0.903,0.023236458991903026,0.013130390633361272
Monserrato,Aeroporto_Alghero,168.0,0.799,12,0.03473525894473856,0.799,0.027753471896846113,0.015682851142017253
Monserrato,Porto_Cagliari,6.0,0.935,12,0.8869204367171575,0.935,0.8292706083305423,0.46860182233185416
Monserrato,Porto_Olbia,186.6,0.922,12,0.023944898118732977,0.922,0.022077196065471805,0.012475317712133489
Monserrato,Porto_Porto Torres,198.5,0.945,12,0.018873433135151486,0.945,0.017835394312718154,0.010078372720543335
Monserrato,Porto_Golfo Aranci,195.0,0.93,12,0.02024191144580439,0.93,0.018824977644598086,0.010637563590218205
Monserrato,Porto_Arbatax,89.4,0.912,12,0.167294424149439,0.912,0.15257251482428838,0.08621523271920616
Monserrato,Porto_Porto Vesme,66.2,-0.246,12,0.26606889499380665,0.0,0.0,0.0
Abbasanta,Aeroporto_Cagliari,101.8,0.728,12,0.13054986733998764,0.728,0.095040303423511,0.11868063095607943
Abbasanta,Aeroporto_Olbia,104.2,0.714,12,0.12443148946022826,0.714,0.08884408347460297,0.1109431630967635
Abbasanta,Aeroporto_Alghero,68.1,0.731,12,0.2561479683791594,0.731,0.1872441648851655,0.2338192833033221
Abbasanta,Porto_Cagliari,105.4,0.672,12,0.12148068500391276,0.672,0.08163502032262938,0.10194091738984588
Abbasanta,Porto_Olbia,105.8,0.641,12,0.12051271656014938,0.641,0.07724865131505575,0.09646348284183863
Abbasanta,Porto_Porto Torres,96.6,0.668,12,0.14485819218961926,0.668,0.09676527238266568,0.12083466873876485
Abbasanta,Porto_Golfo Aranci,116.1,0.642,12,0.09807723484935806,0.642,0.06296558477328787,0.07862764595892165
Abbasanta,Porto_Arbatax,82.3,0.576,12,0.19281964670508864,0.576,0.11106411650213105,0.13869020771446403
Abbasanta,Porto_Porto Vesme,111.1,-0.386,12,0.10839210768078596,0.0,0.0,0.0
Aidomaggiore,Aeroporto_Cagliari,104.6,0.658,8,0.12344000875525778,0.658,0.08122352576095962,0.08871834660089291
Aidomaggiore,Aeroporto_Olbia,96.9,0.684,8,0.14399164527685895,0.684,0.09849028536937153,0.10757837944558492
Aidomaggiore,Aeroporto_Alghero,69.0,0.651,8,0.2515785530597565,0.651,0.16377763804190149,0.178890058282362
Aidomaggiore,Porto_Cagliari,108.1,0.831,8,0.11509470129253851,0.831,0.09564369677409951,0.1044691246913807
Aidomaggiore,Porto_Olbia,98.6,0.741,8,0.13917822123048373,0.741,0.10313106193178845,0.11264737909444897
Aidomaggiore,Porto_Porto Torres,95.5,0.746,8,0.14808038659546247,0.746,0.110467968400215,0.12066129138089475
Aidomaggiore,Porto_Golfo Aranci,108.9,0.756,8,0.11326783993558948,0.756,0.08563048699130564,0.09353195583821144
Aidomaggiore,Porto_Arbatax,77.4,0.833,8,0.21267289455348304,0.833,0.17715652116305136,0.1935034646662243
Aidomaggiore,Porto_Porto Vesme,117.3,-0.239,8,0.09575140283599869,0.0,0.0,0.0
Albagiara,Aeroporto_Cagliari,63.0,,4,0.2836540264997704,0.5,0.1418270132498852,0.20761894639645836
Albagiara,Aeroporto_Olbia,132.4,,4,0.0707926568832253,0.5,0.03539632844161265,0.05181628132013532
Albagiara,Aeroporto_Alghero,104.8,,4,0.122947234924929,0.5,0.0614736174624645,0.08999052716599554
Albagiara,Porto_Cagliari,66.7,,4,0.2634214652544431,0.5,0.13171073262722155,0.19280983862354237
Albagiara,Porto_Olbia,134.9,,4,0.06734005826590692,0.5,0.03367002913295346,0.04928917145991942
Albagiara,Porto_Porto Torres,135.0,,4,0.06720551273974976,0.5,0.03360275636987488,0.04919069162965645
Albagiara,Porto_Golfo Aranci,144.6,,4,0.05546517126462075,0.5,0.027732585632310375,0.04059741566781178
Albagiara,Porto_Arbatax,72.3,,4,0.23551044831306475,0.5,0.11775522415653238,0.17238052901094866
Albagiara,Porto_Porto Vesme,80.5,,4,0.1998876140751445,0.5,0.09994380703757225,0.14630659872553217
Ales,Aeroporto_Cagliari,61.9,0.733,12,0.2899635655294032,0.733,0.21254329353305257,0.2273436317052053
Ales,Aeroporto_Olbia,137.6,0.792,12,0.06380013325482203,0.792,0.050529705537819054,0.05404831446340589
Ales,Aeroporto_Alghero,104.9,0.746,12,0.12270158618570125,0.746,0.09153538329453313,0.09790940058276168
Ales,Porto_Cagliari,65.8,0.904,12,0.2682059831084245,0.904,0.24245820873001572,0.2593416559664282
Ales,Porto_Olbia,140.0,0.825,12,0.06081006262521797,0.825,0.050168301665804826,0.05366174442673117
Ales,Porto_Porto Torres,135.9,0.861,12,0.06600663577264156,0.861,0.05683171340024438,0.060789159261012866
Ales,Porto_Golfo Aranci,149.8,0.858,12,0.049986615469475866,0.858,0.042888516072810294,0.04587503487106486
Ales,Porto_Arbatax,78.7,0.907,12,0.20721466377212,0.907,0.18794370004131283,0.20103105872338997
Ales,Porto_Porto Vesme,74.9,-0.18,12,0.22357686702670262,0.0,0.0,0.0
Allai,Aeroporto_Cagliari,79.4,,1,0.20433387108094214,0.5,0.10216693554047107,0.157291229274132
Allai,Aeroporto_Olbia,118.2,,1,0.09404329665916,0.5,0.04702164832958,0.07239223560078087
Allai,Aeroporto_Alghero,89.8,,1,0.16596140793053138,0.5,0.08298070396526569,0.12775304322952094
Allai,Porto_Cagliari,83.0,,1,0.19013898010152055,0.5,0.09506949005076028,0.14636434847970384
Allai,Porto_Olbia,120.5,,1,0.08981529457224763,0.5,0.044907647286123814,0.06913762273554226
Allai,Porto_Porto Torres,119.1,,1,0.09236566133313855,0.5,0.04618283066656927,0.07110083285238829
Allai,Porto_Golfo Aranci,130.4,,1,0.07368176001776583,0.5,0.036840880008882915,0.05671842140985558
Allai,Porto_Arbatax,72.1,,1,0.2364543767045291,0.5,0.11822718835226455,0.1820168109298494
Allai,Porto_Porto Vesme,94.1,,1,0.15228523052222984,0.5,0.07614261526111492,0.117225455488227
Arborea,Aeroporto_Cagliari,71.0,0.814,12,0.24171401689703645,0.814,0.19675520975418764,0.23366743136426762
Arborea,Aeroporto_Olbia,147.3,0.932,12,0.05254948404872264,0.932,0.048976119133409504,0.058164274127184015
Arborea,Aeroporto_Alghero,98.6,0.833,12,0.13917822123048373,0.833,0.11593545828499295,0.1376855066523438
Arborea,Porto_Cagliari,75.1,0.92,12,0.22268434579109514,0.92,0.20486959812780753,0.24330411793904577
Arborea,Porto_Olbia,149.2,0.926,12,0.05059006833086096,0.926,0.04684640327437725,0.05563501335214515
Arborea,Porto_Porto Torres,131.6,0.945,12,0.07193444937515649,0.945,0.06797805465952288,0.08073106395136977
Arborea,Porto_Golfo Aranci,159.4,0.925,12,0.04125429707961103,0.925,0.0381602247986402,0.04531926610797914
Arborea,Porto_Arbatax,97.9,0.868,12,0.14114041966763408,0.868,0.12250988427150637,0.1454933265056648
Arborea,Porto_Porto Vesme,67.1,-0.252,12,0.26132250058554946,0.0,0.0,0.0
Ardauli,Aeroporto_Cagliari,93.2,,0,0.15505118356871936,0.5,0.07752559178435968,0.11659708837170725
Ardauli,Aeroporto_Olbia,102.8,,0,0.1279648067670288,0.5,0.0639824033835144,0.09622837787930168
Ardauli,Aeroporto_Alghero,80.8,,0,0.1986918791825739,0.5,0.09934593959128694,0.1494144969588283
Ardauli,Porto_Cagliari,96.6,,0,0.14485819218961926,0.5,0.07242909609480963,0.10893205099987546
Ardauli,Porto_Olbia,104.9,,0,0.12270158618570125,0.5,0.061350793092850624,0.0922704835819721
Ardauli,Porto_Porto Torres,107.7,,0,0.116019151774409,0.5,0.0580095758872045,0.08724535331428693
Ardauli,Porto_Golfo Aranci,114.9,,0,0.1004595620616821,0.5,0.05022978103084105,0.0755446825099376
Ardauli,Porto_Arbatax,68.8,,0,0.2525868825866103,0.5,0.12629344129330514,0.1899430523046106
Ardauli,Porto_Porto Vesme,109.7,,0,0.11146997576426268,0.5,0.05573498788213134,0.08382441407948002
Assolo,Aeroporto_Cagliari,63.4,,2,0.2813938470598095,0.5,0.14069692352990476,0.20458838250591116
Assolo,Aeroporto_Olbia,130.3,,2,0.07382927099961287,0.5,0.036914635499806434,0.053677830177256594
Assolo,Aeroporto_Alghero,105.3,,2,0.12172388949734589,0.5,0.060861944748672944,0.0884997803782722
Assolo,Porto_Cagliari,66.9,,2,0.262369883958126,0.5,0.131184941979063,0.1907569434730658
Assolo,Porto_Olbia,132.9,,2,0.07008825817789911,0.5,0.035044129088949556,0.05095791369676008
Assolo,Porto_Porto Torres,135.1,,2,0.06707123603573319,0.5,0.03353561801786659,0.04876437717668453
Assolo,Porto_Golfo Aranci,142.5,,2,0.057844320874838456,0.5,0.028922160437419228,0.042055916177942465
Assolo,Porto_Arbatax,69.2,,2,0.25057424879511875,0.5,0.12528712439755937,0.18218088559601997
Assolo,Porto_Porto Vesme,82.9,,2,0.19051963859332918,0.5,0.09525981929666459,0.13851797081808717
Asuni,Aeroporto_Cagliari,69.6,,0,0.24857765184107972,0.5,0.12428882592053986,0.182750497264891
Asuni,Aeroporto_Olbia,122.6,,0,0.08612117179854416,0.5,0.04306058589927208,0.06331497161812875
Asuni,Aeroporto_Alghero,101.3,,0,0.13186191531957053,0.5,0.06593095765978527,0.09694286842148887
Asuni,Porto_Cagliari,73.0,,0,0.23223627472975883,0.5,0.11611813736487941,0.17073656612116833
Asuni,Porto_Olbia,125.2,,0,0.08175731443469375,0.5,0.040878657217346875,0.060106730260427885
Asuni,Porto_Porto Torres,130.1,,0,0.0741251795060797,0.5,0.03706258975303985,0.05449570109884957
Asuni,Porto_Golfo Aranci,134.8,,0,0.0674748731523869,0.5,0.03373743657619345,0.049606497326507966
Asuni,Porto_Arbatax,64.6,,0,0.2747207916982948,0.5,0.1373603958491474,0.20197053484102073
Asuni,Porto_Porto Vesme,90.6,,0,0.16332715561927583,0.5,0.08166357780963791,0.12007563304751687
Baradili,Aeroporto_Cagliari,54.6,,4,0.3355447327042427,0.5,0.16777236635212134,0.2338462575920799
Baradili,Aeroporto_Olbia,139.3,,4,0.061667390796186744,0.5,0.030833695398093372,0.04297694807168166
Baradili,Aeroporto_Alghero,113.0,,4,0.10435048475476504,0.5,0.05217524237738252,0.07272344924373968
Baradili,Porto_Cagliari,58.2,,4,0.3122347407080105,0.5,0.15611737035400525,0.21760116755925604
Baradili,Porto_Olbia,142.0,,4,0.05842566596450083,0.5,0.029212832982250414,0.040717740442571766
Baradili,Porto_Porto Torres,143.4,,4,0.05681243790649613,0.5,0.028406218953248064,0.03959345712878942
Baradili,Porto_Golfo Aranci,151.6,,4,0.04821910341670324,0.5,0.02410955170835162,0.03360463085671603
Baradili,Porto_Arbatax,72.8,,4,0.2331670801985418,0.5,0.1165835400992709,0.16249770532431884
Baradili,Porto_Porto Vesme,74.7,,4,0.22447296549695234,0.5,0.11223648274847617,0.15643864378084651
Baratili San Pietro,Aeroporto_Cagliari,91.3,0.706,12,0.16105650706760619,0.706,0.11370589398972997,0.13465299663745967
Baratili San Pietro,Aeroporto_Olbia,128.5,0.877,12,0.07653554542391151,0.877,0.0671216733367704,0.07948694774725701
Baratili San Pietro,Aeroporto_Alghero,75.9,0.73,12,0.2191497484416548,0.73,0.159979316362408,0.18945099143370783
Baratili San Pietro,Porto_Cagliari,95.3,0.919,12,0.148673894366042,0.919,0.1366313089223926,0.16180177240909216
Baratili San Pietro,Porto_Olbia,129.9,0.928,12,0.07442227401699993,0.928,0.06906387028777594,0.08178693968555227
Baratili San Pietro,Porto_Porto Torres,108.4,0.939,12,0.11440620065220493,0.939,0.10742742241242043,0.12721789382507417
Baratili San Pietro,Porto_Golfo Aranci,140.4,0.932,12,0.06032552286745654,0.932,0.056223387312469494,0.06658096002847783
Baratili San Pietro,Porto_Arbatax,96.6,0.927,12,0.14485819218961926,0.927,0.13428354415977706,0.15902149823337902
Baratili San Pietro,Porto_Porto Vesme,89.8,-0.217,12,0.16596140793053138,0.0,0.0,0.0
Baressa,Aeroporto_Cagliari,53.7,0.814,11,0.34163922376206945,0.814,0.27809432814232454,0.302384988738721
Baressa,Aeroporto_Olbia,141.5,0.768,11,0.05901285366944784,0.768,0.045321871618135945,0.049280593856103234
