comune,scalo,distanza_km,correlazione,n_mesi_validi,peso_distanza,peso_correlazione,punteggio,probabilita
Bitti,Aeroporto_Olbia,39.2,0.923,12,0.4565760496233147,0.923,0.42141969380231953,0.2649203221583178
Bitti,Aeroporto_Alghero,93.7,0.91,12,0.15350839851482234,0.91,0.13969264264848832,0.08781606659071754
Bitti,Porto_Cagliari,149.2,0.841,12,0.05059006833086096,0.841,0.042546247466254065,0.026746176676486162
Bitti,Porto_Olbia,42.6,0.838,12,0.4265609563450914,0.838,0.35745808141718655,0.22471163896663157
Bitti,Porto_Porto Torres,100.3,0.869,12,0.13452570270752046,0.869,0.11690283565283527,0.07348953392030474
Bitti,Porto_Golfo Aranci,51.4,0.834,12,0.3577216889804542,0.834,0.2983398886096988,0.1875477120920518
Bitti,Porto_Arbatax,72.3,0.707,12,0.23551044831306475,0.707,0.16650588695733676,0.10467188378406844
Bitti,Porto_Porto Vesme,174.2,-0.31,12,0.0306844275196243,0.0,0.0,0.0
Bolotana,Aeroporto_Cagliari,119.3,0.772,12,0.09199693662884734,0.772,0.07102163507747014,0.0640146554821494
Bolotana,Aeroporto_Olbia,79.1,0.782,12,0.20556355968417395,0.782,0.16075070367302402,0.1448910730218614
Bolotana,Aeroporto_Alghero,65.6,0.78,12,0.26928095555245,0.78,0.21003914533091103,0.18931672738112806
Bolotana,Porto_Cagliari,122.5,0.815,12,0.0862935864993705,0.815,0.07032927299698695,0.06339060169906358
Bolotana,Porto_Olbia,80.6,0.771,12,0.1994882383558388,0.771,0.1538054317723517,0.1386310201877296
Bolotana,Porto_Porto Torres,86.8,0.815,12,0.1762238882567611,0.815,0.14362246892926028,0.12945270631932906
Bolotana,Porto_Golfo Aranci,91.0,0.79,12,0.16202575093388075,0.79,0.1280003432377658,0.1153718562663979
Bolotana,Porto_Arbatax,76.7,0.797,12,0.21567125462467565,0.797,0.17188998993586652,0.15493135964234092
Bolotana,Porto_Porto Vesme,135.1,-0.473,12,0.06707123603573319,0.0,0.0,0.0
Borore,Aeroporto_Cagliari,109.5,,0,0.11191674861732888,0.5,0.05595837430866444,0.08327464552211322
Borore,Aeroporto_Olbia,97.2,,0,0.14313028207887982,0.5,0.07156514103943991,0.10649990864507002
Borore,Aeroporto_Alghero,62.4,,0,0.28707837984570167,0.5,0.14353918992285084,0.2136083348923504
Borore,Porto_Cagliari,113.1,,0,0.10414199234716055,0.5,0.052070996173580276,0.07748963049605262
Borore,Porto_Olbia,98.5,,0,0.13945685621505094,0.5,0.06972842810752547,0.10376659803301792
Borore,Porto_Porto Torres,89.6,,0,0.1666265830255437,0.5,0.08331329151277185,0.1239829588282431
Borore,Porto_Golfo Aranci,109.0,,0,0.11304153064044985,0.5,0.056520765320224924,0.08411156962348532
Borore,Porto_Arbatax,84.0,,0,0.18637397603940997,0.5,0.09318698801970499,0.13867653395021504
Borore,Porto_Porto Vesme,119.2,,0,0.09218111461870225,0.5,0.046090557309351125,0.0685898200094524
Bortigali,Aeroporto_Cagliari,118.8,-0.133,12,0.0929215212131989,0.0,0.0,0.0
Bortigali,Aeroporto_Olbia,86.9,-0.141,12,0.17587179269317632,0.0,0.0,0.0
Bortigali,Aeroporto_Alghero,58.2,-0.151,12,0.3122347407080105,0.0,0.0,0.0
Bortigali,Porto_Cagliari,122.3,-0.106,12,0.08663945211544613,0.0,0.0,0.0
Bortigali,Porto_Olbia,88.1,-0.138,12,0.1717011179558536,0.0,0.0,0.0
Bortigali,Porto_Porto Torres,82.4,-0.117,12,0.19243439279400748,0.0,0.0,0.0
Bortigali,Porto_Golfo Aranci,98.6,-0.123,12,0.13917822123048373,0.0,0.0,0.0
Bortigali,Porto_Arbatax,84.7,-0.057,12,0.18378292008696764,0.0,0.0,0.0
Bortigali,Porto_Porto Vesme,130.1,0.027,12,0.0741251795060797,0.027,0.002001379846664152,1.0
Desulo,Aeroporto_Cagliari,86.0,0.67,12,0.17906614791149322,0.67,0.11997431910070047,0.11199366911700823
Desulo,Aeroporto_Olbia,100.0,0.765,12,0.1353352832366127,0.765,0.10353149167600872,0.09664461285436472
Desulo,Aeroporto_Alghero,107.1,0.686,12,0.11741976848862698,0.686,0.08054996118319811,0.07519180577776062
Desulo,Porto_Cagliari,88.4,0.848,12,0.17067399569626215,0.848,0.1447315483504303,0.13510405608674741
Desulo,Porto_Olbia,103.4,0.763,12,0.1264384058083441,0.763,0.09647250363176654,0.09005518623995554
Desulo,Porto_Porto Torres,130.1,0.812,12,0.0741251795060797,0.812,0.060189645758936726,0.056185851454913074
Desulo,Porto_Golfo Aranci,112.1,0.796,12,0.10624580014562934,0.796,0.08457165691592096,0.07894597970894833
Desulo,Porto_Arbatax,38.9,0.83,12,0.45932374075137034,0.83,0.38123870482363736,0.3558788387603021
Desulo,Porto_Porto Vesme,118.4,-0.17,12,0.09366787481677043,0.0,0.0,0.0
Dorgali,Aeroporto_Cagliari,123.9,0.861,12,0.083910879641545,0.861,0.07224726737137024,0.05265042890246423
Dorgali,Aeroporto_Olbia,65.6,0.966,12,0.26928095555245,0.966,0.2601254030636667,0.18956722569628562
Dorgali,Aeroporto_Alghero,113.5,0.879,12,0.1033121800831002,0.879,0.09081140629304507,0.06617910496168404
Dorgali,Porto_Cagliari,125.7,0.912,12,0.08094381556384699,0.912,0.07382075979422845,0.053797116575956656
Dorgali,Porto_Olbia,70.0,0.945,12,0.2465969639416065,0.945,0.23303413092481812,0.16982437382769036
Dorgali,Porto_Porto Torres,126.4,0.957,12,0.07981849775077554,0.957,0.07638630234749219,0.055666763978709316
Dorgali,Porto_Golfo Aranci,76.8,0.937,12,0.21524034317051757,0.937,0.20168020155077498,0.14697509676319737
Dorgali,Porto_Arbatax,41.5,0.835,12,0.4360492863215356,0.835,0.3641011540784822,0.2653398892940125
Dorgali,Porto_Porto Vesme,159.4,-0.259,12,0.04125429707961103,0.0,0.0,0.0
Dualchi,Aeroporto_Cagliari,110.0,,1,0.11080315836233387,0.5,0.055401579181166935,0.0797829438573606
Dualchi,Aeroporto_Olbia,90.0,,1,0.16529888822158653,0.5,0.08264944411079327,0.11902216609693743
Dualchi,Aeroporto_Alghero,67.4,,1,0.2597592599935311,0.5,0.12987962999676556,0.1870376148369649
Dualchi,Porto_Cagliari,113.4,,1,0.10351901120544502,0.5,0.05175950560272251,0.07453805091156195
Dualchi,Porto_Olbia,91.6,,1,0.16009306125298015,0.5,0.08004653062649007,0.11527375127820745
Dualchi,Porto_Porto Torres,92.1,,1,0.15850010867790837,0.5,0.07925005433895418,0.11412675828863224
Dualchi,Porto_Golfo Aranci,101.9,,1,0.13028902853106283,0.5,0.06514451426553142,0.0938135916174158
Dualchi,Porto_Arbatax,76.4,,1,0.21696917201083235,0.5,0.10848458600541618,0.15622694808673177
Dualchi,Porto_Porto Vesme,124.1,,1,0.08357590651586094,0.5,0.04178795325793047,0.060178175026187976
Elini,Aeroporto_Cagliari,85.9,,5,0.17942463857848628,0.5,0.08971231928924314,0.10823968252549196
Elini,Aeroporto_Olbia,109.6,,5,0.11169313880444373,0.5,0.055846569402221866,0.06737998738774269
Elini,Aeroporto_Alghero,137.4,,5,0.06405584487012317,0.5,0.032027922435061584,0.038642320071395335
Elini,Porto_Cagliari,86.9,,5,0.17587179269317632,0.5,0.08793589634658816,0.1060963932106316
Elini,Porto_Olbia,114.0,,5,0.10228420671553748,0.5,0.05114210335776874,0.06170395632380586
Elini,Porto_Porto Torres,158.0,,5,0.042425741080511385,0.5,0.021212870540255693,0.025593746666261314
Elini,Porto_Golfo Aranci,120.7,,5,0.08945675095924267,0.5,0.044728375479621336,0.05396566714751865
Elini,Porto_Arbatax,9.9,,5,0.8203698531378311,0.5,0.41018492656891553,0.494896203557243
Elini,Porto_Porto Vesme,131.5,,5,0.0720784622387661,0.5,0.03603923111938305,0.04348204310990968
Fonni,Aeroporto_Cagliari,96.2,0.476,12,0.1460217055752807,0.476,0.06950633185383362,0.11031372625912773
Fonni,Aeroporto_Olbia,89.7,0.486,12,0.16629366289060088,0.486,0.08081872016483202,0.1282676546882771
Fonni,Aeroporto_Alghero,103.0,0.474,12,0.12745396989482075,0.474,0.06041318173014503,0.0958819580040114
Fonni,Porto_Cagliari,98.6,0.507,12,0.13917822123048373,0.507,0.07056335816385526,0.11199133616749742
Fonni,Porto_Olbia,93.2,0.408,12,0.15505118356871936,0.408,0.0632608828960375,0.10040155382360773
Fonni,Porto_Porto Torres,124.0,0.479,12,0.08374322559219596,0.479,0.04011300505866187,0.06366348131818683
Fonni,Porto_Golfo Aranci,101.8,0.433,12,0.13054986733998764,0.433,0.05652809255821464,0.08971592029242713
Fonni,Porto_Arbatax,39.6,0.417,12,0.4529380127765577,0.417,0.18887515132782456,0.29976436944686474
Fonni,Porto_Porto Vesme,127.7,-0.435,12,0.07776996315843764,0.0,0.0,0.0
Gadoni,Aeroporto_Cagliari,71.4,0.386,11,0.23978801902532465,0.386,0.09255817534377532,0.13859973000543488
Gadoni,Aeroporto_Olbia,114.8,0.444,11,0.1006606822389427,0.444,0.04469334291409056,0.0669253173793238
Gadoni,Aeroporto_Alghero,111.8,0.39,11,0.10688519120149874,0.39,0.04168522456858451,0.06242085962653199
Gadoni,Porto_Cagliari,74.0,0.589,11,0.22763768838381274,0.589,0.1340785984580657,0.20077381038221573
Gadoni,Porto_Olbia,118.1,0.434,11,0.0942315714645254,0.434,0.040896502015604026,0.061239799903970764
Gadoni,Porto_Porto Torres,137.5,0.497,11,0.06392786120670757,0.497,0.03177214701973366,0.04757668333750507
Gadoni,Porto_Golfo Aranci,127.0,0.479,11,0.07886639979067495,0.479,0.0377770054997333,0.056568560726591555
Gadoni,Porto_Arbatax,45.3,0.59,11,0.4041375454214516,0.59,0.2384411517986564,0.35704981368456945
Gadoni,Porto_Porto Vesme,103.7,0.047,11,0.1256820467198355,0.047,0.005907056195832268,0.008845424953856802
Gairo,Aeroporto_Cagliari,77.0,0.86,12,0.21438110142697794,0.86,0.18436774722720103,0.13730444268852057
Gairo,Aeroporto_Olbia,114.5,0.946,12,0.1012664618538834,0.946,0.0957980729137737,0.07134382889568296
Gairo,Aeroporto_Alghero,133.6,0.874,12,0.06911385927088778,0.874,0.06040551300275592,0.04498587970452742
Gairo,Porto_Cagliari,78.2,0.943,12,0.20929720576531952,0.943,0.1973672650366963,0.14698559123481528
Gairo,Porto_Olbia,118.7,0.941,12,0.09310755022262504,0.941,0.08761420475949015,0.06524904565479704
Gairo,Porto_Porto Torres,156.0,0.964,12,0.04415716841969286,0.964,0.04256751035658392,0.03170135977713066
Gairo,Porto_Golfo Aranci,126.0,0.95,12,0.08045960674953244,0.95,0.07643662641205581,0.05692475255753173
Gairo,Porto_Arbatax,20.2,0.896,12,0.6676441212689289,0.896,0.5982091326569603,0.44550509948699424
Gairo,Porto_Porto Vesme,121.3,-0.284,12,0.08838968514736205,0.0,0.0,0.0
Galtellì,Aeroporto_Cagliari,133.7,0.802,12,0.06897576968795878,0.802,0.055318567289742944,0.03861285968142023
Galtellì,Aeroporto_Olbia,56.3,0.929,12,0.3243279771631299,0.929,0.3013006907845477,0.21031060392874446
Galtellì,Aeroporto_Alghero,113.3,0.823,12,0.10372625640397273,0.823,0.08536670902046956,0.05958673404550024
Galtellì,Porto_Cagliari,135.6,0.928,12,0.06640386608652886,0.928,0.06162278772829879,0.043013262495898645
Galtellì,Porto_Olbia,60.8,0.936,12,0.2964134525853191,0.936,0.2774429916198587,0.1936577143963273
Galtellì,Porto_Porto Torres,123.5,0.954,12,0.08458485900156469,0.954,0.08069395548749271,0.05632510986876293
Galtellì,Porto_Golfo Aranci,67.3,0.938,12,0.2602792983785572,0.938,0.24414198187908662,0.17041330877686978
Galtellì,Porto_Arbatax,50.1,0.89,12,0.36714441755772104,0.89,0.32675853162637175,0.22808040680647637
Galtellì,Porto_Porto Vesme,168.5,-0.244,12,0.03438963734347271,0.0,0.0,0.0
Gavoi,Aeroporto_Cagliari,101.2,0.169,12,0.1321259030499441,0.169,0.022329277615440554,0.0435567825765086
Gavoi,Aeroporto_Olbia,85.4,0.329,12,0.18122788617521654,0.329,0.059623974551646246,0.11630597911047102
Gavoi,Aeroporto_Alghero,94.8,0.204,12,0.15016809184547467,0.204,0.03063429073647683,0.05975702232622122
Gavoi,Porto_Cagliari,103.8,0.453,12,0.12543093382299692,0.453,0.056820213021817605,0.11083679943281419
Gavoi,Porto_Olbia,88.5,0.393,12,0.17033298882540943,0.393,0.06694086460838591,0.13057872876347584
Gavoi,Porto_Porto Torres,115.6,0.408,12,0.09906292744674731,0.408,0.0404176743982729,0.07884105730300658
Gavoi,Porto_Golfo Aranci,97.6,0.419,12,0.14198980780187978,0.419,0.05949372946898763,0.11605191550641167
Gavoi,Porto_Arbatax,47.6,0.457,12,0.3859683143742421,0.457,0.17638751966902866,0.3440717149810909
Gavoi,Porto_Porto Vesme,129.2,-0.134,12,0.07547151339133788,0.0,0.0,0.0
Girasole,Aeroporto_Cagliari,93.0,0.714,12,0.1556726303679973,0.714,0.11115025808275007,0.07761592327252584
Girasole,Aeroporto_Olbia,104.2,0.878,12,0.12443148946022826,0.878,0.10925084774608042,0.07628957019429691
Girasole,Aeroporto_Alghero,137.5,0.739,12,0.06392786120670757,0.739,0.04724268943175689,0.03298944169246221
Girasole,Porto_Cagliari,94.0,0.895,12,0.1525901057568839,0.895,0.1365681446524111,0.09536516441483452
Girasole,Porto_Olbia,108.7,0.902,12,0.11372181864745078,0.902,0.1025770804200006,0.07162929660020356
Girasole,Porto_Porto Torres,156.7,0.922,12,0.04354327534026074,0.922,0.04014689986372041,0.02803447111326045
Girasole,Porto_Golfo Aranci,115.1,0.904,12,0.10005852641943393,0.904,0.09045290788316827,0.06316301985380988
Girasole,Porto_Arbatax,5.1,0.88,12,0.9030295516688768,0.88,0.7946660054686115,0.5549131128586067
Girasole,Porto_Porto Vesme,138.3,-0.198,12,0.06291315472622334,0.0,0.0,0.0
Ilbono,Aeroporto_Cagliari,84.3,0.607,12,0.18525908021533122,0.607,0.11245226169070605,0.0840644653258639
Ilbono,Aeroporto_Olbia,111.3,0.75,12,0.10795940523189702,0.75,0.08096955392392277,0.06052934957421874
Ilbono,Aeroporto_Alghero,138.2,0.626,12,0.06303910694591143,0.626,0.03946248094814055,0.02950045033742262
Ilbono,Porto_Cagliari,85.3,0.896,12,0.1815907046450974,0.896,0.1627052713620073,0.12163144997800586
Ilbono,Porto_Olbia,115.7,0.829,12,0.09886499958569081,0.829,0.08195908465653767,0.061269080111516216
Ilbono,Porto_Porto Torres,159.1,0.853,12,0.04150256692682124,0.853,0.03540168958857852,0.026464777694569196
Ilbono,Porto_Golfo Aranci,122.4,0.851,12,0.08646634637465792,0.851,0.07358286076483389,0.055007376057554964
Ilbono,Porto_Arbatax,11.0,0.936,12,0.8025187979624785,0.936,0.7511575948928799,0.5615330509208485
Ilbono,Porto_Porto Vesme,130.2,-0.187,12,0.0739770772986424,0.0,0.0,0.0
Irgoli,Aeroporto_Cagliari,144.2,0.69,12,0.055910672262727355,0.69,0.03857836386128187,0.026284241845295996
Irgoli,Aeroporto_Olbia,47.8,0.871,12,0.38442752475037856,0.871,0.3348363740575797,0.2281309872543409
Irgoli,Aeroporto_Alghero,115.9,0.715,12,0.09847032945383845,0.715,0.07040628555949449,0.04796926701528689
Irgoli,Porto_Cagliari,146.0,0.907,12,0.05393368730035602,0.907,0.04891785438142291,0.03332875182933093
Irgoli,Porto_Olbia,52.6,0.926,12,0.3492385730220808,0.926,0.3233949186184468,0.22033568564679487
Irgoli,Porto_Porto Torres,123.2,0.935,12,0.08509389373266411,0.935,0.07956279064004095,0.05420778440965229
Irgoli,Porto_Golfo Aranci,58.2,0.928,12,0.3122347407080105,0.928,0.28975383937703375,0.19741531852346278
Irgoli,Porto_Arbatax,58.8,0.915,12,0.3085103150663647,0.915,0.2822869382857237,0.1923279634758354
Irgoli,Porto_Porto Vesme,178.8,-0.194,12,0.027987424351492405,0.0,0.0,0.0
Jerzu,Aeroporto_Cagliari,68.1,0.784,12,0.2561479683791594,0.784,0.20082000720926096,0.16703972209045861
Jerzu,Aeroporto_Olbia,128.0,0.869,12,0.07730474044329974,0.869,0.06717781944522748,0.05587772078446735
Jerzu,Aeroporto_Alghero,145.9,0.797,12,0.054041662614278875,0.797,0.043071205103580264,0.035826122260349196
Jerzu,Porto_Cagliari,68.8,0.905,12,0.2525868825866103,0.905,0.2285911287408823,0.19013941463229045
Jerzu,Porto_Olbia,132.2,0.866,12,0.0710763946078907,0.866,0.06155215773043334,0.05119836147922174
Jerzu,Porto_Porto Torres,169.3,0.897,12,0.03384378163650495,0.897,0.03035787212794494,0.025251321290042015
Jerzu,Porto_Golfo Aranci,139.3,0.883,12,0.061667390796186744,0.883,0.0544523060730329,0.04529278830343828
Jerzu,Porto_Arbatax,26.5,0.877,12,0.5886049696783552,0.877,0.5162065584079175,0.4293745491597324
Jerzu,Porto_Porto Vesme,117.4,-0.234,12,0.09556009140552761,0.0,0.0,0.0
Lanusei,Aeroporto_Cagliari,75.5,0.619,12,0.2209099779593782,0.619,0.1367432763568551,0.11047607903346518
Lanusei,Aeroporto_Olbia,120.9,0.794,12,0.08909963865616147,0.794,0.07074511309299221,0.05715559048692512
Lanusei,Aeroporto_Alghero,143.1,0.642,12,0.05715433720613676,0.642,0.0366930844863398,0.029644661219873383
Lanusei,Porto_Cagliari,76.3,0.895,12,0.21740354458263497,0.895,0.1945761724014583,0.15719977737080917
Lanusei,Porto_Olbia,125.3,0.862,12,0.08159396321149798,0.862,0.07033399628831126,0.056823445654535766
Lanusei,Porto_Porto Torres,165.4,0.884,12,0.03658927918230796,0.884,0.03234492279716024,0.026131743676706693
Lanusei,Porto_Golfo Aranci,132.1,0.876,12,0.0712186896447116,0.876,0.06238757212876737,0.05040346065145449
Lanusei,Porto_Arbatax,19.0,0.927,12,0.6838614092123558,0.927,0.6339395263398538,0.5121652419062301
Lanusei,Porto_Porto Vesme,123.5,-0.18,12,0.08458485900156469,0.0,0.0,0.0
Lei,Aeroporto_Cagliari,118.6,,0,0.09329395166237625,0.5,0.046646975831188126,0.0640071343282926
Lei,Aeroporto_Olbia,81.5,,0,0.19592957412690937,0.5,0.09796478706345468,0.1344234041603338
Lei,Aeroporto_Alghero,63.8,,0,0.27915167692210985,0.5,0.13957583846105492,0.1915204422617178
Lei,Porto_Cagliari,121.9,,0,0.08733534760288077,0.5,0.04366767380144038,0.059919053979574276
Lei,Porto_Olbia,82.9,,0,0.19051963859332918,0.5,0.09525981929666459,0.1307117544313309
Lei,Porto_Porto Torres,85.9,,0,0.17942463857848628,0.5,0.08971231928924314,0.12309969444600119
Lei,Porto_Golfo Aranci,93.3,,0,0.15474139109731752,0.5,0.07737069554865876,0.10616500673008997
Lei,Porto_Arbatax,78.6,,0,0.20762950780541625,0.5,0.10381475390270813,0.1424504971631304
Lei,Porto_Porto Vesme,133.3,,0,0.0695297889678155,0.5,0.03476489448390775,0.04770301249952916
Loceri,Aeroporto_Cagliari,77.8,0.692,11,0.21097829881783206,0.692,0.1459969827819398,0.11312975528347463
Loceri,Aeroporto_Olbia,120.0,0.869,11,0.09071795328941251,0.869,0.07883390140849947,0.061086604698575644
Loceri,Aeroporto_Alghero,144.3,0.718,11,0.05579896266503611,0.718,0.040063655193495924,0.03104441901084527
Loceri,Porto_Cagliari,78.5,0.924,11,0.20804518235702046,0.924,0.1922337484978869,0.14895757782386965
Loceri,Porto_Olbia,124.4,0.919,11,0.0830759524388581,0.919,0.0763468002913106,0.05915940637302477
Loceri,Porto_Porto Torres,166.2,0.936,11,0.03600850926443939,0.936,0.03370396467151527,0.02611643886549596
Loceri,Porto_Golfo Aranci,131.1,0.925,11,0.07265740261048442,0.925,0.06720809741469809,0.05207803249570483
Loceri,Porto_Arbatax,16.9,0.92,11,0.7131952878982822,0.92,0.6561396648664197,0.5084277654490093
Loceri,Porto_Porto Vesme,126.1,-0.247,11,0.08029884834802102,0.0,0.0,0.0
Loculi,Aeroporto_Cagliari,138.4,0.367,8,0.06278745415923806,0.367,0.02304299567644037,0.01944639203454495
Loculi,Aeroporto_Olbia,51.1,0.629,8,0.35987447100205955,0.629,0.22636104226029546,0.19103009135407256
Loculi,Aeroporto_Alghero,111.6,0.396,8,0.10731358818908407,0.396,0.0424961809228773,0.03586327948853229
Loculi,Porto_Cagliari,140.3,0.839,8,0.06044629464471146,0.839,0.050714441206912916,0.04279881484901001
Loculi,Porto_Olbia,55.7,0.75,8,0.32824335819079375,0.75,0.24618251864309532,0.20775778621874236
Loculi,Porto_Porto Torres,120.5,0.771,8,0.08981529457224763,0.771,0.06924759211520293,0.05843926903554938
Loculi,Porto_Golfo Aranci,62.1,0.783,8,0.28880602788595566,0.783,0.2261351198347033,0.19083943141909057
Loculi,Porto_Arbatax,55.3,0.909,8,0.3308798369099922,0.909,0.3007697717511829,0.2538249356004579
Loculi,Porto_Porto Vesme,172.2,-0.174,8,0.03193668276235039,0.0,0.0,0.0
Lodè,Aeroporto_Cagliari,154.5,,5,0.04550195440462157,0.5,0.022750977202310785,0.023298590444475593
Lodè,Aeroporto_Olbia,33.7,,5,0.5096658316912476,0.5,0.2548329158456238,0.2609667130014822
Lodè,Aeroporto_Alghero,107.8,,5,0.1157873453545488,0.5,0.0578936726772744,0.0592871663067441
Lodè,Porto_Cagliari,156.5,,5,0.04371779725275094,0.5,0.02185889862637547,0.02238503964618738
Lodè,Porto_Olbia,38.3,,5,0.4648688296327683,0.5,0.23243441481638416,0.23802908278850765
Lodè,Porto_Porto Torres,111.9,,5,0.10667163444703576,0.5,0.05333581722351788,0.054619603828970305
Lodè,Porto_Golfo Aranci,44.8,,5,0.4081991952779227,0.5,0.20409959763896135,0.20901225002280058
Lodè,Porto_Arbatax,72.6,,5,0.2341016163455822,0.5,0.1170508081727911,0.1198682068274301
Lodè,Porto_Porto Vesme,185.5,,5,0.02447752327165267,0.5,0.012238761635826335,0.012533347133402078
Lotzorai,Aeroporto_Cagliari,95.5,0.81,12,0.14808038659546247,0.81,0.1199451131423246,0.08220574252239056
Lotzorai,Aeroporto_Olbia,101.8,0.94,12,0.13054986733998764,0.94,0.12271687529958837,0.08410540112676373
Lotzorai,Aeroporto_Alghero,136.7,0.83,12,0.06495893356879505,0.83,0.05391591486209989,0.036951883231405615
Lotzorai,Porto_Cagliari,96.5,0.919,12,0.14514819848362373,0.919,0.13339119440645023,0.09142116668912813
Lotzorai,Porto_Olbia,106.3,0.944,12,0.11931359499503652,0.944,0.11263203367531446,0.07719364063711015
Lotzorai,Porto_Porto Torres,155.5,0.954,12,0.044600955340274535,0.954,0.042549311394621904,0.029161652737455725
Lotzorai,Porto_Golfo Aranci,112.6,0.937,12,0.10518863677072769,0.937,0.09856175265417186,0.06755041409340545
Lotzorai,Porto_Arbatax,5.7,0.869,12,0.8922579558824083,0.869,0.7753721636618128,0.5314100989623406
Lotzorai,Porto_Porto Vesme,140.4,-0.249,12,0.06032552286745654,0.0,0.0,0.0
Lula,Aeroporto_Cagliari,140.6,-0.179,9,0.06008470273734039,0.0,0.0,0.0
Lula,Aeroporto_Olbia,46.5,0.06,9,0.3945537103716011,0.06,0.023673222622296063,0.06603221923380839
Lula,Aeroporto_Alghero,104.3,-0.148,9,0.12418287517846102,0.0,0.0,0.0
Lula,Porto_Cagliari,142.7,0.344,9,0.05761340572951655,0.344,0.01981901157095369,0.055281587045864965
Lula,Porto_Olbia,50.7,0.216,9,0.36276501352395324,0.216,0.0783572429211739,0.2185635105824008
Lula,Porto_Porto Torres,112.7,0.239,9,0.10497846973427834,0.239,0.02508985426649252,0.06998365976202062
Lula,Porto_Golfo Aranci,58.1,0.245,9,0.3128598350754292,0.245,0.07665065959348015,0.21380330170704043
Lula,Porto_Arbatax,61.0,0.457,9,0.2952301669240142,0.457,0.1349201862842745,0.3763357216688647
Lula,Porto_Porto Vesme,171.9,-0.107,9,0.03212887887066144,0.0,0.0,0.0
Macomer,Aeroporto_Cagliari,118.4,0.5,12,0.09366787481677043,0.5,0.046833937408385214,0.07280506577324106
Macomer,Aeroporto_Olbia,91.9,0.555,12,0.15913537880584921,0.555,0.08832013523724633,0.13729687510531627
Macomer,Aeroporto_Alghero,54.8,0.484,12,0.3342052345557199,0.484,0.1617553335249684,0.25145457222115536
Macomer,Porto_Cagliari,122.0,0.47,12,0.0871608514619813,0.47,0.04096560018713121,0.06368252128915372
Macomer,Porto_Olbia,92.9,0.502,12,0.15598428718166135,0.502,0.07830411216519399,0.12172660151955302
Macomer,Porto_Porto Torres,80.9,0.491,12,0.19829489254317698,0.491,0.0973627922386999,0.15135401559331235
Macomer,Porto_Golfo Aranci,103.4,0.483,12,0.1264384058083441,0.483,0.06106975000543019,0.09493515625497424
Macomer,Porto_Arbatax,89.1,0.408,12,0.1683012080256144,0.408,0.06866689287445067,0.10674519224329403
Macomer,Porto_Porto Vesme,127.0,-0.045,12,0.07886639979067495,0.0,0.0,0.0
Mamoiada,Aeroporto_Cagliari,108.3,0.54,12,0.11463524201852858,0.54,0.06190303069000544,0.05667185718299723
Mamoiada,Aeroporto_Olbia,77.8,0.687,12,0.21097829881783206,0.687,0.14494209128785063,0.1326936242977233
Mamoiada,Aeroporto_Alghero,95.8,0.556,12,0.14719456439994125,0.556,0.08184017780636733,0.07492419703486962
Mamoiada,Porto_Cagliari,110.8,0.846,12,0.10904441529278502,0.846,0.09225157533769612,0.08445576967992494
Mamoiada,Porto_Olbia,81.1,0.762,12,0.19750329721911258,0.762,0.1504975124809638,0.13777957942686914
Mamoiada,Porto_Porto Torres,114.4,0.787,12,0.10146919744560434,0.787,0.07985625838969063,0.07310793058407968
Mamoiada,Porto_Golfo Aranci,89.9,0.791,12,0.16562981681631492,0.791,0.1310131851017051,0.11994179335668902
Mamoiada,Porto_Arbatax,47.0,0.896,12,0.39062783535852114,0.896,0.35000254048123497,0.32042524843684694
Mamoiada,Porto_Porto Vesme,137.4,-0.119,12,0.06405584487012317,0.0,0.0,0.0
Meana Sardo,Aeroporto_Cagliari,75.2,0.476,12,0.2222394221714404,0.476,0.10578596495360564,0.16942477987913743
Meana Sardo,Aeroporto_Olbia,113.1,0.538,12,0.10414199234716055,0.538,0.05602839188277238,0.08973400172588031
Meana Sardo,Aeroporto_Alghero,102.4,0.488,12,0.1289926310365194,0.488,0.06294840394582146,0.10081696080327071
Meana Sardo,Porto_Cagliari,78.2,0.521,12,0.20929720576531952,0.521,0.10904384420373148,0.17464253702742696
Meana Sardo,Porto_Olbia,116.1,0.472,12,0.09807723484935806,0.472,0.046292454848897,0.0741411110280935
Meana Sardo,Porto_Porto Torres,129.0,0.52,12,0.07577400402284548,0.52,0.03940248209187965,0.06310626232918648
Meana Sardo,Porto_Golfo Aranci,125.4,0.486,12,0.08143093836426381,0.486,0.03957543604503221,0.06338326207537162
Meana Sardo,Porto_Arbatax,54.0,0.486,12,0.3395955256449391,0.486,0.1650434254634404,0.2643303962099855
Meana Sardo,Porto_Porto Vesme,101.5,0.002,12,0.13133552114849312,0.002,0.00026267104229698625,0.0004206889216476693
Noragugume,Aeroporto_Cagliari,109.0,,0,0.11304153064044985,0.5,0.056520765320224924,0.08035003446402073
Noragugume,Aeroporto_Olbia,87.1,,0,0.17516971062265388,0.5,0.08758485531132694,0.12451080771677318
Noragugume,Aeroporto_Alghero,72.0,,0,0.23692775868212176,0.5,0.11846387934106088,0.1684084908239872
Noragugume,Porto_Cagliari,112.3,,0,0.10582166577929185,0.5,0.052910832889645924,0.07521814720866508
Noragugume,Porto_Olbia,89.0,,0,0.1686381472685955,0.5,0.08431907363429775,0.11986816586975337
Noragugume,Porto_Porto Torres,95.4,,0,0.14837684372696583,0.5,0.07418842186348291,0.10546641079237316
