comune,anno,mese,presenze_annue,letti_totali,utilizzazione_lorda_pct,segmenti_esclusi,copertura_sufficiente
Bonarcado,2025,3,4421.0,97.0,12.49,0,True
Bonarcado,2025,4,4421.0,97.0,12.49,0,True
Bonarcado,2025,5,4421.0,97.0,12.49,0,True
Bonarcado,2025,6,4421.0,97.0,12.49,0,True
Bonarcado,2025,7,4421.0,97.0,12.49,0,True
Bonarcado,2025,8,4421.0,97.0,12.49,0,True
Bonarcado,2025,9,4421.0,97.0,12.49,0,True
Bonarcado,2025,10,4421.0,97.0,12.49,0,True
Bonarcado,2025,11,4421.0,97.0,12.49,0,True
Bonarcado,2025,12,4421.0,97.0,12.49,0,True
Bonnanaro,2025,1,62.0,32.0,0.53,0,True
Bonnanaro,2025,2,62.0,32.0,0.53,0,True
Bonnanaro,2025,3,62.0,32.0,0.53,0,True
Bonnanaro,2025,4,62.0,32.0,0.53,0,True
Bonnanaro,2025,5,62.0,32.0,0.53,0,True
Bonnanaro,2025,6,62.0,32.0,0.53,0,True
Bonnanaro,2025,7,62.0,32.0,0.53,0,True
Bonnanaro,2025,8,62.0,32.0,0.53,0,True
Bonnanaro,2025,9,62.0,32.0,0.53,0,True
Bonnanaro,2025,10,62.0,32.0,0.53,0,True
Bonnanaro,2025,11,62.0,32.0,0.53,0,True
Bonnanaro,2025,12,62.0,32.0,0.53,0,True
Bono,2025,1,931.0,94.0,2.71,0,True
Bono,2025,2,931.0,94.0,2.71,0,True
Bono,2025,3,931.0,94.0,2.71,0,True
Bono,2025,4,931.0,94.0,2.71,0,True
Bono,2025,5,931.0,94.0,2.71,0,True
