,comune,anno,presenze_annue,letti_totali,utilizzazione_lorda_pct,segmenti_esclusi,copertura_sufficiente
495,Nurri,2023,935.0,26.0,9.85,0,True
496,Nuxis,2023,181.99,8.0,6.23,0,True
497,Olbia,2023,870762.0,18847.0,12.66,0,True
498,Oliena,2023,31032.0,445.0,19.11,0,True
499,Ollastra,2023,112.0,6.0,5.11,0,True
500,Ollolai,2023,131.01,42.0,0.85,0,True
501,Olmedo,2023,6121.0,313.0,5.36,0,True
502,Olzai,2023,0.0,10.0,0.0,0,True
503,Onifai,2023,1367.0,57.0,6.57,0,True
504,Oniferi,2023,0.0,12.0,0.0,0,True
505,Orani,2023,1975.0,46.0,11.76,0,True
506,Orgosolo,2023,4590.0,229.0,5.49,0,True
507,Oristano,2023,193972.0,3050.0,17.42,0,True
508,Orosei,2023,768785.0,11124.0,18.93,0,True
509,Orotelli,2023,0.0,6.0,0.0,0,True
510,Orroli,2023,508.0,85.0,1.64,0,True
511,Ortueri,2023,211.01,17.0,3.4,0,True
512,Orune,2023,0.0,4.0,0.0,0,True
513,Oschiri,2023,344.0,35.0,2.69,0,True
514,Osidda,2023,37.0,20.0,0.51,0,True
515,Osilo,2023,129.01,55.0,0.64,0,True
516,Osini,2023,927.02,55.0,4.62,0,True
517,Ossi,2023,529.01,29.0,5.0,0,True
518,Ottana,2023,2854.02,47.0,16.64,0,True
519,Ovodda,2023,146.99,19.0,2.12,0,True
520,Ozieri,2023,5332.0,131.0,11.15,0,True
521,Pabillonis,2023,731.99,19.0,10.56,0,True
522,Padria,2023,92.0,22.0,1.15,0,True
523,Padru,2023,1135.0,248.0,1.25,0,True
524,Palau,2023,596074.0,10793.0,15.13,0,True
525,Palmas Arborea,2023,0.0,52.0,0.0,0,True
526,Pattada,2023,207.01,105.0,0.54,0,True
527,Pauli Arbarei,2023,555.01,24.0,6.34,0,True
528,Paulilatino,2023,1519.01,44.0,9.46,0,True
529,Perdasdefogu,2023,198.0,12.0,4.52,0,True
530,Perdaxius,2023,10.0,2.0,1.37,0,True
531,Perfugas,2023,937.02,68.0,3.78,0,True
532,Pimentel,2023,155.0,12.0,3.54,0,True
533,Piscinas,2023,469.01,35.0,3.67,0,True
534,Ploaghe,2023,256.0,30.0,2.34,0,True
535,Pompu,2023,0.0,7.0,0.0,0,True
536,Porto Torres,2023,51274.0,1213.0,11.58,0,True
537,Portoscuso,2023,26976.0,616.0,12.0,0,True
538,Posada,2023,26191.0,1594.0,4.5,0,True
539,Pozzomaggiore,2023,369.99,35.0,2.9,0,True
540,Pula,2023,490095.0,9454.0,14.2,0,True
541,Putifigari,2023,1005.99,49.0,5.62,0,True
542,Quartu Sant'Elena,2023,244830.0,5254.0,12.77,0,True
543,Quartucciu,2023,11840.0,301.0,10.78,0,True
544,Riola Sardo,2023,11361.0,368.0,8.46,0,True
545,Romana,2023,0.0,20.0,0.0,0,True
546,Ruinas,2023,219.99,6.0,10.05,0,True
547,Sadali,2023,882.0,42.0,5.75,0,True
548,Sagama,2023,156.01,27.0,1.58,0,True
549,Samassi,2023,0.0,17.0,0.0,0,True
550,Samugheo,2023,187.01,53.0,0.97,0,True
551,San Basilio,2023,0.0,6.0,0.0,0,True
552,San Gavino Monreale,2023,1236.0,42.0,8.06,0,True
553,San Giovanni Suergiu,2023,11887.0,344.0,9.47,0,True
554,San Nicolò D'Arcidano,2023,342.97,30.0,3.13,0,True
555,San Sperate,2023,1603.0,81.0,5.42,0,True
556,San Teodoro,2023,683752.0,15162.0,12.36,0,True
557,San Vero Milis,2023,46612.0,1094.0,11.67,0,True
558,San Vito,2023,5204.02,140.0,10.18,0,True
559,Sanluri,2023,3338.0,50.0,18.29,0,True
560,Sant'Anna Arresi,2023,74486.02,1574.0,12.97,0,True
561,Sant'Antioco,2023,78771.0,3283.0,6.57,0,True
562,Sant'Antonio Di Gallura,2023,9931.0,170.0,16.0,0,True
563,Santa Giusta,2023,1459.99,65.0,6.15,0,True
564,Santa Maria Coghinas,2023,11804.0,366.0,8.84,0,True
565,Santa Teresa Gallura,2023,469984.0,10861.0,11.86,0,True
566,Santadi,2023,931.99,95.0,2.69,0,True
567,Santu Lussurgiu,2023,8105.0,225.0,9.87,0,True
568,Sardara,2023,53349.0,366.0,39.93,0,True
569,Sarroch,2023,16854.0,527.0,8.76,0,True
570,Sarule,2023,382.0,36.0,2.91,0,True
571,Sassari,2023,215112.0,3217.0,18.32,0,True
572,Scano Di Montiferro,2023,1133.01,109.0,2.85,0,True
573,Sedilo,2023,1131.0,33.0,9.39,0,True
574,Sedini,2023,424.0,46.0,2.53,0,True
575,Selargius,2023,27425.0,349.0,21.53,0,True
576,Seneghe,2023,361.0,37.0,2.67,0,True
577,Sennariolo,2023,911.99,64.0,3.9,0,True
578,Sennori,2023,588.02,107.0,1.51,0,True
579,Senorbì,2023,1540.0,84.0,5.02,0,True
580,Serdiana,2023,126.02,19.0,1.82,0,True
581,Serramanna,2023,683.99,22.0,8.52,0,True
582,Serrenti,2023,90.99000000000001,21.0,1.19,0,True
583,Serri,2023,558.99,28.0,5.47,0,True
584,Sestu,2023,5817.0,156.0,10.22,0,True
585,Settimo San Pietro,2023,311.0,38.0,2.24,0,True
586,Seui,2023,0.0,16.0,0.0,0,True
587,Seulo,2023,751.02,56.0,3.67,0,True
588,Siamaggiore,2023,2953.01,61.0,13.26,0,True
589,Siamanna,2023,226.99,20.0,3.11,0,True
590,Siapiccia,2023,0.0,4.0,0.0,0,True
591,Siddi,2023,0.0,6.0,0.0,0,True
592,Silanus,2023,0.0,18.0,0.0,0,True
593,Siliqua,2023,267.01,18.0,4.06,0,True
594,Silius,2023,0.0,2.0,0.0,0,True
595,Simaxis,2023,749.99,47.0,4.37,0,True
596,Sindia,2023,123.01,35.0,0.96,0,True
597,Sini,2023,50.0,15.0,0.91,0,True
598,Siniscola,2023,194691.0,4237.0,12.59,0,True
599,Sinnai,2023,28223.0,1136.0,6.81,0,True
600,Siurgus Donigala,2023,268.02,20.0,3.67,0,True
601,Solarussa,2023,1279.99,44.0,7.97,0,True
602,Soleminis,2023,458.0,14.0,8.96,0,True
603,Sorgono,2023,998.0,87.0,3.14,0,True
604,Sorradile,2023,0.0,14.0,0.0,0,True
605,Sorso,2023,67350.0,4609.0,4.0,0,True
606,Stintino,2023,325170.0,7266.0,12.26,0,True
607,Suelli,2023,0.0,21.0,0.0,0,True
608,Suni,2023,854.99,89.0,2.63,0,True
609,Talana,2023,583.0,36.0,4.44,0,True
610,Telti,2023,2316.01,188.0,3.38,0,True
611,Tempio Pausania,2023,38388.0,1016.0,10.35,0,True
612,Tergu,2023,9050.0,240.0,10.33,0,True
613,Terralba,2023,3589.0,126.0,7.8,0,True
614,Tertenia,2023,45254.0,1142.0,10.86,0,True
615,Teti,2023,105.01,56.0,0.51,0,True
616,Teulada,2023,40577.0,1180.0,9.42,0,True
617,Thiesi,2023,1854.0,56.0,9.07,0,True
618,Tissi,2023,78.01,12.0,1.78,0,True
619,Tonara,2023,1015.01,326.0,0.85,0,True
620,Torpè,2023,2979.01,234.0,3.49,0,True
621,Torralba,2023,87.01,2.0,11.92,0,True
622,Tortolì,2023,634970.0,7929.0,21.94,0,True
623,Tramatza,2023,2123.0,53.0,10.97,0,True
624,Tratalias,2023,3059.02,80.0,10.48,0,True
625,Tresnuraghes,2023,23828.0,538.0,12.13,0,True
626,Triei,2023,2550.99,74.0,9.44,0,True
627,Trinità D'Agultu E Vignola,2023,85408.0,5010.0,4.67,1,True
628,Tuili,2023,159.01,45.0,0.97,0,True
629,Tula,2023,1591.99,50.0,8.72,0,True
630,Turri,2023,2210.0,21.0,28.83,0,True
631,Ulassai,2023,5937.0,189.0,8.61,0,True
632,Ulà Tirso,2023,103.0,0.0,,0,False
633,Uras,2023,712.0,38.0,5.13,0,True
634,Uri,2023,2056.01,69.0,8.16,0,True
635,Urzulei,2023,3265.0,150.0,5.96,0,True
636,Usini,2023,337.02,18.0,5.13,0,True
637,Ussana,2023,833.0,17.0,13.42,0,True
638,Ussassai,2023,415.0,43.0,2.64,0,True
639,Uta,2023,1228.01,64.0,5.26,0,True
640,Valledoria,2023,177962.0,4625.0,10.54,0,True
641,Vallermosa,2023,702.98,34.0,5.66,0,True
642,Viddalba,2023,6736.0,304.0,6.07,0,True
643,Villa San Pietro,2023,4901.01,190.0,7.07,0,True
644,Villa Sant'Antonio,2023,0.0,10.0,0.0,0,True
645,Villacidro,2023,1939.0,90.0,5.9,0,True
646,Villagrande Strisaili,2023,3515.99,141.0,6.83,0,True
647,Villamar,2023,143.0,12.0,3.26,0,True
648,Villamassargia,2023,964.0,77.0,3.43,0,True
649,Villanova Monteleone,2023,2787.99,117.0,6.53,0,True
650,Villanova Truschedu,2023,0.0,2.0,0.0,0,True
651,Villanova Tulo,2023,48.0,3.0,4.38,0,True
652,Villanovaforru,2023,10.0,79.0,0.03,0,True
653,Villanovafranca,2023,1285.0,16.0,22.0,0,True
654,Villaperuccio,2023,164.99,14.0,3.23,0,True
655,Villaputzu,2023,12463.0,785.0,4.35,1,True
656,Villasalto,2023,0.0,4.0,0.0,0,True
657,Villasimius,2023,737623.0,11915.0,16.96,0,True
658,Villasor,2023,516.0,32.0,4.42,0,True
659,Villaspeciosa,2023,140.0,8.0,4.79,0,True
660,Villaurbana,2023,136.01,40.0,0.93,0,True
661,Zeddiani,2023,60.99,13.0,1.29,0,True
662,Zerfaliu,2023,0.0,23.0,0.0,0,True
663,Abbasanta,2024,3028.0,64.0,12.96,0,True
664,Aggius,2024,852.01,194.0,1.2,0,True
665,Aglientu,2024,326465.0,6643.0,13.46,0,True
666,Aidomaggiore,2024,230.02,8.0,7.88,0,True
667,Albagiara,2024,0.0,4.0,0.0,0,True
668,Ales,2024,817.0,47.0,4.76,0,True
669,Alghero,2024,1589756.0,27132.0,16.05,0,True
670,Allai,2024,42.01,32.0,0.36,0,True
671,Alà Dei Sardi,2024,121.99000000000001,21.0,1.59,0,True
672,Anela,2024,208.0,6.0,9.5,0,True
673,Arborea,2024,87875.0,1931.0,12.47,0,True
674,Arbus,2024,71690.0,1904.0,10.32,0,True
675,Ardara,2024,0.0,4.0,0.0,0,True
676,Ardauli,2024,25.99,4.0,1.78,0,True
677,Aritzo,2024,3868.02,259.0,4.09,0,True
678,Armungia,2024,213.01,31.0,1.88,0,True
679,Arzachena,2024,1188081.0,23512.0,13.84,0,True
680,Arzana,2024,475.0,26.0,5.01,0,True
681,Assemini,2024,31704.0,719.0,12.08,0,True
682,Assolo,2024,151.99,17.0,2.45,0,True
683,Atzara,2024,395.0,18.0,6.01,0,True
684,Austis,2024,315.99,70.0,1.24,0,True
685,Badesi,2024,374834.0,6309.0,16.28,0,True
686,Ballao,2024,131.0,8.0,4.49,0,True
687,Banari,2024,281.0,11.0,7.0,0,True
688,Baradili,2024,56.0,30.0,0.51,0,True
689,Baratili San Pietro,2024,2782.0,154.0,4.95,0,True
690,Baressa,2024,1085.0,27.0,11.01,0,True
691,Bari Sardo,2024,232929.0,3236.0,19.72,0,True
692,Barrali,2024,0.0,4.0,0.0,0,True
693,Barumini,2024,1844.0,52.0,9.72,0,True
694,Bauladu,2024,1039.0,27.0,10.54,0,True
695,Baunei,2024,105962.0,2329.0,12.46,0,True
696,Belvì,2024,264.01,52.0,1.39,0,True
697,Benetutti,2024,8105.0,194.0,11.45,0,True
698,Berchidda,2024,4349.0,500.0,2.38,0,True
699,Bessude,2024,0.0,26.0,0.0,0,True
700,Bitti,2024,3658.0,126.0,7.95,0,True
701,Bolotana,2024,607.01,129.0,1.29,0,True
702,Bonarcado,2024,4062.0,87.0,12.79,0,True
703,Bonnanaro,2024,0.0,20.0,0.0,0,True
704,Bono,2024,536.99,78.0,1.89,0,True
705,Bonorva,2024,639.99,119.0,1.47,0,True
706,Borore,2024,15.99,11.0,0.4,0,True
707,Bortigali,2024,635.98,12.0,14.52,0,True
708,Bortigiadas,2024,1482.02,59.0,6.88,0,True
709,Borutta,2024,0.0,0.0,,0,False
710,Bosa,2024,101768.0,2591.0,10.76,0,True
711,Bottidda,2024,570.0,9.0,17.35,0,True
712,Buddusò,2024,39.0,113.0,0.09,0,True
713,Budoni,2024,776673.0,13195.0,16.13,0,True
714,Buggerru,2024,22491.0,545.0,11.31,0,True
715,Bultei,2024,115.01,31.0,1.02,0,True
716,Bulzi,2024,0.0,2.0,0.0,0,True
717,Burcei,2024,295.99,19.0,4.27,0,True
718,Busachi,2024,20.0,16.0,0.34,0,True
719,Cabras,2024,94173.0,3180.0,8.11,0,True
720,Cagliari,2024,964380.0,14712.0,17.96,0,True
721,Calangianus,2024,3058.99,120.0,6.98,0,True
722,Calasetta,2024,60505.0,2807.0,5.91,0,True
723,Capoterra,2024,61923.0,1308.0,12.97,0,True
724,Carbonia,2024,45833.0,734.0,17.11,0,True
725,Cardedu,2024,151735.0,1794.0,23.17,1,True
726,Carloforte,2024,45299.0,2153.0,5.76,0,True
727,Castelsardo,2024,250601.0,5563.0,12.34,0,True
728,Castiadas,2024,338790.99,4415.0,21.02,0,True
729,Cheremule,2024,615.0,15.0,11.23,0,True
730,Chiaramonti,2024,948.02,37.0,7.02,0,True
731,Codrongianos,2024,639.01,45.0,3.89,0,True
732,Collinas,2024,287.99,16.0,4.93,0,True
733,Cossoine,2024,500.0,33.0,4.15,0,True
734,Cuglieri,2024,140867.0,2345.0,16.46,0,True
735,Decimomannu,2024,1893.0,127.0,4.08,0,True
736,Decimoputzu,2024,0.0,9.0,0.0,0,True
737,Desulo,2024,800.0,91.0,2.41,0,True
738,Dolianova,2024,1476.01,177.0,2.28,0,True
739,Domus De Maria,2024,225433.99,4593.0,13.45,0,True
740,Domusnovas,2024,1213.0,160.0,2.08,0,True
741,Donori,2024,0.0,14.0,0.0,0,True
742,Dorgali,2024,508356.0,7503.0,18.56,0,True
743,Dualchi,2024,0.0,6.0,0.0,0,True
744,Elini,2024,219.0,18.0,3.33,0,True
745,Elmas,2024,12039.0,210.0,15.71,0,True
746,Erula,2024,0.0,2.0,0.0,0,True
747,Escalaplano,2024,158.0,29.0,1.49,0,True
748,Escolca,2024,247.0,9.0,7.52,0,True
749,Esterzili,2024,10.0,9.0,0.3,0,True
750,Florinas,2024,233.01,16.0,3.99,0,True
751,Fluminimaggiore,2024,7414.0,397.0,5.12,0,True
752,Flussio,2024,1134.99,43.0,7.23,0,True
753,Fonni,2024,3598.0,338.0,2.92,0,True
754,Fordongianus,2024,42775.0,211.0,55.54,0,True
755,Furtei,2024,206.0,8.0,7.05,0,True
756,Gadoni,2024,596.02,43.0,3.8,0,True
757,Gairo,2024,19117.0,441.0,11.88,0,True
758,Galtellì,2024,12478.0,344.0,9.94,0,True
759,Gavoi,2024,1068.0,353.0,0.83,0,True
760,Genoni,2024,137.01,15.0,2.5,0,True
761,Genuri,2024,0.0,3.0,0.0,0,True
762,Gergei,2024,646.02,57.0,3.11,0,True
763,Gesturi,2024,857.99,41.0,5.73,0,True
764,Ghilarza,2024,2990.0,80.0,10.24,0,True
765,Giave,2024,0.0,15.0,0.0,0,True
766,Giba,2024,3761.0,194.0,5.31,0,True
767,Girasole,2024,8434.0,203.0,11.38,0,True
768,Golfo Aranci,2024,234465.0,6545.0,9.81,0,True
769,Goni,2024,0.0,6.0,0.0,0,True
770,Gonnesa,2024,15723.0,539.0,7.99,0,True
771,Gonnosfanadiga,2024,1821.0,57.0,8.75,0,True
772,Gonnosnò,2024,72.0,4.0,4.93,0,True
773,Gonnostramatza,2024,316.0,33.0,2.62,0,True
774,Guamaggiore,2024,11.99,7.0,0.47,0,True
775,Guasila,2024,72.01,18.0,1.1,0,True
776,Guspini,2024,9233.0,318.0,7.95,0,True
777,Iglesias,2024,67043.0,2059.0,8.92,0,True
778,Ilbono,2024,3537.0,160.0,6.06,0,True
779,Irgoli,2024,3373.99,204.0,4.53,0,True
780,Isili,2024,1576.0,57.0,7.58,0,True
781,Ittireddu,2024,0.0,11.0,0.0,0,True
782,Ittiri,2024,876.0,45.0,5.33,0,True
783,Jerzu,2024,5441.0,254.0,5.87,0,True
784,La Maddalena,2024,339606.0,7835.0,11.88,0,True
785,Laconi,2024,1182.99,85.0,3.81,0,True
786,Laerru,2024,349.0,9.0,10.62,0,True
787,Lanusei,2024,7397.0,408.0,4.97,0,True
788,Las Plassas,2024,26.01,7.0,1.02,0,True
789,Loceri,2024,4691.01,200.0,6.43,0,True
790,Loculi,2024,891.99,81.0,3.02,0,True
791,Lodine,2024,0.0,12.0,0.0,0,True
792,Lodè,2024,221.01,34.0,1.78,0,True
793,Loiri Porto San Paolo,2024,148776.0,4832.0,8.44,0,True
794,Lotzorai,2024,117373.0,2651.0,12.13,0,True
795,Lula,2024,211.0,38.0,1.52,0,True
796,Lunamatrona,2024,215.0,273.0,0.22,0,True
797,Luogosanto,2024,11068.01,375.0,8.09,0,True
798,Luras,2024,801.0,109.0,2.01,0,True
799,Macomer,2024,11548.0,95.0,33.3,0,True
800,Magomadas,2024,12161.0,410.0,8.13,0,True
801,Mamoiada,2024,2853.0,185.0,4.23,0,True
802,Mandas,2024,1246.02,52.0,6.56,0,True
803,Mara,2024,67.0,6.0,3.06,0,True
804,Maracalagonis,2024,130963.0,3314.0,10.83,0,True
805,Marrubiu,2024,1735.0,163.0,2.92,0,True
806,Martis,2024,826.0,57.0,3.97,0,True
807,Masainas,2024,2504.01,170.0,4.04,0,True
808,Masullas,2024,101.00999999999999,9.0,3.07,0,True
809,Meana Sardo,2024,329.0,47.0,1.92,0,True
810,Milis,2024,1893.99,73.0,7.11,0,True
811,Modolo,2024,1688.0,78.0,5.93,0,True
812,Mogoro,2024,356.02,51.0,1.91,0,True
813,Monastir,2024,6594.0,82.0,22.03,0,True
814,Monserrato,2024,9450.0,354.0,7.31,0,True
815,Monteleone Rocca Doria,2024,0.0,11.0,0.0,0,True
816,Monti,2024,1113.01,115.0,2.65,0,True
817,Mores,2024,2835.01,47.0,16.53,0,True
818,Muravera,2024,760892.0,11209.0,18.6,0,True
819,Muros,2024,0.0,12.0,0.0,0,True
820,Musei,2024,269.99,10.0,7.4,0,True
821,Narbolia,2024,82536.99,2133.0,10.6,0,True
822,Narcao,2024,11.99,69.0,0.05,0,True
823,Norbello,2024,3030.0,204.0,4.07,0,True
824,Nughedu San Nicolò,2024,308.0,111.0,0.76,0,True
825,Nughedu Santa Vittoria,2024,118.0,4.0,8.08,0,True
826,Nulvi,2024,2812.0,210.0,3.67,0,True
827,Nuoro,2024,55484.0,884.0,17.2,0,True
828,Nurachi,2024,6169.99,248.0,6.82,0,True
829,Nuragus,2024,46.0,9.0,1.4,0,True
830,Nurallao,2024,538.0,23.0,6.41,0,True
831,Nuraminis,2024,2504.0,37.0,18.54,0,True
832,Nureci,2024,359.99,8.0,12.33,0,True
833,Nurri,2024,904.02,26.0,9.53,0,True
834,Nuxis,2024,79.02,25.0,0.87,0,True
835,Olbia,2024,1079885.0,24780.0,11.94,0,True
836,Oliena,2024,31250.0,426.0,20.1,0,True
837,Ollastra,2024,0.0,0.0,,0,False
838,Ollolai,2024,150.99,40.0,1.03,0,True
839,Olmedo,2024,8729.0,468.0,5.11,0,True
840,Onifai,2024,2153.0,86.0,6.86,0,True
841,Orani,2024,1286.0,58.0,6.07,0,True
842,Orgosolo,2024,5444.0,252.0,5.92,0,True
843,Oristano,2024,202644.0,3177.0,17.48,0,True
844,Orosei,2024,870513.0,12267.0,19.44,0,True
845,Orotelli,2024,0.0,9.0,0.0,0,True
846,Orroli,2024,741.0,93.0,2.18,0,True
847,Ortueri,2024,251.99,29.0,2.38,0,True
848,Orune,2024,15.0,16.0,0.26,0,True
849,Oschiri,2024,547.0,55.0,2.72,0,True
850,Osidda,2024,37.99,26.0,0.4,0,True
851,Osilo,2024,821.0,74.0,3.04,0,True
852,Osini,2024,1354.0,61.0,6.08,0,True
853,Ossi,2024,689.02,63.0,3.0,0,True
854,Ottana,2024,1262.0,58.0,5.96,0,True
855,Ovodda,2024,226.0,13.0,4.76,0,True
856,Ozieri,2024,3594.0,155.0,6.35,0,True
857,Pabillonis,2024,1208.01,34.0,9.73,0,True
858,Padria,2024,121.0,6.0,5.53,0,True
859,Padru,2024,2309.99,230.0,2.75,0,True
860,Palau,2024,700474.0,12787.0,15.01,0,True
861,Palmas Arborea,2024,12.01,36.0,0.09,0,True
862,Pattada,2024,128.02,109.0,0.32,0,True
863,Pau,2024,0.0,9.0,0.0,0,True
864,Pauli Arbarei,2024,354.0,27.0,3.59,0,True
865,Paulilatino,2024,3058.0,74.0,11.32,0,True
866,Perdasdefogu,2024,112.99,12.0,2.58,0,True
867,Perdaxius,2024,58.01,35.0,0.45,0,True
868,Perfugas,2024,1489.99,83.0,4.92,0,True
869,Pimentel,2024,1432.0,18.0,21.8,0,True
870,Piscinas,2024,535.0,53.0,2.77,0,True
871,Ploaghe,2024,447.01,51.0,2.4,0,True
872,Pompu,2024,64.0,7.0,2.5,0,True
873,Porto Torres,2024,50601.0,1580.0,8.77,0,True
874,Portoscuso,2024,28957.0,760.0,10.44,0,True
875,Posada,2024,28801.0,2030.0,3.89,0,True
876,Pozzomaggiore,2024,1207.0,74.0,4.47,0,True
877,Pula,2024,602096.0,11286.0,14.62,0,True
878,Putifigari,2024,695.01,59.0,3.23,0,True
879,Quartu Sant'Elena,2024,292857.0,7277.0,11.03,0,True
880,Quartucciu,2024,14946.0,391.0,10.47,0,True
881,Riola Sardo,2024,12142.0,402.0,8.28,0,True
882,Ruinas,2024,261.01,18.0,3.97,0,True
883,Sadali,2024,1372.99,53.0,7.1,0,True
884,Sagama,2024,75.0,33.0,0.62,0,True
885,Samassi,2024,0.0,23.0,0.0,0,True
886,Samatzai,2024,0.0,4.0,0.0,0,True
887,Samugheo,2024,422.02,66.0,1.75,0,True
888,San Basilio,2024,0.0,6.0,0.0,0,True
889,San Gavino Monreale,2024,1195.0,53.0,6.18,0,True
890,San Giovanni Suergiu,2024,13316.0,410.0,8.9,0,True
891,San Nicolò D'Arcidano,2024,558.01,39.0,3.92,0,True
892,San Nicolò Gerrei,2024,0.0,6.0,0.0,0,True
893,San Sperate,2024,1862.01,106.0,4.81,0,True
894,San Teodoro,2024,893910.0,18734.0,13.07,0,True
895,San Vero Milis,2024,48650.0,1285.0,10.37,0,True
896,San Vito,2024,7303.0,251.0,7.97,0,True
897,Sanluri,2024,4994.0,58.0,23.59,0,True
898,Sant'Andrea Frius,2024,0.0,2.0,0.0,0,True
899,Sant'Anna Arresi,2024,77765.0,2100.0,10.15,0,True
900,Sant'Antioco,2024,131927.0,3629.0,9.96,0,True
901,Sant'Antonio Di Gallura,2024,13092.0,219.0,16.38,0,True
902,Santa Giusta,2024,2491.0,74.0,9.22,0,True
903,Santa Maria Coghinas,2024,20012.0,389.0,14.09,0,True
904,Santa Teresa Gallura,2024,415726.0,12938.0,8.8,0,True
905,Santadi,2024,741.0,119.0,1.71,0,True
906,Santu Lussurgiu,2024,8265.0,259.0,8.74,0,True
907,Sardara,2024,45110.0,393.0,31.45,0,True
908,Sarroch,2024,20370.0,779.0,7.16,0,True
909,Sarule,2024,447.0,14.0,8.75,0,True
910,Sassari,2024,249718.0,3859.0,17.73,0,True
911,Scano Di Montiferro,2024,3032.0,167.0,4.97,0,True
912,Sedilo,2024,1595.0,49.0,8.92,0,True
913,Sedini,2024,867.99,81.0,2.94,0,True
914,Selargius,2024,30334.0,441.0,18.85,0,True
915,Selegas,2024,0.0,14.0,0.0,0,True
916,Seneghe,2024,509.0,88.0,1.58,0,True
917,Sennariolo,2024,1461.0,66.0,6.06,0,True
918,Sennori,2024,2564.0,164.0,4.28,0,True
919,Senorbì,2024,1985.0,86.0,6.32,0,True
920,Serdiana,2024,163.01,29.0,1.54,0,True
921,Serramanna,2024,794.0,30.0,7.25,0,True
922,Serrenti,2024,111.00999999999999,21.0,1.45,0,True
923,Serri,2024,605.0,28.0,5.92,0,True
924,Sestu,2024,8224.0,254.0,8.87,0,True
925,Settimo San Pietro,2024,477.0,54.0,2.42,0,True
926,Seui,2024,0.0,24.0,0.0,0,True
927,Seulo,2024,1556.99,84.0,5.08,0,True
928,Siamaggiore,2024,3293.01,50.0,18.04,0,True
929,Siamanna,2024,217.99,17.0,3.51,0,True
930,Siapiccia,2024,0.0,4.0,0.0,0,True
931,Siddi,2024,25.01,10.0,0.69,0,True
932,Silanus,2024,18.009999999999998,18.0,0.27,0,True
933,Siliqua,2024,289.0,19.0,4.17,0,True
934,Silius,2024,71.0,2.0,9.73,0,True
935,Simaxis,2024,683.01,33.0,5.67,0,True
936,Sindia,2024,0.0,65.0,0.0,0,True
937,Sini,2024,45.01,7.0,1.76,0,True
938,Siniscola,2024,127394.0,5135.0,6.8,0,True
939,Sinnai,2024,33624.0,1697.0,5.43,0,True
940,Siurgus Donigala,2024,197.0,6.0,9.0,0,True
941,Solarussa,2024,1856.02,46.0,11.05,0,True
942,Soleminis,2024,376.01,44.0,2.34,0,True
943,Sorgono,2024,665.0,79.0,2.31,0,True
944,Sorradile,2024,118.0,42.0,0.77,0,True
945,Sorso,2024,84364.0,3652.0,6.33,0,True
946,Stintino,2024,324716.0,8407.0,10.58,0,True
947,Suelli,2024,0.0,8.0,0.0,0,True
948,Suni,2024,796.01,106.0,2.06,0,True
949,Talana,2024,407.0,56.0,1.99,0,True
950,Telti,2024,4008.0,260.0,4.22,0,True
951,Tempio Pausania,2024,37944.0,1219.0,8.53,0,True
952,Tergu,2024,1041.99,283.0,1.01,1,True
953,Terralba,2024,4215.0,175.0,6.6,0,True
954,Tertenia,2024,59920.0,1848.0,8.88,0,True
955,Teti,2024,338.01,28.0,3.31,0,True
956,Teulada,2024,49601.0,1554.0,8.74,0,True
957,Thiesi,2024,2161.0,59.0,10.03,0,True
958,Tinnura,2024,117.0,8.0,4.01,0,True
959,Tissi,2024,395.0,18.0,6.01,0,True
960,Tonara,2024,793.02,298.0,0.73,0,True
961,Torpè,2024,7561.0,361.0,5.74,0,True
962,Torralba,2024,292.0,2.0,40.0,0,True
963,Tortolì,2024,617929.0,8717.0,19.42,0,True
964,Tramatza,2024,4687.0,55.0,23.35,0,True
965,Tratalias,2024,2698.01,78.0,9.48,0,True
966,Tresnuraghes,2024,30546.0,722.0,11.59,0,True
967,Triei,2024,3162.02,105.0,8.25,0,True
968,Trinità D'Agultu E Vignola,2024,287343.0,7174.0,10.97,1,True
969,Tuili,2024,220.0,52.0,1.16,0,True
970,Tula,2024,1284.01,50.0,7.04,0,True
971,Turri,2024,1591.0,21.0,20.76,0,True
972,Ulassai,2024,9025.0,209.0,11.83,0,True
973,Ulà Tirso,2024,131.0,15.0,2.39,0,True
974,Uras,2024,645.99,35.0,5.06,0,True
975,Uri,2024,2297.0,87.0,7.23,0,True
976,Urzulei,2024,4681.0,191.0,6.71,0,True
977,Usellus,2024,9.0,10.0,0.25,0,True
978,Usini,2024,327.0,22.0,4.07,0,True
979,Ussana,2024,900.99,36.0,6.86,0,True
980,Ussassai,2024,295.0,26.0,3.11,0,True
981,Uta,2024,3542.0,165.0,5.88,0,True
982,Valledoria,2024,192501.0,5508.0,9.58,0,True
983,Vallermosa,2024,1309.0,88.0,4.08,0,True
984,Viddalba,2024,8719.99,469.0,5.09,0,True
985,Villa San Pietro,2024,6716.01,293.0,6.28,0,True
986,Villacidro,2024,3209.0,107.0,8.22,0,True
987,Villagrande Strisaili,2024,318.99,155.0,0.56,0,True
988,Villamar,2024,115.0,12.0,2.63,0,True
989,Villamassargia,2024,1648.99,99.0,4.56,0,True
990,Villanova Monteleone,2024,2655.0,138.0,5.27,0,True
991,Villanova Truschedu,2024,0.0,2.0,0.0,0,True
992,Villanova Tulo,2024,59.99,3.0,5.48,0,True
993,Villanovaforru,2024,114.99,79.0,0.4,0,True
