,comune,anno,presenze_annue,letti_totali,utilizzazione_lorda_pct,segmenti_esclusi,copertura_sufficiente
994,Villanovafranca,2024,758.0,22.0,9.44,0,True
995,Villaperuccio,2024,88.99,14.0,1.74,0,True
996,Villaputzu,2024,30711.0,1026.0,8.2,0,True
997,Villasalto,2024,0.0,4.0,0.0,0,True
998,Villasimius,2024,824403.0,14333.0,15.76,0,True
999,Villasor,2024,736.01,32.0,6.3,0,True
1000,Villaspeciosa,2024,658.0,8.0,22.53,0,True
1001,Villaurbana,2024,229.01,56.0,1.12,0,True
1002,Zeddiani,2024,66.01,9.0,2.01,0,True
1003,Abbasanta,2025,4756.0,78.0,16.71,0,True
1004,Aggius,2025,2225.0,236.0,2.58,0,True
1005,Aglientu,2025,367072.0,7513.0,13.39,0,True
1006,Aidomaggiore,2025,365.0,8.0,12.5,0,True
1007,Albagiara,2025,105.0,6.0,4.79,0,True
1008,Ales,2025,1241.0,52.0,6.54,0,True
1009,Alghero,2025,1813687.0,29872.0,16.63,0,True
1010,Allai,2025,50.989999999999995,38.0,0.37,0,True
1011,Alà Dei Sardi,2025,216.99,21.0,2.83,0,True
1012,Anela,2025,154.0,6.0,7.03,0,True
1013,Arborea,2025,107027.0,1961.0,14.95,0,True
1014,Arbus,2025,86717.0,2394.0,9.92,0,True
1015,Ardara,2025,171.01,14.0,3.35,0,True
1016,Ardauli,2025,0.0,4.0,0.0,0,True
1017,Aritzo,2025,3626.0,268.0,3.71,0,True
1018,Armungia,2025,203.0,33.0,1.69,0,True
1019,Arzachena,2025,1352148.0,31195.0,11.88,0,True
1020,Arzana,2025,631.0,115.0,1.5,0,True
1021,Assemini,2025,37498.0,855.0,12.02,0,True
1022,Assolo,2025,0.0,17.0,0.0,0,True
1023,Atzara,2025,381.0,20.0,5.22,0,True
1024,Austis,2025,190.0,70.0,0.74,0,True
1025,Badesi,2025,394310.0,6620.0,16.32,0,True
1026,Ballao,2025,196.0,13.0,4.13,0,True
1027,Banari,2025,238.0,19.0,3.43,0,True
1028,Baradili,2025,201.0,30.0,1.84,0,True
1029,Baratili San Pietro,2025,3564.99,169.0,5.78,0,True
1030,Baressa,2025,1358.0,24.0,15.5,0,True
1031,Bari Sardo,2025,251887.0,3618.0,19.07,0,True
1032,Barrali,2025,0.0,4.0,0.0,0,True
1033,Barumini,2025,3105.0,63.0,13.5,0,True
1034,Bauladu,2025,1537.01,33.0,12.76,0,True
1035,Baunei,2025,145177.0,2772.0,14.35,0,True
1036,Belvì,2025,272.99,52.0,1.44,0,True
1037,Benetutti,2025,9351.0,202.0,12.68,0,True
1038,Berchidda,2025,5155.0,524.0,2.7,0,True
1039,Bessude,2025,178.0,28.0,1.74,0,True
1040,Bitti,2025,5069.0,149.0,9.32,0,True
1041,Bolotana,2025,2452.0,129.0,5.21,0,True
1042,Bonarcado,2025,4421.0,97.0,12.49,0,True
1043,Bonnanaro,2025,62.0,32.0,0.53,0,True
1044,Bono,2025,931.0,94.0,2.71,0,True
1045,Bonorva,2025,849.99,148.0,1.57,0,True
1046,Boroneddu,2025,46.0,4.0,3.15,0,True
1047,Borore,2025,0.0,17.0,0.0,0,True
1048,Bortigali,2025,369.01,12.0,8.42,0,True
1049,Bortigiadas,2025,2500.99,75.0,9.14,0,True
1050,Borutta,2025,0.0,28.0,0.0,0,True
1051,Bosa,2025,122405.0,2946.0,11.38,0,True
1052,Bottidda,2025,432.99,9.0,13.18,0,True
1053,Buddusò,2025,212.0,107.0,0.54,0,True
1054,Budoni,2025,924377.0,15415.0,16.43,0,True
1055,Buggerru,2025,26810.0,700.0,10.49,0,True
1056,Bultei,2025,94.0,37.0,0.7,0,True
1057,Bulzi,2025,0.0,6.0,0.0,0,True
1058,Burcei,2025,458.0,19.0,6.6,0,True
1059,Burgos,2025,169.99,17.0,2.74,0,True
1060,Busachi,2025,89.0,16.0,1.52,0,True
1061,Cabras,2025,119880.0,3528.0,9.31,0,True
1062,Cagliari,2025,1123435.0,17215.0,17.88,0,True
1063,Calangianus,2025,3458.01,156.0,6.07,0,True
1064,Calasetta,2025,73116.0,3222.0,6.22,0,True
1065,Capoterra,2025,78392.0,1712.0,12.55,0,True
1066,Carbonia,2025,43522.0,895.0,13.32,0,True
1067,Cardedu,2025,162655.99,2081.0,21.41,1,True
1068,Carloforte,2025,58614.0,2713.0,5.92,0,True
1069,Castelsardo,2025,273490.0,7111.0,10.54,0,True
1070,Castiadas,2025,382205.0,5047.0,20.75,0,True
1071,Cheremule,2025,761.0,19.0,10.97,0,True
1072,Chiaramonti,2025,1113.01,56.0,5.45,0,True
1073,Codrongianos,2025,896.0,64.0,3.84,0,True
1074,Collinas,2025,368.01,29.0,3.48,0,True
1075,Cossoine,2025,523.0,32.0,4.48,0,True
1076,Cuglieri,2025,143739.0,2506.0,15.71,0,True
1077,Decimomannu,2025,2981.0,141.0,5.79,0,True
1078,Decimoputzu,2025,0.0,9.0,0.0,0,True
1079,Desulo,2025,679.0,104.0,1.79,0,True
1080,Dolianova,2025,2715.0,244.0,3.05,0,True
1081,Domus De Maria,2025,259035.0,5071.0,13.99,0,True
1082,Domusnovas,2025,1628.0,210.0,2.12,0,True
1083,Donori,2025,322.99,31.0,2.85,0,True
1084,Dorgali,2025,525765.0,8096.0,17.79,0,True
1085,Dualchi,2025,146.99,6.0,6.71,0,True
1086,Elini,2025,150.99,18.0,2.3,0,True
1087,Elmas,2025,13529.0,284.0,13.05,0,True
1088,Erula,2025,494.99,10.0,13.56,0,True
1089,Escalaplano,2025,150.0,44.0,0.93,0,True
1090,Escolca,2025,304.0,9.0,9.25,0,True
1091,Esterzili,2025,11.0,17.0,0.18,0,True
1092,Florinas,2025,442.98,39.0,3.11,0,True
1093,Fluminimaggiore,2025,12152.0,507.0,6.57,0,True
1094,Flussio,2025,1258.0,47.0,7.33,0,True
1095,Fonni,2025,3641.0,345.0,2.89,0,True
1096,Fordongianus,2025,42531.0,222.0,52.49,0,True
1097,Furtei,2025,171.99,8.0,5.89,0,True
1098,Gadoni,2025,782.99,43.0,4.99,0,True
1099,Gairo,2025,33989.0,443.0,21.02,0,True
1100,Galtellì,2025,14735.0,431.0,9.37,0,True
1101,Gavoi,2025,2143.0,388.0,1.51,0,True
1102,Genoni,2025,189.99,43.0,1.21,0,True
1103,Genuri,2025,0.0,3.0,0.0,0,True
1104,Gergei,2025,827.0,86.0,2.63,0,True
1105,Gesturi,2025,939.0,35.0,7.35,0,True
1106,Ghilarza,2025,3624.0,94.0,10.56,0,True
1107,Giave,2025,0.0,15.0,0.0,0,True
1108,Giba,2025,7185.0,308.0,6.39,0,True
1109,Girasole,2025,18807.0,497.0,10.37,0,True
1110,Golfo Aranci,2025,256492.0,7529.0,9.33,1,True
1111,Goni,2025,0.0,6.0,0.0,0,True
1112,Gonnesa,2025,24060.0,674.0,9.78,0,True
1113,Gonnosfanadiga,2025,2517.0,66.0,10.45,0,True
1114,Gonnosnò,2025,41.99,13.0,0.88,0,True
1115,Gonnostramatza,2025,714.0,38.0,5.15,0,True
1116,Guamaggiore,2025,55.01,7.0,2.15,0,True
1117,Guasila,2025,102.0,18.0,1.55,0,True
1118,Guspini,2025,11294.0,358.0,8.64,0,True
1119,Iglesias,2025,78713.0,2599.0,8.3,0,True
1120,Ilbono,2025,4979.0,200.0,6.82,0,True
1121,Irgoli,2025,5062.0,235.0,5.9,0,True
1122,Isili,2025,2394.0,70.0,9.37,0,True
1123,Ittireddu,2025,0.0,11.0,0.0,0,True
1124,Ittiri,2025,1892.0,45.0,11.52,0,True
1125,Jerzu,2025,14661.0,377.0,10.65,0,True
1126,La Maddalena,2025,325838.0,8698.0,10.26,0,True
1127,Laconi,2025,2668.0,95.0,7.69,0,True
1128,Laerru,2025,733.99,25.0,8.04,0,True
1129,Lanusei,2025,10547.0,384.0,7.52,0,True
1130,Las Plassas,2025,87.0,7.0,3.41,0,True
1131,Loceri,2025,4901.99,182.0,7.38,0,True
1132,Loculi,2025,2288.01,115.0,5.45,0,True
1133,Lodine,2025,32.01,12.0,0.73,0,True
1134,Lodè,2025,235.0,51.0,1.26,0,True
1135,Loiri Porto San Paolo,2025,191504.0,5734.0,9.15,0,True
1136,Lotzorai,2025,95710.0,2794.0,9.39,0,True
1137,Lula,2025,107.0,38.0,0.77,0,True
1138,Lunamatrona,2025,367.99,277.0,0.36,0,True
1139,Luogosanto,2025,11185.0,466.0,6.58,0,True
1140,Luras,2025,1453.0,119.0,3.35,0,True
1141,Macomer,2025,12407.0,118.0,28.81,0,True
1142,Magomadas,2025,15972.0,491.0,8.91,0,True
1143,Mamoiada,2025,3007.0,185.0,4.45,0,True
1144,Mandas,2025,1847.0,40.0,12.65,0,True
1145,Mara,2025,0.0,6.0,0.0,0,True
1146,Maracalagonis,2025,158361.0,3977.0,10.91,0,True
1147,Marrubiu,2025,2057.99,168.0,3.36,0,True
1148,Martis,2025,730.99,57.0,3.51,0,True
1149,Masainas,2025,4785.99,207.0,6.33,0,True
1150,Masullas,2025,348.0,23.0,4.15,0,True
1151,Meana Sardo,2025,347.0,56.0,1.7,0,True
1152,Milis,2025,2215.99,93.0,6.53,0,True
1153,Modolo,2025,3568.0,96.0,10.18,0,True
1154,Mogorella,2025,0.0,4.0,0.0,0,True
1155,Mogoro,2025,896.0,70.0,3.51,0,True
1156,Monastir,2025,6861.0,86.0,21.86,0,True
1157,Monserrato,2025,12423.0,437.0,7.79,0,True
1158,Monteleone Rocca Doria,2025,362.0,11.0,9.02,0,True
1159,Monti,2025,2354.99,176.0,3.67,0,True
1160,Mores,2025,4239.0,53.0,21.91,0,True
1161,Morgongiori,2025,0.0,8.0,0.0,0,True
1162,Muravera,2025,802708.0,12935.0,17.0,0,True
1163,Muros,2025,203.01,12.0,4.63,0,True
1164,Musei,2025,263.0,10.0,7.21,0,True
1165,Narbolia,2025,79459.0,2200.0,9.9,0,True
1166,Narcao,2025,86.0,78.0,0.3,0,True
1167,Norbello,2025,4027.0,199.0,5.54,0,True
1168,Nughedu San Nicolò,2025,476.0,111.0,1.17,0,True
1169,Nughedu Santa Vittoria,2025,172.99,8.0,5.92,0,True
1170,Nule,2025,0.0,7.0,0.0,0,True
1171,Nulvi,2025,3200.0,270.0,3.25,0,True
1172,Nuoro,2025,53836.0,885.0,16.67,0,True
1173,Nurachi,2025,8674.0,274.0,8.67,0,True
1174,Nuragus,2025,23.0,13.0,0.48,0,True
1175,Nurallao,2025,444.0,23.0,5.29,0,True
1176,Nuraminis,2025,3257.0,47.0,18.99,0,True
1177,Nureci,2025,568.0,8.0,19.45,0,True
1178,Nurri,2025,3109.0,34.0,25.05,0,True
1179,Nuxis,2025,643.98,41.0,4.3,0,True
1180,Olbia,2025,1161262.0,30267.0,10.51,0,True
1181,Oliena,2025,34306.0,434.0,21.66,0,True
1182,Ollolai,2025,894.0,40.0,6.12,0,True
1183,Olmedo,2025,14904.0,605.0,6.75,0,True
1184,Olzai,2025,0.0,10.0,0.0,0,True
1185,Onanì,2025,0.0,4.0,0.0,0,True
1186,Onifai,2025,2523.0,86.0,8.04,0,True
1187,Oniferi,2025,0.0,12.0,0.0,0,True
1188,Orani,2025,1735.0,62.0,7.67,0,True
1189,Orgosolo,2025,6508.0,302.0,5.9,0,True
1190,Oristano,2025,229930.0,3547.0,17.76,0,True
1191,Orosei,2025,1044852.0,13381.0,21.39,0,True
1192,Orotelli,2025,0.0,9.0,0.0,0,True
1193,Orroli,2025,838.99,93.0,2.47,0,True
1194,Ortueri,2025,131.98000000000002,42.0,0.86,0,True
1195,Orune,2025,0.0,16.0,0.0,0,True
1196,Oschiri,2025,1173.0,72.0,4.46,0,True
1197,Osidda,2025,11.99,26.0,0.13,0,True
1198,Osilo,2025,1248.0,78.0,4.38,0,True
1199,Osini,2025,2767.0,142.0,5.34,0,True
1200,Ossi,2025,2249.0,84.0,7.34,0,True
1201,Ottana,2025,6040.0,67.0,24.7,0,True
1202,Ovodda,2025,852.0,13.0,17.96,0,True
1203,Ozieri,2025,4262.0,170.0,6.87,0,True
1204,Pabillonis,2025,1365.0,34.0,11.0,0,True
1205,Padria,2025,111.01,24.0,1.27,0,True
1206,Padru,2025,5395.0,236.0,6.26,0,True
1207,Palau,2025,716259.0,14398.0,13.63,0,True
1208,Palmas Arborea,2025,472.99,38.0,3.41,0,True
1209,Pattada,2025,210.98000000000002,115.0,0.5,0,True
1210,Pau,2025,183.01,12.0,4.18,0,True
1211,Pauli Arbarei,2025,272.99,27.0,2.77,0,True
1212,Paulilatino,2025,3171.0,93.0,9.34,0,True
1213,Perdasdefogu,2025,560.0,14.0,10.96,0,True
1214,Perdaxius,2025,104.01,41.0,0.7,0,True
1215,Perfugas,2025,2357.99,131.0,4.93,0,True
1216,Pimentel,2025,1186.0,23.0,14.13,0,True
1217,Piscinas,2025,836.0,74.0,3.1,0,True
1218,Ploaghe,2025,986.0,46.0,5.87,0,True
1219,Pompu,2025,109.99,14.0,2.15,0,True
1220,Porto Torres,2025,60804.0,2132.0,7.81,0,True
1221,Portoscuso,2025,33741.0,930.0,9.94,0,True
1222,Posada,2025,50186.0,2651.0,5.19,0,True
1223,Pozzomaggiore,2025,1667.0,81.0,5.64,0,True
1224,Pula,2025,642848.0,12755.0,13.81,0,True
1225,Putifigari,2025,1082.0,65.0,4.56,0,True
1226,Quartu Sant'Elena,2025,380489.0,11002.0,9.47,0,True
1227,Quartucciu,2025,14974.0,437.0,9.39,0,True
1228,Riola Sardo,2025,15833.0,412.0,10.53,0,True
1229,Ruinas,2025,197.01,24.0,2.25,0,True
1230,Sadali,2025,1107.0,57.0,5.32,0,True
1231,Sagama,2025,607.99,33.0,5.05,0,True
1232,Samassi,2025,259.0,23.0,3.09,0,True
1233,Samatzai,2025,299.0,12.0,6.83,0,True
1234,Samugheo,2025,534.0,66.0,2.22,0,True
1235,San Basilio,2025,0.0,8.0,0.0,0,True
1236,San Gavino Monreale,2025,1921.0,57.0,9.23,0,True
1237,San Giovanni Suergiu,2025,17516.0,517.0,9.28,0,True
1238,San Nicolò D'Arcidano,2025,605.0,39.0,4.25,0,True
1239,San Nicolò Gerrei,2025,0.0,20.0,0.0,0,True
1240,San Sperate,2025,2413.0,146.0,4.53,0,True
1241,San Teodoro,2025,1002013.0,21628.0,12.69,0,True
1242,San Vero Milis,2025,63003.0,1496.0,11.54,0,True
1243,San Vito,2025,9507.0,417.0,6.25,0,True
1244,Sanluri,2025,5129.0,113.0,12.44,0,True
1245,Sant'Andrea Frius,2025,92.0,7.0,3.6,0,True
1246,Sant'Anna Arresi,2025,99185.0,2904.0,9.36,0,True
1247,Sant'Antioco,2025,131767.0,4113.0,8.78,0,True
1248,Sant'Antonio Di Gallura,2025,15150.99,299.0,13.88,0,True
1249,Santa Giusta,2025,1738.0,94.0,5.07,0,True
1250,Santa Maria Coghinas,2025,17975.0,457.0,10.78,0,True
1251,Santa Teresa Gallura,2025,579346.0,14142.0,11.22,0,True
1252,Santadi,2025,1339.0,172.0,2.13,0,True
1253,Santu Lussurgiu,2025,10257.0,271.0,10.37,0,True
1254,Sardara,2025,52987.0,411.0,35.32,0,True
1255,Sarroch,2025,25812.0,1039.0,6.81,0,True
1256,Sarule,2025,390.0,22.0,4.86,0,True
1257,Sassari,2025,274114.0,4725.0,15.89,0,True
1258,Scano Di Montiferro,2025,3730.01,187.0,5.46,0,True
1259,Sedilo,2025,1969.0,49.0,11.01,0,True
1260,Sedini,2025,630.0,97.0,1.78,0,True
1261,Selargius,2025,33876.0,552.0,16.81,0,True
1262,Selegas,2025,231.0,14.0,4.52,0,True
1263,Seneghe,2025,912.99,68.0,3.68,0,True
1264,Sennariolo,2025,1806.99,73.0,6.78,0,True
1265,Sennori,2025,5750.99,217.0,7.26,0,True
1266,Senorbì,2025,1743.0,99.0,4.82,0,True
1267,Serdiana,2025,551.0,46.0,3.28,0,True
1268,Serramanna,2025,1447.0,48.0,8.26,0,True
1269,Serrenti,2025,71.0,37.0,0.53,0,True
1270,Serri,2025,648.0,33.0,5.38,0,True
1271,Sestu,2025,10175.0,297.0,9.39,0,True
1272,Settimo San Pietro,2025,1358.0,63.0,5.91,0,True
1273,Seui,2025,43.010000000000005,28.0,0.42,0,True
1274,Seulo,2025,1625.99,97.0,4.59,0,True
1275,Siamaggiore,2025,1827.01,56.0,8.94,0,True
1276,Siamanna,2025,218.99,17.0,3.53,0,True
1277,Siapiccia,2025,0.0,4.0,0.0,0,True
1278,Siddi,2025,0.0,10.0,0.0,0,True
1279,Silanus,2025,86.0,18.0,1.31,0,True
1280,Siliqua,2025,359.01,33.0,2.98,0,True
1281,Silius,2025,82.99000000000001,2.0,11.37,0,True
1282,Simaxis,2025,743.99,52.0,3.92,0,True
1283,Sindia,2025,489.99,65.0,2.07,0,True
1284,Sini,2025,77.99,14.0,1.53,0,True
1285,Siniscola,2025,250658.0,7102.0,9.67,0,True
1286,Sinnai,2025,52118.0,2285.0,6.25,0,True
1287,Siurgus Donigala,2025,196.01,6.0,8.95,0,True
1288,Solarussa,2025,2104.0,63.0,9.15,0,True
1289,Soleminis,2025,1130.0,57.0,5.43,0,True
1290,Sorgono,2025,1388.0,91.0,4.18,0,True
1291,Sorradile,2025,613.0,25.0,6.72,0,True
1292,Sorso,2025,105464.0,5307.0,5.44,0,True
1293,Stintino,2025,384336.0,10007.0,10.52,0,True
1294,Suelli,2025,0.0,8.0,0.0,0,True
1295,Suni,2025,1517.01,106.0,3.92,0,True
1296,Talana,2025,321.01,56.0,1.57,0,True
1297,Telti,2025,5943.0,316.0,5.15,0,True
1298,Tempio Pausania,2025,40323.0,1439.0,7.68,0,True
1299,Tergu,2025,9463.99,374.0,6.93,0,True
1300,Terralba,2025,5777.0,215.0,7.36,0,True
1301,Tertenia,2025,75046.0,2318.0,8.87,0,True
1302,Teti,2025,93.0,35.0,0.73,0,True
1303,Teulada,2025,63775.0,2658.0,6.57,0,True
1304,Thiesi,2025,1992.0,59.0,9.25,0,True
1305,Tiana,2025,0.0,7.0,0.0,0,True
1306,Tinnura,2025,316.99,13.0,6.68,0,True
1307,Tissi,2025,598.01,18.0,9.1,0,True
1308,Tonara,2025,1358.0,319.0,1.17,0,True
1309,Torpè,2025,11869.0,548.0,5.93,0,True
1310,Torralba,2025,177.99,10.0,4.88,0,True
1311,Tortolì,2025,890584.0,9512.0,25.65,0,True
1312,Tramatza,2025,5752.0,53.0,29.73,0,True
1313,Tratalias,2025,4006.99,108.0,10.16,0,True
1314,Tresnuraghes,2025,37551.0,842.0,12.22,0,True
1315,Triei,2025,5334.0,131.0,11.16,0,True
1316,Trinità D'Agultu E Vignola,2025,201149.0,9130.0,6.04,1,True
1317,Tuili,2025,318.99,70.0,1.25,0,True
1318,Tula,2025,2152.99,50.0,11.8,0,True
1319,Turri,2025,2198.0,21.0,28.68,0,True
1320,Ulassai,2025,11388.0,244.0,12.79,0,True
1321,Ulà Tirso,2025,481.0,21.0,6.28,0,True
1322,Uras,2025,618.01,35.0,4.84,0,True
1323,Uri,2025,2750.0,99.0,7.61,0,True
1324,Urzulei,2025,6760.0,208.0,8.9,0,True
1325,Usellus,2025,209.0,10.0,5.73,0,True
1326,Usini,2025,553.0,38.0,3.99,0,True
1327,Ussana,2025,1161.99,58.0,5.49,0,True
1328,Ussassai,2025,270.0,34.0,2.18,0,True
1329,Uta,2025,3387.0,159.0,5.84,1,True
1330,Valledoria,2025,272804.0,6222.0,12.01,0,True
1331,Vallermosa,2025,1730.99,88.0,5.39,0,True
1332,Viddalba,2025,9271.01,590.0,4.31,0,True
1333,Villa San Pietro,2025,10965.0,375.0,8.01,0,True
1334,Villa Verde,2025,19.0,4.0,1.3,0,True
1335,Villacidro,2025,5193.0,152.0,9.36,0,True
1336,Villagrande Strisaili,2025,490.0,169.0,0.79,0,True
1337,Villamar,2025,603.99,15.0,11.03,0,True
1338,Villamassargia,2025,2860.0,133.0,5.89,0,True
1339,Villanova Monteleone,2025,3315.0,160.0,5.68,0,True
1340,Villanova Truschedu,2025,0.0,2.0,0.0,0,True
1341,Villanova Tulo,2025,43.0,7.0,1.68,0,True
1342,Villanovaforru,2025,46.0,84.0,0.15,0,True
1343,Villanovafranca,2025,786.0,23.0,9.36,0,True
1344,Villaperuccio,2025,113.98,20.0,1.56,0,True
1345,Villaputzu,2025,32603.0,1258.0,7.1,0,True
1346,Villasalto,2025,16.99,17.0,0.27,0,True
1347,Villasimius,2025,916156.0,17027.0,14.74,0,True
1348,Villasor,2025,1319.0,39.0,9.27,0,True
1349,Villaspeciosa,2025,935.0,20.0,12.81,0,True
1350,Villaurbana,2025,320.0,56.0,1.57,0,True
1351,Zeddiani,2025,389.99,17.0,6.29,0,True
