comune,anno,mese,densita_turistica,densita_turistica_norm,intensita_turistica_presenze,intensita_turistica_norm,densita_ricettiva,densita_ricettiva_norm,utilizzazione_lorda_pct,utilizzazione_lorda_norm,indice_overtourism,n_indicatori_disponibili,Unnamed: 0,codice_istat,nome_comune,codice_istat_str,infrastrutture,natura,ristorazione,servizi,turismo,com_istat_code,area_km2,area_km2_reg,turismo_density,turismo_log_density,natura_density,natura_log_density,ristorazione_density,ristorazione_log_density,servizi_density,servizi_log_density,infrastrutture_density,infrastrutture_log_density,turismo_density_norm,natura_density_norm,ristorazione_density_norm,servizi_density_norm,infrastrutture_density_norm,indice_attrattivita_assoluto,indice_attrattivita_og,indice_attrattivita_log,indice_attrattivita_assoluto_norm,indice_attrattivita_log_norm,classe_attrattivita,indice_attrattivita,gem_score,gem_score_normalized,quadrante,etichetta,icona,eleggibile_gemma,gem_rank,gem_tier,descrizione_breve
Tonara,2023,5,2.18,0.0013,0.0649,0.0021,6.24,0.0305,0.85,0.0287,0.007,4.0,143,114052,Tonara,114052.0,2,15,15,6,16,114052,52.2172425093186,95.6091064229164,0.1673480759168039,0.154734574399186,0.1568888211720036,0.1457343512624859,0.1568888211720036,0.1457343512624859,0.0627555284688014,0.0608650902839766,0.0209185094896004,0.0207027215893541,6.118125508266294,7.539326663448091,3.5565374896477744,3.0044779390158807,0.7646724479166725,4.958715751915515,0.0,1.7848549799920432,4.677132917308882,35.03054397182325,4,0.35030543971823247,0.34785330164020484,40.09836330146454,Q2,Destinazione Popolare,🏖️,True,5226,Nella Media,territorio in fase di sviluppo
Torpè,2024,8,31.58,0.0185,1.0686,0.0352,3.91,0.0191,5.74,0.1938,0.0394,4.0,144,114053,Torpè,114053.0,0,35,13,6,18,114053,92.35984016078952,135.75170407438733,0.1325950206130496,0.1245114782664391,0.2578236511920409,0.2293829665695299,0.095763070442758,0.0914509885529709,0.0441983402043498,0.0432494524549839,0.0,0.0,4.747952044294859,12.389772026960468,2.1708681830176566,2.1160356915981526,0.0,5.273407610371828,0.0,1.8363196855420636,4.992757126650737,36.21192920960464,4,0.36211929209604643,0.3478517919874622,40.09818927809363,Q2,Destinazione Popolare,🏖️,True,5227,Nella Media,territorio in fase di sviluppo
Sarroch,2023,6,34.16,0.02,0.4624,0.0152,7.71,0.0376,8.76,0.2957,0.0429,4.0,329,118047,Sarroch,118047.0,5,25,4,5,20,118047,68.3268175165544,111.7186814301522,0.1790210888991223,0.1646845085022355,0.2237763611239028,0.2019414558962753,0.0358042177798244,0.0351781470015111,0.0447552722247805,0.0437826687316046,0.0447552722247805,0.0437826687316046,6.578345552034327,10.753622045647008,0.8116514731272794,2.1426993180505605,1.6360211317309123,5.309246482528181,0.0,1.8420162530243465,5.028702180150184,36.34269534646816,4,0.3634269534646816,0.34783593716104677,40.096361632397326,Q2,Destinazione Popolare,🏖️,True,5228,Nella Media,territorio in fase di sviluppo
Pau,2025,3,0.17,0.0001,0.0088,0.0003,0.86,0.0042,4.18,0.1411,0.0021,4.0,191,115047,Pau,115047.0,0,8,3,2,14,115047,13.881661737108912,57.27352565070672,0.244441036952773,0.2186864627981304,0.1396805925444417,0.1307480411695405,0.0523802222041656,0.0510544769668976,0.0349201481361104,0.0343242721816842,0.0,0.0,9.157591493262949,6.712381467778282,1.187415537917492,1.6718338170679117,0.0,4.913630995067139,0.0,1.777260024330962,4.631914585943585,34.8561998576636,4,0.34856199857663595,0.347830018379625,40.09567935211816,Q1,Gemma Nascosta,🌟,True,5229,Nella Media,territorio in fase di sviluppo · bassa pressione turistica
Pau,2025,11,0.15,0.0001,0.0077,0.0003,0.86,0.0042,4.18,0.1411,0.0021,4.0,191,115047,Pau,115047.0,0,8,3,2,14,115047,13.881661737108912,57.27352565070672,0.244441036952773,0.2186864627981304,0.1396805925444417,0.1307480411695405,0.0523802222041656,0.0510544769668976,0.0349201481361104,0.0343242721816842,0.0,0.0,9.157591493262949,6.712381467778282,1.187415537917492,1.6718338170679117,0.0,4.913630995067139,0.0,1.777260024330962,4.631914585943585,34.8561998576636,4,0.34856199857663595,0.347830018379625,40.09567935211816,Q1,Gemma Nascosta,🌟,True,5230,Nella Media,territorio in fase di sviluppo · bassa pressione turistica
Pau,2025,12,0.19,0.0001,0.0098,0.0003,0.86,0.0042,4.18,0.1411,0.0021,4.0,191,115047,Pau,115047.0,0,8,3,2,14,115047,13.881661737108912,57.27352565070672,0.244441036952773,0.2186864627981304,0.1396805925444417,0.1307480411695405,0.0523802222041656,0.0510544769668976,0.0349201481361104,0.0343242721816842,0.0,0.0,9.157591493262949,6.712381467778282,1.187415537917492,1.6718338170679117,0.0,4.913630995067139,0.0,1.777260024330962,4.631914585943585,34.8561998576636,4,0.34856199857663595,0.347830018379625,40.09567935211816,Q1,Gemma Nascosta,🌟,True,5231,Nella Media,territorio in fase di sviluppo · bassa pressione turistica
Usini,2024,7,2.74,0.0016,0.0201,0.0007,0.72,0.0035,4.07,0.1374,0.0048,4.0,62,112063,Usini,112063.0,12,4,13,5,16,112063,30.60584424829272,73.99770816189053,0.2162229128096178,0.1957500831988448,0.0540557282024044,0.0526453217787495,0.1756811166578144,0.1618476534015242,0.0675696602530055,0.065384719497923,0.1621671846072133,0.1502865246787646,8.045064132256323,2.597659858134085,3.98254300688313,3.2349588718367563,5.927993009588039,4.9374859373213615,0.0,1.7812858009068158,4.655840204244669,34.948612569763874,4,0.34948612569763876,0.34780859229429006,40.093209486373496,Q2,Destinazione Popolare,🏖️,True,5232,Nella Media,territorio in fase di sviluppo
Tonara,2022,6,2.24,0.0013,0.0646,0.0021,6.05,0.0295,1.01,0.0341,0.0072,4.0,143,114052,Tonara,114052.0,2,15,15,6,16,114052,52.2172425093186,95.6091064229164,0.1673480759168039,0.154734574399186,0.1568888211720036,0.1457343512624859,0.1568888211720036,0.1457343512624859,0.0627555284688014,0.0608650902839766,0.0209185094896004,0.0207027215893541,6.118125508266294,7.539326663448091,3.5565374896477744,3.0044779390158807,0.7646724479166725,4.958715751915515,0.0,1.7848549799920432,4.677132917308882,35.03054397182325,4,0.35030543971823247,0.3477832405522612,40.09028709536152,Q2,Destinazione Popolare,🏖️,True,5233,Nella Media,territorio in fase di sviluppo
Usini,2023,8,2.95,0.0017,0.0214,0.0007,0.59,0.0029,5.13,0.1732,0.0049,4.0,62,112063,Usini,112063.0,12,4,13,5,16,112063,30.60584424829272,73.99770816189053,0.2162229128096178,0.1957500831988448,0.0540557282024044,0.0526453217787495,0.1756811166578144,0.1618476534015242,0.0675696602530055,0.065384719497923,0.1621671846072133,0.1502865246787646,8.045064132256323,2.597659858134085,3.98254300688313,3.2349588718367563,5.927993009588039,4.9374859373213615,0.0,1.7812858009068158,4.655840204244669,34.948612569763874,4,0.34948612569763876,0.3477736436817203,40.08918082786402,Q2,Destinazione Popolare,🏖️,True,5234,Nella Media,territorio in fase di sviluppo
Tonara,2025,11,2.11,0.0012,0.0622,0.002,6.11,0.0298,1.17,0.0395,0.0073,4.0,143,114052,Tonara,114052.0,2,15,15,6,16,114052,52.2172425093186,95.6091064229164,0.1673480759168039,0.154734574399186,0.1568888211720036,0.1457343512624859,0.1568888211720036,0.1457343512624859,0.0627555284688014,0.0608650902839766,0.0209185094896004,0.0207027215893541,6.118125508266294,7.539326663448091,3.5565374896477744,3.0044779390158807,0.7646724479166725,4.958715751915515,0.0,1.7848549799920432,4.677132917308882,35.03054397182325,4,0.35030543971823247,0.34774821000828937,40.08624899231002,Q2,Destinazione Popolare,🏖️,True,5235,Nella Media,territorio in fase di sviluppo
Padru,2023,2,0.0,0.0,0.0001,0.0,1.57,0.0077,1.25,0.0422,0.0,4.0,84,113019,Padru,113019.0,1,68,14,5,8,113019,158.05587921596506,201.44774312956287,0.0397125322712338,0.0389442636669833,0.337556524305488,0.2908444600580285,0.0694969314746593,0.0671883804148042,0.0248203326695211,0.024517312025658,0.0049640665339042,0.0049517861791921,1.085968380376715,16.221352707641916,1.575436926344977,1.188295975894532,0.1814605820739228,4.892606530884062,0.0,1.77369843472863,4.610827831690802,34.77444267408967,4,0.3477444267408967,0.3477444267408967,40.08581288079501,Q1,Gemma Nascosta,🌟,True,5236,Nella Media,territorio in fase di sviluppo · bassa pressione turistica
Padru,2023,12,0.0,0.0,0.0002,0.0,1.57,0.0077,1.25,0.0422,0.0,4.0,84,113019,Padru,113019.0,1,68,14,5,8,113019,158.05587921596506,201.44774312956287,0.0397125322712338,0.0389442636669833,0.337556524305488,0.2908444600580285,0.0694969314746593,0.0671883804148042,0.0248203326695211,0.024517312025658,0.0049640665339042,0.0049517861791921,1.085968380376715,16.221352707641916,1.575436926344977,1.188295975894532,0.1814605820739228,4.892606530884062,0.0,1.77369843472863,4.610827831690802,34.77444267408967,4,0.3477444267408967,0.3477444267408967,40.08581288079501,Q1,Gemma Nascosta,🌟,True,5237,Nella Media,territorio in fase di sviluppo · bassa pressione turistica
Padru,2024,1,0.02,0.0,0.0015,0.0,1.46,0.0071,2.75,0.0928,0.0,4.0,84,113019,Padru,113019.0,1,68,14,5,8,113019,158.05587921596506,201.44774312956287,0.0397125322712338,0.0389442636669833,0.337556524305488,0.2908444600580285,0.0694969314746593,0.0671883804148042,0.0248203326695211,0.024517312025658,0.0049640665339042,0.0049517861791921,1.085968380376715,16.221352707641916,1.575436926344977,1.188295975894532,0.1814605820739228,4.892606530884062,0.0,1.77369843472863,4.610827831690802,34.77444267408967,4,0.3477444267408967,0.3477444267408967,40.08581288079501,Q1,Gemma Nascosta,🌟,True,5238,Nella Media,territorio in fase di sviluppo · bassa pressione turistica
Padru,2024,12,0.03,0.0,0.002,0.0001,1.46,0.0071,2.75,0.0928,0.0,4.0,84,113019,Padru,113019.0,1,68,14,5,8,113019,158.05587921596506,201.44774312956287,0.0397125322712338,0.0389442636669833,0.337556524305488,0.2908444600580285,0.0694969314746593,0.0671883804148042,0.0248203326695211,0.024517312025658,0.0049640665339042,0.0049517861791921,1.085968380376715,16.221352707641916,1.575436926344977,1.188295975894532,0.1814605820739228,4.892606530884062,0.0,1.77369843472863,4.610827831690802,34.77444267408967,4,0.3477444267408967,0.3477444267408967,40.08581288079501,Q1,Gemma Nascosta,🌟,True,5239,Nella Media,territorio in fase di sviluppo · bassa pressione turistica
Padru,2024,11,0.02,0.0,0.0016,0.0001,1.46,0.0071,2.75,0.0928,0.0,4.0,84,113019,Padru,113019.0,1,68,14,5,8,113019,158.05587921596506,201.44774312956287,0.0397125322712338,0.0389442636669833,0.337556524305488,0.2908444600580285,0.0694969314746593,0.0671883804148042,0.0248203326695211,0.024517312025658,0.0049640665339042,0.0049517861791921,1.085968380376715,16.221352707641916,1.575436926344977,1.188295975894532,0.1814605820739228,4.892606530884062,0.0,1.77369843472863,4.610827831690802,34.77444267408967,4,0.3477444267408967,0.3477444267408967,40.08581288079501,Q1,Gemma Nascosta,🌟,True,5240,Nella Media,territorio in fase di sviluppo · bassa pressione turistica
Padru,2024,3,0.03,0.0,0.0019,0.0001,1.46,0.0071,2.75,0.0928,0.0,4.0,84,113019,Padru,113019.0,1,68,14,5,8,113019,158.05587921596506,201.44774312956287,0.0397125322712338,0.0389442636669833,0.337556524305488,0.2908444600580285,0.0694969314746593,0.0671883804148042,0.0248203326695211,0.024517312025658,0.0049640665339042,0.0049517861791921,1.085968380376715,16.221352707641916,1.575436926344977,1.188295975894532,0.1814605820739228,4.892606530884062,0.0,1.77369843472863,4.610827831690802,34.77444267408967,4,0.3477444267408967,0.3477444267408967,40.08581288079501,Q1,Gemma Nascosta,🌟,True,5241,Nella Media,territorio in fase di sviluppo · bassa pressione turistica
Padru,2023,11,0.0,0.0,0.0002,0.0,1.57,0.0077,1.25,0.0422,0.0,4.0,84,113019,Padru,113019.0,1,68,14,5,8,113019,158.05587921596506,201.44774312956287,0.0397125322712338,0.0389442636669833,0.337556524305488,0.2908444600580285,0.0694969314746593,0.0671883804148042,0.0248203326695211,0.024517312025658,0.0049640665339042,0.0049517861791921,1.085968380376715,16.221352707641916,1.575436926344977,1.188295975894532,0.1814605820739228,4.892606530884062,0.0,1.77369843472863,4.610827831690802,34.77444267408967,4,0.3477444267408967,0.3477444267408967,40.08581288079501,Q1,Gemma Nascosta,🌟,True,5242,Nella Media,territorio in fase di sviluppo · bassa pressione turistica
Padru,2023,1,0.0,0.0,0.0001,0.0,1.57,0.0077,1.25,0.0422,0.0,4.0,84,113019,Padru,113019.0,1,68,14,5,8,113019,158.05587921596506,201.44774312956287,0.0397125322712338,0.0389442636669833,0.337556524305488,0.2908444600580285,0.0694969314746593,0.0671883804148042,0.0248203326695211,0.024517312025658,0.0049640665339042,0.0049517861791921,1.085968380376715,16.221352707641916,1.575436926344977,1.188295975894532,0.1814605820739228,4.892606530884062,0.0,1.77369843472863,4.610827831690802,34.77444267408967,4,0.3477444267408967,0.3477444267408967,40.08581288079501,Q1,Gemma Nascosta,🌟,True,5243,Nella Media,territorio in fase di sviluppo · bassa pressione turistica
Padru,2023,4,0.0,0.0,0.0003,0.0,1.57,0.0077,1.25,0.0422,0.0,4.0,84,113019,Padru,113019.0,1,68,14,5,8,113019,158.05587921596506,201.44774312956287,0.0397125322712338,0.0389442636669833,0.337556524305488,0.2908444600580285,0.0694969314746593,0.0671883804148042,0.0248203326695211,0.024517312025658,0.0049640665339042,0.0049517861791921,1.085968380376715,16.221352707641916,1.575436926344977,1.188295975894532,0.1814605820739228,4.892606530884062,0.0,1.77369843472863,4.610827831690802,34.77444267408967,4,0.3477444267408967,0.3477444267408967,40.08581288079501,Q1,Gemma Nascosta,🌟,True,5244,Nella Media,territorio in fase di sviluppo · bassa pressione turistica
Padru,2023,3,0.0,0.0,0.0001,0.0,1.57,0.0077,1.25,0.0422,0.0,4.0,84,113019,Padru,113019.0,1,68,14,5,8,113019,158.05587921596506,201.44774312956287,0.0397125322712338,0.0389442636669833,0.337556524305488,0.2908444600580285,0.0694969314746593,0.0671883804148042,0.0248203326695211,0.024517312025658,0.0049640665339042,0.0049517861791921,1.085968380376715,16.221352707641916,1.575436926344977,1.188295975894532,0.1814605820739228,4.892606530884062,0.0,1.77369843472863,4.610827831690802,34.77444267408967,4,0.3477444267408967,0.3477444267408967,40.08581288079501,Q1,Gemma Nascosta,🌟,True,5245,Nella Media,territorio in fase di sviluppo · bassa pressione turistica
Padru,2024,2,0.02,0.0,0.0014,0.0,1.46,0.0071,2.75,0.0928,0.0,4.0,84,113019,Padru,113019.0,1,68,14,5,8,113019,158.05587921596506,201.44774312956287,0.0397125322712338,0.0389442636669833,0.337556524305488,0.2908444600580285,0.0694969314746593,0.0671883804148042,0.0248203326695211,0.024517312025658,0.0049640665339042,0.0049517861791921,1.085968380376715,16.221352707641916,1.575436926344977,1.188295975894532,0.1814605820739228,4.892606530884062,0.0,1.77369843472863,4.610827831690802,34.77444267408967,4,0.3477444267408967,0.3477444267408967,40.08581288079501,Q1,Gemma Nascosta,🌟,True,5246,Nella Media,territorio in fase di sviluppo · bassa pressione turistica
Tresnuraghes,2024,5,93.85,0.0549,2.9149,0.096,22.99,0.1122,11.59,0.3913,0.1233,4.0,222,115078,Tresnuraghes,115078.0,4,2,13,4,30,115078,31.39960163067711,74.79146554427493,0.4011152847678944,0.3372685514554465,0.0267410189845262,0.0263897267839172,0.1738166233994209,0.1602605110791489,0.0534820379690525,0.0521009042534932,0.0534820379690525,0.0521009042534932,15.334628158605382,1.285045524159928,3.940276514451511,2.560501156348513,1.9550265239356168,6.289282957357737,0.0,1.9864051814240449,6.011642250514919,39.65717945139882,4,0.39657179451398816,0.3476744922504134,40.07775126805919,Q2,Destinazione Popolare,🏖️,True,5247,Nella Media,territorio in fase di sviluppo
Calasetta,2022,10,30.02,0.0176,0.3344,0.011,71.99,0.3515,5.39,0.182,0.0593,4.0,354,119002,Calasetta,119002.0,1,5,21,5,19,119002,31.214637328314907,74.60650124191272,0.2546694950670882,0.2268721873567505,0.0670182881755495,0.0648681119811189,0.281476810337308,0.2480131709402007,0.0670182881755495,0.0648681119811189,0.0134036576351099,0.0133146233240391,9.560858537356877,3.220578516723107,6.38084231210829,3.2085614327054834,0.4899683555356521,5.479851703268885,0.0,1.8686976248042992,5.199812860197703,36.95517293489928,4,0.36955172934899283,0.3476373117985975,40.07346533701413,Q2,Destinazione Popolare,🏖️,True,5248,Nella Media,territorio in fase di sviluppo
Usini,2024,8,3.46,0.002,0.0253,0.0008,0.72,0.0035,4.07,0.1374,0.0053,4.0,62,112063,Usini,112063.0,12,4,13,5,16,112063,30.60584424829272,73.99770816189053,0.2162229128096178,0.1957500831988448,0.0540557282024044,0.0526453217787495,0.1756811166578144,0.1618476534015242,0.0675696602530055,0.065384719497923,0.1621671846072133,0.1502865246787646,8.045064132256323,2.597659858134085,3.98254300688313,3.2349588718367563,5.927993009588039,4.9374859373213615,0.0,1.7812858009068158,4.655840204244669,34.948612569763874,4,0.34948612569763876,0.3476338492314413,40.073066193826094,Q2,Destinazione Popolare,🏖️,True,5249,Nella Media,territorio in fase di sviluppo
Sant'Anna Arresi,2025,2,3.05,0.0018,0.0426,0.0014,79.07,0.386,9.36,0.316,0.0235,4.0,371,119019,Sant'Anna Arresi,119019.0,4,6,12,6,20,119019,36.72550110151675,80.11736501511456,0.2496337716077768,0.2228505256726109,0.074890131482333,0.0722184530842675,0.1497802629646661,0.1395708484349756,0.074890131482333,0.0722184530842675,0.0499267543215553,0.0487204039472493,9.36232017589369,3.598861670933645,3.3953924598561245,3.5854330826092657,1.825063753350965,5.107811300199229,0.0,1.8095684930021516,4.826670197282619,35.597848868097905,4,0.35597848868097903,0.34761299419697606,40.07066215527102,Q2,Destinazione Popolare,🏖️,True,5250,Nella Media,territorio in fase di sviluppo
Sant'Anna Arresi,2025,12,3.08,0.0018,0.0429,0.0014,79.07,0.386,9.36,0.316,0.0235,4.0,371,119019,Sant'Anna Arresi,119019.0,4,6,12,6,20,119019,36.72550110151675,80.11736501511456,0.2496337716077768,0.2228505256726109,0.074890131482333,0.0722184530842675,0.1497802629646661,0.1395708484349756,0.074890131482333,0.0722184530842675,0.0499267543215553,0.0487204039472493,9.36232017589369,3.598861670933645,3.3953924598561245,3.5854330826092657,1.825063753350965,5.107811300199229,0.0,1.8095684930021516,4.826670197282619,35.597848868097905,4,0.35597848868097903,0.34761299419697606,40.07066215527102,Q2,Destinazione Popolare,🏖️,True,5251,Nella Media,territorio in fase di sviluppo
Tonara,2023,8,2.71,0.0016,0.0805,0.0027,6.24,0.0305,0.85,0.0287,0.0078,4.0,143,114052,Tonara,114052.0,2,15,15,6,16,114052,52.2172425093186,95.6091064229164,0.1673480759168039,0.154734574399186,0.1568888211720036,0.1457343512624859,0.1568888211720036,0.1457343512624859,0.0627555284688014,0.0608650902839766,0.0209185094896004,0.0207027215893541,6.118125508266294,7.539326663448091,3.5565374896477744,3.0044779390158807,0.7646724479166725,4.958715751915515,0.0,1.7848549799920432,4.677132917308882,35.03054397182325,4,0.35030543971823247,0.34757305728843024,40.06605847705248,Q2,Destinazione Popolare,🏖️,True,5252,Nella Media,territorio in fase di sviluppo
Tonara,2022,9,2.59,0.0015,0.0745,0.0025,6.05,0.0295,1.01,0.0341,0.0078,4.0,143,114052,Tonara,114052.0,2,15,15,6,16,114052,52.2172425093186,95.6091064229164,0.1673480759168039,0.154734574399186,0.1568888211720036,0.1457343512624859,0.1568888211720036,0.1457343512624859,0.0627555284688014,0.0608650902839766,0.0209185094896004,0.0207027215893541,6.118125508266294,7.539326663448091,3.5565374896477744,3.0044779390158807,0.7646724479166725,4.958715751915515,0.0,1.7848549799920432,4.677132917308882,35.03054397182325,4,0.35030543971823247,0.34757305728843024,40.06605847705248,Q2,Destinazione Popolare,🏖️,True,5253,Nella Media,territorio in fase di sviluppo
Pau,2025,4,0.32,0.0002,0.0168,0.0006,0.86,0.0042,4.18,0.1411,0.0029,4.0,191,115047,Pau,115047.0,0,8,3,2,14,115047,13.881661737108912,57.27352565070672,0.244441036952773,0.2186864627981304,0.1396805925444417,0.1307480411695405,0.0523802222041656,0.0510544769668976,0.0349201481361104,0.0343242721816842,0.0,0.0,9.157591493262949,6.712381467778282,1.187415537917492,1.6718338170679117,0.0,4.913630995067139,0.0,1.777260024330962,4.631914585943585,34.8561998576636,4,0.34856199857663595,0.3475511687807637,40.06353530613991,Q1,Gemma Nascosta,🌟,True,5254,Nella Media,territorio in fase di sviluppo · bassa pressione turistica
Pau,2025,10,0.33,0.0002,0.0171,0.0006,0.86,0.0042,4.18,0.1411,0.0029,4.0,191,115047,Pau,115047.0,0,8,3,2,14,115047,13.881661737108912,57.27352565070672,0.244441036952773,0.2186864627981304,0.1396805925444417,0.1307480411695405,0.0523802222041656,0.0510544769668976,0.0349201481361104,0.0343242721816842,0.0,0.0,9.157591493262949,6.712381467778282,1.187415537917492,1.6718338170679117,0.0,4.913630995067139,0.0,1.777260024330962,4.631914585943585,34.8561998576636,4,0.34856199857663595,0.3475511687807637,40.06353530613991,Q1,Gemma Nascosta,🌟,True,5255,Nella Media,territorio in fase di sviluppo · bassa pressione turistica
Pau,2025,5,0.39,0.0002,0.0204,0.0007,0.86,0.0042,4.18,0.1411,0.003,4.0,191,115047,Pau,115047.0,0,8,3,2,14,115047,13.881661737108912,57.27352565070672,0.244441036952773,0.2186864627981304,0.1396805925444417,0.1307480411695405,0.0523802222041656,0.0510544769668976,0.0349201481361104,0.0343242721816842,0.0,0.0,9.157591493262949,6.712381467778282,1.187415537917492,1.6718338170679117,0.0,4.913630995067139,0.0,1.777260024330962,4.631914585943585,34.8561998576636,4,0.34856199857663595,0.34751631258090604,40.05951730039263,Q1,Gemma Nascosta,🌟,True,5256,Nella Media,territorio in fase di sviluppo · bassa pressione turistica
Tonara,2023,9,2.85,0.0017,0.0847,0.0028,6.24,0.0305,0.85,0.0287,0.008,4.0,143,114052,Tonara,114052.0,2,15,15,6,16,114052,52.2172425093186,95.6091064229164,0.1673480759168039,0.154734574399186,0.1568888211720036,0.1457343512624859,0.1568888211720036,0.1457343512624859,0.0627555284688014,0.0608650902839766,0.0209185094896004,0.0207027215893541,6.118125508266294,7.539326663448091,3.5565374896477744,3.0044779390158807,0.7646724479166725,4.958715751915515,0.0,1.7848549799920432,4.677132917308882,35.03054397182325,4,0.35030543971823247,0.3475029962004866,40.057982270949466,Q2,Destinazione Popolare,🏖️,True,5257,Nella Media,territorio in fase di sviluppo
Tonara,2022,11,2.68,0.0016,0.0773,0.0025,6.05,0.0295,1.01,0.0341,0.008,4.0,143,114052,Tonara,114052.0,2,15,15,6,16,114052,52.2172425093186,95.6091064229164,0.1673480759168039,0.154734574399186,0.1568888211720036,0.1457343512624859,0.1568888211720036,0.1457343512624859,0.0627555284688014,0.0608650902839766,0.0209185094896004,0.0207027215893541,6.118125508266294,7.539326663448091,3.5565374896477744,3.0044779390158807,0.7646724479166725,4.958715751915515,0.0,1.7848549799920432,4.677132917308882,35.03054397182325,4,0.35030543971823247,0.3475029962004866,40.057982270949466,Q2,Destinazione Popolare,🏖️,True,5258,Nella Media,territorio in fase di sviluppo
San Vero Milis,2025,12,5.44,0.0032,0.1646,0.0054,20.67,0.1009,11.54,0.3896,0.0287,4.0,199,115055,San Vero Milis,115055.0,0,6,28,5,32,115055,72.37594676872168,115.76781068231948,0.2764153507904867,0.2440556419795966,0.0518278782732162,0.0505294871205889,0.2418634319416759,0.2166130192864383,0.0431898985610135,0.0422832290155068,0.0,0.0,10.41821033572763,2.490600041839877,5.48284037479238,2.0677556317513908,0.0,5.154844530899443,0.0,1.817239500324624,4.873842775325686,35.773938767240026,4,0.35773938767240027,0.3474722672462024,40.05444002838068,Q2,Destinazione Popolare,🏖️,True,5259,Nella Media,territorio in fase di sviluppo
Tonara,2023,10,2.98,0.0017,0.0887,0.0029,6.24,0.0305,0.85,0.0287,0.0081,4.0,143,114052,Tonara,114052.0,2,15,15,6,16,114052,52.2172425093186,95.6091064229164,0.1673480759168039,0.154734574399186,0.1568888211720036,0.1457343512624859,0.1568888211720036,0.1457343512624859,0.0627555284688014,0.0608650902839766,0.0209185094896004,0.0207027215893541,6.118125508266294,7.539326663448091,3.5565374896477744,3.0044779390158807,0.7646724479166725,4.958715751915515,0.0,1.7848549799920432,4.677132917308882,35.03054397182325,4,0.35030543971823247,0.3474679656565148,40.05394416789796,Q2,Destinazione Popolare,🏖️,True,5260,Nella Media,territorio in fase di sviluppo
Narbolia,2025,5,77.29,0.0452,1.9255,0.0634,54.38,0.2655,9.9,0.3342,0.1263,4.0,182,115038,Narbolia,115038.0,3,4,10,5,34,115038,40.45835191324718,83.85021582684499,0.4054849431778655,0.3403823985200629,0.0477041109621018,0.0466012091660698,0.1192602774052545,0.1126680005004023,0.0596301387026272,0.0579199214829828,0.0357780832215763,0.0351529155074624,15.50690624890944,2.2924315005105047,2.703530082315834,2.8548470645350035,1.3078615611886857,6.324898982062745,0.0,1.99127936396336,6.047363796323447,39.769067535410144,4,0.39769067535410146,0.34746234305687845,40.05329602961135,Q2,Destinazione Popolare,🏖️,True,5261,Nella Media,territorio in fase di sviluppo
Usini,2025,7,3.2,0.0019,0.0236,0.0008,1.24,0.0061,3.99,0.1347,0.0059,4.0,62,112063,Usini,112063.0,12,4,13,5,16,112063,30.60584424829272,73.99770816189053,0.2162229128096178,0.1957500831988448,0.0540557282024044,0.0526453217787495,0.1756811166578144,0.1618476534015242,0.0675696602530055,0.065384719497923,0.1621671846072133,0.1502865246787646,8.045064132256323,2.597659858134085,3.98254300688313,3.2349588718367563,5.927993009588039,4.9374859373213615,0.0,1.7812858009068158,4.655840204244669,34.948612569763874,4,0.34948612569763876,0.3474241575560227,40.04889424276919,Q2,Destinazione Popolare,🏖️,True,5262,Nella Media,territorio in fase di sviluppo
Maracalagonis,2025,8,419.36,0.2452,5.4118,0.1782,39.02,0.1905,10.91,0.3683,0.2353,4.0,308,118026,Maracalagonis,118026.0,6,61,15,10,29,118026,101.90980043112654,145.30166434472434,0.1995847751007054,0.1819754761655496,0.4198162510738977,0.3505274625879979,0.1032335043624338,0.0982454171975331,0.0688223362416225,0.0665574220115368,0.0412934017449735,0.0404635959783443,7.389089151656806,20.1743618941479,2.340216630541109,3.294931872851412,1.509473063118254,8.373547632381776,0.0,2.2378916406426432,8.102082064689348,45.430114266580105,5,0.45430114266580107,0.34740408379653803,40.046580264730615,Q2,Destinazione Popolare,🏖️,True,5263,Nella Media,territorio in fase di sviluppo
Sant'Anna Arresi,2023,11,3.79,0.0022,0.0531,0.0017,42.86,0.2093,12.97,0.4379,0.0242,4.0,371,119019,Sant'Anna Arresi,119019.0,4,6,12,6,20,119019,36.72550110151675,80.11736501511456,0.2496337716077768,0.2228505256726109,0.074890131482333,0.0722184530842675,0.1497802629646661,0.1395708484349756,0.074890131482333,0.0722184530842675,0.0499267543215553,0.0487204039472493,9.36232017589369,3.598861670933645,3.3953924598561245,3.5854330826092657,1.825063753350965,5.107811300199229,0.0,1.8095684930021516,4.826670197282619,35.597848868097905,4,0.35597848868097903,0.34736380925489935,40.04193766627082,Q2,Destinazione Popolare,🏖️,True,5264,Nella Media,territorio in fase di sviluppo
