comune,anno,mese,densita_turistica,densita_turistica_norm,intensita_turistica_presenze,intensita_turistica_norm,densita_ricettiva,densita_ricettiva_norm,utilizzazione_lorda_pct,utilizzazione_lorda_norm,indice_overtourism,n_indicatori_disponibili
Bulzi,2022,12,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2023,1,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2023,2,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2023,3,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2023,4,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2023,5,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2023,6,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2023,7,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2023,8,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2023,9,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2023,10,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2023,11,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2023,12,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2024,1,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2024,2,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2024,3,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2024,4,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2024,5,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2024,6,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2024,7,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2024,8,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2024,9,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2024,10,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2024,11,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2024,12,,,,,0.09,0.0004,0.0,0.0,0.0,2.0
Bulzi,2025,1,,,,,0.28,0.0014,0.0,0.0,0.0,2.0
Bulzi,2025,2,,,,,0.28,0.0014,0.0,0.0,0.0,2.0
Bulzi,2025,3,,,,,0.28,0.0014,0.0,0.0,0.0,2.0
Bulzi,2025,4,,,,,0.28,0.0014,0.0,0.0,0.0,2.0
Bulzi,2025,5,,,,,0.28,0.0014,0.0,0.0,0.0,2.0
Bulzi,2025,6,,,,,0.28,0.0014,0.0,0.0,0.0,2.0
Bulzi,2025,7,,,,,0.28,0.0014,0.0,0.0,0.0,2.0
Bulzi,2025,8,,,,,0.28,0.0014,0.0,0.0,0.0,2.0
Bulzi,2025,9,,,,,0.28,0.0014,0.0,0.0,0.0,2.0
Bulzi,2025,10,,,,,0.28,0.0014,0.0,0.0,0.0,2.0
Bulzi,2025,11,,,,,0.28,0.0014,0.0,0.0,0.0,2.0
Bulzi,2025,12,,,,,0.28,0.0014,0.0,0.0,0.0,2.0
Burcei,2022,1,,,,,0.32,0.0016,0.0,0.0,0.0,2.0
Burcei,2022,2,,,,,0.32,0.0016,0.0,0.0,0.0,2.0
Burcei,2022,3,,,,,0.32,0.0016,0.0,0.0,0.0,2.0
Burcei,2022,4,,,,,0.32,0.0016,0.0,0.0,0.0,2.0
Burcei,2022,5,,,,,0.32,0.0016,0.0,0.0,0.0,2.0
Burcei,2022,6,,,,,0.32,0.0016,0.0,0.0,0.0,2.0
Burcei,2022,7,,,,,0.32,0.0016,0.0,0.0,0.0,2.0
Burcei,2022,8,,,,,0.32,0.0016,0.0,0.0,0.0,2.0
Burcei,2022,9,,,,,0.32,0.0016,0.0,0.0,0.0,2.0
Burcei,2022,10,,,,,0.32,0.0016,0.0,0.0,0.0,2.0
Burcei,2022,11,,,,,0.32,0.0016,0.0,0.0,0.0,2.0
Burcei,2022,12,,,,,0.32,0.0016,0.0,0.0,0.0,2.0
Burcei,2023,1,0.05,0.0,0.0016,0.0001,0.16,0.0008,10.45,0.3528,0.0,4.0
Burcei,2023,2,0.04,0.0,0.0014,0.0,0.16,0.0008,10.45,0.3528,0.0,4.0
Burcei,2023,3,0.05,0.0,0.0017,0.0001,0.16,0.0008,10.45,0.3528,0.0,4.0
Burcei,2023,4,0.1,0.0001,0.0038,0.0001,0.16,0.0008,10.45,0.3528,0.0013,4.0
Burcei,2023,5,0.14,0.0001,0.0049,0.0002,0.16,0.0008,10.45,0.3528,0.0015,4.0
Burcei,2023,6,0.36,0.0002,0.0131,0.0004,0.16,0.0008,10.45,0.3528,0.0022,4.0
Burcei,2023,7,1.75,0.001,0.0632,0.0021,0.16,0.0008,10.45,0.3528,0.0049,4.0
Burcei,2023,8,2.71,0.0016,0.0977,0.0032,0.16,0.0008,10.45,0.3528,0.0062,4.0
Burcei,2023,9,0.6,0.0004,0.0215,0.0007,0.16,0.0008,10.45,0.3528,0.003,4.0
Burcei,2023,10,0.11,0.0001,0.0041,0.0001,0.16,0.0008,10.45,0.3528,0.0013,4.0
Burcei,2023,11,0.05,0.0,0.002,0.0001,0.16,0.0008,10.45,0.3528,0.0,4.0
Burcei,2023,12,0.07,0.0,0.0026,0.0001,0.16,0.0008,10.45,0.3528,0.0,4.0
Burcei,2024,1,0.0,0.0,0.0001,0.0,0.2,0.001,4.27,0.1442,0.0,4.0
Burcei,2024,2,0.0,0.0,0.0001,0.0,0.2,0.001,4.27,0.1442,0.0,4.0
Burcei,2024,3,0.0,0.0,0.0002,0.0,0.2,0.001,4.27,0.1442,0.0,4.0
Burcei,2024,4,0.01,0.0,0.0003,0.0,0.2,0.001,4.27,0.1442,0.0,4.0
Burcei,2024,5,0.1,0.0001,0.0038,0.0001,0.2,0.001,4.27,0.1442,0.0011,4.0
Burcei,2024,6,0.29,0.0002,0.0106,0.0003,0.2,0.001,4.27,0.1442,0.0017,4.0
Burcei,2024,7,0.66,0.0004,0.0238,0.0008,0.2,0.001,4.27,0.1442,0.0026,4.0
Burcei,2024,8,1.69,0.001,0.0612,0.002,0.2,0.001,4.27,0.1442,0.0041,4.0
Burcei,2024,9,0.22,0.0001,0.0081,0.0003,0.2,0.001,4.27,0.1442,0.0014,4.0
Burcei,2024,10,0.12,0.0001,0.0045,0.0001,0.2,0.001,4.27,0.1442,0.0011,4.0
Burcei,2024,11,0.0,0.0,0.0002,0.0,0.2,0.001,4.27,0.1442,0.0,4.0
Burcei,2024,12,0.01,0.0,0.0002,0.0,0.2,0.001,4.27,0.1442,0.0,4.0
Burcei,2025,1,0.01,0.0,0.0002,0.0,0.2,0.001,6.6,0.2228,0.0,4.0
Burcei,2025,2,0.01,0.0,0.0002,0.0,0.2,0.001,6.6,0.2228,0.0,4.0
Burcei,2025,3,0.59,0.0003,0.0215,0.0007,0.2,0.001,6.6,0.2228,0.0026,4.0
Burcei,2025,4,0.47,0.0003,0.0171,0.0006,0.2,0.001,6.6,0.2228,0.0025,4.0
Burcei,2025,5,0.26,0.0002,0.0095,0.0003,0.2,0.001,6.6,0.2228,0.0019,4.0
Burcei,2025,6,0.52,0.0003,0.0192,0.0006,0.2,0.001,6.6,0.2228,0.0025,4.0
Burcei,2025,7,0.86,0.0005,0.0315,0.001,0.2,0.001,6.6,0.2228,0.0032,4.0
Burcei,2025,8,1.8,0.0011,0.0659,0.0022,0.2,0.001,6.6,0.2228,0.0048,4.0
Burcei,2025,9,0.29,0.0002,0.0105,0.0003,0.2,0.001,6.6,0.2228,0.0019,4.0
Burcei,2025,10,0.01,0.0,0.0005,0.0,0.2,0.001,6.6,0.2228,0.0,4.0
Burcei,2025,11,0.01,0.0,0.0002,0.0,0.2,0.001,6.6,0.2228,0.0,4.0
Burcei,2025,12,0.01,0.0,0.0003,0.0,0.2,0.001,6.6,0.2228,0.0,4.0
Burgos,2022,1,,,,,0.5,0.0024,0.0,0.0,0.0,2.0
Burgos,2022,2,,,,,0.5,0.0024,0.0,0.0,0.0,2.0
Burgos,2022,3,,,,,0.5,0.0024,0.0,0.0,0.0,2.0
Burgos,2022,4,,,,,0.5,0.0024,0.0,0.0,0.0,2.0
Burgos,2022,5,,,,,0.5,0.0024,0.0,0.0,0.0,2.0
Burgos,2022,6,,,,,0.5,0.0024,0.0,0.0,0.0,2.0
Burgos,2022,7,,,,,0.5,0.0024,0.0,0.0,0.0,2.0
Burgos,2022,8,,,,,0.5,0.0024,0.0,0.0,0.0,2.0
Burgos,2022,9,,,,,0.5,0.0024,0.0,0.0,0.0,2.0
Burgos,2022,10,,,,,0.5,0.0024,0.0,0.0,0.0,2.0
Burgos,2022,11,,,,,0.5,0.0024,0.0,0.0,0.0,2.0
Burgos,2022,12,,,,,0.5,0.0024,0.0,0.0,0.0,2.0
Burgos,2023,1,,,,,0.5,0.0024,0.0,0.0,0.0,2.0
Burgos,2023,2,,,,,0.5,0.0024,0.0,0.0,0.0,2.0
Burgos,2023,3,,,,,0.5,0.0024,0.0,0.0,0.0,2.0
Burgos,2023,4,,,,,0.5,0.0024,0.0,0.0,0.0,2.0
Burgos,2023,5,,,,,0.5,0.0024,0.0,0.0,0.0,2.0
Burgos,2023,6,,,,,0.5,0.0024,0.0,0.0,0.0,2.0
Burgos,2023,7,,,,,0.5,0.0024,0.0,0.0,0.0,2.0
Burgos,2023,8,,,,,0.5,0.0024,0.0,0.0,0.0,2.0
Burgos,2023,9,,,,,0.5,0.0024,0.0,0.0,0.0,2.0
Burgos,2023,10,,,,,0.5,0.0024,0.0,0.0,0.0,2.0
Burgos,2023,11,,,,,0.5,0.0024,0.0,0.0,0.0,2.0
Burgos,2023,12,,,,,0.5,0.0024,0.0,0.0,0.0,2.0
Burgos,2024,1,,,,,0.0,0.0,,,0.0,1.0
Burgos,2024,2,,,,,0.0,0.0,,,0.0,1.0
Burgos,2024,3,,,,,0.0,0.0,,,0.0,1.0
Burgos,2024,4,,,,,0.0,0.0,,,0.0,1.0
Burgos,2024,5,,,,,0.0,0.0,,,0.0,1.0
Burgos,2024,6,,,,,0.0,0.0,,,0.0,1.0
Burgos,2024,7,,,,,0.0,0.0,,,0.0,1.0
Burgos,2024,8,,,,,0.0,0.0,,,0.0,1.0
Burgos,2024,9,,,,,0.0,0.0,,,0.0,1.0
Burgos,2024,10,,,,,0.0,0.0,,,0.0,1.0
Burgos,2024,11,,,,,0.0,0.0,,,0.0,1.0
Burgos,2024,12,,,,,0.0,0.0,,,0.0,1.0
Burgos,2025,1,0.05,0.0,0.0012,0.0,0.94,0.0046,2.74,0.0925,0.0,4.0
Burgos,2025,2,0.05,0.0,0.0011,0.0,0.94,0.0046,2.74,0.0925,0.0,4.0
Burgos,2025,3,0.07,0.0,0.0015,0.0,0.94,0.0046,2.74,0.0925,0.0,4.0
Burgos,2025,4,0.13,0.0001,0.0028,0.0001,0.94,0.0046,2.74,0.0925,0.0014,4.0
Burgos,2025,5,0.16,0.0001,0.0034,0.0001,0.94,0.0046,2.74,0.0925,0.0014,4.0
Burgos,2025,6,0.25,0.0001,0.0054,0.0002,0.94,0.0046,2.74,0.0925,0.0017,4.0
Burgos,2025,7,0.32,0.0002,0.0071,0.0002,0.94,0.0046,2.74,0.0925,0.002,4.0
Burgos,2025,8,2.55,0.0015,0.056,0.0018,0.94,0.0046,2.74,0.0925,0.0058,4.0
Burgos,2025,9,4.14,0.0024,0.091,0.003,0.94,0.0046,2.74,0.0925,0.0074,4.0
Burgos,2025,10,0.13,0.0001,0.0029,0.0001,0.94,0.0046,2.74,0.0925,0.0014,4.0
Burgos,2025,11,0.06,0.0,0.0013,0.0,0.94,0.0046,2.74,0.0925,0.0,4.0
Burgos,2025,12,1.52,0.0009,0.0333,0.0011,0.94,0.0046,2.74,0.0925,0.0045,4.0
Busachi,2022,1,0.05,0.0,0.0026,0.0001,0.37,0.0018,1.52,0.0513,0.0,4.0
Busachi,2022,2,0.05,0.0,0.0023,0.0001,0.37,0.0018,1.52,0.0513,0.0,4.0
Busachi,2022,3,0.1,0.0001,0.0049,0.0002,0.37,0.0018,1.52,0.0513,0.0012,4.0
Busachi,2022,4,0.12,0.0001,0.0062,0.0002,0.37,0.0018,1.52,0.0513,0.0012,4.0
Busachi,2022,5,0.19,0.0001,0.0095,0.0003,0.37,0.0018,1.52,0.0513,0.0013,4.0
Busachi,2022,6,0.28,0.0002,0.0139,0.0005,0.37,0.0018,1.52,0.0513,0.0017,4.0
Busachi,2022,7,0.4,0.0002,0.02,0.0007,0.37,0.0018,1.52,0.0513,0.0019,4.0
Busachi,2022,8,0.39,0.0002,0.0198,0.0007,0.37,0.0018,1.52,0.0513,0.0019,4.0
Busachi,2022,9,0.24,0.0001,0.012,0.0004,0.37,0.0018,1.52,0.0513,0.0014,4.0
Busachi,2022,10,0.13,0.0001,0.0067,0.0002,0.37,0.0018,1.52,0.0513,0.0012,4.0
Busachi,2022,11,0.06,0.0,0.003,0.0001,0.37,0.0018,1.52,0.0513,0.0,4.0
Busachi,2022,12,0.07,0.0,0.0033,0.0001,0.37,0.0018,1.52,0.0513,0.0,4.0
Busachi,2023,1,0.01,0.0,0.0005,0.0,0.27,0.0013,0.34,0.0115,0.0,4.0
Busachi,2023,2,0.01,0.0,0.0004,0.0,0.27,0.0013,0.34,0.0115,0.0,4.0
Busachi,2023,3,0.01,0.0,0.0005,0.0,0.27,0.0013,0.34,0.0115,0.0,4.0
Busachi,2023,4,0.02,0.0,0.0011,0.0,0.27,0.0013,0.34,0.0115,0.0,4.0
Busachi,2023,5,0.03,0.0,0.0014,0.0,0.27,0.0013,0.34,0.0115,0.0,4.0
Busachi,2023,6,0.05,0.0,0.0024,0.0001,0.27,0.0013,0.34,0.0115,0.0,4.0
Busachi,2023,7,0.06,0.0,0.0033,0.0001,0.27,0.0013,0.34,0.0115,0.0,4.0
Busachi,2023,8,0.06,0.0,0.0033,0.0001,0.27,0.0013,0.34,0.0115,0.0,4.0
Busachi,2023,9,0.04,0.0,0.002,0.0001,0.27,0.0013,0.34,0.0115,0.0,4.0
Busachi,2023,10,0.02,0.0,0.0012,0.0,0.27,0.0013,0.34,0.0115,0.0,4.0
Busachi,2023,11,0.01,0.0,0.0006,0.0,0.27,0.0013,0.34,0.0115,0.0,4.0
Busachi,2023,12,0.01,0.0,0.0007,0.0,0.27,0.0013,0.34,0.0115,0.0,4.0
Busachi,2024,1,0.01,0.0,0.0005,0.0,0.27,0.0013,0.34,0.0115,0.0,4.0
Busachi,2024,2,0.01,0.0,0.0005,0.0,0.27,0.0013,0.34,0.0115,0.0,4.0
Busachi,2024,3,0.01,0.0,0.0007,0.0,0.27,0.0013,0.34,0.0115,0.0,4.0
Busachi,2024,4,0.02,0.0,0.0011,0.0,0.27,0.0013,0.34,0.0115,0.0,4.0
Busachi,2024,5,0.02,0.0,0.0013,0.0,0.27,0.0013,0.34,0.0115,0.0,4.0
Busachi,2024,6,0.05,0.0,0.0025,0.0001,0.27,0.0013,0.34,0.0115,0.0,4.0
Busachi,2024,7,0.06,0.0,0.0033,0.0001,0.27,0.0013,0.34,0.0115,0.0,4.0
Busachi,2024,8,0.06,0.0,0.0034,0.0001,0.27,0.0013,0.34,0.0115,0.0,4.0
Busachi,2024,9,0.04,0.0,0.0019,0.0001,0.27,0.0013,0.34,0.0115,0.0,4.0
Busachi,2024,10,0.02,0.0,0.0011,0.0,0.27,0.0013,0.34,0.0115,0.0,4.0
Busachi,2024,11,0.01,0.0,0.0006,0.0,0.27,0.0013,0.34,0.0115,0.0,4.0
Busachi,2024,12,0.01,0.0,0.0007,0.0,0.27,0.0013,0.34,0.0115,0.0,4.0
Busachi,2025,1,0.03,0.0,0.0015,0.0,0.27,0.0013,1.52,0.0513,0.0,4.0
Busachi,2025,2,0.03,0.0,0.0014,0.0,0.27,0.0013,1.52,0.0513,0.0,4.0
Busachi,2025,3,0.37,0.0002,0.0199,0.0007,0.27,0.0013,1.52,0.0513,0.0017,4.0
Busachi,2025,4,0.07,0.0,0.0036,0.0001,0.27,0.0013,1.52,0.0513,0.0,4.0
Busachi,2025,5,0.08,0.0,0.0043,0.0001,0.27,0.0013,1.52,0.0513,0.0,4.0
Busachi,2025,6,0.13,0.0001,0.0069,0.0002,0.27,0.0013,1.52,0.0513,0.0011,4.0
Busachi,2025,7,0.17,0.0001,0.0091,0.0003,0.27,0.0013,1.52,0.0513,0.0012,4.0
Busachi,2025,8,0.38,0.0002,0.0201,0.0007,0.27,0.0013,1.52,0.0513,0.0017,4.0
Busachi,2025,9,0.11,0.0001,0.0058,0.0002,0.27,0.0013,1.52,0.0513,0.0011,4.0
Busachi,2025,10,0.07,0.0,0.0036,0.0001,0.27,0.0013,1.52,0.0513,0.0,4.0
Busachi,2025,11,0.03,0.0,0.0016,0.0001,0.27,0.0013,1.52,0.0513,0.0,4.0
Busachi,2025,12,0.04,0.0,0.0021,0.0001,0.27,0.0013,1.52,0.0513,0.0,4.0
Cabras,2022,1,3.2,0.0019,0.037,0.0012,26.2,0.1279,9.31,0.3143,0.0174,4.0
Cabras,2022,2,3.01,0.0018,0.0349,0.0011,26.2,0.1279,9.31,0.3143,0.0168,4.0
Cabras,2022,3,2.93,0.0017,0.0339,0.0011,26.2,0.1279,9.31,0.3143,0.0166,4.0
Cabras,2022,4,26.31,0.0154,0.3046,0.01,26.2,0.1279,9.31,0.3143,0.0499,4.0
Cabras,2022,5,46.43,0.0271,0.5375,0.0177,26.2,0.1279,9.31,0.3143,0.0663,4.0
Cabras,2022,6,101.73,0.0595,1.1778,0.0388,26.2,0.1279,9.31,0.3143,0.0982,4.0
Cabras,2022,7,188.79,0.1104,2.1856,0.072,26.2,0.1279,9.31,0.3143,0.1337,4.0
Cabras,2022,8,266.23,0.1556,3.0822,0.1015,26.2,0.1279,9.31,0.3143,0.1587,4.0
Cabras,2022,9,143.08,0.0837,1.6565,0.0545,26.2,0.1279,9.31,0.3143,0.1164,4.0
Cabras,2022,10,50.46,0.0295,0.5842,0.0192,26.2,0.1279,9.31,0.3143,0.0691,4.0
Cabras,2022,11,29.85,0.0175,0.3456,0.0114,26.2,0.1279,9.31,0.3143,0.0532,4.0
Cabras,2022,12,28.35,0.0166,0.3282,0.0108,26.2,0.1279,9.31,0.3143,0.0518,4.0
Cabras,2023,1,2.66,0.0016,0.031,0.001,27.38,0.1337,9.31,0.3143,0.0161,4.0
Cabras,2023,2,6.13,0.0036,0.0714,0.0024,27.38,0.1337,9.31,0.3143,0.0245,4.0
Cabras,2023,3,6.38,0.0037,0.0744,0.0024,27.38,0.1337,9.31,0.3143,0.0247,4.0
Cabras,2023,4,27.1,0.0158,0.3159,0.0104,27.38,0.1337,9.31,0.3143,0.0513,4.0
Cabras,2023,5,59.11,0.0346,0.689,0.0227,27.38,0.1337,9.31,0.3143,0.0758,4.0
Cabras,2023,6,124.04,0.0725,1.4459,0.0476,27.38,0.1337,9.31,0.3143,0.1097,4.0
Cabras,2023,7,225.81,0.132,2.6322,0.0867,27.38,0.1337,9.31,0.3143,0.1481,4.0
Cabras,2023,8,265.54,0.1552,3.0953,0.1019,27.38,0.1337,9.31,0.3143,0.1606,4.0
Cabras,2023,9,147.49,0.0862,1.7192,0.0566,27.38,0.1337,9.31,0.3143,0.1197,4.0
Cabras,2023,10,58.89,0.0344,0.6865,0.0226,27.38,0.1337,9.31,0.3143,0.0756,4.0
Cabras,2023,11,3.93,0.0023,0.0458,0.0015,27.38,0.1337,9.31,0.3143,0.0195,4.0
Cabras,2023,12,3.03,0.0018,0.0353,0.0012,27.38,0.1337,9.31,0.3143,0.0174,4.0
Cabras,2024,1,4.84,0.0028,0.0559,0.0018,31.18,0.1522,8.11,0.2738,0.0214,4.0
Cabras,2024,2,6.45,0.0038,0.0745,0.0025,31.18,0.1522,8.11,0.2738,0.0251,4.0
Cabras,2024,3,5.25,0.0031,0.0606,0.002,31.18,0.1522,8.11,0.2738,0.0225,4.0
Cabras,2024,4,28.08,0.0164,0.3243,0.0107,31.18,0.1522,8.11,0.2738,0.052,4.0
Cabras,2024,5,59.02,0.0345,0.6816,0.0224,31.18,0.1522,8.11,0.2738,0.0753,4.0
Cabras,2024,6,125.82,0.0736,1.4531,0.0478,31.18,0.1522,8.11,0.2738,0.11,4.0
Cabras,2024,7,208.63,0.122,2.4094,0.0793,31.18,0.1522,8.11,0.2738,0.1417,4.0
Cabras,2024,8,264.89,0.1549,3.059,0.1007,31.18,0.1522,8.11,0.2738,0.1597,4.0
Cabras,2024,9,153.2,0.0896,1.7692,0.0583,31.18,0.1522,8.11,0.2738,0.1215,4.0
Cabras,2024,10,52.13,0.0305,0.602,0.0198,31.18,0.1522,8.11,0.2738,0.0708,4.0
Cabras,2024,11,5.8,0.0034,0.067,0.0022,31.18,0.1522,8.11,0.2738,0.0236,4.0
Cabras,2024,12,9.3,0.0054,0.1073,0.0035,31.18,0.1522,8.11,0.2738,0.0298,4.0
Cabras,2025,1,7.0,0.0041,0.0813,0.0027,34.59,0.1689,9.31,0.3143,0.0277,4.0
Cabras,2025,2,5.45,0.0032,0.0633,0.0021,34.59,0.1689,9.31,0.3143,0.0244,4.0
Cabras,2025,3,12.64,0.0074,0.1467,0.0048,34.59,0.1689,9.31,0.3143,0.0371,4.0
Cabras,2025,4,44.4,0.026,0.5153,0.017,34.59,0.1689,9.31,0.3143,0.0696,4.0
Cabras,2025,5,71.02,0.0415,0.8243,0.0271,34.59,0.1689,9.31,0.3143,0.0879,4.0
Cabras,2025,6,161.64,0.0945,1.8761,0.0618,34.59,0.1689,9.31,0.3143,0.1327,4.0
Cabras,2025,7,276.69,0.1618,3.2113,0.1057,34.59,0.1689,9.31,0.3143,0.1736,4.0
Cabras,2025,8,334.03,0.1953,3.8767,0.1277,34.59,0.1689,9.31,0.3143,0.1908,4.0
Cabras,2025,9,185.29,0.1083,2.1504,0.0708,34.59,0.1689,9.31,0.3143,0.142,4.0
Cabras,2025,10,64.03,0.0374,0.7431,0.0245,34.59,0.1689,9.31,0.3143,0.0835,4.0
Cabras,2025,11,7.79,0.0046,0.0904,0.003,34.59,0.1689,9.31,0.3143,0.0293,4.0
Cabras,2025,12,5.51,0.0032,0.064,0.0021,34.59,0.1689,9.31,0.3143,0.0244,4.0
Cagliari,2022,1,262.25,0.1533,0.1494,0.0049,123.84,0.6046,20.1,0.6786,0.1325,4.0
Cagliari,2022,2,337.91,0.1976,0.1925,0.0063,123.84,0.6046,20.1,0.6786,0.1503,4.0
Cagliari,2022,3,415.13,0.2427,0.2364,0.0078,123.84,0.6046,20.1,0.6786,0.1669,4.0
Cagliari,2022,4,654.18,0.3825,0.3726,0.0123,123.84,0.6046,20.1,0.6786,0.2096,4.0
Cagliari,2022,5,890.52,0.5206,0.5072,0.0167,123.84,0.6046,20.1,0.6786,0.2444,4.0
Cagliari,2022,6,1020.41,0.5966,0.5812,0.0191,123.84,0.6046,20.1,0.6786,0.2615,4.0
Cagliari,2022,7,1264.11,0.7391,0.72,0.0237,123.84,0.6046,20.1,0.6786,0.2912,4.0
Cagliari,2022,8,1451.26,0.8485,0.8266,0.0272,123.84,0.6046,20.1,0.6786,0.3119,4.0
Cagliari,2022,9,1106.21,0.6467,0.63,0.0207,123.84,0.6046,20.1,0.6786,0.2722,4.0
Cagliari,2022,10,860.74,0.5032,0.4902,0.0161,123.84,0.6046,20.1,0.6786,0.2401,4.0
Cagliari,2022,11,424.91,0.2484,0.242,0.008,123.84,0.6046,20.1,0.6786,0.169,4.0
Cagliari,2022,12,395.83,0.2314,0.2254,0.0074,123.84,0.6046,20.1,0.6786,0.1628,4.0
Cagliari,2023,1,349.95,0.2046,0.2004,0.0066,129.99,0.6347,21.45,0.7242,0.1578,4.0
Cagliari,2023,2,375.56,0.2196,0.215,0.0071,129.99,0.6347,21.45,0.7242,0.1636,4.0
Cagliari,2023,3,535.59,0.3131,0.3067,0.0101,129.99,0.6347,21.45,0.7242,0.1953,4.0
Cagliari,2023,4,791.23,0.4626,0.4531,0.0149,129.99,0.6347,21.45,0.7242,0.2372,4.0
Cagliari,2023,5,1002.1,0.5859,0.5738,0.0189,129.99,0.6347,21.45,0.7242,0.2671,4.0
Cagliari,2023,6,1120.55,0.6551,0.6416,0.0211,129.99,0.6347,21.45,0.7242,0.2823,4.0
Cagliari,2023,7,1371.38,0.8018,0.7853,0.0259,129.99,0.6347,21.45,0.7242,0.3126,4.0
Cagliari,2023,8,1570.13,0.918,0.8991,0.0296,129.99,0.6347,21.45,0.7242,0.3343,4.0
Cagliari,2023,9,1250.24,0.7309,0.7159,0.0236,129.99,0.6347,21.45,0.7242,0.2984,4.0
Cagliari,2023,10,955.31,0.5585,0.547,0.018,129.99,0.6347,21.45,0.7242,0.2607,4.0
Cagliari,2023,11,437.69,0.2559,0.2506,0.0083,129.99,0.6347,21.45,0.7242,0.1768,4.0
Cagliari,2023,12,415.98,0.2432,0.2382,0.0078,129.99,0.6347,21.45,0.7242,0.1718,4.0
Cagliari,2024,1,357.41,0.209,0.2059,0.0068,173.25,0.8459,17.96,0.6063,0.1643,4.0
Cagliari,2024,2,410.31,0.2399,0.2364,0.0078,173.25,0.8459,17.96,0.6063,0.176,4.0
Cagliari,2024,3,498.87,0.2917,0.2874,0.0095,173.25,0.8459,17.96,0.6063,0.1942,4.0
Cagliari,2024,4,888.88,0.5197,0.512,0.0169,173.25,0.8459,17.96,0.6063,0.2591,4.0
Cagliari,2024,5,1119.47,0.6545,0.6449,0.0212,173.25,0.8459,17.96,0.6063,0.2904,4.0
Cagliari,2024,6,1308.42,0.765,0.7537,0.0248,173.25,0.8459,17.96,0.6063,0.3141,4.0
Cagliari,2024,7,1571.39,0.9187,0.9052,0.0298,173.25,0.8459,17.96,0.6063,0.3442,4.0
Cagliari,2024,8,1785.45,1.0,1.0285,0.0339,173.25,0.8459,17.96,0.6063,0.3631,4.0
Cagliari,2024,9,1419.1,0.8297,0.8175,0.0269,173.25,0.8459,17.96,0.6063,0.3271,4.0
Cagliari,2024,10,1058.14,0.6186,0.6095,0.0201,173.25,0.8459,17.96,0.6063,0.2826,4.0
Cagliari,2024,11,481.83,0.2817,0.2776,0.0091,173.25,0.8459,17.96,0.6063,0.1904,4.0
Cagliari,2024,12,457.61,0.2675,0.2636,0.0087,173.25,0.8459,17.96,0.6063,0.1859,4.0
Cagliari,2025,1,418.33,0.2446,0.2422,0.008,202.73,0.9898,17.88,0.6036,0.1849,4.0
Cagliari,2025,2,470.79,0.2752,0.2725,0.009,202.73,0.9898,17.88,0.6036,0.1961,4.0
Cagliari,2025,3,586.51,0.3429,0.3395,0.0112,202.73,0.9898,17.88,0.6036,0.2189,4.0
Cagliari,2025,4,1085.84,0.6348,0.6286,0.0207,202.73,0.9898,17.88,0.6036,0.2977,4.0
Cagliari,2025,5,1307.23,0.7643,0.7567,0.0249,202.73,0.9898,17.88,0.6036,0.3265,4.0
Cagliari,2025,6,1474.06,0.8618,0.8533,0.0281,202.73,0.9898,17.88,0.6036,0.3468,4.0
Cagliari,2025,7,1813.59,1.0,1.0498,0.0346,202.73,0.9898,17.88,0.6036,0.3792,4.0
Cagliari,2025,8,2068.53,1.0,1.1974,0.0394,202.73,0.9898,17.88,0.6036,0.3917,4.0
Cagliari,2025,9,1656.68,0.9686,0.959,0.0316,202.73,0.9898,17.88,0.6036,0.3677,4.0
Cagliari,2025,10,1239.94,0.7249,0.7178,0.0236,202.73,0.9898,17.88,0.6036,0.318,4.0
Cagliari,2025,11,548.62,0.3207,0.3176,0.0105,202.73,0.9898,17.88,0.6036,0.2118,4.0
Cagliari,2025,12,559.82,0.3273,0.3241,0.0107,202.73,0.9898,17.88,0.6036,0.2139,4.0
