,codice_istat,nome_comune,codice_istat_str,infrastrutture,natura,ristorazione,servizi,turismo,com_istat_code,area_km2,area_km2_reg,turismo_density,turismo_log_density,natura_density,natura_log_density,ristorazione_density,ristorazione_log_density,servizi_density,servizi_log_density,infrastrutture_density,infrastrutture_log_density,turismo_density_norm,natura_density_norm,ristorazione_density_norm,servizi_density_norm,infrastrutture_density_norm,indice_attrattivita_assoluto,indice_attrattivita_og,indice_attrattivita_log,indice_attrattivita_assoluto_norm,indice_attrattivita_log_norm,classe
372,119020,Sant'Antioco,119020.0,12,34,23,15,92,119020,88.6755577120866,132.0674216256844,0.6966138875698917,0.5286344338878155,0.25744426279756866,0.2290812981903968,0.17415347189247293,0.16054743849448386,0.11357835123422147,0.10757857006621947,0.09086268098737718,0.08696883365643739,26.98495186859565,12.371540434569882,3.947912586192769,5.4376667515860815,3.321469377606997,13.12575013695833,0.0,2.647999382663673,12.868364120720305,"54,8442404555002",5
350,118070,Villasimius,118070.0,5,10,67,7,72,118070,58.10880956790811,101.50067348150591,0.7093548991388601,0.536116047371565,0.09852151376928613,0.09396519732920851,0.660094142254217,0.5068743129617114,0.06896505963850029,0.06669094641846797,0.04926075688464306,0.04808587515389225,27.487278809446448,4.734472922514348,14.963778464816107,3.301764885141536,1.8007183337768247,13.097894132574657,0.0,2.6460254339302876,12.84042558617369,"54,7989279667016",5
85,113020,Palau,113020.0,6,3,60,9,62,113020,44.721588316510186,88.113452230108,0.7036383030151537,0.5327661423872816,0.03404701466202357,0.03348024377792748,0.6809402932404713,0.5193533351998849,0.1021410439860707,0.09725469163888463,0.06809402932404714,0.06587577910074142,27.26189637200365,1.6361367466123087,15.436343157084323,4.890095276255444,2.4891653068118886,12.657302551790544,0.0,2.614274364056417,12.398528646069124,"54,0700741856127",5
203,115059,Sedilo,115059.0,5,26,20,6,80,115059,68.51866989985778,111.9105338134556,0.7148567455978051,0.5393295468653859,0.23232844231928668,0.20890542237341297,0.17871418639945127,0.16442417180997,0.05361425591983539,0.0522264020310175,0.04467854659986282,0.04370922718561176,27.704194529661624,11.164594180580965,4.051300144353244,2.5668312108626155,1.6332164399600686,12.461013258539776,0.0,2.599797600620967,12.201657798223069,"53,7377564460918",5
289,118007,Capoterra,118007.0,15,68,15,23,24,118007,68.32725809292052,111.71912200651832,0.21482445949225867,0.19459958857044204,0.6086693018947329,0.4754073166776485,0.13426528718266167,0.12598511726054232,0.2058734403467479,0.1872041511288682,0.13426528718266167,0.12598511726054232,7.989928731662023,29.249736614224624,3.043681021096696,9.85637799319323,4.908044039717179,12.287410080224802,0.0,2.586816976399622,12.027540278425514,"53,4397829578848",5
126,114035,Orgosolo,114035.0,1,183,24,6,77,114035,222.52666682634444,265.91853073994224,0.2895623700452186,0.2543029127889886,0.6881806976399352,0.5236514388093886,0.09025320624786035,0.08640996857370896,0.022563301561965086,0.022312515636619096,0.003760550260327515,0.003753497068255872,10.93654452982104,33.070674151466754,2.0459642005309906,1.0802385611012506,0.13746625563871567,12.13360714664826,0.0,2.5751743761480097,11.873281666389342,"53,1725241458573",5
233,116002,Bari Sardo,116002.0,2,14,35,5,52,116002,37.625249367895265,81.01711328149307,0.6418397039070817,0.49581738379657153,0.17280299720575273,0.15939660774534117,0.43200749301438185,0.3590773010767067,0.06171535614491169,0.05988586066540129,0.024686142457964678,0.024386363220785672,24.825425682782214,8.304085878296863,9.79324615505858,2.9546787440102107,0.9023976107062525,12.015739978092753,0.0,2.5661593926192166,11.755065287785893,"52,9655829354503",5
201,115057,Santu Lussurgiu,115057.0,1,111,13,5,26,115057,99.90731320741249,143.2991771210103,0.18143858549895273,0.1667328361828966,0.7746031919378367,0.5735768440976566,0.09071929274947636,0.08683738020675419,0.03489203567287553,0.03429710791677491,0.006978407134575105,0.006954170740463378,6.673657738585331,37.22372604333813,2.056529989119578,1.670487907350289,0.25509444966944583,11.995417461303537,0.0,2.5645967923411073,11.734682560616218,"52,9297130537249",5
321,118039,Quartucciu,118039.0,1,22,8,8,40,118039,27.7490190827028,71.1408829963006,0.5622645982912531,0.44613643418490156,0.3092455290601892,0.26945103928538844,0.11245291965825063,0.10656741475445279,0.11245291965825063,0.10656741475445279,0.014056614957281329,0.013958736901575758,21.688098700893686,14.860861630411978,2.5492130133761637,5.383785692428764,0.5138370960010358,11.590439184010753,0.0,2.532937731007072,11.328504437044247,"52,2029713517697",5
82,113017,Olbia,113017.0,105,101,222,75,156,113017,385.4808572330966,428.8727211466944,0.36374428194662617,0.31023406526661995,0.23550110561929002,0.2114766413221208,0.5176360935394295,0.4171539226580563,0.17487705862818567,0.1611635111671864,0.24482788207945994,0.21899727303389366,13.861239533054185,11.317057210344151,11.734374437356806,8.372398058118133,8.949640317395794,11.485334790430954,0.0,2.5245547387851817,11.223088646229993,"52,0105376604946",5
119,114028,Oliena,114028.0,1,141,23,7,45,114028,166.00060152510463,209.39246543870243,0.2149074461954473,0.19466789792014982,0.6733766647457349,0.5148435399666269,0.10984158361100639,0.1042172876715742,0.03343004718595847,0.03288341249426858,0.004775721026565496,0.004764353448790115,7.99320056424128,32.35926310833423,2.4900162236959686,1.6004938803185316,0.17457564506526924,11.243310837649442,0.0,2.504979733779484,10.980347638842096,"51,56118850565",5
164,115020,Cuglieri,115020.0,6,62,31,6,77,115020,120.2139251272754,163.60578904087322,0.47064349282141404,0.38570005522461914,0.3789596955185412,0.3213293710588324,0.1894798477592706,0.173516108842894,0.036673518921149145,0.03601704739297155,0.036673518921149145,0.03601704739297155,18.075846300140302,18.210991168470507,4.29534862365868,1.7557780363438704,1.3405940562397642,11.23199751796701,0.0,2.5040552657136446,10.969000800708706,"51,539967109081",5
118,114027,Nuoro,114027.0,17,52,71,58,103,114027,192.3948655801143,235.7867294937121,0.4368354411682307,0.36244308499893346,0.22053828097813588,0.19929197535543072,0.3011195759509163,0.26322510610691874,0.24598500570638235,0.2199263863493396,0.07209905339669827,0.06961845893656332,16.74293053665164,10.598015395032952,6.826127271121218,11.776755626254328,2.635568259810134,11.067678633897136,0.0,2.4905306913347776,10.804195082127684,"51,2295071084318",5
327,118045,San Vito,118045.0,1,178,12,5,69,118045,231.60112490222784,274.99298881582564,0.2509154880534507,0.22387567368996852,0.6472892300509308,0.49913104600911923,0.04363747618320882,0.04271218412168864,0.018182281743003674,0.018018960785881916,0.003636456348600735,0.003629860426897561,9.412853110245752,31.105625720365925,0.9892248462307185,0.8704932570997926,0.1329300244460082,10.94197432342092,0.0,2.4800594480153815,10.678118342171521,"50,9891370888904",5
296,118014,Elmas,118014.0,29,14,31,15,9,118014,14.007824325369972,57.399688238967784,0.15679527670134688,0.14565348934119457,0.24390376375765072,0.2182546310010916,0.5400726197490837,0.43182957099496677,0.2613254611689115,0.23216312135689143,0.5052292249265622,0.4089451955243167,5.702070996533168,11.720848787545998,12.242991596986146,12.511193868369327,18.46856576352639,10.812967471851717,0.0,2.469197866373471,10.548729276544123,"50,7398067551486",5
134,114043,Posada,114043.0,2,20,28,6,34,114043,33.085578393725804,76.47744230732361,0.44457553723320714,0.3678155325532577,0.2615150219018866,0.23231339699627798,0.3661210306626412,0.3119753594657022,0.07845450657056596,0.07552900382531608,0.026151502190188657,0.025815398800877177,17.04809145399046,12.56716165491171,8.299655524038862,3.7560807782030885,0.9559635788778992,10.575157429351089,0.0,2.448861200687677,10.310214664167413,"50,2729734881528",5
251,116020,Urzulei,116020.0,0,117,9,5,30,116020,129.6322544379399,173.0241183515377,0.17338623242713597,0.159893784380568,0.6762063064658302,0.5165330890343968,0.05201586972814079,0.0507081994946457,0.02889770540452266,0.028488040252833934,0.0,0.0,6.356185780937331,32.495242160945836,1.1791559740381268,1.3835038998871887,0.0,10.474023054308361,0.0,2.4400856154428134,10.208780654032147,"50,0715277254621",5
235,116004,Cardedu,116004.0,1,9,15,4,51,116004,33.459401163388534,76.85126507698635,0.6636195246611797,0.5089956652094171,0.11710932788138464,0.11074439164608495,0.19518221313564107,0.17829865337105477,0.05204859016950429,0.050739301622921486,0.013012147542376073,0.01292821684556129,25.684116585970102,5.627714400802468,4.424616445860597,2.491873540653829,0.4756567727173976,10.418433573533582,0.0,2.4352290296301553,10.153026475950352,"49,9600435787295",5
247,116016,Tertenia,116016.0,6,50,30,6,75,116016,117.73181155620318,161.123675469801,0.46548094053413686,0.3821834756486446,0.3103206270227579,0.2702718607183072,0.18619237621365475,0.17074849333528247,0.037238475242730947,0.036561869292016894,0.037238475242730947,0.036561869292016894,17.87230758711014,14.912525698472805,4.2208244114758715,1.7828258335039875,1.361245935552902,10.337537051627306,0.0,2.4281190834956554,10.071890278495408,"49,7968329800298",5
161,115017,Bosa,115017.0,14,28,79,13,79,115017,128.39538149158184,171.78724540517965,0.4598711610612858,0.3783481859779167,0.16299231024956964,0.15099626151945705,0.4598711610612858,0.3783481859779167,0.0756750011873002,0.07294837260903901,0.08149615512478482,0.0783454112726965,17.651136501424276,7.832631167865954,10.424892050971515,3.6230094327908753,2.9790776664105554,10.17983633414776,0.0,2.4141118284559138,9.913722334426927,"49,4752929236176",5
360,119008,Gonnesa,119008.0,2,37,4,6,34,119008,48.325248346495854,91.71711226009367,0.37070508613029546,0.31532526885624834,0.4034143584359097,0.3389080949622152,0.04361236307415241,0.042688120774230016,0.0654185446112286,0.06336772159221507,0.021806181537076204,0.021571827550867305,14.135676099767636,19.386165351061997,0.9886555531913959,3.1319722561921464,0.7971211440261113,9.834483231165503,0.0,2.3827339394499396,9.567346039192511,"48,7550056030505",5
69,113004,Arzachena,113004.0,47,20,127,21,133,113004,231.31976895622665,274.7116328698245,0.4841440408278003,0.3948382025873501,0.07280361516207524,0.07027542281753156,0.4623029562791778,0.3800125602975917,0.076443795920179,0.07366282644552262,0.1710884956308768,0.15793365445940483,18.608118713766757,3.498593672171688,10.480018801207576,3.659816179079599,6.254109970382124,9.727471216314617,0.0,2.372807854711881,9.460016975316906,"48,5271498356234",5
254,116023,Seui,116023.0,9,61,3,6,90,116023,147.78117761768758,191.17304153128538,0.47077767492270367,0.3857912914629751,0.3190826463364992,0.2769365301016421,0.015692589164090123,0.015570733652453305,0.03138517832818025,0.030902732091462094,0.04707776749227037,0.04600320562695281,18.08113656175673,15.333586455665394,0.355737784596767,1.5025939259833594,1.7209195391604286,9.726366182176267,0.0,2.3727048396550594,9.458908667247155,"48,5247850991288",5
326,118044,San Sperate,118044.0,1,10,2,6,43,118044,26.213985413079858,69.60584932667767,0.6177641737864621,0.48104505633639816,0.1436660869270842,0.1342389682950033,0.028733217385416843,0.02832815927745162,0.08619965215625053,0.08268504637942056,0.014366608692708421,0.01426438686084066,23.876224174771078,6.903905273245186,0.6513578473344398,4.1268866596040255,0.5251688626656594,9.690665025416678,0.0,2.369370933150322,9.423101737159705,"48,4482544382274",5
358,119006,Fluminimaggiore,119006.0,4,83,16,5,31,119006,108.33574783728848,151.7276117508863,0.20431350393161987,0.18590969831751983,0.5470329298814338,0.43633885764843483,0.10545213106148123,0.10025441966459217,0.03295379095671288,0.03242245627801522,0.026363032765370307,0.02602151726905673,7.575523947268449,26.287787257433898,2.3905110299237435,1.5776926806632914,0.9636960419778055,9.655729710821033,0.0,2.366097748500833,9.388062918229185,"48,3731176627594",5
49,112050,Sassari,112050.0,90,122,152,176,170,112050,547.3229571505082,590.714821064106,0.2877869217734612,0.2529251805908488,0.20652943797860157,0.18774800527024457,0.25731536535038885,0.22897878545251923,0.29794410724781867,0.2607815566828184,0.1523577821153618,0.14181008880826257,10.86654573151817,9.924817376452301,5.833122696025316,14.264344817538735,5.569412020833888,9.604385527487787,0.0,2.361267644564056,9.3365666153113,"48,2622414141367",5
55,112056,Stintino,112056.0,3,7,36,5,58,112056,59.09308682186391,102.48495073546172,0.5659367505548394,0.4484842075797918,0.06830271127385992,0.06607113789951784,0.3512710865512796,0.3010456950678591,0.04878765090989994,0.04763487890327711,0.029272590545939964,0.028852329977839267,21.832876923793844,3.282301750028708,7.963019793355865,2.3357531110278917,1.0700544166760255,9.420410881638288,0.0,2.343766467566829,9.152046899993474,"47,8604975019282",5
319,118037,Pula,118037.0,26,45,48,11,67,118037,138.805433130456,182.1972970440538,0.3677332270401352,0.3131547907099536,0.24698500323591172,0.2207286403512542,0.26345067011830586,0.23384660483487807,0.060374111902111754,0.05862178161351121,0.14270244631408233,0.13339602398742406,14.018507625559845,11.868918425531573,5.972204889737442,2.890465457362042,5.2164629129496785,9.322438981897609,0.0,2.334320067585787,9.053784734759656,"47,6436530185388",5
252,116021,Ussassai,116021.0,3,40,3,3,28,116021,47.42948649018798,90.8213504037858,0.3082975520129774,0.26872671341238746,0.4404250743042534,0.3649382605168339,0.03303188057281901,0.032498051784043566,0.03303188057281901,0.032498051784043566,0.03303188057281901,0.032498051784043566,11.675197547535028,21.16472340825835,0.74880492270384,1.5814312919790054,1.2074746047019187,9.301463255132907,0.0,2.3322859487506484,9.032746862321659,"47,5969593099468",5
136,114045,Seulo,114045.0,1,33,6,4,43,114045,59.067816122143974,102.45968003574178,0.41967728168778184,0.3504295793671887,0.32207791385341394,0.2792046760418434,0.05855962070062072,0.05690913565664334,0.039039747133747145,0.038296966567041846,0.009759936783436786,0.009712616248257285,16.066453185085912,15.477524692218767,1.3274972993326086,1.8690633617469063,0.3567727784531132,9.270853370554333,0.0,2.3293101140185106,9.00204628854276,"47,5286482764909",5
290,118008,Castiadas,118008.0,2,25,20,5,77,118008,104.02993030115834,147.42179421475615,0.5223108320594073,0.4202294646456209,0.16958143898032704,0.15664594034259036,0.13566515118426165,0.12721851556685473,0.03391628779606541,0.03335381323056061,0.013566515118426164,0.01347531388165628,20.112882081862228,8.149273192183465,3.0754147594529826,1.6237730912783472,0.49592158229355787,8.979423996416239,0.0,2.300525372867796,8.709753484265786,"46,867887316035",5
241,116010,Lanusei,116010.0,22,7,13,14,46,116010,53.02457515654664,96.41643907014445,0.4770970639823598,0.39007871837193975,0.0726017271277504,0.07008721779077862,0.13483177895153647,0.12648442757132533,0.1452034542555008,0.13558231052744224,0.22817685668721555,0.20553083945864695,18.3302847049163,3.4888918984643844,3.0565229125618067,6.95174729022381,8.34096500267798,8.859471562404716,0.0,2.2884325731017294,8.589445662102113,"46,590294061116",5
220,115076,Tinnura,115076.0,4,1,3,1,31,115076,3.8265701246900856,47.218434038287896,0.6565232547708615,0.5047209811566254,0.021178169508737466,0.020957028864035897,0.0635345085262124,0.06159780320526998,0.021178169508737466,0.020957028864035897,0.08471267803494986,0.08131513905228929,25.40433915023359,1.0177215742171706,1.4402738179292467,1.0139241056566586,3.096657097618057,8.625541227820522,0.0,2.264420110054791,8.354822252216655,"46,0390819427672",5
52,112053,Sennori,112053.0,3,13,18,7,29,112053,31.103374709560278,74.49523862315809,0.38928662470227815,0.32879039576167574,0.17450779728033158,0.1608491639030793,0.2416261808496899,0.2164219566047298,0.09396573699710163,0.08980938449389246,0.04027103014161498,0.039481285106859866,14.86827157514565,8.386010419268647,5.477462092281206,4.498695026869433,1.4721004483528788,8.4744907946828,0.0,2.2486030075383536,8.203324295568832,"45,6759963831066",5
308,118026,Maracalagonis,118026.0,6,61,15,10,29,118026,101.90980043112654,145.30166434472434,0.19958477510070544,0.18197547616554963,0.4198162510738977,0.3505274625879979,0.10323350436243385,0.09824541719753313,0.06882233624162257,0.06655742201153685,0.04129340174497354,0.0404635959783443,7.389089151656806,20.1743618941479,2.340216630541109,3.294931872851412,1.509473063118254,8.373547632381776,0.0,2.2378916406426432,8.102082064689348,"45,4301142665801",5
244,116013,Osini,116013.0,0,25,3,2,31,116013,39.54976999709088,82.9416339106887,0.3737568038915258,0.31754917951070893,0.30141677733187566,0.26345349975212295,0.036170013279825074,0.035531235855916214,0.024113342186550053,0.023827206221155483,0.0,0.0,14.255993080804883,14.4846492514428,0.8199437491452778,1.1544481642194708,0.0,8.235116211564142,0.0,2.22301319739056,7.9632405072433965,"45,0885758660136",5
355,119003,Carbonia,119003.0,10,46,18,41,50,119003,146.0062856254711,189.3981495390689,0.2639941315249547,0.23427665293299774,0.24287460100295835,0.21742692329055904,0.0950378873489837,0.09078896298859346,0.21647518785046288,0.19595748669184795,0.05279882630499095,0.051452166756408825,9.928491521682405,11.67139214596047,2.154428892820941,10.363946286650654,1.9300518413052432,8.074878398687149,0.0,2.2055099804674367,7.802527951017574,"44,686785126794",5
368,119016,Portoscuso,119016.0,15,16,13,11,24,119016,38.474518664822725,81.86638257842054,0.29316062642697305,0.2570893197825068,0.19544041761798203,0.17851466779342604,0.1587953393146104,0.14738096491205532,0.13436528711236265,0.12607327610923166,0.18322539151685815,0.16824409222210232,11.07840933473542,9.391932074288679,3.5997566508233216,6.432860191741102,6.697772072209074,8.026163385139533,0.0,2.200127402851827,7.753668607437897,"44,5632267061573",5
284,118002,Assemini,118002.0,14,49,49,26,23,118002,118.32182054439807,161.71368445799587,0.14222667721094506,0.1329795829651494,0.30300466014505684,0.2646728746098788,0.30300466014505684,0.2646728746098788,0.1607779829341118,0.14909045525954048,0.08657276004144482,0.08302848583655567,5.127689600293168,14.560955307810723,6.868860542730499,7.697392000214897,3.1646520693410363,8.02339182255307,0.0,2.1998202969341074,7.750888833425678,"44,5561770127071",5
8,112009,Bonorva,112009.0,6,106,13,5,15,112009,149.22547043436245,192.61733434796025,0.07787461108200537,0.07499114947108697,0.5503139183128379,0.4384574383689062,0.06749132960440465,0.06531134393721709,0.025958203694001793,0.025627008778448843,0.03114984443280215,0.030674533400237722,2.5905459566353706,26.445455875112085,1.5299716204832663,1.2427725849505293,1.1386771034760406,7.994805677955469,0.0,2.196647263829004,7.722217995447826,"44,4833392410868",5
276,117022,Tuili,117022.0,0,16,4,4,25,117022,24.448607636278194,67.840471549876,0.3685115894517348,0.31372371818888617,0.2358474172491103,0.21175690258748467,0.05896185431227757,0.057289045491080694,0.05896185431227757,0.057289045491080694,0.0,0.0,14.049195330925748,11.333699291564862,1.3366155966642306,2.8228523422087854,0.0,7.738934392833103,0.0,2.1677882592174216,7.465588629641585,"43,8208735442404",5
63,112064,Valledoria,112064.0,8,3,37,6,22,112064,25.373935554535507,68.76579946813331,0.319926477553642,0.27757603622404403,0.043626337848223916,0.04270151145548323,0.5380581667947616,0.4305206901308268,0.08725267569644783,0.0836540334688509,0.1163369009285971,0.11005270095425618,12.133679400455655,2.0964732204030527,12.197325644500445,4.177301118265784,4.252675022583969,7.655549924135812,0.0,2.158200724926951,7.3819571142503895,"43,6007892873417",5
231,115087,Zerfaliu,115087.0,12,10,2,2,23,115087,15.751301975390302,59.14316588898811,0.38888685876523865,0.3285026052819397,0.1690812429414081,0.15621817788636902,0.033816248588281625,0.03325705099840375,0.033816248588281625,0.03325705099840375,0.20289749152968975,0.18473322266339173,14.852510408999434,8.12523616197952,0.7665858852468311,1.6189836233198003,7.416882240165921,7.62491510775864,0.0,2.1546551202902764,7.351231534806395,"43,519399042668",5
139,114048,Siniscola,114048.0,3,51,71,20,65,114048,196.8251610385627,240.2170249521605,0.2705886479650842,0.23948029542118537,0.21230801609568142,0.1925259940521618,0.29556606162339966,0.25894771286804913,0.0832580455277182,0.07997320882259491,0.01248870682915773,0.012411366187373585,10.188486833030257,10.202508213501513,6.700233776877579,3.986054569805244,0.4565224891913698,7.590780293049896,0.0,2.1506895692455417,7.316995587437665,"43,4283688227561",5
293,118011,Dolianova,118011.0,3,50,3,9,25,118011,84.41322265636381,127.80508656996162,0.19561036787307196,0.17865682308047162,0.3912207357461439,0.3301815888822699,0.023473244144768635,0.02320198424821852,0.07041973243430591,0.06805084485784713,0.023473244144768635,0.02320198424821852,7.232394228844323,18.800198142039577,0.5321186823948303,3.3714086668150074,0.8580603254571908,7.567708873210127,0.0,2.148000354184664,7.293855812926046,"43,3666372158192",5
357,119005,Domusnovas,119005.0,0,58,8,7,14,119005,79.92922698888974,123.32109090248755,0.11352478231862284,0.10753046370347229,0.47031695532000894,0.38547799341283695,0.0648713041820702,0.06285395071591304,0.05676239115931142,0.05520988612046536,0.0,0.0,3.996089100612531,22.601184297435577,1.4705778499854512,2.7175510455421445,0.0,7.550871031371065,0.0,2.1460331527739216,7.276968084900457,"43,321479613506",5
219,115075,Terralba,115075.0,5,17,43,15,16,115075,49.73371429156011,93.12557820515792,0.17181101377702707,0.15855042710898126,0.18254920213809125,0.16767244909177698,0.4617420995257603,0.3796289432536735,0.16107282541596288,0.14934442720500352,0.05369094180532096,0.05229918302695688,6.294081232848893,8.77244189094897,10.467304650798702,7.711507851898731,1.962662967054948,7.527788247241956,0.0,2.143330036819944,7.253816912430039,"43,2594289080776",5
133,114042,Ovodda,114042.0,1,28,7,5,20,114042,40.84525274049525,84.23711665409306,0.23742503060885817,0.21303263229941038,0.33239504285240146,0.2869781068654421,0.08309876071310036,0.07982615565531787,0.05935625765221454,0.05766141953845987,0.011871251530442908,0.011801340964030396,8.880978526965018,15.973316585938344,1.88377894365969,2.8417347604247984,0.4339515189708524,7.504033859266834,0.0,2.140540622601198,7.229992146324474,"43,1953972043136",5
78,113013,Loiri Porto San Paolo,113013.0,3,57,38,10,24,113013,118.43815648763331,161.8300204012311,0.14830375687091876,0.13828585947532926,0.35222142256843203,0.30174873830033716,0.23481428171228802,0.2109205795915243,0.06179323202954948,0.0599592070932014,0.018537969608864845,0.01836823592000101,5.367284456508212,16.926077605595935,5.3230420738446576,2.958407122737703,0.6776522298236789,7.417839444513403,0.0,2.1303531972885374,7.143542359731052,"42,9615422983785",5
101,114010,Desulo,114010.0,0,37,22,8,24,114010,74.49121899077481,117.88308290437263,0.20359155367075804,0.18531004819409339,0.3138703119090853,0.27297721801427566,0.18662559086486155,0.1711136411570124,0.06786385122358601,0.06566025228399258,0.0,0.0,7.547060346554953,15.083106583142634,4.230645022890833,3.2490435318266098,0.0,7.368380284104303,0.0,2.1244603513311175,7.093936664574494,"42,8262705398361",4
179,115035,Mogoro,115035.0,8,4,17,7,41,115035,48.777530187854744,92.16939410145255,0.44483312925840157,0.3679938334138207,0.0433983540739904,0.04248303414084209,0.1844430048144592,0.1692726259532857,0.0759471196294832,0.07320131520616247,0.0867967081479808,0.08323456962544334,17.058247273510993,2.0855174101989093,4.181167634669986,3.636037350430747,3.1728384531231266,7.337776509413947,0.0,2.120796575239211,7.0632422187858355,"42,7421676397368",4
250,116019,Ulassai,116019.0,0,61,8,5,35,116019,122.3609210164875,165.7527849300853,0.21115783975975447,0.19157679444243336,0.3680179492955721,0.31336293994437786,0.04826464908794388,0.04713608177475531,0.030165405679964924,0.0297193773874665,0.0,0.0,7.845368634253592,17.685183157247884,1.0941189603163262,1.4441962022832102,0.0,7.210359601993796,0.0,2.1053967229915784,6.9354478079023,"42,3886601647608",4
115,114024,Mamoiada,114024.0,3,17,23,5,27,114024,49.11879757035108,92.5106614839489,0.2918582525181127,0.2560816876683568,0.18376260343733022,0.16869801250462285,0.24861999288579972,0.22203893575966333,0.05404782454039124,0.05263782341653388,0.03242869472423474,0.03191398266847126,11.027061959533665,8.83075215614489,5.6360059229771124,2.5875887024700237,1.185425251729857,7.149688642035233,0.0,2.097979723091742,6.874597095523316,"42,2184010697821",4
38,112039,Ossi,112039.0,1,16,21,6,17,112039,30.136993204243463,73.52885711784127,0.23120174400038468,0.2079907200460651,0.21760164141212676,0.19688305619609603,0.28560215435341635,0.25122721119693064,0.08160061552954753,0.07844199539806805,0.013600102588257923,0.01350845123656489,8.635619317678518,10.456894537501135,6.474360387783664,3.9067036028630637,0.4971493663662398,7.135501984301655,0.0,2.0962374455037467,6.860368406378549,"42,1784066502945",4
237,116006,Gairo,116006.0,2,32,7,5,35,116006,77.95328690560996,121.34515081920776,0.28843344594912185,0.25342709742788155,0.26371057915348284,0.23405229731783156,0.05768668918982437,0.056084154598223204,0.04120477799273169,0.040378483056606615,0.016481911197092677,0.016347558745530334,10.892035584469618,12.672669639511447,1.3077086769129247,1.972716181057344,0.6024933749554052,7.053476585255474,0.0,2.086103872144541,6.778099987211629,"41,9457879294722",4
348,118068,Villaputzu,118068.0,5,67,18,6,55,118068,180.68670894407896,224.07857285767676,0.24544961750953842,0.2194966032837145,0.29900226132980134,0.2615964785105049,0.0803289657303944,0.07726559265411989,0.026776321910131465,0.026424109669228948,0.02231360159177622,0.022068295584991692,9.197355775944823,14.368619156132164,1.8209900233207947,1.2819407378104104,0.8156697951880103,6.989417616671009,0.0,2.0781178680942407,6.71385122841022,"41,7624672013527",4
26,112027,Ittiri,112027.0,8,24,37,12,44,112027,111.9758881953764,155.3677521089742,0.2831990513008041,0.2493562188069002,0.1544722098004386,0.14364327832342333,0.23814465677567617,0.21361401458951929,0.0772361049002193,0.07439859875363794,0.0514907366001462,0.050208906421522904,10.685664415535175,7.423195874697646,5.3985388726544485,3.697748691313939,1.882234851419061,6.884091856704851,0.0,2.0648470402506134,6.6082134153580485,"41,4578320161312",4
114,114023,Macomer,114023.0,13,13,12,18,65,114023,122.65793583308199,166.0497997466798,0.39144883100829925,0.33034552876603573,0.07828976620165985,0.07537623618261854,0.07226747649383987,0.06977554318045553,0.1084012147407598,0.10291862994686508,0.07828976620165985,0.07537623618261854,14.953518690204964,3.762231861964044,1.6382428493792875,5.1898066385187125,2.861868681323076,6.818920006338472,0.0,2.0565464384132905,6.542848477592779,"41,2672896168206",4
50,112051,Sedini,112051.0,0,19,8,4,24,112051,40.52725381288231,83.91911772648012,0.2859896606423325,0.2515285858471293,0.22640848134184655,0.20408996419232944,0.0953298868807775,0.09105558445459479,0.04766494344038875,0.04656382432292217,0.0,0.0,10.795686939732061,10.880109159211251,2.1610482763692795,2.282002470942187,0.0,6.733243397637615,0.0,2.0455283603207044,6.4569180311778345,"41,01436686776",4
272,117018,Serramanna,117018.0,4,47,9,18,10,117018,83.9342297505883,127.32609366418612,0.07853849680156148,0.07560688097272139,0.369130934967339,0.31417618451394225,0.07068464712140533,0.06829830097533565,0.14136929424281067,0.1322286769212264,0.0314153987206246,0.030932032444373245,2.6167203055694364,17.738667927472452,1.6023614401066195,6.768183396271244,1.1483843939225664,6.67022131039321,0.0,2.037345468990693,6.39370922572871,"40,8265265426998",4
335,118053,Sestu,118053.0,29,23,18,14,5,118053,48.366552933911535,91.75841684750935,0.05449091398677197,0.05305810448114676,0.25065820433915104,0.22366997619963325,0.1961672903523791,0.17912252062343265,0.1525745591629615,0.14199818721302399,0.3160473011232774,0.274632775359982,1.6686206476403498,12.045434909057812,4.446947317017349,7.304645634337784,11.553053697613604,6.652336599872055,0.0,2.03501103909356,6.375771527418883,"40,7729391182769",4
157,115013,Bauladu,115013.0,1,2,2,4,32,115013,23.899652983451464,67.29151689704928,0.47554285407115254,0.3890259587413131,0.029721428379447034,0.029288307777183203,0.029721428379447034,0.029288307777183203,0.05944285675889407,0.05774316311305231,0.014860714189723517,0.01475137567792238,18.269008447068906,1.4282697504066282,0.6737597585840454,2.84588077133261,0.543230802505085,6.453727119389537,0.0,2.008714191772726,6.176573618224186,"40,1692883853522",4
255,117001,Arbus,117001.0,1,54,55,10,92,117001,269.27295886650404,312.6648227801019,0.29424480560994826,0.25792736335542676,0.1727089076406218,0.1593163782952267,0.17590722074507778,0.16203995243989228,0.0319831310445596,0.0314823210387208,0.0031983131044559594,0.003193209380408432,11.1211541677787,8.299564383636856,3.9876685961820195,1.5312214555217254,0.11691377495151635,6.450145661302639,0.0,2.0082335840530363,6.172981549199861,"40,1582559144746",4
204,115060,Seneghe,115060.0,0,15,5,5,36,115060,57.80923284523417,101.20109675883198,0.3557273700875996,0.3043381147963669,0.14821973753649983,0.13821268858492816,0.04940657917883328,0.048224841717976995,0.04940657917883328,0.048224841717976995,0.0,0.0,13.545164880157422,7.122731950628114,1.1200055540740321,2.3653848642011277,0.0,6.423041292149231,0.0,2.0045888508505363,6.145796876785014,"40,0745901486829",4
