,codice_istat,nome_comune,codice_istat_str,infrastrutture,natura,ristorazione,servizi,turismo,com_istat_code,area_km2,area_km2_reg,turismo_density,turismo_log_density,natura_density,natura_log_density,ristorazione_density,ristorazione_log_density,servizi_density,servizi_log_density,infrastrutture_density,infrastrutture_log_density,turismo_density_norm,natura_density_norm,ristorazione_density_norm,servizi_density_norm,infrastrutture_density_norm,indice_attrattivita_assoluto,indice_attrattivita_og,indice_attrattivita_log,indice_attrattivita_assoluto_norm,indice_attrattivita_log_norm,classe
311,118029,Muravera,118029.0,4,78,52,14,122,118029,93.81726066492779,137.2091245785256,0.8891536942222722,0.6361289479529985,0.5684753126994855,0.4501040090918227,0.378983541799657,0.3213466638593467,0.10203403048452303,0.09715759091138702,0.029152580138435153,0.028735725877432904,34.57602354639381,27.318205660098567,8.591237822433824,4.884971907646786,1.0656674572644191,19.75991857530301,0.0,3.0330241360984265,19.52218789062859,"63,6825803435259",5
102,114011,Dorgali,114011.0,27,256,77,18,140,114011,226.45482549730198,269.8466894108998,0.5188131094201411,0.41792918077106256,0.9486868286539725,0.6671557245226566,0.28534721018107767,0.2510288843246155,0.06670454263973244,0.0645740292319004,0.10005681395959866,0.09536182752473907,19.97498091884889,45.58935333379406,6.468581018036882,3.19354058013955,3.657559296911963,19.528335829422687,0.0,3.0218061673177323,19.289919024747395,"63,4250690535307",5
361,119009,Iglesias,119009.0,17,205,47,43,140,119009,208.23491522342547,251.62677913702328,0.5563795732717425,0.4423623376986146,0.8146986608621943,0.5959194268596226,0.18678457102694213,0.1712476088671629,0.17088801179060661,0.15776244536304995,0.06756037675442587,0.065376023541781,21.45607578820116,39.15052258426853,4.234248969318156,8.181418816708899,2.469657730664927,18.545481771963935,0.0,2.972744148312523,18.30415302398218,"62,2988380886577",5
87,113022,Santa Teresa Gallura,113022.0,10,50,66,8,147,113022,103.28608551492361,146.67794942852143,1.0021956304457031,0.6942443936243307,0.34088286749853847,0.29332825335446067,0.4499653850980708,0.3715396838013761,0.05454125879976616,0.053105846581673666,0.0681765734997077,0.06595305786457653,39.03281331568251,16.38120085832468,10.20033644966069,2.6112123159239937,2.492182694685293,18.486111616075192,0.0,2.9697019870004566,18.244606969620282,"62,2290045119061",5
330,118048,Selargius,118048.0,8,49,17,34,27,118048,26.67588925856198,70.0677531721598,0.385341312909802,0.32594654459304406,0.6993231234288999,0.5302300090854776,0.24262230812839386,0.2172239112694987,0.4852446162567877,0.3955794834410762,0.11417520382512651,0.108114403667589,14.712723768545741,33.60612586318644,5.5000434590395635,23.23152684937607,4.173654563856401,17.817451771960297,0.0,2.934784724987716,17.573966058690235,"61,4274699952945",5
76,113011,Golfo Aranci,113011.0,17,28,38,3,72,113011,37.24732744879181,80.63919136238962,0.8928660962934832,0.6380921334830428,0.3472257041141324,0.2980474439810757,0.47123488415489395,0.3861021053882659,0.03720275401222847,0.036527429916244344,0.21081560606929467,0.1912941871386028,34.72238865763675,16.686007261104738,10.682498086267582,1.7811156471408442,7.70632752931974,17.762518129823825,0.0,2.9318611632388643,17.51886966232763,"61,3603589012948",5
74,113009,Budoni,113009.0,8,20,82,13,87,113009,56.18989713420163,99.58176104779943,0.873653961173069,0.6278905142434794,0.20083999107426873,0.1830213044753215,0.8234439634045018,0.6007270005528468,0.13054599419827467,0.12270069673647756,0.0803359964297075,0.07727210055741458,33.96493129171182,9.6514097593533,18.66678138438879,6.250008073640914,2.9366682686579275,17.566856142141557,0.0,2.9213780633553306,17.32262797859483,"61,1197167113466",5
127,114036,Orosei,114036.0,3,74,88,10,84,114036,90.98119288949331,134.37305680309112,0.6251253190071633,0.4855849321971772,0.5507056381729771,0.4387100777702951,0.6548931913408377,0.5037364697922508,0.0744196808341861,0.07178068403583698,0.02232590425025583,0.022080329646198795,24.166444581514867,26.464280058786148,14.845877286344175,3.5629098304235085,0.8161195167123934,17.4512272726546,0.0,2.9151308871173236,17.20665653056329,"60,9763112122473",5
44,112045,Porto Torres,112045.0,26,67,92,26,90,112045,104.51431287966732,147.90617679326513,0.6084938570604587,0.4752982486411334,0.45298987136723035,0.37362341372230123,0.6220159427729133,0.4836697847280932,0.17578711426191027,0.1619378078018889,0.17578711426191027,0.1619378078018889,23.510732799421174,21.768527483080607,14.10057774100501,8.41596779837077,6.425867150892782,17.2204491436424,0.0,2.902544542660931,16.97519466542267,"60,6873885150415",5
234,116003,Baunei,116003.0,20,258,35,8,72,116003,211.9496613909621,255.3415253045599,0.2819752874669392,0.248402081765834,1.010411446756532,0.6983394010016943,0.13707132029642877,0.12845593953504592,0.03133058749632658,0.03084980106454032,0.07832646874081643,0.07541027333634615,10.637416320031798,48.55554337573198,3.107291429357489,1.4999803403124425,2.8632103362089354,16.46288711048179,0.0,2.860077892439407,16.21538817116944,"59,7125558965788",5
163,115019,Cabras,115019.0,1,30,95,12,129,115019,101.98260383285573,145.37446774645355,0.8873635240060715,0.6351808943645523,0.20636361023397012,0.18761055388588635,0.6534847657409054,0.502885040056418,0.08254544409358805,0.0793151607002608,0.0068787870077990036,0.0068552360919222404,34.50544432091878,9.916848487864192,14.81394946376179,3.951938128745879,0.2514528533959866,16.411571315645517,0.0,2.8571350033344523,16.163920340856322,"59,645001138267",5
159,115015,Bonarcado,115015.0,0,54,4,5,36,115015,28.186178006664036,71.57804192026185,0.5029475385776004,0.40742820568900784,0.7544213078664007,0.5621390634344721,0.0558830598419556,0.05437744036605069,0.06985382480244451,0.06752202680733592,0.0,0.0,19.34946514853157,36.253881184018425,1.2668219180909461,3.344315324810986,0.0,15.623321522903915,0.0,2.8108066204166744,15.373335167098205,"58,5815214761488",5
15,112016,Castelsardo,112016.0,10,22,64,10,60,112016,43.786735349872565,87.17859926347037,0.6882423038097749,0.5236879307831845,0.2523555113969175,0.2250261871602457,0.73412512406376,0.5505030349613204,0.11470705063496249,0.10859163553469715,0.11470705063496249,0.10859163553469715,26.654893926372452,12.126999371465544,16.641998494989014,5.4917042608231,4.193096130770915,15.599682971976481,0.0,2.809383597106421,15.34962658123565,"58,5488556187659",5
86,113021,San Teodoro,113021.0,8,98,78,7,57,113021,104.97102321910633,148.36288713270415,0.38419311663176237,0.3251173825999124,0.6605425514019774,0.5071443871624467,0.5257379490750432,0.4224781940498419,0.047181610814426955,0.046102375121731994,0.053921840930773665,0.052518292654937716,14.667454998423226,31.742516980653008,11.918036681313179,2.2588624823652323,1.9711034441152049,15.25541279771916,0.0,2.788425948556098,15.004336423164927,"58,067767534197",5
243,116012,Lotzorai,116012.0,7,17,21,5,45,116012,16.89815053489448,60.290014448492286,0.7463922576838152,0.5575520929431603,0.2819704084583302,0.24839827590628177,0.3483163869191138,0.29885669334737724,0.08293247307597948,0.0796726143445061,0.11610546230637127,0.1098453597687758,28.947513180506512,13.550149736051385,7.8960392402868536,3.9704674928947754,4.244214824313731,14.670990842587761,0.0,2.751811286186863,14.418182976376675,"57,2272687662147",5
356,119004,Carloforte,119004.0,37,40,18,8,51,119004,51.0443697327017,94.43623364629951,0.5400469505276425,0.4318129033164199,0.4235662357079549,0.3531651568311593,0.1906048060685797,0.17446141840679774,0.08471324714159098,0.08131566371333859,0.3917987680298583,0.3305969882650209,20.812146036257754,20.35456822706484,4.320850481416679,4.055723669124113,14.322135293103527,14.237028043605841,0.0,2.7237285209794426,13.982934457446653,"56,5826218397908",5
353,119001,Buggerru,119001.0,6,64,21,7,32,119001,48.32283212610295,91.71469603970075,0.34890809632240494,0.29929544764199373,0.6978161926448099,0.5293428327039852,0.22897093821157824,0.2061771836090933,0.07632364607052608,0.07355120282335705,0.06542026806045093,0.0633693392173608,13.27630828970919,33.53370997430673,5.190578396254909,3.6540638958709932,2.391426432462579,14.191687887367328,0.0,2.720748428760194,13.937459970008636,"56,5142130746494",5
