comune,anno,mese,densita_turistica,densita_turistica_norm,intensita_turistica_presenze,intensita_turistica_norm,densita_ricettiva,densita_ricettiva_norm,utilizzazione_lorda_pct,utilizzazione_lorda_norm,indice_overtourism,n_indicatori_disponibili,Unnamed: 0,codice_istat,nome_comune,codice_istat_str,infrastrutture,natura,ristorazione,servizi,turismo,com_istat_code,area_km2,turismo_density,turismo_log_density,natura_density,natura_log_density,ristorazione_density,ristorazione_log_density,servizi_density,servizi_log_density,infrastrutture_density,infrastrutture_log_density,turismo_density_norm,natura_density_norm,ristorazione_density_norm,servizi_density_norm,infrastrutture_density_norm,indice_attrattivita_assoluto,indice_attrattivita_og,indice_attrattivita_log,indice_attrattivita_assoluto_norm,indice_attrattivita_log_norm,classe_attrattivita,indice_attrattivita,gem_score,gem_score_normalized,quadrante,etichetta,icona,gem_rank,gem_tier,descrizione_breve
Monserrato,2022,10,49.43,0.0289,0.0168,0.0006,24.1,0.1177,10.57,0.3569,0.0292,4.0,310,118028,Monserrato,118028,54,46,12,23,23,118028,6.514021266477363,3.530845089248209,1.5109084760138516,7.061690178496419,2.087123234099969,1.8421800465642832,1.044571379731687,3.530845089248209,1.5109084760138516,8.289810209539274,2.228918123073388,43.40385803903847,100.0,27.63776860537481,100.0,100.0,68.54871113278651,0.0,4.242027386677777,100.0,100.0,5,1.0,0.9708,98.84940433764383,Q2,Destinazione Popolare,🏖️,12,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Monserrato,2024,3,43.75,0.0256,0.0151,0.0005,54.34,0.2653,7.31,0.2468,0.0303,4.0,310,118028,Monserrato,118028,54,46,12,23,23,118028,6.514021266477363,3.530845089248209,1.5109084760138516,7.061690178496419,2.087123234099969,1.8421800465642832,1.044571379731687,3.530845089248209,1.5109084760138516,8.289810209539274,2.228918123073388,43.40385803903847,100.0,27.63776860537481,100.0,100.0,68.54871113278651,0.0,4.242027386677777,100.0,100.0,5,1.0,0.9697,98.73739945015782,Q2,Destinazione Popolare,🏖️,13,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Monserrato,2023,12,56.49,0.033,0.0194,0.0006,34.69,0.1694,9.3,0.314,0.032,4.0,310,118028,Monserrato,118028,54,46,12,23,23,118028,6.514021266477363,3.530845089248209,1.5109084760138516,7.061690178496419,2.087123234099969,1.8421800465642832,1.044571379731687,3.530845089248209,1.5109084760138516,8.289810209539274,2.228918123073388,43.40385803903847,100.0,27.63776860537481,100.0,100.0,68.54871113278651,0.0,4.242027386677777,100.0,100.0,5,1.0,0.968,98.56430098767946,Q2,Destinazione Popolare,🏖️,14,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Monserrato,2024,2,50.97,0.0298,0.0176,0.0006,54.34,0.2653,7.31,0.2468,0.0329,4.0,310,118028,Monserrato,118028,54,46,12,23,23,118028,6.514021266477363,3.530845089248209,1.5109084760138516,7.061690178496419,2.087123234099969,1.8421800465642832,1.044571379731687,3.530845089248209,1.5109084760138516,8.289810209539274,2.228918123073388,43.40385803903847,100.0,27.63776860537481,100.0,100.0,68.54871113278651,0.0,4.242027386677777,100.0,100.0,5,1.0,0.9671,98.47266062519091,Q2,Destinazione Popolare,🏖️,15,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Monserrato,2024,11,53.73,0.0314,0.0186,0.0006,54.34,0.2653,7.31,0.2468,0.0333,4.0,310,118028,Monserrato,118028,54,46,12,23,23,118028,6.514021266477363,3.530845089248209,1.5109084760138516,7.061690178496419,2.087123234099969,1.8421800465642832,1.044571379731687,3.530845089248209,1.5109084760138516,8.289810209539274,2.228918123073388,43.40385803903847,100.0,27.63776860537481,100.0,100.0,68.54871113278651,0.0,4.242027386677777,100.0,100.0,5,1.0,0.9667,98.431931575196,Q2,Destinazione Popolare,🏖️,16,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Monserrato,2022,5,75.07,0.0439,0.0256,0.0008,24.1,0.1177,10.57,0.3569,0.0349,4.0,310,118028,Monserrato,118028,54,46,12,23,23,118028,6.514021266477363,3.530845089248209,1.5109084760138516,7.061690178496419,2.087123234099969,1.8421800465642832,1.044571379731687,3.530845089248209,1.5109084760138516,8.289810209539274,2.228918123073388,43.40385803903847,100.0,27.63776860537481,100.0,100.0,68.54871113278651,0.0,4.242027386677777,100.0,100.0,5,1.0,0.9651,98.26901537521637,Q2,Destinazione Popolare,🏖️,17,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Monserrato,2025,1,50.35,0.0294,0.0175,0.0006,67.09,0.3276,7.79,0.263,0.0351,4.0,310,118028,Monserrato,118028,54,46,12,23,23,118028,6.514021266477363,3.530845089248209,1.5109084760138516,7.061690178496419,2.087123234099969,1.8421800465642832,1.044571379731687,3.530845089248209,1.5109084760138516,8.289810209539274,2.228918123073388,43.40385803903847,100.0,27.63776860537481,100.0,100.0,68.54871113278651,0.0,4.242027386677777,100.0,100.0,5,1.0,0.9649,98.24865085021892,Q2,Destinazione Popolare,🏖️,18,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Monserrato,2022,4,76.3,0.0446,0.026,0.0009,24.1,0.1177,10.57,0.3569,0.036,4.0,310,118028,Monserrato,118028,54,46,12,23,23,118028,6.514021266477363,3.530845089248209,1.5109084760138516,7.061690178496419,2.087123234099969,1.8421800465642832,1.044571379731687,3.530845089248209,1.5109084760138516,8.289810209539274,2.228918123073388,43.40385803903847,100.0,27.63776860537481,100.0,100.0,68.54871113278651,0.0,4.242027386677777,100.0,100.0,5,1.0,0.964,98.15701048773037,Q2,Destinazione Popolare,🏖️,19,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Monserrato,2024,12,64.32,0.0376,0.0223,0.0007,54.34,0.2653,7.31,0.2468,0.0362,4.0,310,118028,Monserrato,118028,54,46,12,23,23,118028,6.514021266477363,3.530845089248209,1.5109084760138516,7.061690178496419,2.087123234099969,1.8421800465642832,1.044571379731687,3.530845089248209,1.5109084760138516,8.289810209539274,2.228918123073388,43.40385803903847,100.0,27.63776860537481,100.0,100.0,68.54871113278651,0.0,4.242027386677777,100.0,100.0,5,1.0,0.9638,98.13664596273291,Q2,Destinazione Popolare,🏖️,20,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Monserrato,2022,9,90.73,0.053,0.0309,0.001,24.1,0.1177,10.57,0.3569,0.0386,4.0,310,118028,Monserrato,118028,54,46,12,23,23,118028,6.514021266477363,3.530845089248209,1.5109084760138516,7.061690178496419,2.087123234099969,1.8421800465642832,1.044571379731687,3.530845089248209,1.5109084760138516,8.289810209539274,2.228918123073388,43.40385803903847,100.0,27.63776860537481,100.0,100.0,68.54871113278651,0.0,4.242027386677777,100.0,100.0,5,1.0,0.9614,97.89227166276348,Q2,Destinazione Popolare,🏖️,21,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Monserrato,2025,11,63.71,0.0372,0.0222,0.0007,67.09,0.3276,7.79,0.263,0.0387,4.0,310,118028,Monserrato,118028,54,46,12,23,23,118028,6.514021266477363,3.530845089248209,1.5109084760138516,7.061690178496419,2.087123234099969,1.8421800465642832,1.044571379731687,3.530845089248209,1.5109084760138516,8.289810209539274,2.228918123073388,43.40385803903847,100.0,27.63776860537481,100.0,100.0,68.54871113278651,0.0,4.242027386677777,100.0,100.0,5,1.0,0.9613,97.88208940026475,Q2,Destinazione Popolare,🏖️,22,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Monserrato,2023,5,85.05,0.0497,0.0292,0.001,34.69,0.1694,9.3,0.314,0.0403,4.0,310,118028,Monserrato,118028,54,46,12,23,23,118028,6.514021266477363,3.530845089248209,1.5109084760138516,7.061690178496419,2.087123234099969,1.8421800465642832,1.044571379731687,3.530845089248209,1.5109084760138516,8.289810209539274,2.228918123073388,43.40385803903847,100.0,27.63776860537481,100.0,100.0,68.54871113278651,0.0,4.242027386677777,100.0,100.0,5,1.0,0.9597,97.7191732002851,Q2,Destinazione Popolare,🏖️,23,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Monserrato,2022,6,100.71,0.0589,0.0343,0.0011,24.1,0.1177,10.57,0.3569,0.0406,4.0,310,118028,Monserrato,118028,54,46,12,23,23,118028,6.514021266477363,3.530845089248209,1.5109084760138516,7.061690178496419,2.087123234099969,1.8421800465642832,1.044571379731687,3.530845089248209,1.5109084760138516,8.289810209539274,2.228918123073388,43.40385803903847,100.0,27.63776860537481,100.0,100.0,68.54871113278651,0.0,4.242027386677777,100.0,100.0,5,1.0,0.9594,97.68862641278892,Q2,Destinazione Popolare,🏖️,24,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Monserrato,2025,12,67.24,0.0393,0.0234,0.0008,67.09,0.3276,7.79,0.263,0.0406,4.0,310,118028,Monserrato,118028,54,46,12,23,23,118028,6.514021266477363,3.530845089248209,1.5109084760138516,7.061690178496419,2.087123234099969,1.8421800465642832,1.044571379731687,3.530845089248209,1.5109084760138516,8.289810209539274,2.228918123073388,43.40385803903847,100.0,27.63776860537481,100.0,100.0,68.54871113278651,0.0,4.242027386677777,100.0,100.0,5,1.0,0.9594,97.68862641278892,Q2,Destinazione Popolare,🏖️,25,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Monserrato,2024,4,79.37,0.0464,0.0275,0.0009,54.34,0.2653,7.31,0.2468,0.0407,4.0,310,118028,Monserrato,118028,54,46,12,23,23,118028,6.514021266477363,3.530845089248209,1.5109084760138516,7.061690178496419,2.087123234099969,1.8421800465642832,1.044571379731687,3.530845089248209,1.5109084760138516,8.289810209539274,2.228918123073388,43.40385803903847,100.0,27.63776860537481,100.0,100.0,68.54871113278651,0.0,4.242027386677777,100.0,100.0,5,1.0,0.9593,97.6784441502902,Q2,Destinazione Popolare,🏖️,26,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Monserrato,2023,10,89.81,0.0525,0.0308,0.001,34.69,0.1694,9.3,0.314,0.0409,4.0,310,118028,Monserrato,118028,54,46,12,23,23,118028,6.514021266477363,3.530845089248209,1.5109084760138516,7.061690178496419,2.087123234099969,1.8421800465642832,1.044571379731687,3.530845089248209,1.5109084760138516,8.289810209539274,2.228918123073388,43.40385803903847,100.0,27.63776860537481,100.0,100.0,68.54871113278651,0.0,4.242027386677777,100.0,100.0,5,1.0,0.9591,97.65807962529274,Q2,Destinazione Popolare,🏖️,27,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
Monserrato,2024,5,91.34,0.0534,0.0316,0.001,54.34,0.2653,7.31,0.2468,0.0432,4.0,310,118028,Monserrato,118028,54,46,12,23,23,118028,6.514021266477363,3.530845089248209,1.5109084760138516,7.061690178496419,2.087123234099969,1.8421800465642832,1.044571379731687,3.530845089248209,1.5109084760138516,8.289810209539274,2.228918123073388,43.40385803903847,100.0,27.63776860537481,100.0,100.0,68.54871113278651,0.0,4.242027386677777,100.0,100.0,5,1.0,0.9568,97.42388758782201,Q2,Destinazione Popolare,🏖️,28,Top Gem,🔍 Scoperta rara — territorio in fase di sviluppo
