comune,anno,rank,mercato,presenze,quota_pct
Flussio,2022,3,Regno Unito,32,4.69
Flussio,2022,4,Spagna,26,3.81
Flussio,2022,5,Svizzera (incluso Liechtenstein),18,2.64
Flussio,2023,1,Italia,312,43.21
Flussio,2023,2,Francia,117,16.2
Flussio,2023,3,Germania,74,10.25
Flussio,2023,4,Polonia,66,9.14
Flussio,2023,5,Svizzera (incluso Liechtenstein),40,5.54
Flussio,2024,1,Italia,325,28.63
Flussio,2024,2,Francia,249,21.94
Flussio,2024,3,Spagna,117,10.31
Flussio,2024,4,Paesi Bassi,85,7.49
Flussio,2024,5,Germania,73,6.43
Flussio,2025,1,Italia,415,32.99
Flussio,2025,2,Francia,270,21.46
Flussio,2025,3,Germania,171,13.59
Flussio,2025,4,Belgio,124,9.86
Flussio,2025,5,Repubblica Ceca,72,5.72
Fonni,2022,1,Italia,1950,70.81
Fonni,2022,2,Francia,560,20.33
Fonni,2022,3,Germania,96,3.49
Fonni,2022,4,Svizzera (incluso Liechtenstein),41,1.49
Fonni,2022,5,Belgio,18,0.65
Fonni,2023,1,Italia,2849,63.85
Fonni,2023,2,Francia,818,18.33
Fonni,2023,3,Portogallo,188,4.21
Fonni,2023,4,Germania,118,2.64
Fonni,2023,5,Svizzera (incluso Liechtenstein),104,2.33
Fonni,2024,1,Italia,2336,64.92
Fonni,2024,2,Francia,689,19.15
Fonni,2024,3,Germania,161,4.47
Fonni,2024,4,Belgio,48,1.33
Fonni,2024,5,Svizzera (incluso Liechtenstein),46,1.28
Fonni,2025,1,Italia,2362,64.87
Fonni,2025,2,Francia,750,20.6
Fonni,2025,3,Belgio,66,1.81
Fonni,2025,4,Germania,61,1.68
Fonni,2025,5,Lituania,56,1.54
Fordongianus,2023,1,Italia,42918,98.67
Fordongianus,2023,2,Francia,142,0.33
Fordongianus,2023,3,Svizzera (incluso Liechtenstein),95,0.22
Fordongianus,2023,4,Germania,94,0.22
Fordongianus,2023,5,Polonia,54,0.12
Fordongianus,2024,1,Italia,42263,98.8
Fordongianus,2024,2,Germania,140,0.33
Fordongianus,2024,3,Francia,88,0.21
Fordongianus,2024,4,Regno Unito,50,0.12
Fordongianus,2024,5,Belgio,38,0.09
Fordongianus,2025,1,Italia,42039,98.84
Fordongianus,2025,2,Germania,112,0.26
Fordongianus,2025,3,Francia,84,0.2
Fordongianus,2025,4,Regno Unito,41,0.1
Fordongianus,2025,5,Svizzera (incluso Liechtenstein),39,0.09
Furtei,2023,1,Italia,89,52.98
Furtei,2023,2,Francia,28,16.67
Furtei,2023,3,Germania,28,16.67
Furtei,2023,4,Spagna,11,6.55
Furtei,2023,5,Danimarca,4,2.38
Furtei,2024,1,Italia,120,58.25
Furtei,2024,2,Francia,37,17.96
Furtei,2024,3,Repubblica Ceca,12,5.83
Furtei,2024,4,Spagna,11,5.34
Furtei,2024,5,Germania,8,3.88
Furtei,2025,1,Italia,76,44.19
Furtei,2025,2,Francia,52,30.23
Furtei,2025,3,Paesi Bassi,12,6.98
Furtei,2025,4,Germania,9,5.23
Furtei,2025,5,Moldavia,9,5.23
Gadoni,2023,1,Italia,525,94.59
Gadoni,2023,2,Belgio,6,1.08
Gadoni,2023,3,Paesi Bassi,6,1.08
Gadoni,2023,4,Germania,4,0.72
Gadoni,2023,5,Israele,4,0.72
Gadoni,2024,1,Italia,548,91.95
Gadoni,2024,2,Regno Unito,12,2.01
Gadoni,2024,3,Paesi Bassi,10,1.68
Gadoni,2024,4,Argentina,6,1.01
Gadoni,2024,5,Germania,4,0.67
Gadoni,2025,1,Italia,665,84.93
Gadoni,2025,2,Germania,40,5.11
Gadoni,2025,3,Regno Unito,26,3.32
Gadoni,2025,4,Austria,8,1.02
Gadoni,2025,5,Francia,8,1.02
Gairo,2022,1,Italia,6217,44.81
Gairo,2022,2,Germania,4195,30.24
Gairo,2022,3,Svizzera (incluso Liechtenstein),1239,8.93
Gairo,2022,4,Austria,539,3.89
Gairo,2022,5,Francia,476,3.43
Gairo,2023,1,Italia,7142,39.88
Gairo,2023,2,Germania,6206,34.65
Gairo,2023,3,Svizzera (incluso Liechtenstein),1246,6.96
Gairo,2023,4,Austria,762,4.25
Gairo,2023,5,Francia,477,2.66
Gairo,2024,1,Germania,8324,43.54
Gairo,2024,2,Italia,5137,26.87
Gairo,2024,3,Svizzera (incluso Liechtenstein),1889,9.88
Gairo,2024,4,Francia,721,3.77
Gairo,2024,5,Austria,620,3.24
Gairo,2025,1,Italia,13017,38.3
Gairo,2025,2,Germania,11510,33.86
Gairo,2025,3,Svizzera (incluso Liechtenstein),2335,6.87
Gairo,2025,4,Francia,1915,5.63
Gairo,2025,5,Austria,1477,4.35
Galtellì,2022,1,Italia,4049,39.63
Galtellì,2022,2,Francia,1461,14.3
Galtellì,2022,3,Germania,1428,13.98
Galtellì,2022,4,Spagna,791,7.74
Galtellì,2022,5,Polonia,407,3.98
Galtellì,2023,1,Italia,4165,33.96
Galtellì,2023,2,Germania,1861,15.17
Galtellì,2023,3,Francia,1705,13.9
Galtellì,2023,4,Spagna,912,7.44
Galtellì,2023,5,Paesi Bassi,602,4.91
Galtellì,2024,1,Italia,3937,31.55
Galtellì,2024,2,Germania,2053,16.45
Galtellì,2024,3,Francia,1794,14.38
Galtellì,2024,4,Paesi Bassi,945,7.57
Galtellì,2024,5,Spagna,687,5.51
Galtellì,2025,1,Italia,4016,27.25
Galtellì,2025,2,Germania,3359,22.8
Galtellì,2025,3,Francia,2086,14.16
Galtellì,2025,4,Spagna,802,5.44
Galtellì,2025,5,Paesi Bassi,702,4.76
Gavoi,2022,1,Italia,898,79.96
Gavoi,2022,2,Germania,69,6.14
Gavoi,2022,3,Francia,67,5.97
Gavoi,2022,4,Danimarca,28,2.49
Gavoi,2022,5,Canada,17,1.51
Gavoi,2023,1,Italia,952,86.55
Gavoi,2023,2,Polonia,29,2.64
Gavoi,2023,3,Danimarca,28,2.55
Gavoi,2023,4,Francia,23,2.09
Gavoi,2023,5,Germania,13,1.18
Gavoi,2024,1,Italia,824,77.15
Gavoi,2024,2,Belgio,49,4.59
Gavoi,2024,3,Germania,33,3.09
Gavoi,2024,4,Francia,32,3.0
Gavoi,2024,5,Danimarca,29,2.72
Gavoi,2025,1,Italia,1789,83.48
Gavoi,2025,2,Francia,79,3.69
Gavoi,2025,3,Germania,48,2.24
Gavoi,2025,4,Paesi Bassi,45,2.1
Gavoi,2025,5,Lettonia,30,1.4
Genoni,2023,1,Francia,69,31.36
Genoni,2023,2,Italia,66,30.0
Genoni,2023,3,Germania,24,10.91
Genoni,2023,4,Spagna,14,6.36
Genoni,2023,5,Paesi Bassi,8,3.64
Genoni,2024,1,Italia,51,37.23
Genoni,2024,2,Francia,33,24.09
Genoni,2024,3,Germania,16,11.68
Genoni,2024,4,Svizzera (incluso Liechtenstein),11,8.03
Genoni,2024,5,Belgio,10,7.3
Genoni,2025,1,Italia,79,41.58
Genoni,2025,2,Francia,45,23.68
Genoni,2025,3,Spagna,12,6.32
Genoni,2025,4,Australia,11,5.79
Genoni,2025,5,Svizzera (incluso Liechtenstein),10,5.26
Gergei,2023,1,Stati Uniti d'America,74,19.17
Gergei,2023,2,Australia,63,16.32
Gergei,2023,3,Germania,58,15.03
Gergei,2023,4,Svizzera (incluso Liechtenstein),39,10.1
Gergei,2023,5,Francia,23,5.96
Gergei,2024,1,Francia,154,23.84
Gergei,2024,2,Stati Uniti d'America,131,20.28
Gergei,2024,3,Germania,82,12.69
Gergei,2024,4,Paesi Bassi,48,7.43
Gergei,2024,5,Italia,43,6.66
Gergei,2025,1,Italia,287,34.7
Gergei,2025,2,Paesi Bassi,140,16.93
Gergei,2025,3,Stati Uniti d'America,89,10.76
Gergei,2025,4,Francia,78,9.43
Gergei,2025,5,Regno Unito,42,5.08
Gesturi,2022,1,Germania,140,33.65
Gesturi,2022,2,Italia,122,29.33
Gesturi,2022,3,Stati Uniti d'America,51,12.26
Gesturi,2022,4,Francia,45,10.82
Gesturi,2022,5,Regno Unito,20,4.81
Gesturi,2023,1,Germania,151,30.2
Gesturi,2023,2,Italia,108,21.6
Gesturi,2023,3,Regno Unito,51,10.2
Gesturi,2023,4,Stati Uniti d'America,50,10.0
Gesturi,2023,5,Grecia,33,6.6
Gesturi,2024,1,Italia,289,33.68
Gesturi,2024,2,Germania,167,19.46
Gesturi,2024,3,Stati Uniti d'America,93,10.84
Gesturi,2024,4,India,52,6.06
Gesturi,2024,5,Belgio,48,5.59
Gesturi,2025,1,Italia,291,30.99
Gesturi,2025,2,Germania,179,19.06
Gesturi,2025,3,Francia,126,13.42
Gesturi,2025,4,Paesi Bassi,79,8.41
Gesturi,2025,5,Polonia,60,6.39
Ghilarza,2022,1,Italia,1131,70.07
Ghilarza,2022,2,Spagna,166,10.29
Ghilarza,2022,3,Germania,142,8.8
Ghilarza,2022,4,Francia,69,4.28
Ghilarza,2022,5,Regno Unito,16,0.99
Ghilarza,2023,1,Italia,1158,71.88
Ghilarza,2023,2,Francia,116,7.2
Ghilarza,2023,3,Germania,108,6.7
Ghilarza,2023,4,Spagna,66,4.1
Ghilarza,2023,5,Bulgaria,47,2.92
Ghilarza,2024,1,Italia,1843,61.64
Ghilarza,2024,2,Spagna,315,10.54
Ghilarza,2024,3,Francia,207,6.92
Ghilarza,2024,4,Romania,188,6.29
Ghilarza,2024,5,Germania,158,5.28
Ghilarza,2025,1,Italia,2211,61.01
Ghilarza,2025,2,Romania,255,7.04
Ghilarza,2025,3,Francia,198,5.46
Ghilarza,2025,4,Spagna,176,4.86
Ghilarza,2025,5,Regno Unito,171,4.72
Giba,2022,1,Italia,637,42.24
Giba,2022,2,Germania,426,28.25
Giba,2022,3,Francia,163,10.81
Giba,2022,4,Spagna,94,6.23
Giba,2022,5,Polonia,81,5.37
Giba,2023,1,Italia,1490,64.42
Giba,2023,2,Francia,259,11.2
Giba,2023,3,Germania,190,8.21
Giba,2023,4,Polonia,149,6.44
Giba,2023,5,Spagna,35,1.51
Giba,2024,1,Italia,2879,76.55
Giba,2024,2,Germania,294,7.82
Giba,2024,3,Polonia,185,4.92
Giba,2024,4,Francia,73,1.94
Giba,2024,5,Svizzera (incluso Liechtenstein),72,1.91
Giba,2025,1,Italia,4810,66.95
Giba,2025,2,Polonia,746,10.38
Giba,2025,3,Francia,429,5.97
Giba,2025,4,Germania,390,5.43
Giba,2025,5,Spagna,145,2.02
Girasole,2022,1,Italia,1838,59.42
Girasole,2022,2,Germania,365,11.8
Girasole,2022,3,Francia,200,6.47
Girasole,2022,4,Svizzera (incluso Liechtenstein),199,6.43
Girasole,2022,5,Austria,130,4.2
Girasole,2023,1,Italia,3803,67.67
Girasole,2023,2,Germania,543,9.66
Girasole,2023,3,Francia,258,4.59
Girasole,2023,4,Belgio,181,3.22
Girasole,2023,5,Svizzera (incluso Liechtenstein),149,2.65
Girasole,2024,1,Italia,5867,69.56
Girasole,2024,2,Germania,881,10.45
Girasole,2024,3,Romania,315,3.73
Girasole,2024,4,Francia,300,3.56
Girasole,2024,5,Spagna,176,2.09
Girasole,2025,1,Italia,10333,54.94
Girasole,2025,2,Germania,3832,20.38
Girasole,2025,3,Francia,1101,5.85
Girasole,2025,4,Svizzera (incluso Liechtenstein),463,2.46
Girasole,2025,5,Paesi Bassi,390,2.07
Golfo Aranci,2022,1,Italia,144312,52.98
Golfo Aranci,2022,2,Germania,44064,16.18
Golfo Aranci,2022,3,Svizzera (incluso Liechtenstein),19314,7.09
Golfo Aranci,2022,4,Regno Unito,15679,5.76
Golfo Aranci,2022,5,Francia,9014,3.31
Golfo Aranci,2023,1,Italia,113545,45.68
Golfo Aranci,2023,2,Germania,49478,19.9
Golfo Aranci,2023,3,Svizzera (incluso Liechtenstein),18704,7.52
Golfo Aranci,2023,4,Regno Unito,11707,4.71
Golfo Aranci,2023,5,Francia,10265,4.13
Golfo Aranci,2024,1,Italia,93631,39.93
Golfo Aranci,2024,2,Germania,44393,18.93
Golfo Aranci,2024,3,Svizzera (incluso Liechtenstein),16420,7.0
Golfo Aranci,2024,4,Regno Unito,11521,4.91
Golfo Aranci,2024,5,Francia,11386,4.86
Golfo Aranci,2025,1,Italia,114869,34.48
Golfo Aranci,2025,2,Germania,72737,21.84
Golfo Aranci,2025,3,Svizzera (incluso Liechtenstein),24436,7.34
Golfo Aranci,2025,4,Regno Unito,18578,5.58
Golfo Aranci,2025,5,Francia,16564,4.97
Gonnesa,2022,1,Italia,6767,65.03
Gonnesa,2022,2,Germania,1120,10.76
Gonnesa,2022,3,Francia,685,6.58
Gonnesa,2022,4,Svizzera (incluso Liechtenstein),529,5.08
Gonnesa,2022,5,Polonia,257,2.47
Gonnesa,2023,1,Italia,8480,57.25
Gonnesa,2023,2,Germania,2114,14.27
Gonnesa,2023,3,Francia,1284,8.67
Gonnesa,2023,4,Svizzera (incluso Liechtenstein),711,4.8
Gonnesa,2023,5,Repubblica Ceca,289,1.95
Gonnesa,2024,1,Italia,9031,57.44
Gonnesa,2024,2,Germania,2090,13.29
Gonnesa,2024,3,Francia,1184,7.53
Gonnesa,2024,4,Svizzera (incluso Liechtenstein),441,2.8
Gonnesa,2024,5,Polonia,365,2.32
Gonnesa,2025,1,Italia,14105,58.62
Gonnesa,2025,2,Germania,2619,10.89
Gonnesa,2025,3,Francia,1898,7.89
Gonnesa,2025,4,Svizzera (incluso Liechtenstein),805,3.35
Gonnesa,2025,5,Polonia,531,2.21
Gonnosfanadiga,2022,1,Italia,262,44.18
Gonnosfanadiga,2022,2,Francia,117,19.73
Gonnosfanadiga,2022,3,Germania,95,16.02
Gonnosfanadiga,2022,4,Svizzera (incluso Liechtenstein),19,3.2
Gonnosfanadiga,2022,5,Belgio,18,3.04
Gonnosfanadiga,2023,1,Italia,332,35.13
Gonnosfanadiga,2023,2,Germania,174,18.41
Gonnosfanadiga,2023,3,Francia,135,14.29
Gonnosfanadiga,2023,4,Paesi Bassi,61,6.46
Gonnosfanadiga,2023,5,Belgio,47,4.97
Gonnosfanadiga,2024,1,Italia,745,40.91
Gonnosfanadiga,2024,2,Germania,283,15.54
Gonnosfanadiga,2024,3,Francia,187,10.27
Gonnosfanadiga,2024,4,Repubblica Ceca,120,6.59
Gonnosfanadiga,2024,5,Paesi Bassi,81,4.45
Gonnosfanadiga,2025,1,Italia,1015,40.33
Gonnosfanadiga,2025,2,Germania,349,13.87
Gonnosfanadiga,2025,3,Francia,266,10.57
Gonnosfanadiga,2025,4,Paesi Bassi,168,6.67
Gonnosfanadiga,2025,5,Spagna,139,5.52
Gonnosnò,2024,1,Spagna,38,52.78
Gonnosnò,2024,2,Italia,14,19.44
Gonnosnò,2024,3,Repubblica Ceca,12,16.67
Gonnosnò,2024,4,Francia,8,11.11
Gonnosnò,2025,1,Italia,15,35.71
Gonnosnò,2025,2,Germania,9,21.43
Gonnosnò,2025,3,Spagna,8,19.05
Gonnosnò,2025,4,Austria,7,16.67
Gonnosnò,2025,5,Malta,2,4.76
Gonnostramatza,2023,1,Francia,45,39.82
Gonnostramatza,2023,2,Italia,40,35.4
Gonnostramatza,2023,3,Germania,20,17.7
Gonnostramatza,2023,4,Regno Unito,8,7.08
Gonnostramatza,2024,1,Italia,132,41.77
Gonnostramatza,2024,2,Germania,98,31.01
Gonnostramatza,2024,3,Repubblica Ceca,32,10.13
Gonnostramatza,2024,4,Altri Paesi Europei,16,5.06
Gonnostramatza,2024,5,Svizzera (incluso Liechtenstein),16,5.06
Gonnostramatza,2025,1,Francia,145,20.31
Gonnostramatza,2025,2,Italia,145,20.31
Gonnostramatza,2025,3,Polonia,122,17.09
Gonnostramatza,2025,4,Germania,49,6.86
Gonnostramatza,2025,5,Ucraina,49,6.86
Guamaggiore,2024,1,Italia,12,100.0
Guamaggiore,2025,1,Italia,55,100.0
Guasila,2024,1,Italia,61,84.72
Guasila,2024,2,Germania,11,15.28
Guasila,2025,1,Italia,102,100.0
Guspini,2022,1,Italia,5204,56.28
Guspini,2022,2,Germania,1264,13.67
Guspini,2022,3,Francia,962,10.4
Guspini,2022,4,Svizzera (incluso Liechtenstein),402,4.35
Guspini,2022,5,Spagna,213,2.3
Guspini,2023,1,Italia,4744,51.89
Guspini,2023,2,Francia,1302,14.24
Guspini,2023,3,Germania,932,10.19
Guspini,2023,4,Svizzera (incluso Liechtenstein),307,3.36
Guspini,2023,5,Belgio,287,3.14
Guspini,2024,1,Italia,3771,40.84
Guspini,2024,2,Spagna,1188,12.87
Guspini,2024,3,Francia,1112,12.04
Guspini,2024,4,Germania,943,10.21
Guspini,2024,5,Svizzera (incluso Liechtenstein),366,3.96
Guspini,2025,1,Italia,5430,48.08
Guspini,2025,2,Francia,1443,12.78
Guspini,2025,3,Spagna,1036,9.17
Guspini,2025,4,Germania,1010,8.94
Guspini,2025,5,Svizzera (incluso Liechtenstein),309,2.74
Iglesias,2022,1,Italia,25359,59.44
Iglesias,2022,2,Francia,4911,11.51
Iglesias,2022,3,Germania,4283,10.04
Iglesias,2022,4,Svizzera (incluso Liechtenstein),1050,2.46
Iglesias,2022,5,Spagna,1004,2.35
Iglesias,2023,1,Italia,30088,57.96
Iglesias,2023,2,Francia,5698,10.98
Iglesias,2023,3,Germania,5190,10.0
Iglesias,2023,4,Svizzera (incluso Liechtenstein),1278,2.46
Iglesias,2023,5,Spagna,1185,2.28
Iglesias,2024,1,Italia,37865,56.48
Iglesias,2024,2,Francia,7287,10.87
Iglesias,2024,3,Germania,7073,10.55
Iglesias,2024,4,Polonia,1888,2.82
Iglesias,2024,5,Paesi Bassi,1536,2.29
Iglesias,2025,1,Italia,43704,55.52
Iglesias,2025,2,Francia,8825,11.21
Iglesias,2025,3,Germania,8559,10.87
Iglesias,2025,4,Polonia,2481,3.15
Iglesias,2025,5,Spagna,1872,2.38
Ilbono,2022,1,Italia,778,62.39
Ilbono,2022,2,Francia,107,8.58
Ilbono,2022,3,Germania,102,8.18
Ilbono,2022,4,Ungheria,52,4.17
Ilbono,2022,5,Regno Unito,30,2.41
Ilbono,2023,1,Italia,1895,64.63
Ilbono,2023,2,Germania,516,17.6
Ilbono,2023,3,Francia,151,5.15
Ilbono,2023,4,Altri Paesi Europei,59,2.01
Ilbono,2023,5,Paesi Bassi,55,1.88
Ilbono,2024,1,Italia,1953,55.22
Ilbono,2024,2,Germania,513,14.5
Ilbono,2024,3,Francia,170,4.81
Ilbono,2024,4,Spagna,102,2.88
Ilbono,2024,5,Paesi Bassi,97,2.74
Ilbono,2025,1,Italia,2394,48.08
Ilbono,2025,2,Germania,828,16.63
Ilbono,2025,3,Francia,412,8.27
Ilbono,2025,4,Paesi Bassi,138,2.77
Ilbono,2025,5,Belgio,136,2.73
Irgoli,2022,1,Italia,1795,57.92
Irgoli,2022,2,Germania,456,14.71
Irgoli,2022,3,Francia,223,7.2
Irgoli,2022,4,Regno Unito,104,3.36
Irgoli,2022,5,Spagna,88,2.84
Irgoli,2023,1,Italia,1931,45.26
Irgoli,2023,2,Germania,843,19.76
Irgoli,2023,3,Francia,479,11.23
Irgoli,2023,4,Paesi Bassi,190,4.45
Irgoli,2023,5,Spagna,171,4.01
Irgoli,2024,1,Italia,1838,54.48
Irgoli,2024,2,Francia,388,11.5
Irgoli,2024,3,Germania,372,11.03
Irgoli,2024,4,Polonia,121,3.59
Irgoli,2024,5,Spagna,83,2.46
Irgoli,2025,1,Germania,1814,35.84
Irgoli,2025,2,Italia,1712,33.82
Irgoli,2025,3,Francia,541,10.69
Irgoli,2025,4,Spagna,137,2.71
Irgoli,2025,5,Regno Unito,111,2.19
Isili,2022,1,Italia,841,62.2
Isili,2022,2,Francia,95,7.03
Isili,2022,3,Germania,92,6.8
Isili,2022,4,Ungheria,36,2.66
Isili,2022,5,Bulgaria,34,2.51
Isili,2023,1,Italia,779,91.43
Isili,2023,2,Francia,28,3.29
Isili,2023,3,Stati Uniti d'America,13,1.53
Isili,2023,4,Germania,9,1.06
Isili,2023,5,Svizzera (incluso Liechtenstein),8,0.94
Isili,2024,1,Italia,1287,81.66
Isili,2024,2,Germania,33,2.09
Isili,2024,3,Stati Uniti d'America,32,2.03
Isili,2024,4,Ucraina,32,2.03
Isili,2024,5,Francia,30,1.9
Isili,2025,1,Italia,1855,77.49
Isili,2025,2,Romania,107,4.47
Isili,2025,3,Germania,82,3.43
Isili,2025,4,Francia,68,2.84
Isili,2025,5,Altri Paesi dell'Asia,51,2.13
Ittiri,2023,1,Italia,184,60.13
Ittiri,2023,2,Germania,97,31.7
Ittiri,2023,3,Spagna,14,4.58
Ittiri,2023,4,Francia,6,1.96
Ittiri,2023,5,Repubblica Ceca,2,0.65
Ittiri,2024,1,Italia,726,82.88
Ittiri,2024,2,Francia,47,5.37
Ittiri,2024,3,Paesi Bassi,36,4.11
Ittiri,2024,4,Spagna,30,3.42
Ittiri,2024,5,Polonia,12,1.37
Ittiri,2025,1,Italia,1227,64.85
Ittiri,2025,2,Francia,152,8.03
Ittiri,2025,3,Spagna,127,6.71
Ittiri,2025,4,Polonia,72,3.81
Ittiri,2025,5,Germania,45,2.38
Jerzu,2022,1,Italia,1249,47.06
Jerzu,2022,2,Germania,512,19.29
Jerzu,2022,3,Francia,370,13.94
Jerzu,2022,4,Belgio,160,6.03
Jerzu,2022,5,Svizzera (incluso Liechtenstein),131,4.94
Jerzu,2023,1,Italia,1539,52.9
Jerzu,2023,2,Germania,642,22.07
Jerzu,2023,3,Paesi Bassi,97,3.33
Jerzu,2023,4,Svizzera (incluso Liechtenstein),94,3.23
Jerzu,2023,5,Francia,86,2.96
Jerzu,2024,1,Italia,2131,39.17
Jerzu,2024,2,Germania,1313,24.13
Jerzu,2024,3,Francia,504,9.26
Jerzu,2024,4,Svizzera (incluso Liechtenstein),268,4.93
Jerzu,2024,5,Spagna,160,2.94
Jerzu,2025,1,Italia,4084,27.86
Jerzu,2025,2,Germania,3516,23.98
Jerzu,2025,3,Francia,1381,9.42
Jerzu,2025,4,Paesi Bassi,1035,7.06
Jerzu,2025,5,Repubblica Ceca,666,4.54
La Maddalena,2022,1,Italia,173912,58.49
La Maddalena,2022,2,Francia,32229,10.84
La Maddalena,2022,3,Germania,24051,8.09
La Maddalena,2022,4,Svizzera (incluso Liechtenstein),10138,3.41
La Maddalena,2022,5,Spagna,8825,2.97
La Maddalena,2023,1,Italia,116077,52.7
La Maddalena,2023,2,Francia,27037,12.28
La Maddalena,2023,3,Germania,19825,9.0
La Maddalena,2023,4,Spagna,8445,3.83
La Maddalena,2023,5,Svizzera (incluso Liechtenstein),8124,3.69
La Maddalena,2024,1,Italia,187458,55.2
La Maddalena,2024,2,Francia,34759,10.24
La Maddalena,2024,3,Germania,31826,9.37
La Maddalena,2024,4,Spagna,12624,3.72
La Maddalena,2024,5,Svizzera (incluso Liechtenstein),11346,3.34
La Maddalena,2025,1,Italia,160986,49.41
La Maddalena,2025,2,Francia,36669,11.25
La Maddalena,2025,3,Germania,36621,11.24
La Maddalena,2025,4,Svizzera (incluso Liechtenstein),11678,3.58
La Maddalena,2025,5,Spagna,9587,2.94
Laconi,2022,1,Italia,1997,80.01
Laconi,2022,2,Germania,106,4.25
Laconi,2022,3,Francia,85,3.41
Laconi,2022,4,Svizzera (incluso Liechtenstein),64,2.56
Laconi,2022,5,Paesi Bassi,46,1.84
Laconi,2023,1,Italia,1176,77.57
Laconi,2023,2,Germania,93,6.13
Laconi,2023,3,Stati Uniti d'America,44,2.9
Laconi,2023,4,Belgio,30,1.98
Laconi,2023,5,Russia,30,1.98
Laconi,2024,1,Italia,1010,85.38
Laconi,2024,2,Paesi Bassi,40,3.38
Laconi,2024,3,Francia,32,2.7
Laconi,2024,4,Stati Uniti d'America,18,1.52
Laconi,2024,5,Germania,17,1.44
Laconi,2025,1,Italia,2311,86.62
Laconi,2025,2,Spagna,50,1.87
Laconi,2025,3,Germania,43,1.61
Laconi,2025,4,Canada,39,1.46
Laconi,2025,5,Altri Paesi dell'Africa,30,1.12
Laerru,2024,1,Germania,109,31.23
Laerru,2024,2,Altri Paesi Asia Occidentale,60,17.19
Laerru,2024,3,Francia,56,16.05
Laerru,2024,4,Belgio,46,13.18
Laerru,2024,5,Romania,22,6.3
Laerru,2025,1,Germania,200,27.25
Laerru,2025,2,Italia,169,23.02
Laerru,2025,3,Spagna,91,12.4
Laerru,2025,4,Francia,54,7.36
Laerru,2025,5,Regno Unito,39,5.31
Lanusei,2022,1,Italia,5029,81.3
Lanusei,2022,2,Brasile,267,4.32
Lanusei,2022,3,Francia,241,3.9
Lanusei,2022,4,Germania,158,2.55
Lanusei,2022,5,Paesi Bassi,99,1.6
Lanusei,2023,1,Italia,3248,78.49
Lanusei,2023,2,Francia,371,8.97
Lanusei,2023,3,Germania,170,4.11
Lanusei,2023,4,Regno Unito,96,2.32
Lanusei,2023,5,Spagna,42,1.01
Lanusei,2024,1,Italia,5217,70.53
Lanusei,2024,2,Germania,488,6.6
Lanusei,2024,3,Francia,480,6.49
Lanusei,2024,4,Spagna,281,3.8
Lanusei,2024,5,Svizzera (incluso Liechtenstein),100,1.35
Lanusei,2025,1,Italia,6921,65.62
Lanusei,2025,2,Germania,915,8.68
Lanusei,2025,3,Francia,727,6.89
Lanusei,2025,4,Polonia,341,3.23
Lanusei,2025,5,Altri Paesi Africa Mediterranea,293,2.78
Las Plassas,2023,1,Francia,39,73.58
Las Plassas,2023,2,Italia,6,11.32
Las Plassas,2023,3,Germania,4,7.55
Las Plassas,2023,4,Belgio,2,3.77
Las Plassas,2023,5,Altri Paesi Asia Occidentale,1,1.89
Las Plassas,2024,1,Paesi Bassi,13,50.0
Las Plassas,2024,2,Francia,6,23.08
Las Plassas,2024,3,Italia,3,11.54
Las Plassas,2024,4,Svizzera (incluso Liechtenstein),2,7.69
Las Plassas,2024,5,Germania,1,3.85
Las Plassas,2025,1,Italia,69,79.31
Las Plassas,2025,2,Svizzera (incluso Liechtenstein),12,13.79
Las Plassas,2025,3,Francia,6,6.9
Loceri,2022,1,Italia,2121,57.17
Loceri,2022,2,Germania,540,14.56
Loceri,2022,3,Francia,254,6.85
Loceri,2022,4,Ucraina,123,3.32
Loceri,2022,5,Spagna,119,3.21
Loceri,2023,1,Italia,1564,44.98
Loceri,2023,2,Germania,675,19.41
Loceri,2023,3,Francia,328,9.43
Loceri,2023,4,Spagna,171,4.92
Loceri,2023,5,Paesi Bassi,117,3.36
Loceri,2024,1,Italia,1847,39.37
Loceri,2024,2,Germania,1163,24.79
Loceri,2024,3,Francia,280,5.97
Loceri,2024,4,Paesi Bassi,256,5.46
Loceri,2024,5,Regno Unito,212,4.52
Loceri,2025,1,Italia,1970,40.19
Loceri,2025,2,Germania,1072,21.87
Loceri,2025,3,Francia,448,9.14
Loceri,2025,4,Spagna,238,4.86
Loceri,2025,5,Svizzera (incluso Liechtenstein),135,2.75
Loculi,2022,1,Francia,12,80.0
Loculi,2022,2,Spagna,2,13.33
Loculi,2022,3,Germania,1,6.67
Loculi,2023,1,Italia,342,40.91
Loculi,2023,2,Germania,185,22.13
Loculi,2023,3,Francia,107,12.8
Loculi,2023,4,Svizzera (incluso Liechtenstein),65,7.78
Loculi,2023,5,Spagna,34,4.07
Loculi,2024,1,Francia,254,28.48
Loculi,2024,2,Italia,195,21.86
Loculi,2024,3,Germania,183,20.52
Loculi,2024,4,Austria,54,6.05
Loculi,2024,5,Spagna,29,3.25
Loculi,2025,1,Italia,984,43.01
Loculi,2025,2,Germania,314,13.72
Loculi,2025,3,Francia,291,12.72
Loculi,2025,4,Spagna,101,4.41
Loculi,2025,5,Romania,98,4.28
Lodine,2023,1,Italia,24,100.0
Lodine,2025,1,Italia,32,100.0
Lodè,2023,1,Italia,132,78.57
Lodè,2023,2,Germania,17,10.12
Lodè,2023,3,Francia,15,8.93
