comune,anno,rank,mercato,presenze,quota_pct
Sennori,2024,2,Spagna,642,25.04
Sennori,2024,3,Francia,345,13.46
Sennori,2024,4,Germania,184,7.18
Sennori,2024,5,Polonia,93,3.63
Sennori,2025,1,Italia,1271,22.1
Sennori,2025,2,Germania,1035,18.0
Sennori,2025,3,Spagna,1011,17.58
Sennori,2025,4,Francia,749,13.02
Sennori,2025,5,Polonia,296,5.15
Senorbì,2022,1,Italia,727,87.59
Senorbì,2022,2,Israele,32,3.86
Senorbì,2022,3,Germania,25,3.01
Senorbì,2022,4,Svizzera (incluso Liechtenstein),19,2.29
Senorbì,2022,5,Stati Uniti d'America,16,1.93
Senorbì,2023,1,Italia,1457,94.61
Senorbì,2023,2,Paesi Bassi,39,2.53
Senorbì,2023,3,Germania,13,0.84
Senorbì,2023,4,Altri Paesi Centro - Sud America,6,0.39
Senorbì,2023,5,Francia,6,0.39
Senorbì,2024,1,Italia,1830,92.19
Senorbì,2024,2,Polonia,32,1.61
Senorbì,2024,3,Germania,31,1.56
Senorbì,2024,4,Spagna,24,1.21
Senorbì,2024,5,Paesi Bassi,23,1.16
Senorbì,2025,1,Italia,1406,80.67
Senorbì,2025,2,Germania,93,5.34
Senorbì,2025,3,Francia,41,2.35
Senorbì,2025,4,Paesi Bassi,38,2.18
Senorbì,2025,5,Spagna,35,2.01
Serdiana,2023,1,Italia,47,37.3
Serdiana,2023,2,Francia,42,33.33
Serdiana,2023,3,Irlanda,11,8.73
Serdiana,2023,4,Paesi Bassi,10,7.94
Serdiana,2023,5,Regno Unito,9,7.14
Serdiana,2024,1,Italia,56,34.36
Serdiana,2024,2,Germania,33,20.25
Serdiana,2024,3,Francia,30,18.4
Serdiana,2024,4,Belgio,10,6.13
Serdiana,2024,5,Cina,10,6.13
Serdiana,2025,1,Italia,273,49.55
Serdiana,2025,2,Francia,51,9.26
Serdiana,2025,3,Spagna,39,7.08
Serdiana,2025,4,Polonia,34,6.17
Serdiana,2025,5,Svizzera (incluso Liechtenstein),25,4.54
Serramanna,2022,1,Italia,136,38.42
Serramanna,2022,2,Spagna,50,14.12
Serramanna,2022,3,Francia,35,9.89
Serramanna,2022,4,Germania,33,9.32
Serramanna,2022,5,Repubblica Ceca,28,7.91
Serramanna,2023,1,Italia,304,44.44
Serramanna,2023,2,Francia,121,17.69
Serramanna,2023,3,Germania,111,16.23
Serramanna,2023,4,Spagna,78,11.4
Serramanna,2023,5,Paesi Bassi,38,5.56
Serramanna,2024,1,Italia,423,53.27
Serramanna,2024,2,Spagna,104,13.1
Serramanna,2024,3,Germania,59,7.43
Serramanna,2024,4,Francia,54,6.8
Serramanna,2024,5,Malta,42,5.29
Serramanna,2025,1,Italia,731,50.52
Serramanna,2025,2,Francia,240,16.59
Serramanna,2025,3,Germania,213,14.72
Serramanna,2025,4,Paesi Bassi,77,5.32
Serramanna,2025,5,Cina,46,3.18
Serrenti,2023,1,Italia,77,84.62
Serrenti,2023,2,Paesi Bassi,14,15.38
Serrenti,2024,1,Italia,91,81.98
Serrenti,2024,2,Brasile,12,10.81
Serrenti,2024,3,Paesi Bassi,8,7.21
Serrenti,2025,1,Italia,40,56.34
Serrenti,2025,2,Spagna,19,26.76
Serrenti,2025,3,Cina,4,5.63
Serrenti,2025,4,Germania,4,5.63
Serrenti,2025,5,Altri Paesi Africa Mediterranea,2,2.82
Serri,2023,1,Italia,282,50.45
Serri,2023,2,Germania,92,16.46
Serri,2023,3,Francia,56,10.02
Serri,2023,4,Paesi Bassi,35,6.26
Serri,2023,5,Polonia,23,4.11
Serri,2024,1,Italia,237,39.17
Serri,2024,2,Germania,116,19.17
Serri,2024,3,Francia,50,8.26
Serri,2024,4,Portogallo,40,6.61
Serri,2024,5,Belgio,29,4.79
Serri,2025,1,Italia,350,54.01
Serri,2025,2,Francia,75,11.57
Serri,2025,3,Germania,48,7.41
Serri,2025,4,Polonia,22,3.4
Serri,2025,5,Austria,19,2.93
Sestu,2022,1,Italia,3479,78.98
Sestu,2022,2,Francia,318,7.22
Sestu,2022,3,Germania,138,3.13
Sestu,2022,4,Spagna,81,1.84
Sestu,2022,5,Regno Unito,65,1.48
Sestu,2023,1,Italia,3543,60.91
Sestu,2023,2,Francia,776,13.34
Sestu,2023,3,Spagna,301,5.17
Sestu,2023,4,Germania,208,3.58
Sestu,2023,5,Romania,121,2.08
Sestu,2024,1,Italia,5188,63.08
Sestu,2024,2,Francia,792,9.63
Sestu,2024,3,Spagna,544,6.61
Sestu,2024,4,Germania,399,4.85
Sestu,2024,5,Romania,247,3.0
Sestu,2025,1,Italia,6802,66.85
Sestu,2025,2,Francia,731,7.18
Sestu,2025,3,Germania,356,3.5
Sestu,2025,4,Spagna,322,3.16
Sestu,2025,5,Polonia,203,2.0
Settimo San Pietro,2022,1,Italia,289,79.83
Settimo San Pietro,2022,2,Svizzera (incluso Liechtenstein),20,5.52
Settimo San Pietro,2022,3,Francia,16,4.42
Settimo San Pietro,2022,4,Cina,15,4.14
Settimo San Pietro,2022,5,Spagna,10,2.76
Settimo San Pietro,2023,1,Italia,283,91.0
Settimo San Pietro,2023,2,Francia,12,3.86
Settimo San Pietro,2023,3,Spagna,6,1.93
Settimo San Pietro,2023,4,Altri Paesi Europei,4,1.29
Settimo San Pietro,2023,5,Austria,2,0.64
Settimo San Pietro,2024,1,Italia,422,88.47
Settimo San Pietro,2024,2,Francia,26,5.45
Settimo San Pietro,2024,3,Danimarca,8,1.68
Settimo San Pietro,2024,4,Polonia,8,1.68
Settimo San Pietro,2024,5,Germania,6,1.26
Settimo San Pietro,2025,1,Italia,1193,87.85
Settimo San Pietro,2025,2,Spagna,78,5.74
Settimo San Pietro,2025,3,Francia,21,1.55
Settimo San Pietro,2025,4,Portogallo,19,1.4
Settimo San Pietro,2025,5,Paesi Bassi,10,0.74
Seui,2025,1,Canada,15,34.88
Seui,2025,2,Italia,9,20.93
Seui,2025,3,Germania,6,13.95
Seui,2025,4,Paesi Bassi,6,13.95
Seui,2025,5,Stati Uniti d'America,4,9.3
Seulo,2023,1,Italia,334,44.47
Seulo,2023,2,Francia,114,15.18
Seulo,2023,3,Germania,100,13.32
Seulo,2023,4,Svizzera (incluso Liechtenstein),49,6.52
Seulo,2023,5,Paesi Bassi,44,5.86
Seulo,2024,1,Italia,845,54.27
Seulo,2024,2,Germania,190,12.2
Seulo,2024,3,Francia,97,6.23
Seulo,2024,4,Paesi Bassi,60,3.85
Seulo,2024,5,Svizzera (incluso Liechtenstein),56,3.6
Seulo,2025,1,Italia,548,33.7
Seulo,2025,2,Danimarca,378,23.25
Seulo,2025,3,Germania,246,15.13
Seulo,2025,4,Francia,125,7.69
Seulo,2025,5,Paesi Bassi,56,3.44
Siamaggiore,2022,1,Italia,900,42.86
Siamaggiore,2022,2,Germania,297,14.14
Siamaggiore,2022,3,Francia,280,13.33
Siamaggiore,2022,4,Paesi Bassi,114,5.43
Siamaggiore,2022,5,Spagna,101,4.81
Siamaggiore,2023,1,Italia,956,32.37
Siamaggiore,2023,2,Germania,498,16.86
Siamaggiore,2023,3,Francia,435,14.73
Siamaggiore,2023,4,Paesi Bassi,213,7.21
Siamaggiore,2023,5,Belgio,175,5.93
Siamaggiore,2024,1,Italia,977,29.67
Siamaggiore,2024,2,Germania,549,16.67
Siamaggiore,2024,3,Francia,423,12.85
Siamaggiore,2024,4,Paesi Bassi,362,10.99
Siamaggiore,2024,5,Belgio,205,6.23
Siamaggiore,2025,1,Italia,829,45.37
Siamaggiore,2025,2,Germania,272,14.89
Siamaggiore,2025,3,Francia,187,10.24
Siamaggiore,2025,4,Paesi Bassi,79,4.32
Siamaggiore,2025,5,Egitto,70,3.83
Siamanna,2023,1,Italia,190,83.7
Siamanna,2023,2,Francia,22,9.69
Siamanna,2023,3,Spagna,15,6.61
Siamanna,2024,1,Italia,153,70.18
Siamanna,2024,2,Francia,49,22.48
Siamanna,2024,3,Belgio,8,3.67
Siamanna,2024,4,Austria,4,1.83
Siamanna,2024,5,Spagna,4,1.83
Siamanna,2025,1,Italia,120,54.79
Siamanna,2025,2,Francia,39,17.81
Siamanna,2025,3,Germania,19,8.68
Siamanna,2025,4,Svizzera (incluso Liechtenstein),17,7.76
Siamanna,2025,5,Romania,14,6.39
Siddi,2024,1,Italia,12,48.0
Siddi,2024,2,Germania,6,24.0
Siddi,2024,3,Francia,3,12.0
Siddi,2024,4,Belgio,2,8.0
Siddi,2024,5,Spagna,1,4.0
Silanus,2024,1,Italia,18,100.0
Silanus,2025,1,Italia,86,100.0
Siliqua,2023,1,Italia,48,17.98
Siliqua,2023,2,Regno Unito,40,14.98
Siliqua,2023,3,Spagna,40,14.98
Siliqua,2023,4,Francia,36,13.48
Siliqua,2023,5,Ungheria,24,8.99
Siliqua,2024,1,Italia,97,33.56
Siliqua,2024,2,Paesi Bassi,54,18.69
Siliqua,2024,3,Francia,39,13.49
Siliqua,2024,4,Germania,18,6.23
Siliqua,2024,5,Belgio,16,5.54
Siliqua,2025,1,Italia,214,59.61
Siliqua,2025,2,Germania,26,7.24
Siliqua,2025,3,Paesi Bassi,18,5.01
Siliqua,2025,4,Spagna,17,4.74
Siliqua,2025,5,Francia,16,4.46
Silius,2024,1,Italia,33,46.48
Silius,2024,2,Polonia,32,45.07
Silius,2024,3,Francia,4,5.63
Silius,2024,4,Germania,2,2.82
Silius,2025,1,Francia,35,42.17
Silius,2025,2,Argentina,10,12.05
Silius,2025,3,Italia,9,10.84
Silius,2025,4,Spagna,6,7.23
Silius,2025,5,Germania,5,6.02
Simaxis,2022,1,Italia,573,78.6
Simaxis,2022,2,Francia,59,8.09
Simaxis,2022,3,Germania,54,7.41
Simaxis,2022,4,Spagna,12,1.65
Simaxis,2022,5,Svizzera (incluso Liechtenstein),11,1.51
Simaxis,2023,1,Italia,472,62.93
Simaxis,2023,2,Francia,93,12.4
Simaxis,2023,3,Germania,88,11.73
Simaxis,2023,4,Spagna,45,6.0
Simaxis,2023,5,Austria,14,1.87
Simaxis,2024,1,Italia,411,60.18
Simaxis,2024,2,Francia,78,11.42
Simaxis,2024,3,Spagna,62,9.08
Simaxis,2024,4,Germania,46,6.73
Simaxis,2024,5,Ucraina,21,3.07
Simaxis,2025,1,Italia,385,51.75
Simaxis,2025,2,Francia,119,15.99
Simaxis,2025,3,Germania,70,9.41
Simaxis,2025,4,Spagna,24,3.23
Simaxis,2025,5,Svizzera (incluso Liechtenstein),24,3.23
Sindia,2023,1,Italia,107,86.99
Sindia,2023,2,Polonia,14,11.38
Sindia,2023,3,Germania,2,1.63
Sindia,2025,1,Spagna,208,42.45
Sindia,2025,2,Italia,155,31.63
Sindia,2025,3,Romania,66,13.47
Sindia,2025,4,Altri Paesi dell'Asia,32,6.53
Sindia,2025,5,Germania,8,1.63
Sini,2023,1,Germania,18,36.0
Sini,2023,2,Italia,9,18.0
Sini,2023,3,Svizzera (incluso Liechtenstein),8,16.0
Sini,2023,4,Francia,6,12.0
Sini,2023,5,Paesi Bassi,6,12.0
Sini,2024,1,Germania,27,60.0
Sini,2024,2,Francia,8,17.78
Sini,2024,3,Svizzera (incluso Liechtenstein),4,8.89
Sini,2024,4,Italia,3,6.67
Sini,2024,5,Polonia,2,4.44
Sini,2025,1,Italia,53,67.95
Sini,2025,2,Francia,5,6.41
Sini,2025,3,Austria,3,3.85
Sini,2025,4,Regno Unito,3,3.85
Sini,2025,5,Ungheria,3,3.85
Siniscola,2022,1,Italia,101109,61.07
Siniscola,2022,2,Germania,26951,16.28
Siniscola,2022,3,Svizzera (incluso Liechtenstein),7746,4.68
Siniscola,2022,4,Francia,6220,3.76
Siniscola,2022,5,Austria,5545,3.35
Siniscola,2023,1,Italia,111960,57.51
Siniscola,2023,2,Germania,29389,15.1
Siniscola,2023,3,Francia,8834,4.54
Siniscola,2023,4,Svizzera (incluso Liechtenstein),8577,4.41
Siniscola,2023,5,Austria,6103,3.13
Siniscola,2024,1,Italia,71183,55.88
Siniscola,2024,2,Germania,26190,20.56
Siniscola,2024,3,Svizzera (incluso Liechtenstein),5607,4.4
Siniscola,2024,4,Francia,4426,3.47
Siniscola,2024,5,Paesi Bassi,2865,2.25
Siniscola,2025,1,Italia,144408,57.61
Siniscola,2025,2,Germania,43924,17.52
Siniscola,2025,3,Francia,11841,4.72
Siniscola,2025,4,Svizzera (incluso Liechtenstein),9656,3.85
Siniscola,2025,5,Polonia,4686,1.87
Sinnai,2022,1,Italia,13527,51.16
Sinnai,2022,2,Germania,4175,15.79
Sinnai,2022,3,Svizzera (incluso Liechtenstein),1973,7.46
Sinnai,2022,4,Francia,1734,6.56
Sinnai,2022,5,Austria,689,2.61
Sinnai,2023,1,Italia,12019,42.59
Sinnai,2023,2,Germania,4998,17.71
Sinnai,2023,3,Francia,2434,8.62
Sinnai,2023,4,Svizzera (incluso Liechtenstein),1655,5.86
Sinnai,2023,5,Polonia,894,3.17
Sinnai,2024,1,Italia,13011,38.7
Sinnai,2024,2,Germania,7095,21.1
Sinnai,2024,3,Francia,2123,6.31
Sinnai,2024,4,Svizzera (incluso Liechtenstein),2047,6.09
Sinnai,2024,5,Polonia,1194,3.55
Sinnai,2025,1,Italia,19392,37.21
Sinnai,2025,2,Germania,11875,22.78
Sinnai,2025,3,Francia,3727,7.15
Sinnai,2025,4,Svizzera (incluso Liechtenstein),2708,5.2
Sinnai,2025,5,Polonia,1715,3.29
Siurgus Donigala,2023,1,Italia,74,27.61
Siurgus Donigala,2023,2,Germania,64,23.88
Siurgus Donigala,2023,3,Francia,52,19.4
Siurgus Donigala,2023,4,Spagna,22,8.21
Siurgus Donigala,2023,5,Croazia,12,4.48
Siurgus Donigala,2024,1,Italia,65,32.99
Siurgus Donigala,2024,2,Germania,31,15.74
Siurgus Donigala,2024,3,Francia,21,10.66
Siurgus Donigala,2024,4,Spagna,19,9.64
Siurgus Donigala,2024,5,Grecia,12,6.09
Siurgus Donigala,2025,1,Italia,96,48.98
Siurgus Donigala,2025,2,Polonia,27,13.78
Siurgus Donigala,2025,3,Spagna,17,8.67
Siurgus Donigala,2025,4,Belgio,12,6.12
Siurgus Donigala,2025,5,Francia,9,4.59
Solarussa,2022,1,Italia,382,42.63
Solarussa,2022,2,Francia,106,11.83
Solarussa,2022,3,Germania,100,11.16
Solarussa,2022,4,Austria,66,7.37
Solarussa,2022,5,Paesi Bassi,41,4.58
Solarussa,2023,1,Italia,381,29.77
Solarussa,2023,2,Germania,196,15.31
Solarussa,2023,3,Francia,190,14.84
Solarussa,2023,4,Belgio,87,6.8
Solarussa,2023,5,Spagna,86,6.72
Solarussa,2024,1,Italia,450,24.25
Solarussa,2024,2,Francia,358,19.29
Solarussa,2024,3,Altri Paesi Europei,302,16.27
Solarussa,2024,4,Germania,270,14.55
Solarussa,2024,5,Belgio,101,5.44
Solarussa,2025,1,Italia,665,31.61
Solarussa,2025,2,Francia,542,25.76
Solarussa,2025,3,Germania,304,14.45
Solarussa,2025,4,Polonia,108,5.13
Solarussa,2025,5,Svizzera (incluso Liechtenstein),73,3.47
Soleminis,2023,1,Italia,205,44.76
Soleminis,2023,2,Francia,58,12.66
Soleminis,2023,3,Germania,42,9.17
Soleminis,2023,4,Spagna,40,8.73
Soleminis,2023,5,Paesi Bassi,36,7.86
Soleminis,2024,1,Italia,174,46.28
Soleminis,2024,2,Germania,34,9.04
Soleminis,2024,3,Svizzera (incluso Liechtenstein),32,8.51
Soleminis,2024,4,Polonia,27,7.18
Soleminis,2024,5,Portogallo,20,5.32
Soleminis,2025,1,Italia,523,46.28
Soleminis,2025,2,Francia,133,11.77
Soleminis,2025,3,Germania,120,10.62
Soleminis,2025,4,Spagna,108,9.56
Soleminis,2025,5,Paesi Bassi,79,6.99
Sorgono,2022,1,Italia,480,51.78
Sorgono,2022,2,Francia,135,14.56
Sorgono,2022,3,Germania,57,6.15
Sorgono,2022,4,Spagna,56,6.04
Sorgono,2022,5,Svizzera (incluso Liechtenstein),41,4.42
Sorgono,2023,1,Italia,558,55.91
Sorgono,2023,2,Germania,125,12.53
Sorgono,2023,3,Paesi Bassi,80,8.02
Sorgono,2023,4,Francia,63,6.31
Sorgono,2023,5,Austria,32,3.21
Sorgono,2024,1,Italia,394,59.25
Sorgono,2024,2,Francia,51,7.67
Sorgono,2024,3,Germania,47,7.07
Sorgono,2024,4,Paesi Bassi,46,6.92
Sorgono,2024,5,Polonia,20,3.01
Sorgono,2025,1,Italia,757,54.54
Sorgono,2025,2,Germania,185,13.33
Sorgono,2025,3,Francia,120,8.65
Sorgono,2025,4,Regno Unito,56,4.03
Sorgono,2025,5,Paesi Bassi,48,3.46
Sorradile,2024,1,Italia,85,72.03
Sorradile,2024,2,Francia,16,13.56
Sorradile,2024,3,Regno Unito,7,5.93
Sorradile,2024,4,Spagna,6,5.08
Sorradile,2024,5,Croazia,4,3.39
Sorradile,2025,1,Italia,486,79.28
Sorradile,2025,2,Islanda,30,4.89
Sorradile,2025,3,Romania,28,4.57
Sorradile,2025,4,Regno Unito,25,4.08
Sorradile,2025,5,Egitto,23,3.75
Sorso,2022,1,Italia,80866,61.92
Sorso,2022,2,Francia,21333,16.33
Sorso,2022,3,Germania,5415,4.15
Sorso,2022,4,Austria,5217,3.99
Sorso,2022,5,Polonia,3306,2.53
Sorso,2023,1,Italia,30882,45.85
Sorso,2023,2,Francia,16685,24.77
Sorso,2023,3,Germania,6235,9.26
Sorso,2023,4,Spagna,3022,4.49
Sorso,2023,5,Svizzera (incluso Liechtenstein),1752,2.6
Sorso,2024,1,Italia,30529,36.19
Sorso,2024,2,Francia,25654,30.41
Sorso,2024,3,Germania,7812,9.26
Sorso,2024,4,Slovacchia,5283,6.26
Sorso,2024,5,Spagna,3296,3.91
Sorso,2025,1,Italia,40599,38.5
Sorso,2025,2,Francia,29347,27.83
Sorso,2025,3,Germania,11653,11.05
Sorso,2025,4,Spagna,5544,5.26
Sorso,2025,5,Svizzera (incluso Liechtenstein),2650,2.51
Stintino,2022,1,Italia,258828,81.02
Stintino,2022,2,Germania,11318,3.54
Stintino,2022,3,Francia,8728,2.73
Stintino,2022,4,Svizzera (incluso Liechtenstein),8107,2.54
Stintino,2022,5,Spagna,5523,1.73
Stintino,2023,1,Italia,254722,78.34
Stintino,2023,2,Germania,15306,4.71
Stintino,2023,3,Francia,8629,2.65
Stintino,2023,4,Svizzera (incluso Liechtenstein),8351,2.57
Stintino,2023,5,Spagna,8307,2.55
Stintino,2024,1,Italia,238061,73.31
Stintino,2024,2,Germania,18561,5.72
Stintino,2024,3,Francia,10395,3.2
Stintino,2024,4,Spagna,8795,2.71
Stintino,2024,5,Svizzera (incluso Liechtenstein),8091,2.49
Stintino,2025,1,Italia,264282,68.76
Stintino,2025,2,Germania,24430,6.36
Stintino,2025,3,Francia,15058,3.92
Stintino,2025,4,Spagna,11524,3.0
Stintino,2025,5,Svizzera (incluso Liechtenstein),9875,2.57
Suni,2022,1,Italia,319,39.97
Suni,2022,2,Francia,220,27.57
Suni,2022,3,Spagna,172,21.55
Suni,2022,4,Polonia,19,2.38
Suni,2022,5,Belgio,15,1.88
Suni,2023,1,Italia,317,37.08
Suni,2023,2,Francia,203,23.74
Suni,2023,3,Germania,80,9.36
Suni,2023,4,Spagna,78,9.12
Suni,2023,5,Belgio,36,4.21
Suni,2024,1,Italia,292,36.68
Suni,2024,2,Francia,223,28.02
Suni,2024,3,Belgio,72,9.05
Suni,2024,4,Spagna,56,7.04
Suni,2024,5,Germania,45,5.65
Suni,2025,1,Italia,517,34.08
Suni,2025,2,Germania,387,25.51
Suni,2025,3,Francia,162,10.68
Suni,2025,4,Polonia,105,6.92
Suni,2025,5,Spagna,71,4.68
Talana,2023,1,Svizzera (incluso Liechtenstein),125,21.44
Talana,2023,2,Malta,120,20.58
Talana,2023,3,Italia,92,15.78
Talana,2023,4,Regno Unito,86,14.75
Talana,2023,5,Germania,34,5.83
Talana,2024,1,Italia,178,43.73
Talana,2024,2,Germania,110,27.03
Talana,2024,3,Svizzera (incluso Liechtenstein),50,12.29
Talana,2024,4,Stati Uniti d'America,35,8.6
Talana,2024,5,Francia,12,2.95
Talana,2025,1,Italia,111,34.58
Talana,2025,2,Francia,80,24.92
Talana,2025,3,Germania,60,18.69
Talana,2025,4,Svizzera (incluso Liechtenstein),43,13.4
Talana,2025,5,Stati Uniti d'America,14,4.36
Telti,2022,1,Italia,1005,49.83
Telti,2022,2,Germania,283,14.03
Telti,2022,3,Francia,179,8.87
Telti,2022,4,Regno Unito,150,7.44
Telti,2022,5,Spagna,101,5.01
Telti,2023,1,Italia,720,31.09
Telti,2023,2,Germania,299,12.91
Telti,2023,3,Francia,292,12.61
Telti,2023,4,Regno Unito,278,12.0
Telti,2023,5,Paesi Bassi,189,8.16
Telti,2024,1,Italia,1107,27.62
Telti,2024,2,Germania,599,14.95
Telti,2024,3,Francia,587,14.65
Telti,2024,4,Spagna,304,7.58
Telti,2024,5,Regno Unito,225,5.61
Telti,2025,1,Italia,1835,30.88
Telti,2025,2,Germania,987,16.61
Telti,2025,3,Francia,970,16.32
Telti,2025,4,Paesi Bassi,356,5.99
Telti,2025,5,Regno Unito,298,5.01
Tempio Pausania,2022,1,Italia,14333,56.25
Tempio Pausania,2022,2,Polonia,2357,9.25
Tempio Pausania,2022,3,Germania,1949,7.65
Tempio Pausania,2022,4,Francia,1391,5.46
Tempio Pausania,2022,5,Paesi Bassi,1269,4.98
Tempio Pausania,2023,1,Italia,18235,47.5
Tempio Pausania,2023,2,Polonia,3623,9.44
Tempio Pausania,2023,3,Paesi Bassi,3228,8.41
Tempio Pausania,2023,4,Germania,2801,7.3
Tempio Pausania,2023,5,Francia,2690,7.01
Tempio Pausania,2024,1,Italia,18052,47.58
Tempio Pausania,2024,2,Paesi Bassi,3555,9.37
Tempio Pausania,2024,3,Germania,3351,8.83
Tempio Pausania,2024,4,Francia,3035,8.0
Tempio Pausania,2024,5,Polonia,2763,7.28
Tempio Pausania,2025,1,Italia,20782,51.54
Tempio Pausania,2025,2,Francia,3569,8.85
Tempio Pausania,2025,3,Germania,3314,8.22
Tempio Pausania,2025,4,Paesi Bassi,3176,7.88
Tempio Pausania,2025,5,Polonia,1993,4.94
Tergu,2022,1,Italia,1033,29.03
Tergu,2022,2,Francia,801,22.51
Tergu,2022,3,Germania,533,14.98
Tergu,2022,4,Spagna,384,10.79
Tergu,2022,5,Ucraina,132,3.71
Tergu,2023,1,Spagna,2431,26.86
Tergu,2023,2,Italia,1982,21.9
Tergu,2023,3,Francia,1328,14.67
Tergu,2023,4,Germania,1010,11.16
Tergu,2023,5,Paesi Bassi,375,4.14
Tergu,2024,1,Italia,2532,20.59
Tergu,2024,2,Francia,2444,19.88
Tergu,2024,3,Spagna,1926,15.66
Tergu,2024,4,Germania,1474,11.99
Tergu,2024,5,Polonia,825,6.71
Tergu,2025,1,Francia,2553,26.98
Tergu,2025,2,Italia,2225,23.51
Tergu,2025,3,Ungheria,1328,14.03
Tergu,2025,4,Spagna,1014,10.71
Tergu,2025,5,Germania,760,8.03
Terralba,2022,1,Italia,1467,63.42
Terralba,2022,2,Germania,194,8.39
Terralba,2022,3,Francia,183,7.91
Terralba,2022,4,Polonia,99,4.28
Terralba,2022,5,Australia,94,4.06
Terralba,2023,1,Italia,2387,66.51
Terralba,2023,2,Germania,290,8.08
Terralba,2023,3,Francia,206,5.74
Terralba,2023,4,Spagna,128,3.57
Terralba,2023,5,Belgio,71,1.98
Terralba,2024,1,Italia,3059,72.57
Terralba,2024,2,Francia,341,8.09
Terralba,2024,3,Germania,215,5.1
Terralba,2024,4,Spagna,146,3.46
Terralba,2024,5,Polonia,71,1.68
Terralba,2025,1,Italia,4024,69.66
Terralba,2025,2,Francia,377,6.53
Terralba,2025,3,Germania,314,5.44
Terralba,2025,4,Slovenia,158,2.73
Terralba,2025,5,Spagna,133,2.3
Tertenia,2022,1,Germania,9268,31.97
Tertenia,2022,2,Italia,8210,28.32
Tertenia,2022,3,Francia,2284,7.88
Tertenia,2022,4,Svizzera (incluso Liechtenstein),1708,5.89
Tertenia,2022,5,Polonia,1286,4.44
Tertenia,2023,1,Italia,14377,31.77
Tertenia,2023,2,Germania,13180,29.12
Tertenia,2023,3,Francia,4004,8.85
Tertenia,2023,4,Svizzera (incluso Liechtenstein),2950,6.52
Tertenia,2023,5,Austria,1351,2.99
Tertenia,2024,1,Germania,19533,32.6
Tertenia,2024,2,Italia,15652,26.12
Tertenia,2024,3,Francia,4688,7.82
Tertenia,2024,4,Svizzera (incluso Liechtenstein),3794,6.33
Tertenia,2024,5,Polonia,2292,3.83
Tertenia,2025,1,Germania,27493,36.63
Tertenia,2025,2,Italia,14724,19.62
Tertenia,2025,3,Francia,6680,8.9
Tertenia,2025,4,Svizzera (incluso Liechtenstein),5774,7.69
Tertenia,2025,5,Paesi Bassi,2568,3.42
Teti,2023,1,Italia,105,100.0
Teti,2024,1,Italia,245,72.49
Teti,2024,2,Egitto,66,19.53
Teti,2024,3,Paesi Bassi,20,5.92
Teti,2024,4,Altri Paesi dell'Asia,2,0.59
Teti,2024,5,Germania,2,0.59
Teti,2025,1,Italia,74,79.57
Teti,2025,2,Francia,10,10.75
Teti,2025,3,Paesi Bassi,7,7.53
Teti,2025,4,Croazia,2,2.15
Teulada,2022,1,Italia,22090,60.33
Teulada,2022,2,Francia,3928,10.73
Teulada,2022,3,Germania,3491,9.53
Teulada,2022,4,Svizzera (incluso Liechtenstein),1311,3.58
Teulada,2022,5,Belgio,679,1.85
Teulada,2023,1,Italia,23015,56.72
Teulada,2023,2,Francia,4261,10.5
Teulada,2023,3,Germania,3826,9.43
Teulada,2023,4,Svizzera (incluso Liechtenstein),1513,3.73
Teulada,2023,5,Regno Unito,1206,2.97
Teulada,2024,1,Italia,26739,53.91
Teulada,2024,2,Germania,5666,11.42
Teulada,2024,3,Francia,4672,9.42
Teulada,2024,4,Regno Unito,1438,2.9
Teulada,2024,5,Svizzera (incluso Liechtenstein),1333,2.69
Teulada,2025,1,Italia,36329,56.96
Teulada,2025,2,Germania,7155,11.22
Teulada,2025,3,Francia,5691,8.92
Teulada,2025,4,Svizzera (incluso Liechtenstein),2114,3.31
Teulada,2025,5,Polonia,1389,2.18
Thiesi,2022,1,Italia,2254,81.37
Thiesi,2022,2,Spagna,150,5.42
Thiesi,2022,3,Francia,130,4.69
Thiesi,2022,4,Svizzera (incluso Liechtenstein),87,3.14
Thiesi,2022,5,Ucraina,49,1.77
Thiesi,2023,1,Italia,1493,80.53
Thiesi,2023,2,Svizzera (incluso Liechtenstein),77,4.15
Thiesi,2023,3,Francia,74,3.99
Thiesi,2023,4,Belgio,39,2.1
Thiesi,2023,5,Spagna,38,2.05
Thiesi,2024,1,Italia,1862,86.16
Thiesi,2024,2,Francia,103,4.77
Thiesi,2024,3,Spagna,34,1.57
Thiesi,2024,4,Regno Unito,33,1.53
Thiesi,2024,5,Svizzera (incluso Liechtenstein),32,1.48
Thiesi,2025,1,Italia,1841,92.42
Thiesi,2025,2,Svizzera (incluso Liechtenstein),35,1.76
Thiesi,2025,3,Ucraina,28,1.41
Thiesi,2025,4,Francia,23,1.15
Thiesi,2025,5,Stati Uniti d'America,14,0.7
Tinnura,2024,1,Germania,64,54.7
Tinnura,2024,2,Francia,19,16.24
Tinnura,2024,3,Belgio,15,12.82
Tinnura,2024,4,Paesi Bassi,8,6.84
Tinnura,2024,5,Italia,7,5.98
Tinnura,2025,1,Italia,108,34.07
Tinnura,2025,2,Francia,75,23.66
Tinnura,2025,3,Germania,33,10.41
Tinnura,2025,4,Repubblica Ceca,16,5.05
Tinnura,2025,5,Paesi Bassi,14,4.42
Tissi,2023,1,Francia,30,38.46
Tissi,2023,2,Italia,16,20.51
