comune,anno,mese,letti_totali,superficie_kmq,densita_ricettiva,copertura_sufficiente
Arzana,2022,12,73,162.755,0.45,True
Assemini,2022,1,655,118.322,5.54,True
Assemini,2022,2,655,118.322,5.54,True
Assemini,2022,3,655,118.322,5.54,True
Assemini,2022,4,655,118.322,5.54,True
Assemini,2022,5,655,118.322,5.54,True
Assemini,2022,6,655,118.322,5.54,True
Assemini,2022,7,655,118.322,5.54,True
Assemini,2022,8,655,118.322,5.54,True
Assemini,2022,9,655,118.322,5.54,True
Assemini,2022,10,655,118.322,5.54,True
Assemini,2022,11,655,118.322,5.54,True
Assemini,2022,12,655,118.322,5.54,True
Assolo,2022,1,18,16.337,1.1,True
Assolo,2022,2,18,16.337,1.1,True
Assolo,2022,3,18,16.337,1.1,True
Assolo,2022,4,18,16.337,1.1,True
Assolo,2022,5,18,16.337,1.1,True
Assolo,2022,6,18,16.337,1.1,True
Assolo,2022,7,18,16.337,1.1,True
Assolo,2022,8,18,16.337,1.1,True
Assolo,2022,9,18,16.337,1.1,True
Assolo,2022,10,18,16.337,1.1,True
Assolo,2022,11,18,16.337,1.1,True
Assolo,2022,12,18,16.337,1.1,True
Asuni,2022,1,0,21.328,0.0,False
Asuni,2022,2,0,21.328,0.0,False
Asuni,2022,3,0,21.328,0.0,False
Asuni,2022,4,0,21.328,0.0,False
Asuni,2022,5,0,21.328,0.0,False
Asuni,2022,6,0,21.328,0.0,False
Asuni,2022,7,0,21.328,0.0,False
Asuni,2022,8,0,21.328,0.0,False
Asuni,2022,9,0,21.328,0.0,False
Asuni,2022,10,0,21.328,0.0,False
Asuni,2022,11,0,21.328,0.0,False
Asuni,2022,12,0,21.328,0.0,False
Atzara,2022,1,24,35.952,0.67,True
Atzara,2022,2,24,35.952,0.67,True
Atzara,2022,3,24,35.952,0.67,True
Atzara,2022,4,24,35.952,0.67,True
Atzara,2022,5,24,35.952,0.67,True
Atzara,2022,6,24,35.952,0.67,True
Atzara,2022,7,24,35.952,0.67,True
Atzara,2022,8,24,35.952,0.67,True
Atzara,2022,9,24,35.952,0.67,True
Atzara,2022,10,24,35.952,0.67,True
Atzara,2022,11,24,35.952,0.67,True
Atzara,2022,12,24,35.952,0.67,True
Austis,2022,1,48,50.748,0.95,True
Austis,2022,2,48,50.748,0.95,True
Austis,2022,3,48,50.748,0.95,True
Austis,2022,4,48,50.748,0.95,True
Austis,2022,5,48,50.748,0.95,True
Austis,2022,6,48,50.748,0.95,True
Austis,2022,7,48,50.748,0.95,True
Austis,2022,8,48,50.748,0.95,True
Austis,2022,9,48,50.748,0.95,True
Austis,2022,10,48,50.748,0.95,True
Austis,2022,11,48,50.748,0.95,True
Austis,2022,12,48,50.748,0.95,True
Badesi,2022,1,4953,31.463,157.42,True
Badesi,2022,2,4953,31.463,157.42,True
Badesi,2022,3,4953,31.463,157.42,True
Badesi,2022,4,4953,31.463,157.42,True
Badesi,2022,5,4953,31.463,157.42,True
Badesi,2022,6,4953,31.463,157.42,True
Badesi,2022,7,4953,31.463,157.42,True
Badesi,2022,8,4953,31.463,157.42,True
Badesi,2022,9,4953,31.463,157.42,True
Badesi,2022,10,4953,31.463,157.42,True
Badesi,2022,11,4953,31.463,157.42,True
Badesi,2022,12,4953,31.463,157.42,True
Ballao,2022,1,8,46.108,0.17,True
Ballao,2022,2,8,46.108,0.17,True
Ballao,2022,3,8,46.108,0.17,True
Ballao,2022,4,8,46.108,0.17,True
Ballao,2022,5,8,46.108,0.17,True
Ballao,2022,6,8,46.108,0.17,True
Ballao,2022,7,8,46.108,0.17,True
Ballao,2022,8,8,46.108,0.17,True
Ballao,2022,9,8,46.108,0.17,True
Ballao,2022,10,8,46.108,0.17,True
Ballao,2022,11,8,46.108,0.17,True
Ballao,2022,12,8,46.108,0.17,True
Banari,2022,1,11,21.362,0.51,True
Banari,2022,2,11,21.362,0.51,True
Banari,2022,3,11,21.362,0.51,True
Banari,2022,4,11,21.362,0.51,True
Banari,2022,5,11,21.362,0.51,True
Banari,2022,6,11,21.362,0.51,True
Banari,2022,7,11,21.362,0.51,True
Banari,2022,8,11,21.362,0.51,True
Banari,2022,9,11,21.362,0.51,True
Banari,2022,10,11,21.362,0.51,True
Banari,2022,11,11,21.362,0.51,True
Banari,2022,12,11,21.362,0.51,True
Baradili,2022,1,24,5.638,4.26,True
Baradili,2022,2,24,5.638,4.26,True
Baradili,2022,3,24,5.638,4.26,True
Baradili,2022,4,24,5.638,4.26,True
Baradili,2022,5,24,5.638,4.26,True
Baradili,2022,6,24,5.638,4.26,True
Baradili,2022,7,24,5.638,4.26,True
Baradili,2022,8,24,5.638,4.26,True
Baradili,2022,9,24,5.638,4.26,True
Baradili,2022,10,24,5.638,4.26,True
Baradili,2022,11,24,5.638,4.26,True
Baradili,2022,12,24,5.638,4.26,True
Baratili San Pietro,2022,1,92,6.002,15.33,True
Baratili San Pietro,2022,2,92,6.002,15.33,True
Baratili San Pietro,2022,3,92,6.002,15.33,True
Baratili San Pietro,2022,4,92,6.002,15.33,True
Baratili San Pietro,2022,5,92,6.002,15.33,True
Baratili San Pietro,2022,6,92,6.002,15.33,True
Baratili San Pietro,2022,7,92,6.002,15.33,True
Baratili San Pietro,2022,8,92,6.002,15.33,True
Baratili San Pietro,2022,9,92,6.002,15.33,True
Baratili San Pietro,2022,10,92,6.002,15.33,True
Baratili San Pietro,2022,11,92,6.002,15.33,True
Baratili San Pietro,2022,12,92,6.002,15.33,True
Baressa,2022,1,27,12.537,2.15,True
Baressa,2022,2,27,12.537,2.15,True
Baressa,2022,3,27,12.537,2.15,True
Baressa,2022,4,27,12.537,2.15,True
Baressa,2022,5,27,12.537,2.15,True
Baressa,2022,6,27,12.537,2.15,True
