comune,anno,mese,densita_turistica,densita_turistica_norm,intensita_turistica_presenze,intensita_turistica_norm,densita_ricettiva,densita_ricettiva_norm,utilizzazione_lorda_pct,utilizzazione_lorda_norm,indice_overtourism,n_indicatori_disponibili
Abbasanta,2024,1,,,,,1.61,0.0079,12.96,0.4375,0.0588,2.0
Abbasanta,2024,2,1.26,0.0007,0.0195,0.0006,1.61,0.0079,12.96,0.4375,0.0062,4.0
Abbasanta,2024,3,5.7,0.0033,0.0884,0.0029,1.61,0.0079,12.96,0.4375,0.0135,4.0
Abbasanta,2024,4,7.43,0.0043,0.1153,0.0038,1.61,0.0079,12.96,0.4375,0.0154,4.0
Abbasanta,2024,5,7.26,0.0042,0.1126,0.0037,1.61,0.0079,12.96,0.4375,0.0152,4.0
Abbasanta,2024,6,7.56,0.0044,0.1173,0.0039,1.61,0.0079,12.96,0.4375,0.0156,4.0
Abbasanta,2024,7,11.15,0.0065,0.173,0.0057,1.61,0.0079,12.96,0.4375,0.0189,4.0
Abbasanta,2024,8,14.59,0.0085,0.2263,0.0075,1.61,0.0079,12.96,0.4375,0.0217,4.0
Abbasanta,2024,9,10.32,0.006,0.1601,0.0053,1.61,0.0079,12.96,0.4375,0.0182,4.0
Abbasanta,2024,10,6.38,0.0037,0.0989,0.0033,1.61,0.0079,12.96,0.4375,0.0143,4.0
Abbasanta,2024,11,2.01,0.0012,0.0312,0.001,1.61,0.0079,12.96,0.4375,0.008,4.0
Abbasanta,2024,12,2.39,0.0014,0.037,0.0012,1.61,0.0079,12.96,0.4375,0.0087,4.0
Aggius,2024,1,0.01,0.0,0.0008,0.0,2.24,0.0109,1.2,0.0405,0.0,4.0
Aggius,2024,2,0.01,0.0,0.0007,0.0,2.24,0.0109,1.2,0.0405,0.0,4.0
Aggius,2024,3,0.02,0.0,0.001,0.0,2.24,0.0109,1.2,0.0405,0.0,4.0
Aggius,2024,4,0.22,0.0001,0.0137,0.0005,2.24,0.0109,1.2,0.0405,0.0022,4.0
Aggius,2024,5,0.63,0.0004,0.0386,0.0013,2.24,0.0109,1.2,0.0405,0.0039,4.0
Aggius,2024,6,0.91,0.0005,0.0559,0.0018,2.24,0.0109,1.2,0.0405,0.0045,4.0
Aggius,2024,7,2.2,0.0013,0.1351,0.0044,2.24,0.0109,1.2,0.0405,0.0071,4.0
Aggius,2024,8,4.59,0.0027,0.2811,0.0093,2.24,0.0109,1.2,0.0405,0.0103,4.0
Aggius,2024,9,1.11,0.0006,0.0678,0.0022,2.24,0.0109,1.2,0.0405,0.0049,4.0
Aggius,2024,10,0.03,0.0,0.0016,0.0001,2.24,0.0109,1.2,0.0405,0.0,4.0
Aggius,2024,11,0.01,0.0,0.0008,0.0,2.24,0.0109,1.2,0.0405,0.0,4.0
Aggius,2024,12,0.11,0.0001,0.0067,0.0002,2.24,0.0109,1.2,0.0405,0.0017,4.0
Aglientu,2024,1,0.36,0.0002,0.0459,0.0015,44.78,0.2186,13.46,0.4544,0.0131,4.0
Aglientu,2024,2,,,,,44.78,0.2186,13.46,0.4544,0.3152,2.0
Aglientu,2024,3,1.01,0.0006,0.1274,0.0042,44.78,0.2186,13.46,0.4544,0.0224,4.0
Aglientu,2024,4,7.77,0.0045,0.9788,0.0322,44.78,0.2186,13.46,0.4544,0.0616,4.0
Aglientu,2024,5,88.63,0.0518,11.1716,0.3679,44.78,0.2186,13.46,0.4544,0.2086,4.0
Aglientu,2024,6,243.84,0.1426,30.7349,1.0,44.78,0.2186,13.46,0.4544,0.345,4.0
Aglientu,2024,7,621.87,0.3636,78.3849,1.0,44.78,0.2186,13.46,0.4544,0.4359,4.0
Aglientu,2024,8,812.64,0.4751,102.4308,1.0,44.78,0.2186,13.46,0.4544,0.4661,4.0
Aglientu,2024,9,348.68,0.2039,43.9507,1.0,44.78,0.2186,13.46,0.4544,0.3772,4.0
Aglientu,2024,10,72.18,0.0422,9.0977,0.2996,44.78,0.2186,13.46,0.4544,0.1883,4.0
Aglientu,2024,11,2.17,0.0013,0.2736,0.009,44.78,0.2186,13.46,0.4544,0.0328,4.0
Aglientu,2024,12,1.38,0.0008,0.1742,0.0057,44.78,0.2186,13.46,0.4544,0.0259,4.0
Aidomaggiore,2024,1,0.01,0.0,0.0014,0.0,0.19,0.0009,7.88,0.266,0.0,4.0
Aidomaggiore,2024,2,0.01,0.0,0.0013,0.0,0.19,0.0009,7.88,0.266,0.0,4.0
Aidomaggiore,2024,3,0.02,0.0,0.0018,0.0001,0.19,0.0009,7.88,0.266,0.0,4.0
Aidomaggiore,2024,4,0.03,0.0,0.0029,0.0001,0.19,0.0009,7.88,0.266,0.0,4.0
Aidomaggiore,2024,5,0.03,0.0,0.0032,0.0001,0.19,0.0009,7.88,0.266,0.0,4.0
Aidomaggiore,2024,6,0.06,0.0,0.0062,0.0002,0.19,0.0009,7.88,0.266,0.0,4.0
Aidomaggiore,2024,7,0.66,0.0004,0.0712,0.0023,0.19,0.0009,7.88,0.266,0.0039,4.0
Aidomaggiore,2024,8,2.5,0.0015,0.2703,0.0089,0.19,0.0009,7.88,0.266,0.0075,4.0
Aidomaggiore,2024,9,1.09,0.0006,0.1173,0.0039,0.19,0.0009,7.88,0.266,0.0049,4.0
Aidomaggiore,2024,10,0.8,0.0005,0.0866,0.0029,0.19,0.0009,7.88,0.266,0.0043,4.0
Aidomaggiore,2024,11,0.35,0.0002,0.0381,0.0013,0.19,0.0009,7.88,0.266,0.0028,4.0
Aidomaggiore,2024,12,0.02,0.0,0.0019,0.0001,0.19,0.0009,7.88,0.266,0.0,4.0
Albagiara,2024,1,,,,,0.44,0.0021,0.0,0.0,0.0,2.0
Albagiara,2024,2,,,,,0.44,0.0021,0.0,0.0,0.0,2.0
Albagiara,2024,3,,,,,0.44,0.0021,0.0,0.0,0.0,2.0
Albagiara,2024,4,,,,,0.44,0.0021,0.0,0.0,0.0,2.0
Albagiara,2024,5,,,,,0.44,0.0021,0.0,0.0,0.0,2.0
Albagiara,2024,6,,,,,0.44,0.0021,0.0,0.0,0.0,2.0
Albagiara,2024,7,,,,,0.44,0.0021,0.0,0.0,0.0,2.0
Albagiara,2024,8,,,,,0.44,0.0021,0.0,0.0,0.0,2.0
Albagiara,2024,9,,,,,0.44,0.0021,0.0,0.0,0.0,2.0
Albagiara,2024,10,,,,,0.44,0.0021,0.0,0.0,0.0,2.0
Albagiara,2024,11,,,,,0.44,0.0021,0.0,0.0,0.0,2.0
Albagiara,2024,12,,,,,0.44,0.0021,0.0,0.0,0.0,2.0
Ales,2024,1,0.75,0.0004,0.0132,0.0004,2.12,0.0104,4.76,0.1607,0.004,4.0
Ales,2024,2,0.93,0.0005,0.0164,0.0005,2.12,0.0104,4.76,0.1607,0.0045,4.0
Ales,2024,3,1.03,0.0006,0.0181,0.0006,2.12,0.0104,4.76,0.1607,0.005,4.0
Ales,2024,4,3.44,0.002,0.0607,0.002,2.12,0.0104,4.76,0.1607,0.009,4.0
Ales,2024,5,1.96,0.0011,0.0346,0.0011,2.12,0.0104,4.76,0.1607,0.0067,4.0
Ales,2024,6,4.76,0.0028,0.0842,0.0028,2.12,0.0104,4.76,0.1607,0.0107,4.0
Ales,2024,7,4.94,0.0029,0.0873,0.0029,2.12,0.0104,4.76,0.1607,0.0109,4.0
Ales,2024,8,10.62,0.0062,0.1876,0.0062,2.12,0.0104,4.76,0.1607,0.0159,4.0
Ales,2024,9,3.38,0.002,0.0598,0.002,2.12,0.0104,4.76,0.1607,0.009,4.0
Ales,2024,10,1.9,0.0011,0.0336,0.0011,2.12,0.0104,4.76,0.1607,0.0067,4.0
Ales,2024,11,3.05,0.0018,0.0538,0.0018,2.12,0.0104,4.76,0.1607,0.0086,4.0
Ales,2024,12,0.04,0.0,0.0007,0.0,2.12,0.0104,4.76,0.1607,0.0,4.0
Alghero,2024,1,38.56,0.0225,0.2056,0.0068,120.36,0.5876,16.05,0.5419,0.0835,4.0
Alghero,2024,2,35.34,0.0207,0.1884,0.0062,120.36,0.5876,16.05,0.5419,0.08,4.0
Alghero,2024,3,68.9,0.0403,0.3674,0.0121,120.36,0.5876,16.05,0.5419,0.1116,4.0
Alghero,2024,4,321.93,0.1882,1.7164,0.0565,120.36,0.5876,16.05,0.5419,0.2412,4.0
Alghero,2024,5,670.72,0.3921,3.5761,0.1178,120.36,0.5876,16.05,0.5419,0.3482,4.0
Alghero,2024,6,1021.08,0.597,5.4441,0.1793,120.36,0.5876,16.05,0.5419,0.4297,4.0
Alghero,2024,7,1426.9,0.8342,7.6078,0.2505,120.36,0.5876,16.05,0.5419,0.5079,4.0
Alghero,2024,8,1612.81,0.9429,8.599,0.2831,120.36,0.5876,16.05,0.5419,0.5399,4.0
Alghero,2024,9,1184.05,0.6922,6.3129,0.2079,120.36,0.5876,16.05,0.5419,0.4627,4.0
Alghero,2024,10,548.69,0.3208,2.9254,0.0963,120.36,0.5876,16.05,0.5419,0.3149,4.0
Alghero,2024,11,59.4,0.0347,0.3167,0.0104,120.36,0.5876,16.05,0.5419,0.1035,4.0
Alghero,2024,12,63.79,0.0373,0.3401,0.0112,120.36,0.5876,16.05,0.5419,0.1074,4.0
Allai,2024,1,0.05,0.0,0.0037,0.0001,1.16,0.0057,0.36,0.0122,0.0,4.0
Allai,2024,2,0.04,0.0,0.0035,0.0001,1.16,0.0057,0.36,0.0122,0.0,4.0
Allai,2024,3,0.06,0.0,0.0048,0.0002,1.16,0.0057,0.36,0.0122,0.0,4.0
Allai,2024,4,0.1,0.0001,0.0078,0.0003,1.16,0.0057,0.36,0.0122,0.0012,4.0
Allai,2024,5,0.11,0.0001,0.0087,0.0003,1.16,0.0057,0.36,0.0122,0.0012,4.0
Allai,2024,6,0.21,0.0001,0.0167,0.0005,1.16,0.0057,0.36,0.0122,0.0014,4.0
Allai,2024,7,0.29,0.0002,0.0226,0.0007,1.16,0.0057,0.36,0.0122,0.0018,4.0
Allai,2024,8,0.29,0.0002,0.023,0.0008,1.16,0.0057,0.36,0.0122,0.0018,4.0
Allai,2024,9,0.16,0.0001,0.0128,0.0004,1.16,0.0057,0.36,0.0122,0.0013,4.0
Allai,2024,10,0.1,0.0001,0.0078,0.0003,1.16,0.0057,0.36,0.0122,0.0012,4.0
Allai,2024,11,0.05,0.0,0.004,0.0001,1.16,0.0057,0.36,0.0122,0.0,4.0
Allai,2024,12,0.06,0.0,0.005,0.0002,1.16,0.0057,0.36,0.0122,0.0,4.0
Alà Dei Sardi,2024,1,0.01,0.0,0.0007,0.0,0.11,0.0005,1.59,0.0537,0.0,4.0
Alà Dei Sardi,2024,2,0.01,0.0,0.0006,0.0,0.11,0.0005,1.59,0.0537,0.0,4.0
Alà Dei Sardi,2024,3,0.01,0.0,0.0009,0.0,0.11,0.0005,1.59,0.0537,0.0,4.0
Alà Dei Sardi,2024,4,0.01,0.0,0.0015,0.0,0.11,0.0005,1.59,0.0537,0.0,4.0
Alà Dei Sardi,2024,5,0.01,0.0,0.0016,0.0001,0.11,0.0005,1.59,0.0537,0.0,4.0
Alà Dei Sardi,2024,6,0.03,0.0,0.0031,0.0001,0.11,0.0005,1.59,0.0537,0.0,4.0
Alà Dei Sardi,2024,7,0.35,0.0002,0.0391,0.0013,0.11,0.0005,1.59,0.0537,0.0016,4.0
Alà Dei Sardi,2024,8,0.04,0.0,0.0043,0.0001,0.11,0.0005,1.59,0.0537,0.0,4.0
Alà Dei Sardi,2024,9,0.12,0.0001,0.0136,0.0004,0.11,0.0005,1.59,0.0537,0.001,4.0
Alà Dei Sardi,2024,10,0.01,0.0,0.0015,0.0,0.11,0.0005,1.59,0.0537,0.0,4.0
Alà Dei Sardi,2024,11,0.01,0.0,0.0008,0.0,0.11,0.0005,1.59,0.0537,0.0,4.0
Alà Dei Sardi,2024,12,0.01,0.0,0.0009,0.0,0.11,0.0005,1.59,0.0537,0.0,4.0
Anela,2024,1,0.17,0.0001,0.0115,0.0004,0.16,0.0008,9.5,0.3207,0.0018,4.0
Anela,2024,2,0.16,0.0001,0.0107,0.0004,0.16,0.0008,9.5,0.3207,0.0018,4.0
Anela,2024,3,0.22,0.0001,0.0146,0.0005,0.16,0.0008,9.5,0.3207,0.0019,4.0
Anela,2024,4,0.37,0.0002,0.0241,0.0008,0.16,0.0008,9.5,0.3207,0.0025,4.0
Anela,2024,5,0.41,0.0002,0.0268,0.0009,0.16,0.0008,9.5,0.3207,0.0026,4.0
Anela,2024,6,0.79,0.0005,0.0516,0.0017,0.16,0.0008,9.5,0.3207,0.0038,4.0
Anela,2024,7,1.06,0.0006,0.0699,0.0023,0.16,0.0008,9.5,0.3207,0.0043,4.0
Anela,2024,8,1.08,0.0006,0.071,0.0023,0.16,0.0008,9.5,0.3207,0.0043,4.0
Anela,2024,9,0.6,0.0004,0.0393,0.0013,0.16,0.0008,9.5,0.3207,0.0034,4.0
Anela,2024,10,0.37,0.0002,0.024,0.0008,0.16,0.0008,9.5,0.3207,0.0025,4.0
Anela,2024,11,0.19,0.0001,0.0124,0.0004,0.16,0.0008,9.5,0.3207,0.0018,4.0
Anela,2024,12,0.24,0.0001,0.0156,0.0005,0.16,0.0008,9.5,0.3207,0.0019,4.0
Arborea,2024,1,2.31,0.0014,0.0587,0.0019,20.4,0.0996,12.47,0.421,0.0183,4.0
Arborea,2024,2,6.59,0.0039,0.1672,0.0055,20.4,0.0996,12.47,0.421,0.0308,4.0
Arborea,2024,3,4.48,0.0026,0.1136,0.0037,20.4,0.0996,12.47,0.421,0.0252,4.0
Arborea,2024,4,18.42,0.0108,0.4672,0.0154,20.4,0.0996,12.47,0.421,0.0514,4.0
Arborea,2024,5,71.29,0.0417,1.8079,0.0595,20.4,0.0996,12.47,0.421,0.101,4.0
Arborea,2024,6,128.1,0.0749,3.2486,0.107,20.4,0.0996,12.47,0.421,0.1354,4.0
Arborea,2024,7,205.22,0.12,5.2044,0.1714,20.4,0.0996,12.47,0.421,0.1714,4.0
Arborea,2024,8,255.73,0.1495,6.4851,0.2135,20.4,0.0996,12.47,0.421,0.1913,4.0
Arborea,2024,9,161.31,0.0943,4.0908,0.1347,20.4,0.0996,12.47,0.421,0.1519,4.0
Arborea,2024,10,65.59,0.0383,1.6633,0.0548,20.4,0.0996,12.47,0.421,0.0969,4.0
Arborea,2024,11,7.46,0.0044,0.1891,0.0062,20.4,0.0996,12.47,0.421,0.0327,4.0
Arborea,2024,12,1.74,0.001,0.0442,0.0015,20.4,0.0996,12.47,0.421,0.0158,4.0
Arbus,2024,1,0.68,0.0004,0.0323,0.0011,7.07,0.0345,10.32,0.3484,0.0085,4.0
Arbus,2024,2,1.01,0.0006,0.0483,0.0016,7.07,0.0345,10.32,0.3484,0.0104,4.0
Arbus,2024,3,2.63,0.0015,0.1253,0.0041,7.07,0.0345,10.32,0.3484,0.0165,4.0
Arbus,2024,4,7.33,0.0043,0.3489,0.0115,7.07,0.0345,10.32,0.3484,0.0278,4.0
Arbus,2024,5,19.92,0.0116,0.948,0.0312,7.07,0.0345,10.32,0.3484,0.0457,4.0
Arbus,2024,6,33.69,0.0197,1.6034,0.0528,7.07,0.0345,10.32,0.3484,0.0595,4.0
Arbus,2024,7,57.12,0.0334,2.7186,0.0895,7.07,0.0345,10.32,0.3484,0.0774,4.0
Arbus,2024,8,72.2,0.0422,3.436,0.1131,7.07,0.0345,10.32,0.3484,0.087,4.0
Arbus,2024,9,47.35,0.0277,2.2536,0.0742,7.07,0.0345,10.32,0.3484,0.0705,4.0
Arbus,2024,10,21.62,0.0126,1.0288,0.0339,7.07,0.0345,10.32,0.3484,0.0476,4.0
Arbus,2024,11,1.86,0.0011,0.0885,0.0029,7.07,0.0345,10.32,0.3484,0.014,4.0
Arbus,2024,12,0.81,0.0005,0.0387,0.0013,7.07,0.0345,10.32,0.3484,0.0094,4.0
Ardara,2024,1,,,,,0.1,0.0005,0.0,0.0,0.0,2.0
Ardara,2024,2,,,,,0.1,0.0005,0.0,0.0,0.0,2.0
Ardara,2024,3,,,,,0.1,0.0005,0.0,0.0,0.0,2.0
Ardara,2024,4,,,,,0.1,0.0005,0.0,0.0,0.0,2.0
Ardara,2024,5,,,,,0.1,0.0005,0.0,0.0,0.0,2.0
Ardara,2024,6,,,,,0.1,0.0005,0.0,0.0,0.0,2.0
Ardara,2024,7,,,,,0.1,0.0005,0.0,0.0,0.0,2.0
Ardara,2024,8,,,,,0.1,0.0005,0.0,0.0,0.0,2.0
Ardara,2024,9,,,,,0.1,0.0005,0.0,0.0,0.0,2.0
Ardara,2024,10,,,,,0.1,0.0005,0.0,0.0,0.0,2.0
Ardara,2024,11,,,,,0.1,0.0005,0.0,0.0,0.0,2.0
Ardara,2024,12,,,,,0.1,0.0005,0.0,0.0,0.0,2.0
Ardauli,2024,1,0.04,0.0,0.0011,0.0,0.19,0.0009,1.78,0.0601,0.0,4.0
Ardauli,2024,2,0.04,0.0,0.001,0.0,0.19,0.0009,1.78,0.0601,0.0,4.0
Ardauli,2024,3,0.05,0.0,0.0013,0.0,0.19,0.0009,1.78,0.0601,0.0,4.0
Ardauli,2024,4,0.08,0.0,0.0022,0.0001,0.19,0.0009,1.78,0.0601,0.0,4.0
Ardauli,2024,5,0.09,0.0001,0.0025,0.0001,0.19,0.0009,1.78,0.0601,0.0009,4.0
Ardauli,2024,6,0.18,0.0001,0.0048,0.0002,0.19,0.0009,1.78,0.0601,0.001,4.0
Ardauli,2024,7,0.24,0.0001,0.0064,0.0002,0.19,0.0009,1.78,0.0601,0.001,4.0
Ardauli,2024,8,0.24,0.0001,0.0065,0.0002,0.19,0.0009,1.78,0.0601,0.001,4.0
Ardauli,2024,9,0.13,0.0001,0.0036,0.0001,0.19,0.0009,1.78,0.0601,0.0009,4.0
Ardauli,2024,10,0.08,0.0,0.0022,0.0001,0.19,0.0009,1.78,0.0601,0.0,4.0
Ardauli,2024,11,0.04,0.0,0.0011,0.0,0.19,0.0009,1.78,0.0601,0.0,4.0
Ardauli,2024,12,0.05,0.0,0.0014,0.0,0.19,0.0009,1.78,0.0601,0.0,4.0
Aritzo,2024,1,0.81,0.0005,0.0503,0.0017,3.44,0.0168,4.09,0.1381,0.0067,4.0
Aritzo,2024,2,0.0,0.0,0.0002,0.0,3.44,0.0168,4.09,0.1381,0.0,4.0
Aritzo,2024,3,0.82,0.0005,0.0504,0.0017,3.44,0.0168,4.09,0.1381,0.0067,4.0
Aritzo,2024,4,3.29,0.0019,0.2034,0.0067,3.44,0.0168,4.09,0.1381,0.0131,4.0
Aritzo,2024,5,3.88,0.0023,0.2396,0.0079,3.44,0.0168,4.09,0.1381,0.0143,4.0
Aritzo,2024,6,3.3,0.0019,0.2039,0.0067,3.44,0.0168,4.09,0.1381,0.0131,4.0
Aritzo,2024,7,3.08,0.0018,0.1902,0.0063,3.44,0.0168,4.09,0.1381,0.0127,4.0
Aritzo,2024,8,15.73,0.0092,0.9717,0.032,3.44,0.0168,4.09,0.1381,0.0287,4.0
Aritzo,2024,9,5.69,0.0033,0.3516,0.0116,3.44,0.0168,4.09,0.1381,0.0173,4.0
Aritzo,2024,10,6.74,0.0039,0.4162,0.0137,3.44,0.0168,4.09,0.1381,0.0188,4.0
Aritzo,2024,11,6.07,0.0035,0.3749,0.0123,3.44,0.0168,4.09,0.1381,0.0178,4.0
Aritzo,2024,12,2.04,0.0012,0.126,0.0041,3.44,0.0168,4.09,0.1381,0.0103,4.0
Armungia,2024,1,0.02,0.0,0.0025,0.0001,0.56,0.0027,1.88,0.0635,0.0,4.0
Armungia,2024,2,0.02,0.0,0.0023,0.0001,0.56,0.0027,1.88,0.0635,0.0,4.0
Armungia,2024,3,0.02,0.0,0.0032,0.0001,0.56,0.0027,1.88,0.0635,0.0,4.0
Armungia,2024,4,0.04,0.0,0.0052,0.0002,0.56,0.0027,1.88,0.0635,0.0,4.0
Armungia,2024,5,0.04,0.0,0.0058,0.0002,0.56,0.0027,1.88,0.0635,0.0,4.0
Armungia,2024,6,0.08,0.0,0.0111,0.0004,0.56,0.0027,1.88,0.0635,0.0,4.0
Armungia,2024,7,0.62,0.0004,0.0853,0.0028,0.56,0.0027,1.88,0.0635,0.0037,4.0
Armungia,2024,8,2.88,0.0017,0.3988,0.0131,0.56,0.0027,1.88,0.0635,0.0079,4.0
Armungia,2024,9,0.06,0.0,0.0085,0.0003,0.56,0.0027,1.88,0.0635,0.0,4.0
Armungia,2024,10,0.04,0.0,0.0052,0.0002,0.56,0.0027,1.88,0.0635,0.0,4.0
Armungia,2024,11,0.02,0.0,0.0027,0.0001,0.56,0.0027,1.88,0.0635,0.0,4.0
Armungia,2024,12,0.02,0.0,0.0034,0.0001,0.56,0.0027,1.88,0.0635,0.0,4.0
Arzachena,2024,1,5.54,0.0032,0.0954,0.0031,101.64,0.4962,13.84,0.4673,0.0389,4.0
Arzachena,2024,2,5.75,0.0034,0.0989,0.0033,101.64,0.4962,13.84,0.4673,0.0402,4.0
Arzachena,2024,3,12.66,0.0074,0.2179,0.0072,101.64,0.4962,13.84,0.4673,0.0593,4.0
Arzachena,2024,4,121.76,0.0712,2.0962,0.069,101.64,0.4962,13.84,0.4673,0.1837,4.0
Arzachena,2024,5,478.2,0.2796,8.233,0.2711,101.64,0.4962,13.84,0.4673,0.3641,4.0
Arzachena,2024,6,848.35,0.496,14.6056,0.4809,101.64,0.4962,13.84,0.4673,0.485,4.0
Arzachena,2024,7,1126.66,0.6587,19.3971,0.6387,101.64,0.4962,13.84,0.4673,0.5589,4.0
Arzachena,2024,8,1249.77,0.7307,21.5165,0.7085,101.64,0.4962,13.84,0.4673,0.5886,4.0
Arzachena,2024,9,927.17,0.5421,15.9626,0.5256,101.64,0.4962,13.84,0.4673,0.507,4.0
Arzachena,2024,10,344.26,0.2013,5.9269,0.1952,101.64,0.4962,13.84,0.4673,0.309,4.0
Arzachena,2024,11,10.44,0.0061,0.1797,0.0059,101.64,0.4962,13.84,0.4673,0.0537,4.0
Arzachena,2024,12,5.53,0.0032,0.0953,0.0031,101.64,0.4962,13.84,0.4673,0.0389,4.0
Arzana,2024,1,0.0,0.0,0.0002,0.0,0.16,0.0008,5.01,0.1691,0.0,4.0
Arzana,2024,2,0.08,0.0,0.006,0.0002,0.16,0.0008,5.01,0.1691,0.0,4.0
Arzana,2024,3,0.17,0.0001,0.0124,0.0004,0.16,0.0008,5.01,0.1691,0.0015,4.0
Arzana,2024,4,0.18,0.0001,0.013,0.0004,0.16,0.0008,5.01,0.1691,0.0015,4.0
Arzana,2024,5,0.21,0.0001,0.0153,0.0005,0.16,0.0008,5.01,0.1691,0.0016,4.0
Arzana,2024,6,0.17,0.0001,0.0124,0.0004,0.16,0.0008,5.01,0.1691,0.0015,4.0
Arzana,2024,7,0.6,0.0004,0.0443,0.0015,0.16,0.0008,5.01,0.1691,0.003,4.0
Arzana,2024,8,0.81,0.0005,0.0596,0.002,0.16,0.0008,5.01,0.1691,0.0034,4.0
Arzana,2024,9,0.22,0.0001,0.0159,0.0005,0.16,0.0008,5.01,0.1691,0.0016,4.0
Arzana,2024,10,0.43,0.0003,0.0315,0.001,0.16,0.0008,5.01,0.1691,0.0025,4.0
Arzana,2024,11,0.05,0.0,0.0038,0.0001,0.16,0.0008,5.01,0.1691,0.0,4.0
Arzana,2024,12,0.0,0.0,0.0002,0.0,0.16,0.0008,5.01,0.1691,0.0,4.0
Assemini,2024,1,16.07,0.0094,0.0738,0.0024,6.08,0.0297,12.08,0.4078,0.0229,4.0
Assemini,2024,2,20.75,0.0121,0.0953,0.0031,6.08,0.0297,12.08,0.4078,0.026,4.0
Assemini,2024,3,16.71,0.0098,0.0767,0.0025,6.08,0.0297,12.08,0.4078,0.0233,4.0
Assemini,2024,4,20.67,0.0121,0.0949,0.0031,6.08,0.0297,12.08,0.4078,0.026,4.0
Assemini,2024,5,24.62,0.0144,0.1131,0.0037,6.08,0.0297,12.08,0.4078,0.0283,4.0
Assemini,2024,6,22.36,0.0131,0.1027,0.0034,6.08,0.0297,12.08,0.4078,0.0271,4.0
Assemini,2024,7,25.9,0.0151,0.1189,0.0039,6.08,0.0297,12.08,0.4078,0.0291,4.0
Assemini,2024,8,34.58,0.0202,0.1588,0.0052,6.08,0.0297,12.08,0.4078,0.0336,4.0
Assemini,2024,9,27.74,0.0162,0.1274,0.0042,6.08,0.0297,12.08,0.4078,0.0301,4.0
Assemini,2024,10,18.85,0.011,0.0866,0.0029,6.08,0.0297,12.08,0.4078,0.0249,4.0
Assemini,2024,11,19.71,0.0115,0.0905,0.003,6.08,0.0297,12.08,0.4078,0.0254,4.0
Assemini,2024,12,20.0,0.0117,0.0918,0.003,6.08,0.0297,12.08,0.4078,0.0255,4.0
Assolo,2024,1,0.14,0.0001,0.0071,0.0002,1.04,0.0051,2.45,0.0827,0.0017,4.0
Assolo,2024,2,0.13,0.0001,0.0066,0.0002,1.04,0.0051,2.45,0.0827,0.0017,4.0
Assolo,2024,3,0.18,0.0001,0.0091,0.0003,1.04,0.0051,2.45,0.0827,0.0019,4.0
Assolo,2024,4,0.3,0.0002,0.015,0.0005,1.04,0.0051,2.45,0.0827,0.0025,4.0
Assolo,2024,5,0.34,0.0002,0.0167,0.0005,1.04,0.0051,2.45,0.0827,0.0025,4.0
Assolo,2024,6,0.65,0.0004,0.0321,0.0011,1.04,0.0051,2.45,0.0827,0.0037,4.0
Assolo,2024,7,0.88,0.0005,0.0435,0.0014,1.04,0.0051,2.45,0.0827,0.0041,4.0
Assolo,2024,8,4.07,0.0024,0.2022,0.0067,1.04,0.0051,2.45,0.0827,0.0091,4.0
Assolo,2024,9,1.96,0.0011,0.0974,0.0032,1.04,0.0051,2.45,0.0827,0.0062,4.0
Assolo,2024,10,0.3,0.0002,0.0149,0.0005,1.04,0.0051,2.45,0.0827,0.0025,4.0
Assolo,2024,11,0.16,0.0001,0.0077,0.0003,1.04,0.0051,2.45,0.0827,0.0019,4.0
Assolo,2024,12,0.19,0.0001,0.0097,0.0003,1.04,0.0051,2.45,0.0827,0.0019,4.0
Asuni,2024,1,,,,,0.0,0.0,,,0.0,1.0
Asuni,2024,2,,,,,0.0,0.0,,,0.0,1.0
Asuni,2024,3,,,,,0.0,0.0,,,0.0,1.0
Asuni,2024,4,,,,,0.0,0.0,,,0.0,1.0
Asuni,2024,5,,,,,0.0,0.0,,,0.0,1.0
Asuni,2024,6,,,,,0.0,0.0,,,0.0,1.0
Asuni,2024,7,,,,,0.0,0.0,,,0.0,1.0
Asuni,2024,8,,,,,0.0,0.0,,,0.0,1.0
Asuni,2024,9,,,,,0.0,0.0,,,0.0,1.0
Asuni,2024,10,,,,,0.0,0.0,,,0.0,1.0
Asuni,2024,11,,,,,0.0,0.0,,,0.0,1.0
Asuni,2024,12,,,,,0.0,0.0,,,0.0,1.0
Atzara,2024,1,0.06,0.0,0.002,0.0001,0.5,0.0024,6.01,0.2029,0.0,4.0
Atzara,2024,2,0.42,0.0002,0.0153,0.0005,0.5,0.0024,6.01,0.2029,0.0026,4.0
Atzara,2024,3,0.39,0.0002,0.0143,0.0005,0.5,0.0024,6.01,0.2029,0.0026,4.0
Atzara,2024,4,0.03,0.0,0.001,0.0,0.5,0.0024,6.01,0.2029,0.0,4.0
Atzara,2024,5,,,,,0.5,0.0024,6.01,0.2029,0.0221,2.0
Atzara,2024,6,0.89,0.0005,0.0327,0.0011,0.5,0.0024,6.01,0.2029,0.004,4.0
Atzara,2024,7,1.0,0.0006,0.0368,0.0012,0.5,0.0024,6.01,0.2029,0.0043,4.0
Atzara,2024,8,3.17,0.0019,0.1166,0.0038,0.5,0.0024,6.01,0.2029,0.0077,4.0
Atzara,2024,9,0.92,0.0005,0.0337,0.0011,0.5,0.0024,6.01,0.2029,0.004,4.0
