comune,anno,mese,presenze_annue,letti_totali,utilizzazione_lorda_pct,segmenti_esclusi,copertura_sufficiente
Belvì,2024,7,264.01,52.0,1.39,0,True
Belvì,2024,8,264.01,52.0,1.39,0,True
Belvì,2024,9,264.01,52.0,1.39,0,True
Belvì,2024,10,264.01,52.0,1.39,0,True
Belvì,2024,11,264.01,52.0,1.39,0,True
Belvì,2024,12,264.01,52.0,1.39,0,True
Benetutti,2024,1,8105.0,194.0,11.45,0,True
Benetutti,2024,2,8105.0,194.0,11.45,0,True
Benetutti,2024,3,8105.0,194.0,11.45,0,True
Benetutti,2024,4,8105.0,194.0,11.45,0,True
Benetutti,2024,5,8105.0,194.0,11.45,0,True
Benetutti,2024,6,8105.0,194.0,11.45,0,True
Benetutti,2024,7,8105.0,194.0,11.45,0,True
Benetutti,2024,8,8105.0,194.0,11.45,0,True
Benetutti,2024,9,8105.0,194.0,11.45,0,True
Benetutti,2024,10,8105.0,194.0,11.45,0,True
Benetutti,2024,11,8105.0,194.0,11.45,0,True
Benetutti,2024,12,8105.0,194.0,11.45,0,True
Berchidda,2024,1,4349.0,500.0,2.38,0,True
Berchidda,2024,2,4349.0,500.0,2.38,0,True
Berchidda,2024,3,4349.0,500.0,2.38,0,True
Berchidda,2024,4,4349.0,500.0,2.38,0,True
Berchidda,2024,5,4349.0,500.0,2.38,0,True
Berchidda,2024,6,4349.0,500.0,2.38,0,True
Berchidda,2024,7,4349.0,500.0,2.38,0,True
Berchidda,2024,8,4349.0,500.0,2.38,0,True
Berchidda,2024,9,4349.0,500.0,2.38,0,True
Berchidda,2024,10,4349.0,500.0,2.38,0,True
Berchidda,2024,11,4349.0,500.0,2.38,0,True
Berchidda,2024,12,4349.0,500.0,2.38,0,True
Bessude,2024,1,0.0,26.0,0.0,0,True
Bessude,2024,2,0.0,26.0,0.0,0,True
Bessude,2024,3,0.0,26.0,0.0,0,True
Bessude,2024,4,0.0,26.0,0.0,0,True
Bessude,2024,5,0.0,26.0,0.0,0,True
Bessude,2024,6,0.0,26.0,0.0,0,True
Bessude,2024,7,0.0,26.0,0.0,0,True
Bessude,2024,8,0.0,26.0,0.0,0,True
Bessude,2024,9,0.0,26.0,0.0,0,True
Bessude,2024,10,0.0,26.0,0.0,0,True
Bessude,2024,11,0.0,26.0,0.0,0,True
Bessude,2024,12,0.0,26.0,0.0,0,True
Bitti,2024,1,3658.0,126.0,7.95,0,True
Bitti,2024,2,3658.0,126.0,7.95,0,True
Bitti,2024,3,3658.0,126.0,7.95,0,True
Bitti,2024,4,3658.0,126.0,7.95,0,True
Bitti,2024,5,3658.0,126.0,7.95,0,True
Bitti,2024,6,3658.0,126.0,7.95,0,True
Bitti,2024,7,3658.0,126.0,7.95,0,True
Bitti,2024,8,3658.0,126.0,7.95,0,True
Bitti,2024,9,3658.0,126.0,7.95,0,True
Bitti,2024,10,3658.0,126.0,7.95,0,True
Bitti,2024,11,3658.0,126.0,7.95,0,True
Bitti,2024,12,3658.0,126.0,7.95,0,True
Bolotana,2024,1,607.01,129.0,1.29,0,True
Bolotana,2024,2,607.01,129.0,1.29,0,True
Bolotana,2024,3,607.01,129.0,1.29,0,True
Bolotana,2024,4,607.01,129.0,1.29,0,True
Bolotana,2024,5,607.01,129.0,1.29,0,True
Bolotana,2024,6,607.01,129.0,1.29,0,True
Bolotana,2024,7,607.01,129.0,1.29,0,True
Bolotana,2024,8,607.01,129.0,1.29,0,True
Bolotana,2024,9,607.01,129.0,1.29,0,True
Bolotana,2024,10,607.01,129.0,1.29,0,True
Bolotana,2024,11,607.01,129.0,1.29,0,True
Bolotana,2024,12,607.01,129.0,1.29,0,True
Bonarcado,2024,1,4062.0,87.0,12.79,0,True
Bonarcado,2024,2,4062.0,87.0,12.79,0,True
Bonarcado,2024,3,4062.0,87.0,12.79,0,True
Bonarcado,2024,4,4062.0,87.0,12.79,0,True
Bonarcado,2024,5,4062.0,87.0,12.79,0,True
Bonarcado,2024,6,4062.0,87.0,12.79,0,True
Bonarcado,2024,7,4062.0,87.0,12.79,0,True
