anno,Provincia,Comune,Tipologia,Stelle,Numero Strutture,letti,camere
2022,Provincia del Sud Sardegna,SAN SPERATE,Alloggi privati,NULL,8,32,16
2022,Provincia del Sud Sardegna,SAN SPERATE,Bed and breakfast,NULL,3,16,8
2022,Provincia del Sud Sardegna,SAN SPERATE,Bed and breakfast,2 Stelle,1,2,1
2022,Provincia del Sud Sardegna,SAN SPERATE,Bed and breakfast,3 Stelle,1,7,3
2022,Provincia di Sassari,SAN TEODORO,Affittacamere,NULL,14,110,46
2022,Provincia di Sassari,SAN TEODORO,Affittacamere,I Categoria,9,84,39
2022,Provincia di Sassari,SAN TEODORO,Affittacamere,II Categoria,22,244,71
2022,Provincia di Sassari,SAN TEODORO,Agriturismo,NULL,3,49,30
2022,Provincia di Sassari,SAN TEODORO,Albergo,2 Stelle,1,25,15
2022,Provincia di Sassari,SAN TEODORO,Albergo,3 Stelle,14,861,486
2022,Provincia di Sassari,SAN TEODORO,Albergo,4 Stelle,5,1099,470
2022,Provincia di Sassari,SAN TEODORO,Albergo,5 Stelle,2,434,176
2022,Provincia di Sassari,SAN TEODORO,Albergo,5 Stelle Lusso,1,292,100
2022,Provincia di Sassari,SAN TEODORO,Albergo residenziale,3 Stelle,2,929,225
2022,Provincia di Sassari,SAN TEODORO,Albergo residenziale,4 Stelle,2,314,203
2022,Provincia di Sassari,SAN TEODORO,Alloggi privati,NULL,821,4223,1614
2022,Provincia di Sassari,SAN TEODORO,Bed and breakfast,1 Stella,6,26,11
2022,Provincia di Sassari,SAN TEODORO,Bed and breakfast,2 Stelle,10,51,25
2022,Provincia di Sassari,SAN TEODORO,Bed and breakfast,3 Stelle,18,100,40
2022,Provincia di Sassari,SAN TEODORO,Campeggio,3 Stelle,3,1770,596
2022,Provincia di Sassari,SAN TEODORO,Case e appartamenti per vacanze,NULL,8,222,65
2022,Provincia di Sassari,SAN TEODORO,Case e appartamenti per vacanze,I Categoria,11,659,112
2022,Provincia di Sassari,SAN TEODORO,Case e appartamenti per vacanze,II Categoria,30,1646,421
2022,Provincia di Sassari,SAN TEODORO,Residence,III Categoria,1,57,0
2022,Provincia di Sassari,SAN TEODORO,Villaggio albergo,4 Stelle,1,328,127
2022,Provincia di Oristano,SAN VERO MILIS,Agriturismo,NULL,10,128,63
2022,Provincia di Oristano,SAN VERO MILIS,Albergo,3 Stelle,1,24,9
2022,Provincia di Oristano,SAN VERO MILIS,Albergo,4 Stelle,2,96,47
2022,Provincia di Oristano,SAN VERO MILIS,Albergo residenziale,2 Stelle,1,20,11
2022,Provincia di Oristano,SAN VERO MILIS,Alloggi privati,NULL,152,771,356
2022,Provincia di Oristano,SAN VERO MILIS,Bed and breakfast,1 Stella,2,6,5
2022,Provincia di Oristano,SAN VERO MILIS,Bed and breakfast,3 Stelle,4,20,10
2022,Provincia di Oristano,SAN VERO MILIS,Case e appartamenti per vacanze,II Categoria,1,10,5
2022,Provincia di Oristano,SAN VERO MILIS,Locanda,II Categoria,1,14,5
2022,Provincia del Sud Sardegna,SAN VITO,Affittacamere,I Categoria,2,17,10
2022,Provincia del Sud Sardegna,SAN VITO,Albergo,2 Stelle,1,48,25
2022,Provincia del Sud Sardegna,SAN VITO,Alloggi privati,NULL,11,57,28
2022,Provincia del Sud Sardegna,SAN VITO,Bed and breakfast,1 Stella,1,4,2
2022,Provincia del Sud Sardegna,SAN VITO,Bed and breakfast,2 Stelle,1,2,1
2022,Provincia del Sud Sardegna,SAN VITO,Bed and breakfast,3 Stelle,7,36,17
2022,Provincia del Sud Sardegna,SAN VITO,Case e appartamenti per vacanze,NULL,1,7,4
2022,Provincia del Sud Sardegna,SANLURI,Affittacamere,II Categoria,1,4,3
2022,Provincia del Sud Sardegna,SANLURI,Agriturismo,NULL,1,14,5
2022,Provincia del Sud Sardegna,SANLURI,Albergo,3 Stelle,2,93,51
2022,Provincia del Sud Sardegna,SANLURI,Alloggi privati,NULL,2,14,7
2022,Provincia di Oristano,SANTA GIUSTA,Agriturismo,NULL,2,13,7
2022,Provincia di Oristano,SANTA GIUSTA,Alloggi privati,NULL,7,29,12
2022,Provincia di Oristano,SANTA GIUSTA,Bed and breakfast,1 Stella,1,3,2
2022,Provincia di Oristano,SANTA GIUSTA,Bed and breakfast,2 Stelle,2,12,5
2022,Provincia di Sassari,SANTA MARIA COGHINAS,Agriturismo,NULL,2,18,9
2022,Provincia di Sassari,SANTA MARIA COGHINAS,Albergo,4 Stelle,2,142,60
2022,Provincia di Sassari,SANTA MARIA COGHINAS,Alloggi privati,NULL,7,40,15
2022,Provincia di Sassari,SANTA MARIA COGHINAS,Bed and breakfast,3 Stelle,2,14,5
2022,Provincia di Sassari,SANTA MARIA COGHINAS,Case e appartamenti per vacanze,II Categoria,2,68,26
2022,Provincia di Sassari,SANTA TERESA GALLURA,Affittacamere,NULL,5,30,15
2022,Provincia di Sassari,SANTA TERESA GALLURA,Affittacamere,I Categoria,7,60,27
2022,Provincia di Sassari,SANTA TERESA GALLURA,Affittacamere,II Categoria,12,104,49
2022,Provincia di Sassari,SANTA TERESA GALLURA,Agriturismo,NULL,4,24,14
2022,Provincia di Sassari,SANTA TERESA GALLURA,Albergo,2 Stelle,2,50,26
2022,Provincia di Sassari,SANTA TERESA GALLURA,Albergo,3 Stelle,16,3294,1007
2022,Provincia di Sassari,SANTA TERESA GALLURA,Albergo,4 Stelle,7,1336,490
2022,Provincia di Sassari,SANTA TERESA GALLURA,Albergo,5 Stelle,3,850,390
2022,Provincia di Sassari,SANTA TERESA GALLURA,Albergo residenziale,4 Stelle,1,216,52
2022,Provincia di Sassari,SANTA TERESA GALLURA,Alloggi privati,NULL,495,2219,821
2022,Provincia di Sassari,SANTA TERESA GALLURA,Alloggi privati,1 Stella,1,4,3
2022,Provincia di Sassari,SANTA TERESA GALLURA,Alloggi privati,2 Stelle,1,6,3
2022,Provincia di Sassari,SANTA TERESA GALLURA,Bed and breakfast,1 Stella,4,18,7
2022,Provincia di Sassari,SANTA TERESA GALLURA,Bed and breakfast,2 Stelle,9,54,22
2022,Provincia di Sassari,SANTA TERESA GALLURA,Bed and breakfast,3 Stelle,13,62,31
2022,Provincia di Sassari,SANTA TERESA GALLURA,Campeggio,3 Stelle,2,1324,266
2022,Provincia di Sassari,SANTA TERESA GALLURA,Case e appartamenti per vacanze,NULL,4,93,26
2022,Provincia di Sassari,SANTA TERESA GALLURA,Case e appartamenti per vacanze,I Categoria,2,29,0
2022,Provincia di Sassari,SANTA TERESA GALLURA,Case e appartamenti per vacanze,II Categoria,10,294,101
2022,Provincia di Sassari,SANTA TERESA GALLURA,Case e appartamenti per vacanze,III Categoria,1,60,180
2022,Provincia di Sassari,SANTA TERESA GALLURA,Locanda,II Categoria,1,6,3
2022,Provincia di Sassari,SANTA TERESA GALLURA,Residence,II Categoria,3,336,0
2022,Provincia di Sassari,SANTA TERESA GALLURA,Turismo Rurale,3 Stelle,1,12,8
2022,Provincia del Sud Sardegna,SANTADI,Agriturismo,NULL,2,20,11
2022,Provincia del Sud Sardegna,SANTADI,Albergo,4 Stelle,1,33,11
2022,Provincia del Sud Sardegna,SANTADI,Alloggi privati,NULL,3,16,8
2022,Provincia del Sud Sardegna,SANTADI,Bed and breakfast,2 Stelle,1,6,2
2022,Provincia del Sud Sardegna,SANTADI,Bed and breakfast,3 Stelle,1,7,3
2022,Provincia del Sud Sardegna,SANT'ANDREA FRIUS,Bed and breakfast,NULL,1,5,3
2022,Provincia del Sud Sardegna,SANT'ANNA ARRESI,Affittacamere,II Categoria,4,31,18
2022,Provincia del Sud Sardegna,SANT'ANNA ARRESI,Albergo,3 Stelle,4,193,101
2022,Provincia del Sud Sardegna,SANT'ANNA ARRESI,Albergo,4 Stelle,2,427,201
2022,Provincia del Sud Sardegna,SANT'ANNA ARRESI,Alloggi privati,NULL,132,595,272
2022,Provincia del Sud Sardegna,SANT'ANNA ARRESI,Bed and breakfast,1 Stella,3,13,7
2022,Provincia del Sud Sardegna,SANT'ANNA ARRESI,Bed and breakfast,2 Stelle,4,20,11
2022,Provincia del Sud Sardegna,SANT'ANNA ARRESI,Bed and breakfast,3 Stelle,4,18,9
2022,Provincia del Sud Sardegna,SANT'ANNA ARRESI,Campeggio,1 Stella,1,360,98
2022,Provincia del Sud Sardegna,SANT'ANNA ARRESI,Case e appartamenti per vacanze,I Categoria,1,12,6
2022,Provincia del Sud Sardegna,SANT'ANNA ARRESI,Case e appartamenti per vacanze,II Categoria,2,55,18
2022,Provincia del Sud Sardegna,SANT'ANNA ARRESI,Locanda,I Categoria,1,10,6
2022,Provincia del Sud Sardegna,SANT'ANTIOCO,Affittacamere,I Categoria,1,12,6
2022,Provincia del Sud Sardegna,SANT'ANTIOCO,Affittacamere,II Categoria,10,62,36
2022,Provincia del Sud Sardegna,SANT'ANTIOCO,Agriturismo,NULL,2,34,18
2022,Provincia del Sud Sardegna,SANT'ANTIOCO,Albergo,2 Stelle,1,25,15
2022,Provincia del Sud Sardegna,SANT'ANTIOCO,Albergo,3 Stelle,6,186,92
2022,Provincia del Sud Sardegna,SANT'ANTIOCO,Albergo,4 Stelle,2,139,69
2022,Provincia del Sud Sardegna,SANT'ANTIOCO,Alloggi privati,NULL,341,1529,675
2022,Provincia del Sud Sardegna,SANT'ANTIOCO,Bed and breakfast,1 Stella,10,46,22
2022,Provincia del Sud Sardegna,SANT'ANTIOCO,Bed and breakfast,2 Stelle,10,44,20
2022,Provincia del Sud Sardegna,SANT'ANTIOCO,Bed and breakfast,3 Stelle,18,104,49
2022,Provincia del Sud Sardegna,SANT'ANTIOCO,Campeggio,3 Stelle,1,708,176
2022,Provincia del Sud Sardegna,SANT'ANTIOCO,Case e appartamenti per vacanze,II Categoria,5,157,83
2022,Provincia del Sud Sardegna,SANT'ANTIOCO,Locanda,III Categoria,1,7,4
2022,Provincia del Sud Sardegna,SANT'ANTIOCO,Ostelli per la gioventù,NULL,1,89,32
2022,Provincia di Sassari,SANT'ANTONIO DI GALLURA,Agriturismo,NULL,2,15,6
2022,Provincia di Sassari,SANT'ANTONIO DI GALLURA,Albergo,3 Stelle,1,30,15
2022,Provincia di Sassari,SANT'ANTONIO DI GALLURA,Albergo,4 Stelle,2,60,36
2022,Provincia di Sassari,SANT'ANTONIO DI GALLURA,Alloggi privati,NULL,5,24,10
2022,Provincia di Sassari,SANT'ANTONIO DI GALLURA,Locanda,II Categoria,1,8,3
2022,Provincia di Oristano,SANTU LUSSURGIU,Agriturismo,NULL,1,24,10
2022,Provincia di Oristano,SANTU LUSSURGIU,Albergo,2 Stelle,1,22,12
2022,Provincia di Oristano,SANTU LUSSURGIU,Albergo diffuso,3 Stelle,4,67,28
2022,Provincia di Oristano,SANTU LUSSURGIU,Alloggi privati,NULL,13,67,32
2022,Provincia di Oristano,SANTU LUSSURGIU,Bed and breakfast,1 Stella,1,2,2
2022,Provincia di Oristano,SANTU LUSSURGIU,Bed and breakfast,2 Stelle,3,14,9
2022,Provincia di Oristano,SANTU LUSSURGIU,Bed and breakfast,3 Stelle,3,14,6
2022,Provincia di Oristano,SANTU LUSSURGIU,Case e appartamenti per vacanze,II Categoria,2,16,7
2022,Provincia del Sud Sardegna,SARDARA,Albergo,2 Stelle,2,59,28
2022,Provincia del Sud Sardegna,SARDARA,Albergo,3 Stelle,2,280,135
2022,Provincia del Sud Sardegna,SARDARA,Albergo,4 Stelle,1,15,7
2022,Provincia del Sud Sardegna,SARDARA,Alloggi privati,NULL,2,7,4
2022,Provincia del Sud Sardegna,SARDARA,Bed and breakfast,1 Stella,2,10,6
2022,Provincia del Sud Sardegna,SARDARA,Bed and breakfast,3 Stelle,4,17,7
2022,Città metropolitana di Cagliari,SARROCH,Affittacamere,III Categoria,1,10,5
2022,Città metropolitana di Cagliari,SARROCH,Albergo,1 Stella,1,25,14
2022,Città metropolitana di Cagliari,SARROCH,Albergo,2 Stelle,1,24,15
2022,Città metropolitana di Cagliari,SARROCH,Alloggi privati,NULL,61,356,171
2022,Città metropolitana di Cagliari,SARROCH,Bed and breakfast,NULL,2,11,6
2022,Città metropolitana di Cagliari,SARROCH,Bed and breakfast,1 Stella,2,13,5
2022,Città metropolitana di Cagliari,SARROCH,Bed and breakfast,3 Stelle,3,23,9
2022,Città metropolitana di Cagliari,SARROCH,Case e appartamenti per vacanze,II Categoria,1,10,6
2022,Provincia di Nuoro,SARULE,Affittacamere,II Categoria,1,4,2
2022,Provincia di Nuoro,SARULE,Agriturismo,NULL,1,20,9
2022,Provincia di Nuoro,SARULE,Bed and breakfast,1 Stella,1,6,3
2022,Provincia di Nuoro,SARULE,Bed and breakfast,2 Stelle,1,6,3
2022,Provincia di Sassari,SASSARI,Affittacamere,NULL,9,67,33
2022,Provincia di Sassari,SASSARI,Affittacamere,I Categoria,5,43,18
2022,Provincia di Sassari,SASSARI,Affittacamere,II Categoria,21,150,77
2022,Provincia di Sassari,SASSARI,Affittacamere,III Categoria,1,6,3
2022,Provincia di Sassari,SASSARI,Agriturismo,NULL,31,315,162
2022,Provincia di Sassari,SASSARI,Albergo,2 Stelle,2,66,35
2022,Provincia di Sassari,SASSARI,Albergo,3 Stelle,3,443,234
2022,Provincia di Sassari,SASSARI,Albergo,4 Stelle,3,431,269
2022,Provincia di Sassari,SASSARI,Alloggi privati,NULL,185,819,353
2022,Provincia di Sassari,SASSARI,Bed and breakfast,1 Stella,11,47,24
2022,Provincia di Sassari,SASSARI,Bed and breakfast,2 Stelle,22,96,48
2022,Provincia di Sassari,SASSARI,Bed and breakfast,3 Stelle,12,75,30
2022,Provincia di Sassari,SASSARI,Case e appartamenti per vacanze,II Categoria,3,30,15
2022,Provincia di Sassari,SASSARI,Case e appartamenti per vacanze,III Categoria,1,43,12
2022,Provincia di Sassari,SASSARI,Case per ferie,III Categoria,2,35,29
2022,Provincia di Sassari,SASSARI,Ostelli per la gioventù,III Categoria,1,60,30
2022,Provincia di Sassari,SASSARI,Residence,II Categoria,1,13,13
2022,Provincia di Oristano,SCANO DI MONTIFERRO,Agriturismo,NULL,1,10,5
2022,Provincia di Oristano,SCANO DI MONTIFERRO,Alloggi privati,NULL,12,64,34
2022,Provincia di Oristano,SCANO DI MONTIFERRO,Bed and breakfast,3 Stelle,1,6,3
2022,Provincia di Oristano,SEDILO,Affittacamere,II Categoria,2,13,6
2022,Provincia di Oristano,SEDILO,Alloggi privati,NULL,1,3,1
2022,Provincia di Oristano,SEDILO,Bed and breakfast,1 Stella,3,14,8
2022,Provincia di Sassari,SEDINI,Agriturismo,NULL,1,7,3
2022,Provincia di Sassari,SEDINI,Alloggi privati,NULL,5,26,12
2022,Provincia di Sassari,SEDINI,Bed and breakfast,2 Stelle,1,9,3
2022,Città metropolitana di Cagliari,SELARGIUS,Affittacamere,II Categoria,2,10,6
2022,Città metropolitana di Cagliari,SELARGIUS,Albergo,3 Stelle,1,147,87
2022,Città metropolitana di Cagliari,SELARGIUS,Albergo,4 Stelle,1,117,63
2022,Città metropolitana di Cagliari,SELARGIUS,Alloggi privati,NULL,25,102,48
2022,Città metropolitana di Cagliari,SELARGIUS,Bed and breakfast,NULL,6,21,13
2022,Città metropolitana di Cagliari,SELARGIUS,Bed and breakfast,1 Stella,1,4,2
2022,Città metropolitana di Cagliari,SELARGIUS,Bed and breakfast,2 Stelle,1,2,1
2022,Città metropolitana di Cagliari,SELARGIUS,Bed and breakfast,3 Stelle,1,1,1
2022,Provincia di Oristano,SENEGHE,Alloggi privati,NULL,5,25,11
2022,Provincia di Oristano,SENEGHE,Bed and breakfast,1 Stella,1,6,3
2022,Provincia di Oristano,SENEGHE,Bed and breakfast,2 Stelle,1,4,2
2022,Provincia di Oristano,SENEGHE,Bed and breakfast,3 Stelle,1,6,3
2022,Provincia di Oristano,SENNARIOLO,Agriturismo,NULL,2,34,17
2022,Provincia di Oristano,SENNARIOLO,Alloggi privati,NULL,2,12,6
2022,Provincia di Oristano,SENNARIOLO,Bed and breakfast,2 Stelle,1,6,3
2022,Provincia di Oristano,SENNARIOLO,Locanda,II Categoria,1,12,6
2022,Provincia di Sassari,SENNORI,Albergo,2 Stelle,1,17,9
2022,Provincia di Sassari,SENNORI,Alloggi privati,NULL,10,49,18
2022,Provincia di Sassari,SENNORI,Bed and breakfast,2 Stelle,2,10,4
2022,Provincia del Sud Sardegna,SENORBÌ,Albergo,3 Stelle,1,24,12
2022,Provincia del Sud Sardegna,SENORBÌ,Alloggi privati,NULL,4,16,8
2022,Provincia del Sud Sardegna,SENORBÌ,Bed and breakfast,1 Stella,1,5,2
2022,Provincia del Sud Sardegna,SENORBÌ,Bed and breakfast,2 Stelle,3,12,7
2022,Provincia del Sud Sardegna,SERDIANA,Alloggi privati,NULL,3,13,5
2022,Provincia del Sud Sardegna,SERDIANA,Bed and breakfast,NULL,1,1,1
2022,Provincia del Sud Sardegna,SERDIANA,Bed and breakfast,2 Stelle,1,6,3
2022,Provincia del Sud Sardegna,SERRAMANNA,Alloggi privati,NULL,4,16,8
2022,Provincia del Sud Sardegna,SERRENTI,Albergo,2 Stelle,1,18,11
2022,Provincia del Sud Sardegna,SERRENTI,Bed and breakfast,1 Stella,1,3,2
2022,Provincia del Sud Sardegna,SERRI,Affittacamere,II Categoria,1,8,4
2022,Provincia del Sud Sardegna,SERRI,Agriturismo,NULL,1,6,4
2022,Provincia del Sud Sardegna,SERRI,Alloggi privati,NULL,1,10,4
2022,Provincia del Sud Sardegna,SERRI,Bed and breakfast,NULL,2,9,5
2022,Provincia del Sud Sardegna,SERRI,Bed and breakfast,2 Stelle,1,4,3
2022,Città metropolitana di Cagliari,SESTU,Affittacamere,II Categoria,4,18,11
2022,Città metropolitana di Cagliari,SESTU,Agriturismo,NULL,1,16,8
2022,Città metropolitana di Cagliari,SESTU,Alloggi privati,NULL,13,52,26
2022,Città metropolitana di Cagliari,SESTU,Bed and breakfast,NULL,2,9,5
2022,Città metropolitana di Cagliari,SESTU,Bed and breakfast,1 Stella,2,8,6
2022,Città metropolitana di Cagliari,SETTIMO SAN PIETRO,Albergo,2 Stelle,1,20,7
2022,Città metropolitana di Cagliari,SETTIMO SAN PIETRO,Alloggi privati,NULL,3,14,5
2022,Città metropolitana di Cagliari,SETTIMO SAN PIETRO,Bed and breakfast,2 Stelle,1,3,1
2022,Città metropolitana di Cagliari,SETTIMO SAN PIETRO,Bed and breakfast,3 Stelle,1,5,3
2022,Provincia del Sud Sardegna,SEUI,Alloggi privati,NULL,1,4,2
2022,Provincia del Sud Sardegna,SEUI,Bed and breakfast,1 Stella,1,6,3
2022,Provincia del Sud Sardegna,SEULO,Agriturismo,NULL,1,14,8
2022,Provincia del Sud Sardegna,SEULO,Albergo,2 Stelle,1,22,10
2022,Provincia del Sud Sardegna,SEULO,Alloggi privati,NULL,1,8,4
2022,Provincia del Sud Sardegna,SEULO,Bed and breakfast,3 Stelle,1,6,2
2022,Provincia di Oristano,SIAMAGGIORE,Agriturismo,NULL,3,40,18
2022,Provincia di Oristano,SIAMAGGIORE,Alloggi privati,NULL,2,8,3
2022,Provincia di Oristano,SIAMAGGIORE,Locanda,II Categoria,1,9,4
2022,Provincia di Oristano,SIAMANNA,Agriturismo,NULL,1,8,4
2022,Provincia di Oristano,SIAMANNA,Alloggi privati,NULL,2,12,5
2022,Provincia di Oristano,SIAPICCIA,Alloggi privati,NULL,2,10,5
2022,Provincia del Sud Sardegna,SIDDI,Affittacamere,II Categoria,1,6,3
2022,Provincia di Nuoro,SILANUS,Agriturismo,NULL,1,12,3
2022,Provincia di Nuoro,SILANUS,Bed and breakfast,3 Stelle,1,6,3
2022,Provincia del Sud Sardegna,SILIQUA,Agriturismo,NULL,1,11,7
2022,Provincia del Sud Sardegna,SILIQUA,Alloggi privati,NULL,1,6,3
2022,Provincia del Sud Sardegna,SILIQUA,Bed and breakfast,1 Stella,1,4,2
2022,Provincia del Sud Sardegna,SILIQUA,Bed and breakfast,3 Stelle,1,7,2
2022,Provincia di Oristano,SIMAXIS,Agriturismo,NULL,2,22,10
2022,Provincia di Oristano,SIMAXIS,Alloggi privati,NULL,5,22,10
2022,Provincia di Oristano,SIMAXIS,Bed and breakfast,1 Stella,1,4,2
2022,Provincia di Nuoro,SINDIA,Agriturismo,NULL,2,29,10
2022,Provincia di Oristano,SINI,Agriturismo,NULL,1,8,3
2022,Provincia di Oristano,SINI,Bed and breakfast,1 Stella,2,13,6
2022,Provincia di Nuoro,SINISCOLA,Affittacamere,NULL,1,12,6
2022,Provincia di Nuoro,SINISCOLA,Affittacamere,II Categoria,10,88,47
2022,Provincia di Nuoro,SINISCOLA,Affittacamere,III Categoria,2,15,8
2022,Provincia di Nuoro,SINISCOLA,Agriturismo,NULL,12,157,80
2022,Provincia di Nuoro,SINISCOLA,Albergo,3 Stelle,5,150,76
2022,Provincia di Nuoro,SINISCOLA,Albergo,4 Stelle,1,391,184
2022,Provincia di Nuoro,SINISCOLA,Alloggi privati,NULL,198,929,415
2022,Provincia di Nuoro,SINISCOLA,Bed and breakfast,NULL,2,10,5
2022,Provincia di Nuoro,SINISCOLA,Bed and breakfast,1 Stella,7,28,14
2022,Provincia di Nuoro,SINISCOLA,Bed and breakfast,2 Stelle,8,41,20
2022,Provincia di Nuoro,SINISCOLA,Bed and breakfast,3 Stelle,18,82,39
2022,Provincia di Nuoro,SINISCOLA,Campeggio,3 Stelle,3,1620,519
2022,Provincia di Nuoro,SINISCOLA,Case e appartamenti per vacanze,NULL,1,8,5
2022,Provincia di Nuoro,SINISCOLA,Case e appartamenti per vacanze,II Categoria,2,39,16
2022,Provincia di Nuoro,SINISCOLA,Case e appartamenti per vacanze,III Categoria,1,20,12
2022,Provincia di Nuoro,SINISCOLA,Locanda,II Categoria,2,16,8
2022,Provincia di Nuoro,SINISCOLA,Ostelli per la gioventù,III Categoria,1,29,7
2022,Provincia di Nuoro,SINISCOLA,Residence,II Categoria,1,16,8
2022,Provincia di Nuoro,SINISCOLA,Turismo Rurale,3 Stelle,3,56,24
2022,Provincia di Nuoro,SINISCOLA,Villaggi turistici,2 Stelle,1,12,4
2022,Provincia di Nuoro,SINISCOLA,Villaggio albergo,4 Stelle,1,40,20
2022,Città metropolitana di Cagliari,SINNAI,Affittacamere,I Categoria,1,3,3
2022,Città metropolitana di Cagliari,SINNAI,Affittacamere,II Categoria,4,40,16
2022,Città metropolitana di Cagliari,SINNAI,Agriturismo,NULL,1,4,5
2022,Città metropolitana di Cagliari,SINNAI,Albergo,3 Stelle,3,143,54
2022,Città metropolitana di Cagliari,SINNAI,Albergo residenziale,3 Stelle,1,114,32
2022,Città metropolitana di Cagliari,SINNAI,Alloggi privati,NULL,108,617,279
2022,Città metropolitana di Cagliari,SINNAI,Bed and breakfast,NULL,11,57,31
2022,Città metropolitana di Cagliari,SINNAI,Bed and breakfast,1 Stella,2,4,3
2022,Città metropolitana di Cagliari,SINNAI,Bed and breakfast,3 Stelle,2,10,5
2022,Città metropolitana di Cagliari,SINNAI,Case per ferie,III Categoria,2,136,50
2022,Provincia del Sud Sardegna,SIURGUS DONIGALA,Bed and breakfast,3 Stelle,1,6,2
2022,Provincia del Sud Sardegna,SIURGUS DONIGALA,Locanda,NULL,1,14,6
2022,Provincia di Oristano,SOLARUSSA,Affittacamere,II Categoria,2,21,7
2022,Provincia di Oristano,SOLARUSSA,Alloggi privati,NULL,4,21,10
2022,Provincia del Sud Sardegna,SOLEMINIS,Alloggi privati,NULL,3,10,5
2022,Provincia di Nuoro,SORGONO,Affittacamere,II Categoria,3,17,11
2022,Provincia di Nuoro,SORGONO,Agriturismo,NULL,2,22,10
2022,Provincia di Nuoro,SORGONO,Albergo,2 Stelle,1,24,14
2022,Provincia di Nuoro,SORGONO,Bed and breakfast,1 Stella,1,5,2
2022,Provincia di Nuoro,SORGONO,Bed and breakfast,2 Stelle,3,8,6
2022,Provincia di Nuoro,SORGONO,Bed and breakfast,3 Stelle,4,14,9
2022,Provincia di Oristano,SORRADILE,Affittacamere,II Categoria,1,6,3
2022,Provincia di Sassari,SORSO,Affittacamere,NULL,3,34,16
2022,Provincia di Sassari,SORSO,Affittacamere,I Categoria,1,13,6
2022,Provincia di Sassari,SORSO,Affittacamere,II Categoria,3,29,15
2022,Provincia di Sassari,SORSO,Affittacamere,III Categoria,2,12,3
2022,Provincia di Sassari,SORSO,Agriturismo,NULL,1,12,6
2022,Provincia di Sassari,SORSO,Albergo,3 Stelle,3,550,236
2022,Provincia di Sassari,SORSO,Albergo,4 Stelle,2,1156,448
2022,Provincia di Sassari,SORSO,Alloggi privati,NULL,79,435,211
2022,Provincia di Sassari,SORSO,Bed and breakfast,1 Stella,2,16,6
2022,Provincia di Sassari,SORSO,Bed and breakfast,2 Stelle,3,23,8
2022,Provincia di Sassari,SORSO,Bed and breakfast,3 Stelle,6,35,13
2022,Provincia di Sassari,SORSO,Campeggio,4 Stelle,2,1997,685
2022,Provincia di Sassari,SORSO,Case e appartamenti per vacanze,II Categoria,3,54,20
2022,Provincia di Sassari,SORSO,Turismo Rurale,3 Stelle,1,20,18
2022,Provincia di Sassari,STINTINO,Affittacamere,NULL,7,54,30
2022,Provincia di Sassari,STINTINO,Affittacamere,I Categoria,1,9,6
2022,Provincia di Sassari,STINTINO,Affittacamere,II Categoria,6,49,28
2022,Provincia di Sassari,STINTINO,Agriturismo,NULL,5,54,29
2022,Provincia di Sassari,STINTINO,Albergo,2 Stelle,1,18,8
2022,Provincia di Sassari,STINTINO,Albergo,3 Stelle,5,226,113
2022,Provincia di Sassari,STINTINO,Albergo,4 Stelle,5,1589,515
2022,Provincia di Sassari,STINTINO,Albergo residenziale,3 Stelle,5,2920,622
2022,Provincia di Sassari,STINTINO,Alloggi privati,NULL,252,1231,515
2022,Provincia di Sassari,STINTINO,Alloggi privati,2 Stelle,1,2,1
2022,Provincia di Sassari,STINTINO,Bed and breakfast,1 Stella,2,6,4
2022,Provincia di Sassari,STINTINO,Bed and breakfast,2 Stelle,7,32,17
2022,Provincia di Sassari,STINTINO,Bed and breakfast,3 Stelle,5,25,11
2022,Provincia di Sassari,STINTINO,Boat and Breakfast,NULL,2,8,4
2022,Provincia di Sassari,STINTINO,Case e appartamenti per vacanze,NULL,5,365,126
2022,Provincia di Sassari,STINTINO,Case e appartamenti per vacanze,II Categoria,3,59,25
2022,Provincia di Sassari,STINTINO,Case e appartamenti per vacanze,III Categoria,1,40,14
2022,Provincia di Sassari,STINTINO,Turismo Rurale,2 Stelle,1,20,9
2022,Provincia del Sud Sardegna,SUELLI,Agriturismo,NULL,1,13,9
2022,Provincia del Sud Sardegna,SUELLI,Alloggi privati,NULL,1,2,1
2022,Provincia del Sud Sardegna,SUELLI,Bed and breakfast,2 Stelle,2,6,3
2022,Provincia di Oristano,SUNI,Agriturismo,NULL,1,20,10
2022,Provincia di Oristano,SUNI,Alloggi privati,NULL,9,44,23
2022,Provincia di Oristano,SUNI,Bed and breakfast,2 Stelle,1,4,2
2022,Provincia di Oristano,SUNI,Bed and breakfast,3 Stelle,1,6,3
2022,Provincia di Nuoro,TALANA,Affittacamere,II Categoria,2,10,4
2022,Provincia di Nuoro,TALANA,Albergo,3 Stelle,1,20,10
2022,Provincia di Nuoro,TALANA,Alloggi privati,NULL,1,6,3
2022,Provincia di Sassari,TELTI,Agriturismo,NULL,2,14,7
2022,Provincia di Sassari,TELTI,Alloggi privati,NULL,14,72,27
2022,Provincia di Sassari,TELTI,Bed and breakfast,1 Stella,3,14,7
2022,Provincia di Sassari,TELTI,Bed and breakfast,2 Stelle,6,36,14
2022,Provincia di Sassari,TEMPIO PAUSANIA,Affittacamere,NULL,1,3,6
2022,Provincia di Sassari,TEMPIO PAUSANIA,Affittacamere,I Categoria,1,12,6
