anno,Provincia,Comune,Tipologia,Stelle,Numero Strutture,letti,camere
2022,Provincia del Sud Sardegna,NURAMINIS,Alloggi privati,NULL,1,4,2
2022,Provincia del Sud Sardegna,NURAMINIS,Bed and breakfast,1 Stella,1,3,3
2022,Provincia di Oristano,NURECI,Bed and breakfast,3 Stelle,1,8,3
2022,Provincia del Sud Sardegna,NURRI,Agriturismo,NULL,1,6,3
2022,Provincia del Sud Sardegna,NURRI,Albergo,3 Stelle,1,20,10
2022,Provincia del Sud Sardegna,NUXIS,Alloggi privati,NULL,1,6,3
2022,Provincia di Sassari,OLBIA,Affittacamere,NULL,28,222,99
2022,Provincia di Sassari,OLBIA,Affittacamere,I Categoria,10,75,42
2022,Provincia di Sassari,OLBIA,Affittacamere,II Categoria,34,257,134
2022,Provincia di Sassari,OLBIA,Affittacamere,III Categoria,3,13,8
2022,Provincia di Sassari,OLBIA,Agriturismo,NULL,23,225,116
2022,Provincia di Sassari,OLBIA,Albergo,1 Stella,1,13,7
2022,Provincia di Sassari,OLBIA,Albergo,2 Stelle,2,42,22
2022,Provincia di Sassari,OLBIA,Albergo,3 Stelle,16,911,432
2022,Provincia di Sassari,OLBIA,Albergo,4 Stelle,32,3610,1909
2022,Provincia di Sassari,OLBIA,Albergo,5 Stelle,2,519,247
2022,Provincia di Sassari,OLBIA,Albergo diffuso,3 Stelle,1,23,9
2022,Provincia di Sassari,OLBIA,Albergo diffuso,4 Stelle,1,14,7
2022,Provincia di Sassari,OLBIA,Albergo residenziale,3 Stelle,4,903,235
2022,Provincia di Sassari,OLBIA,Alloggi privati,NULL,1115,6077,2258
2022,Provincia di Sassari,OLBIA,Bed and breakfast,NULL,1,4,3
2022,Provincia di Sassari,OLBIA,Bed and breakfast,1 Stella,24,109,54
2022,Provincia di Sassari,OLBIA,Bed and breakfast,2 Stelle,32,146,69
2022,Provincia di Sassari,OLBIA,Bed and breakfast,3 Stelle,24,116,56
2022,Provincia di Sassari,OLBIA,Boat and Breakfast,NULL,1,3,1
2022,Provincia di Sassari,OLBIA,Campeggio,1 Stella,1,36,9
2022,Provincia di Sassari,OLBIA,Campeggio,3 Stelle,1,644,120
2022,Provincia di Sassari,OLBIA,Case e appartamenti per vacanze,NULL,11,184,49
2022,Provincia di Sassari,OLBIA,Case e appartamenti per vacanze,I Categoria,6,849,9
2022,Provincia di Sassari,OLBIA,Case e appartamenti per vacanze,II Categoria,23,460,95
2022,Provincia di Sassari,OLBIA,Locanda,NULL,1,11,6
2022,Provincia di Sassari,OLBIA,Locanda,II Categoria,1,8,3
2022,Provincia di Sassari,OLBIA,Residence,II Categoria,1,292,31
2022,Provincia di Sassari,OLBIA,Residence,III Categoria,1,120,24
2022,Provincia di Sassari,OLBIA,Turismo Rurale,1 Stella,1,20,10
2022,Provincia di Sassari,OLBIA,Turismo Rurale,3 Stelle,2,38,19
2022,Provincia di Sassari,OLBIA,Turismo Rurale,4 Stelle,2,40,24
2022,Provincia di Sassari,OLBIA,Villaggio albergo,2 Stelle,1,130,0
2022,Provincia di Nuoro,OLIENA,Affittacamere,II Categoria,1,10,4
2022,Provincia di Nuoro,OLIENA,Agriturismo,NULL,2,29,14
2022,Provincia di Nuoro,OLIENA,Albergo,3 Stelle,1,32,16
2022,Provincia di Nuoro,OLIENA,Albergo,4 Stelle,1,134,67
2022,Provincia di Nuoro,OLIENA,Alloggi privati,NULL,40,165,74
2022,Provincia di Nuoro,OLIENA,Bed and breakfast,1 Stella,2,6,4
2022,Provincia di Nuoro,OLIENA,Bed and breakfast,2 Stelle,5,32,15
2022,Provincia di Nuoro,OLIENA,Bed and breakfast,3 Stelle,6,38,15
2022,Provincia di Nuoro,OLIENA,Locanda,NULL,1,8,4
2022,Provincia di Nuoro,OLIENA,Locanda,II Categoria,1,13,6
2022,Provincia di Oristano,OLLASTRA,Alloggi privati,NULL,2,6,3
2022,Provincia di Nuoro,OLLOLAI,Agriturismo,NULL,1,20,11
2022,Provincia di Nuoro,OLLOLAI,Bed and breakfast,1 Stella,1,4,1
2022,Provincia di Nuoro,OLLOLAI,Bed and breakfast,2 Stelle,1,3,2
2022,Provincia di Nuoro,OLLOLAI,Bed and breakfast,3 Stelle,3,15,8
2022,Provincia di Sassari,OLMEDO,Affittacamere,II Categoria,2,12,9
2022,Provincia di Sassari,OLMEDO,Agriturismo,NULL,5,51,27
2022,Provincia di Sassari,OLMEDO,Alloggi privati,NULL,28,136,57
2022,Provincia di Sassari,OLMEDO,Bed and breakfast,1 Stella,3,11,7
2022,Provincia di Sassari,OLMEDO,Bed and breakfast,2 Stelle,6,28,15
2022,Provincia di Sassari,OLMEDO,Bed and breakfast,3 Stelle,3,14,7
2022,Provincia di Sassari,OLMEDO,Case e appartamenti per vacanze,III Categoria,1,10,5
2022,Provincia di Nuoro,OLZAI,Agriturismo,NULL,1,10,5
2022,Provincia di Nuoro,ONIFAI,Affittacamere,II Categoria,1,12,6
2022,Provincia di Nuoro,ONIFAI,Alloggi privati,NULL,10,53,24
2022,Provincia di Nuoro,ONIFERI,Agriturismo,NULL,1,12,6
2022,Provincia di Nuoro,ONIFERI,Bed and breakfast,NULL,1,6,3
2022,Provincia di Nuoro,ORANI,Agriturismo,NULL,1,12,6
2022,Provincia di Nuoro,ORANI,Alloggi privati,NULL,3,8,4
2022,Provincia di Nuoro,ORANI,Bed and breakfast,1 Stella,1,6,3
2022,Provincia di Nuoro,ORANI,Locanda,NULL,1,10,5
2022,Provincia di Nuoro,ORGOSOLO,Affittacamere,I Categoria,1,11,4
2022,Provincia di Nuoro,ORGOSOLO,Affittacamere,II Categoria,3,22,12
2022,Provincia di Nuoro,ORGOSOLO,Agriturismo,NULL,3,23,11
2022,Provincia di Nuoro,ORGOSOLO,Albergo,2 Stelle,2,55,32
2022,Provincia di Nuoro,ORGOSOLO,Alloggi privati,NULL,8,49,19
2022,Provincia di Nuoro,ORGOSOLO,Bed and breakfast,1 Stella,4,19,10
2022,Provincia di Nuoro,ORGOSOLO,Bed and breakfast,2 Stelle,4,22,11
2022,Provincia di Nuoro,ORGOSOLO,Bed and breakfast,3 Stelle,1,4,3
2022,Provincia di Nuoro,ORGOSOLO,Locanda,II Categoria,2,11,6
2022,Provincia di Oristano,ORISTANO,Affittacamere,I Categoria,1,17,6
2022,Provincia di Oristano,ORISTANO,Affittacamere,II Categoria,21,169,89
2022,Provincia di Oristano,ORISTANO,Agriturismo,NULL,3,54,23
2022,Provincia di Oristano,ORISTANO,Albergo,3 Stelle,3,192,97
2022,Provincia di Oristano,ORISTANO,Albergo,4 Stelle,3,403,210
2022,Provincia di Oristano,ORISTANO,Alloggi privati,NULL,234,962,430
2022,Provincia di Oristano,ORISTANO,Bed and breakfast,1 Stella,8,27,13
2022,Provincia di Oristano,ORISTANO,Bed and breakfast,2 Stelle,5,24,12
2022,Provincia di Oristano,ORISTANO,Bed and breakfast,3 Stelle,13,57,28
2022,Provincia di Oristano,ORISTANO,Boat and Breakfast,NULL,1,6,3
2022,Provincia di Oristano,ORISTANO,Campeggio,1 Stella,1,200,50
2022,Provincia di Oristano,ORISTANO,Case e appartamenti per vacanze,II Categoria,12,55,34
2022,Provincia di Oristano,ORISTANO,Case per ferie,III Categoria,1,40,10
2022,Provincia di Oristano,ORISTANO,Ostelli per la gioventù,III Categoria,1,138,69
2022,Provincia di Oristano,ORISTANO,Residence,II Categoria,1,24,10
2022,Provincia di Oristano,ORISTANO,Villaggi turistici,4 Stelle,1,390,100
2022,Provincia di Nuoro,OROSEI,Affittacamere,I Categoria,2,23,12
2022,Provincia di Nuoro,OROSEI,Affittacamere,II Categoria,9,86,39
2022,Provincia di Nuoro,OROSEI,Agriturismo,NULL,10,117,54
2022,Provincia di Nuoro,OROSEI,Albergo,3 Stelle,9,346,168
2022,Provincia di Nuoro,OROSEI,Albergo,4 Stelle,7,2199,1017
2022,Provincia di Nuoro,OROSEI,Albergo diffuso,4 Stelle,1,44,19
2022,Provincia di Nuoro,OROSEI,Albergo residenziale,3 Stelle,5,907,249
2022,Provincia di Nuoro,OROSEI,Albergo residenziale,4 Stelle,1,391,176
2022,Provincia di Nuoro,OROSEI,Alloggi privati,NULL,476,2295,1037
2022,Provincia di Nuoro,OROSEI,Bed and breakfast,1 Stella,2,8,4
2022,Provincia di Nuoro,OROSEI,Bed and breakfast,2 Stelle,5,24,13
2022,Provincia di Nuoro,OROSEI,Bed and breakfast,3 Stelle,5,34,15
2022,Provincia di Nuoro,OROSEI,Campeggio,1 Stella,1,394,88
2022,Provincia di Nuoro,OROSEI,Campeggio,2 Stelle,1,340,82
2022,Provincia di Nuoro,OROSEI,Campeggio,3 Stelle,2,1880,570
2022,Provincia di Nuoro,OROSEI,Case e appartamenti per vacanze,NULL,1,12,5
2022,Provincia di Nuoro,OROSEI,Case e appartamenti per vacanze,I Categoria,1,15,6
2022,Provincia di Nuoro,OROSEI,Case e appartamenti per vacanze,II Categoria,12,278,116
2022,Provincia di Nuoro,OROSEI,Residence,II Categoria,2,261,94
2022,Provincia di Nuoro,OROSEI,Turismo Rurale,3 Stelle,1,21,12
2022,Provincia di Nuoro,OROSEI,Villaggio albergo,4 Stelle,2,872,391
2022,Provincia di Nuoro,OROTELLI,Affittacamere,II Categoria,2,8,4
2022,Provincia del Sud Sardegna,ORROLI,Albergo diffuso,3 Stelle,1,23,11
2022,Provincia del Sud Sardegna,ORROLI,Alloggi privati,NULL,1,6,3
2022,Provincia del Sud Sardegna,ORROLI,Bed and breakfast,2 Stelle,1,6,3
2022,Provincia del Sud Sardegna,ORROLI,Bed and breakfast,3 Stelle,1,6,3
2022,Provincia del Sud Sardegna,ORROLI,Turismo Rurale,1 Stella,1,18,9
2022,Provincia del Sud Sardegna,ORROLI,Turismo Rurale,2 Stelle,1,20,7
2022,Provincia di Nuoro,ORTUERI,Albergo,1 Stella,1,13,8
2022,Provincia di Sassari,OSCHIRI,Affittacamere,I Categoria,1,7,3
2022,Provincia di Sassari,OSCHIRI,Alloggi privati,NULL,2,8,2
2022,Provincia di Sassari,OSCHIRI,Bed and breakfast,2 Stelle,1,8,3
2022,Provincia di Sassari,OSCHIRI,Turismo Rurale,2 Stelle,1,15,8
2022,Provincia di Nuoro,OSIDDA,Agriturismo,NULL,1,12,6
2022,Provincia di Nuoro,OSIDDA,Bed and breakfast,2 Stelle,1,8,3
2022,Provincia di Sassari,OSILO,Affittacamere,NULL,1,11,6
2022,Provincia di Sassari,OSILO,Affittacamere,II Categoria,2,5,2
2022,Provincia di Sassari,OSILO,Alloggi privati,NULL,2,9,4
2022,Provincia di Sassari,OSILO,Bed and breakfast,NULL,1,14,0
2022,Provincia di Nuoro,OSINI,Agriturismo,NULL,1,9,4
2022,Provincia di Nuoro,OSINI,Albergo,3 Stelle,2,38,22
2022,Provincia di Nuoro,OSINI,Bed and breakfast,1 Stella,1,6,3
2022,Provincia di Nuoro,OSINI,Bed and breakfast,3 Stelle,1,2,1
2022,Provincia di Nuoro,OSINI,Campeggio,2 Stelle,1,80,20
2022,Provincia di Sassari,OSSI,Affittacamere,NULL,2,15,6
2022,Provincia di Sassari,OSSI,Affittacamere,II Categoria,1,4,1
2022,Provincia di Sassari,OSSI,Alloggi privati,NULL,1,5,1
2022,Provincia di Sassari,OSSI,Bed and breakfast,2 Stelle,1,1,1
2022,Provincia di Nuoro,OTTANA,Albergo,2 Stelle,2,39,34
2022,Provincia di Nuoro,OTTANA,Alloggi privati,NULL,1,8,4
2022,Provincia di Nuoro,OVODDA,Agriturismo,NULL,2,13,6
2022,Provincia di Nuoro,OVODDA,Bed and breakfast,3 Stelle,1,6,3
2022,Provincia di Sassari,OZIERI,Affittacamere,III Categoria,1,13,6
2022,Provincia di Sassari,OZIERI,Agriturismo,NULL,1,11,5
2022,Provincia di Sassari,OZIERI,Albergo,3 Stelle,1,28,14
2022,Provincia di Sassari,OZIERI,Alloggi privati,NULL,2,6,5
2022,Provincia di Sassari,OZIERI,Bed and breakfast,1 Stella,2,7,4
2022,Provincia di Sassari,OZIERI,Bed and breakfast,2 Stelle,5,24,13
2022,Provincia di Sassari,OZIERI,Bed and breakfast,3 Stelle,3,16,8
2022,Provincia di Sassari,OZIERI,Case e appartamenti per vacanze,II Categoria,1,12,3
2022,Provincia del Sud Sardegna,PABILLONIS,Alloggi privati,NULL,1,6,3
2022,Provincia del Sud Sardegna,PABILLONIS,Bed and breakfast,1 Stella,2,11,5
2022,Provincia di Sassari,PADRIA,Agriturismo,NULL,1,16,4
2022,Provincia di Sassari,PADRIA,Alloggi privati,NULL,1,6,3
2022,Provincia di Sassari,PADRU,Agriturismo,NULL,13,167,88
2022,Provincia di Sassari,PADRU,Albergo,2 Stelle,1,18,9
2022,Provincia di Sassari,PADRU,Alloggi privati,NULL,7,32,15
2022,Provincia di Sassari,PADRU,Bed and breakfast,2 Stelle,1,6,3
2022,Provincia di Sassari,PALAU,Affittacamere,I Categoria,4,26,13
2022,Provincia di Sassari,PALAU,Affittacamere,II Categoria,4,30,14
2022,Provincia di Sassari,PALAU,Affittacamere,III Categoria,1,8,6
2022,Provincia di Sassari,PALAU,Agriturismo,NULL,1,18,8
2022,Provincia di Sassari,PALAU,Albergo,3 Stelle,6,321,153
2022,Provincia di Sassari,PALAU,Albergo,4 Stelle,5,1865,723
2022,Provincia di Sassari,PALAU,Albergo,5 Stelle,1,200,64
2022,Provincia di Sassari,PALAU,Albergo residenziale,3 Stelle,3,338,47
2022,Provincia di Sassari,PALAU,Alloggi privati,NULL,411,1981,761
2022,Provincia di Sassari,PALAU,Bed and breakfast,1 Stella,4,18,8
2022,Provincia di Sassari,PALAU,Bed and breakfast,2 Stelle,4,18,9
2022,Provincia di Sassari,PALAU,Bed and breakfast,3 Stelle,12,65,31
2022,Provincia di Sassari,PALAU,Campeggio,3 Stelle,4,3426,975
2022,Provincia di Sassari,PALAU,Case e appartamenti per vacanze,NULL,2,231,77
2022,Provincia di Sassari,PALAU,Case e appartamenti per vacanze,I Categoria,2,96,10
2022,Provincia di Sassari,PALAU,Case e appartamenti per vacanze,II Categoria,12,1002,38
2022,Provincia di Sassari,PALAU,Locanda,I Categoria,1,13,6
2022,Provincia di Sassari,PALAU,Residence,II Categoria,2,277,70
2022,Provincia di Sassari,PALAU,Turismo Rurale,3 Stelle,1,16,8
2022,Provincia di Oristano,PALMAS ARBOREA,Agriturismo,NULL,3,40,20
2022,Provincia di Oristano,PALMAS ARBOREA,Bed and breakfast,1 Stella,1,4,2
2022,Provincia di Sassari,PATTADA,Agriturismo,NULL,1,12,6
2022,Provincia di Sassari,PATTADA,Albergo,3 Stelle,2,93,39
2022,Provincia del Sud Sardegna,PAULI ARBAREI,Affittacamere,II Categoria,1,12,5
2022,Provincia del Sud Sardegna,PAULI ARBAREI,Agriturismo,NULL,1,12,6
2022,Provincia di Oristano,PAULILATINO,Affittacamere,II Categoria,2,16,9
2022,Provincia di Oristano,PAULILATINO,Alloggi privati,NULL,4,15,7
2022,Provincia di Oristano,PAULILATINO,Bed and breakfast,2 Stelle,1,2,1
2022,Provincia di Oristano,PAULILATINO,Case per ferie,III Categoria,1,7,4
2022,Provincia di Nuoro,PERDASDEFOGU,Bed and breakfast,1 Stella,2,10,5
2022,Provincia di Nuoro,PERDASDEFOGU,Bed and breakfast,2 Stelle,1,2,1
2022,Provincia del Sud Sardegna,PERDAXIUS,Alloggi privati,NULL,1,2,1
2022,Provincia di Sassari,PERFUGAS,Agriturismo,NULL,2,17,9
2022,Provincia di Sassari,PERFUGAS,Albergo,2 Stelle,1,18,9
2022,Provincia di Sassari,PERFUGAS,Alloggi privati,NULL,3,19,6
2022,Provincia di Sassari,PERFUGAS,Bed and breakfast,1 Stella,1,5,3
2022,Provincia di Sassari,PERFUGAS,Bed and breakfast,2 Stelle,1,6,3
2022,Provincia di Sassari,PERFUGAS,Bed and breakfast,3 Stelle,1,6,3
2022,Provincia del Sud Sardegna,PISCINAS,Affittacamere,II Categoria,2,15,7
2022,Provincia del Sud Sardegna,PISCINAS,Affittacamere,III Categoria,1,10,5
2022,Provincia del Sud Sardegna,PISCINAS,Bed and breakfast,1 Stella,1,6,2
2022,Provincia di Sassari,PLOAGHE,Alloggi privati,NULL,1,4,2
2022,Provincia di Sassari,PLOAGHE,Bed and breakfast,1 Stella,3,14,5
2022,Provincia di Sassari,PLOAGHE,Bed and breakfast,3 Stelle,2,12,6
2022,Provincia di Sassari,PORTO TORRES,Affittacamere,NULL,7,50,28
2022,Provincia di Sassari,PORTO TORRES,Affittacamere,I Categoria,3,20,10
2022,Provincia di Sassari,PORTO TORRES,Affittacamere,II Categoria,8,63,33
2022,Provincia di Sassari,PORTO TORRES,Agriturismo,NULL,3,43,20
2022,Provincia di Sassari,PORTO TORRES,Albergo,3 Stelle,2,126,64
2022,Provincia di Sassari,PORTO TORRES,Albergo,4 Stelle,1,87,36
2022,Provincia di Sassari,PORTO TORRES,Albergo residenziale,3 Stelle,1,35,12
2022,Provincia di Sassari,PORTO TORRES,Alloggi privati,NULL,90,398,167
2022,Provincia di Sassari,PORTO TORRES,Bed and breakfast,1 Stella,1,6,3
2022,Provincia di Sassari,PORTO TORRES,Bed and breakfast,2 Stelle,6,28,12
2022,Provincia di Sassari,PORTO TORRES,Bed and breakfast,3 Stelle,3,9,6
2022,Provincia di Sassari,PORTO TORRES,Case e appartamenti per vacanze,II Categoria,4,85,31
2022,Provincia di Sassari,PORTO TORRES,Ostelli per la gioventù,III Categoria,1,20,4
2022,Provincia del Sud Sardegna,PORTOSCUSO,Affittacamere,I Categoria,1,8,4
2022,Provincia del Sud Sardegna,PORTOSCUSO,Affittacamere,II Categoria,1,9,5
2022,Provincia del Sud Sardegna,PORTOSCUSO,Albergo,3 Stelle,2,115,55
2022,Provincia del Sud Sardegna,PORTOSCUSO,Albergo,4 Stelle,2,80,41
2022,Provincia del Sud Sardegna,PORTOSCUSO,Alloggi privati,NULL,45,186,82
2022,Provincia del Sud Sardegna,PORTOSCUSO,Bed and breakfast,1 Stella,5,22,10
2022,Provincia del Sud Sardegna,PORTOSCUSO,Bed and breakfast,2 Stelle,2,10,4
2022,Provincia del Sud Sardegna,PORTOSCUSO,Bed and breakfast,3 Stelle,5,26,13
2022,Provincia di Nuoro,POSADA,Affittacamere,I Categoria,2,18,11
2022,Provincia di Nuoro,POSADA,Affittacamere,II Categoria,8,50,26
2022,Provincia di Nuoro,POSADA,Affittacamere,III Categoria,1,10,5
2022,Provincia di Nuoro,POSADA,Agriturismo,NULL,3,40,22
2022,Provincia di Nuoro,POSADA,Albergo,2 Stelle,2,43,21
2022,Provincia di Nuoro,POSADA,Albergo,3 Stelle,3,96,51
2022,Provincia di Nuoro,POSADA,Albergo,4 Stelle,2,126,67
2022,Provincia di Nuoro,POSADA,Alloggi privati,NULL,61,277,131
2022,Provincia di Nuoro,POSADA,Bed and breakfast,NULL,1,2,1
2022,Provincia di Nuoro,POSADA,Bed and breakfast,1 Stella,4,16,8
2022,Provincia di Nuoro,POSADA,Bed and breakfast,2 Stelle,5,22,11
2022,Provincia di Nuoro,POSADA,Bed and breakfast,3 Stelle,7,40,21
2022,Provincia di Nuoro,POSADA,Campeggio,2 Stelle,1,552,138
2022,Provincia di Nuoro,POSADA,Case e appartamenti per vacanze,II Categoria,1,19,12
2022,Provincia di Sassari,POZZOMAGGIORE,Alloggi privati,NULL,2,7,2
2022,Provincia di Sassari,POZZOMAGGIORE,Bed and breakfast,1 Stella,2,11,5
2022,Provincia di Sassari,POZZOMAGGIORE,Bed and breakfast,2 Stelle,1,4,2
2022,Provincia di Sassari,POZZOMAGGIORE,Bed and breakfast,3 Stelle,1,6,3
2022,Città metropolitana di Cagliari,PULA,Affittacamere,II Categoria,10,68,39
2022,Città metropolitana di Cagliari,PULA,Agriturismo,NULL,2,17,11
2022,Città metropolitana di Cagliari,PULA,Albergo,1 Stella,2,27,16
2022,Città metropolitana di Cagliari,PULA,Albergo,3 Stelle,6,232,118
2022,Città metropolitana di Cagliari,PULA,Albergo,4 Stelle,16,2679,1196
2022,Città metropolitana di Cagliari,PULA,Albergo,5 Stelle,5,1124,475
2022,Città metropolitana di Cagliari,PULA,Albergo residenziale,2 Stelle,1,64,26
2022,Città metropolitana di Cagliari,PULA,Albergo residenziale,3 Stelle,4,242,68
2022,Città metropolitana di Cagliari,PULA,Albergo residenziale,4 Stelle,1,173,45
2022,Città metropolitana di Cagliari,PULA,Alloggi privati,NULL,415,2122,996
2022,Città metropolitana di Cagliari,PULA,Bed and breakfast,NULL,20,93,47
2022,Città metropolitana di Cagliari,PULA,Bed and breakfast,1 Stella,1,4,2
2022,Città metropolitana di Cagliari,PULA,Bed and breakfast,2 Stelle,2,13,6
2022,Città metropolitana di Cagliari,PULA,Bed and breakfast,3 Stelle,2,10,5
2022,Città metropolitana di Cagliari,PULA,Campeggio,NULL,1,350,90
2022,Città metropolitana di Cagliari,PULA,Campeggio,2 Stelle,1,720,159
2022,Città metropolitana di Cagliari,PULA,Campeggio,3 Stelle,1,399,119
2022,Città metropolitana di Cagliari,PULA,Case e appartamenti per vacanze,NULL,1,23,12
2022,Città metropolitana di Cagliari,PULA,Case e appartamenti per vacanze,II Categoria,3,660,158
2022,Città metropolitana di Cagliari,PULA,Ostelli per la gioventù,III Categoria,1,83,21
2022,Città metropolitana di Cagliari,PULA,Turismo Rurale,2 Stelle,1,25,10
2022,Città metropolitana di Cagliari,PULA,Turismo Rurale,3 Stelle,1,67,32
2022,Provincia di Sassari,PUTIFIGARI,Affittacamere,I Categoria,1,6,3
2022,Provincia di Sassari,PUTIFIGARI,Agriturismo,NULL,1,8,4
2022,Provincia di Sassari,PUTIFIGARI,Alloggi privati,NULL,3,19,8
2022,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Affittacamere,NULL,1,5,3
2022,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Affittacamere,I Categoria,7,74,30
2022,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Affittacamere,II Categoria,14,98,51
2022,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Affittacamere,III Categoria,2,19,10
2022,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Agriturismo,NULL,1,4,2
2022,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Albergo,1 Stella,1,18,13
2022,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Albergo,2 Stelle,2,31,22
2022,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Albergo,3 Stelle,2,40,22
2022,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Albergo,4 Stelle,3,1215,522
2022,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Albergo residenziale,3 Stelle,1,198,83
2022,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Alloggi privati,NULL,531,2499,1094
2022,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Bed and breakfast,NULL,37,165,88
2022,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Bed and breakfast,1 Stella,6,20,12
2022,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Bed and breakfast,3 Stelle,7,39,18
2022,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Campeggio,3 Stelle,1,400,113
2022,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Case e appartamenti per vacanze,II Categoria,3,91,38
2022,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Residence,NULL,1,81,30
2022,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Turismo Rurale,3 Stelle,1,78,39
2022,Città metropolitana di Cagliari,QUARTUCCIU,Affittacamere,NULL,1,17,5
2022,Città metropolitana di Cagliari,QUARTUCCIU,Affittacamere,II Categoria,2,19,7
2022,Città metropolitana di Cagliari,QUARTUCCIU,Agriturismo,NULL,1,6,4
2022,Città metropolitana di Cagliari,QUARTUCCIU,Albergo,3 Stelle,2,83,42
2022,Città metropolitana di Cagliari,QUARTUCCIU,Alloggi privati,NULL,17,81,40
2022,Città metropolitana di Cagliari,QUARTUCCIU,Bed and breakfast,NULL,10,35,17
2022,Città metropolitana di Cagliari,QUARTUCCIU,Bed and breakfast,1 Stella,1,3,2
2022,Città metropolitana di Cagliari,QUARTUCCIU,Bed and breakfast,2 Stelle,1,4,2
2022,Città metropolitana di Cagliari,QUARTUCCIU,Bed and breakfast,3 Stelle,1,5,3
2022,Provincia di Oristano,RIOLA SARDO,Affittacamere,II Categoria,2,24,12
2022,Provincia di Oristano,RIOLA SARDO,Affittacamere,III Categoria,1,6,4
2022,Provincia di Oristano,RIOLA SARDO,Agriturismo,NULL,9,135,61
2022,Provincia di Oristano,RIOLA SARDO,Albergo,3 Stelle,1,17,7
2022,Provincia di Oristano,RIOLA SARDO,Alloggi privati,NULL,27,123,54
2022,Provincia di Oristano,RIOLA SARDO,Bed and breakfast,1 Stella,1,4,2
2022,Provincia di Oristano,RIOLA SARDO,Bed and breakfast,3 Stelle,1,3,3
2022,Provincia di Oristano,RIOLA SARDO,Case e appartamenti per vacanze,II Categoria,1,23,7
2022,Provincia di Sassari,ROMANA,Agriturismo,NULL,1,20,12
2022,Provincia di Oristano,RUINAS,Alloggi privati,NULL,2,6,2
2022,Provincia del Sud Sardegna,SADALI,Affittacamere,I Categoria,1,12,5
2022,Provincia del Sud Sardegna,SADALI,Affittacamere,II Categoria,2,26,12
2022,Provincia del Sud Sardegna,SADALI,Alloggi privati,NULL,1,4,2
2022,Provincia di Oristano,SAGAMA,Agriturismo,NULL,1,22,7
2022,Provincia di Oristano,SAGAMA,Alloggi privati,NULL,1,4,2
2022,Provincia di Oristano,SAGAMA,Bed and breakfast,1 Stella,1,5,2
2022,Provincia del Sud Sardegna,SAMASSI,Alloggi privati,NULL,1,6,3
2022,Provincia di Oristano,SAMUGHEO,Affittacamere,II Categoria,1,9,6
2022,Provincia di Oristano,SAMUGHEO,Agriturismo,NULL,2,22,12
2022,Provincia di Oristano,SAMUGHEO,Alloggi privati,NULL,1,5,3
2022,Provincia di Oristano,SAMUGHEO,Bed and breakfast,1 Stella,4,11,6
2022,Provincia del Sud Sardegna,SAN BASILIO,Bed and breakfast,NULL,1,6,0
2022,Provincia del Sud Sardegna,SAN GAVINO MONREALE,Albergo,1 Stella,1,19,16
2022,Provincia del Sud Sardegna,SAN GAVINO MONREALE,Albergo,3 Stelle,1,13,10
2022,Provincia del Sud Sardegna,SAN GAVINO MONREALE,Bed and breakfast,1 Stella,2,6,4
2022,Provincia del Sud Sardegna,SAN GAVINO MONREALE,Bed and breakfast,3 Stelle,1,4,2
2022,Provincia del Sud Sardegna,SAN GIOVANNI SUERGIU,Agriturismo,NULL,2,34,14
2022,Provincia del Sud Sardegna,SAN GIOVANNI SUERGIU,Albergo,3 Stelle,1,20,12
2022,Provincia del Sud Sardegna,SAN GIOVANNI SUERGIU,Alloggi privati,NULL,31,146,71
2022,Provincia del Sud Sardegna,SAN GIOVANNI SUERGIU,Bed and breakfast,1 Stella,2,3,3
2022,Provincia del Sud Sardegna,SAN GIOVANNI SUERGIU,Bed and breakfast,3 Stelle,1,10,3
2022,Provincia del Sud Sardegna,SAN GIOVANNI SUERGIU,Case e appartamenti per vacanze,II Categoria,1,9,4
2022,Provincia del Sud Sardegna,SAN GIOVANNI SUERGIU,Case e appartamenti per vacanze,III Categoria,2,48,18
2022,Provincia di Oristano,SAN NICOLÒ D'ARCIDANO,Agriturismo,NULL,1,12,5
2022,Provincia di Oristano,SAN NICOLÒ D'ARCIDANO,Alloggi privati,NULL,3,9,4
2022,Provincia del Sud Sardegna,SAN NICOLÒ GERREI,Bed and breakfast,1 Stella,1,6,3
2022,Provincia del Sud Sardegna,SAN SPERATE,Albergo,3 Stelle,1,23,15
