anno,provincia,comune,mese,macro-tipologia,provenienza,arrivi,presenze
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Francia,97,194
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Paesi Bassi,5,11
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Germania,32,81
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Regno Unito,10,34
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Irlanda,1,1
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Grecia,7,7
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Spagna,20,29
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Belgio,11,25
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Norvegia,0,0
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Svezia,4,4
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Finlandia,0,2
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Svizzera (incluso Liechtenstein),28,61
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Austria,19,40
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Malta,3,3
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Turchia,2,5
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Lettonia,2,7
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Lituania,1,12
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Polonia,19,76
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Repubblica Ceca,6,9
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Slovacchia,2,2
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Ungheria,3,17
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Romania,60,165
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Bulgaria,1,13
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Ucraina,10,30
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Bielorussia,3,3
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Moldavia,0,5
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Russia,4,10
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Croazia,1,7
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Altri Paesi Europei,6,10
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Altri Paesi Africa Mediterranea,3,14
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Altri Paesi dell'Africa,6,35
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Stati Uniti d'America,9,25
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Canada,4,11
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Messico,2,4
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Venezuela,1,1
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Brasile,13,22
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Argentina,8,11
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Altri Paesi Centro - Sud America,13,17
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,India,3,7
2023,Provincia di Sassari,Alghero,1,Esercizi Alberghieri,Cina,3,3
