anno,provincia,comune,tipologia,categoria,Numero strutture,Letti,Camere
2025,Città Metropolitana di Cagliari,Armungia,Affittacamere,2 Stelle,1,2,2
2025,Città Metropolitana di Cagliari,Armungia,Altri alloggi privati,,3,18,8
2025,Città Metropolitana di Cagliari,Armungia,Bed & Breakfast,1 Stella,2,7,5
2025,Città Metropolitana di Cagliari,Armungia,Bed & Breakfast,3 Stelle,1,6,3
2025,Città Metropolitana di Cagliari,Assemini,Affittacamere,,1,5,3
2025,Città Metropolitana di Cagliari,Assemini,Affittacamere,1 Stella,1,6,4
2025,Città Metropolitana di Cagliari,Assemini,Affittacamere,2 Stelle,1,9,5
2025,Città Metropolitana di Cagliari,Assemini,Affittacamere,II Categoria,2,15,7
2025,Città Metropolitana di Cagliari,Assemini,Agriturismo,,5,64,30
2025,Città Metropolitana di Cagliari,Assemini,Albergo,4 Stelle,1,182,84
2025,Città Metropolitana di Cagliari,Assemini,Altri alloggi privati,,103,460,169
2025,Città Metropolitana di Cagliari,Assemini,Bed & Breakfast,,2,9,5
2025,Città Metropolitana di Cagliari,Assemini,Bed & Breakfast,1 Stella,4,21,9
2025,Città Metropolitana di Cagliari,Assemini,Bed & Breakfast,2 Stelle,2,9,5
2025,Città Metropolitana di Cagliari,Assemini,Bed & Breakfast,3 Stelle,5,25,11
2025,Città Metropolitana di Cagliari,Assemini,Residence,II Categoria,1,50,25
2025,Città Metropolitana di Cagliari,Ballao,Agriturismo,,1,5,3
2025,Città Metropolitana di Cagliari,Ballao,Bed & Breakfast,2 Stelle,1,8,3
2025,Città Metropolitana di Cagliari,Barrali,Altri alloggi privati,,1,4,2
2025,Città Metropolitana di Cagliari,Burcei,Albergo Rurale,3 Stelle,1,10,7
2025,Città Metropolitana di Cagliari,Burcei,Altri alloggi privati,,2,9,5
2025,Città Metropolitana di Cagliari,Cagliari,Affittacamere,,9,69,35
2025,Città Metropolitana di Cagliari,Cagliari,Affittacamere,1 Stella,5,37,16
2025,Città Metropolitana di Cagliari,Cagliari,Affittacamere,2 Stelle,35,242,127
2025,Città Metropolitana di Cagliari,Cagliari,Affittacamere,3 Stelle,74,618,293
2025,Città Metropolitana di Cagliari,Cagliari,Affittacamere,I Categoria,15,121,60
2025,Città Metropolitana di Cagliari,Cagliari,Affittacamere,II Categoria,148,1235,614
2025,Città Metropolitana di Cagliari,Cagliari,Affittacamere,III Categoria,2,15,11
2025,Città Metropolitana di Cagliari,Cagliari,Albergo,1 Stella,5,96,44
2025,Città Metropolitana di Cagliari,Cagliari,Albergo,2 Stelle,4,83,45
2025,Città Metropolitana di Cagliari,Cagliari,Albergo,3 Stelle,14,687,362
2025,Città Metropolitana di Cagliari,Cagliari,Albergo,4 Stelle,9,1392,662
2025,Città Metropolitana di Cagliari,Cagliari,Albergo,4 Stelle Superior,1,20,10
2025,Città Metropolitana di Cagliari,Cagliari,Albergo,5 Stelle,2,192,94
2025,Città Metropolitana di Cagliari,Cagliari,Albergo diffuso,3 Stelle,1,26,12
2025,Città Metropolitana di Cagliari,Cagliari,Altri alloggi privati,,2436,9566,4210
2025,Città Metropolitana di Cagliari,Cagliari,Altri alloggi privati,3 Stelle,1,2,1
2025,Città Metropolitana di Cagliari,Cagliari,Bed & Breakfast,,2,7,4
2025,Città Metropolitana di Cagliari,Cagliari,Bed & Breakfast,1 Stella,52,205,107
2025,Città Metropolitana di Cagliari,Cagliari,Bed & Breakfast,2 Stelle,36,167,84
2025,Città Metropolitana di Cagliari,Cagliari,Bed & Breakfast,3 Stelle,50,214,109
2025,Città Metropolitana di Cagliari,Cagliari,Boat & Breakfast,,5,12,5
2025,Città Metropolitana di Cagliari,Cagliari,Boat & Breakfast,Non definito,2,4,2
2025,Città Metropolitana di Cagliari,Cagliari,Casa per ferie e ospitalità religiosa,,4,807,461
2025,Città Metropolitana di Cagliari,Cagliari,Casa per ferie e ospitalità religiosa,III Categoria,5,525,395
2025,Città Metropolitana di Cagliari,Cagliari,Casa/App. vacanze,1 Stella,12,152,73
2025,Città Metropolitana di Cagliari,Cagliari,Casa/App. vacanze,2 Stelle,3,47,18
2025,Città Metropolitana di Cagliari,Cagliari,Casa/App. vacanze,3 Stelle,3,43,14
2025,Città Metropolitana di Cagliari,Cagliari,Casa/App. vacanze,II Categoria,12,140,79
2025,Città Metropolitana di Cagliari,Cagliari,Locanda,,2,18,9
2025,Città Metropolitana di Cagliari,Cagliari,Ostello,III Categoria,1,125,35
2025,Città Metropolitana di Cagliari,Cagliari,Residence,II Categoria,1,50,25
2025,Città Metropolitana di Cagliari,Cagliari,Residenza Turistico Alberghiera (R.T.A.),3 Stelle,1,298,122
2025,Città Metropolitana di Cagliari,Capoterra,Affittacamere,1 Stella,1,5,3
2025,Città Metropolitana di Cagliari,Capoterra,Affittacamere,2 Stelle,1,4,3
2025,Città Metropolitana di Cagliari,Capoterra,Affittacamere,3 Stelle,5,52,22
2025,Città Metropolitana di Cagliari,Capoterra,Affittacamere,II Categoria,4,39,18
2025,Città Metropolitana di Cagliari,Capoterra,Agriturismo,,5,48,7
2025,Città Metropolitana di Cagliari,Capoterra,Albergo,3 Stelle,2,40,20
2025,Città Metropolitana di Cagliari,Capoterra,Albergo,4 Stelle,1,153,71
2025,Città Metropolitana di Cagliari,Capoterra,Altri alloggi privati,,269,1198,552
2025,Città Metropolitana di Cagliari,Capoterra,Bed & Breakfast,,9,47,25
2025,Città Metropolitana di Cagliari,Capoterra,Bed & Breakfast,1 Stella,3,15,8
2025,Città Metropolitana di Cagliari,Capoterra,Bed & Breakfast,2 Stelle,5,25,13
2025,Città Metropolitana di Cagliari,Capoterra,Bed & Breakfast,3 Stelle,14,70,34
2025,Città Metropolitana di Cagliari,Capoterra,Casa/App. vacanze,II Categoria,1,16,8
2025,Città Metropolitana di Cagliari,Castiadas,Affittacamere,2 Stelle,1,6,2
2025,Città Metropolitana di Cagliari,Castiadas,Affittacamere,I Categoria,2,19,10
2025,Città Metropolitana di Cagliari,Castiadas,Affittacamere,II Categoria,2,12,7
2025,Città Metropolitana di Cagliari,Castiadas,Agriturismo,,14,213,102
2025,Città Metropolitana di Cagliari,Castiadas,Albergo,2 Stelle,1,20,7
2025,Città Metropolitana di Cagliari,Castiadas,Albergo,3 Stelle,1,20,10
2025,Città Metropolitana di Cagliari,Castiadas,Albergo,4 Stelle,6,1749,777
2025,Città Metropolitana di Cagliari,Castiadas,Albergo,5 Stelle,1,133,61
2025,Città Metropolitana di Cagliari,Castiadas,Albergo Rurale,1 Stella,1,20,12
2025,Città Metropolitana di Cagliari,Castiadas,Altri alloggi privati,,353,1882,827
2025,Città Metropolitana di Cagliari,Castiadas,Bed & Breakfast,1 Stella,3,16,9
2025,Città Metropolitana di Cagliari,Castiadas,Bed & Breakfast,2 Stelle,4,22,11
2025,Città Metropolitana di Cagliari,Castiadas,Bed & Breakfast,3 Stelle,7,36,19
2025,Città Metropolitana di Cagliari,Castiadas,Casa per ferie e ospitalità religiosa,III Categoria,1,16,8
2025,Città Metropolitana di Cagliari,Castiadas,Casa/App. vacanze,,2,151,43
2025,Città Metropolitana di Cagliari,Castiadas,Casa/App. vacanze,2 Stelle,1,16,9
2025,Città Metropolitana di Cagliari,Castiadas,Casa/App. vacanze,I Categoria,1,59,30
2025,Città Metropolitana di Cagliari,Castiadas,Casa/App. vacanze,II Categoria,1,39,18
2025,Città Metropolitana di Cagliari,Castiadas,Villaggio albergo,4 Stelle,3,618,312
2025,Città Metropolitana di Cagliari,Decimomannu,Affittacamere,1 Stella,1,6,4
2025,Città Metropolitana di Cagliari,Decimomannu,Affittacamere,3 Stelle,1,10,6
2025,Città Metropolitana di Cagliari,Decimomannu,Agriturismo,,1,12,0
2025,Città Metropolitana di Cagliari,Decimomannu,Altri alloggi privati,,29,105,44
2025,Città Metropolitana di Cagliari,Decimomannu,Bed & Breakfast,,1,5,3
2025,Città Metropolitana di Cagliari,Decimomannu,Bed & Breakfast,1 Stella,1,3,2
2025,Città Metropolitana di Cagliari,Decimoputzu,Bed & Breakfast,1 Stella,1,3,1
2025,Città Metropolitana di Cagliari,Decimoputzu,Bed & Breakfast,2 Stelle,1,6,3
2025,Città Metropolitana di Cagliari,Dolianova,Affittacamere,II Categoria,1,6,2
2025,Città Metropolitana di Cagliari,Dolianova,Albergo,5 Stelle,1,20,10
2025,Città Metropolitana di Cagliari,Dolianova,Albergo Rurale,2 Stelle,1,20,11
2025,Città Metropolitana di Cagliari,Dolianova,Albergo Rurale,3 Stelle,1,20,10
2025,Città Metropolitana di Cagliari,Dolianova,Altri alloggi privati,,26,116,47
2025,Città Metropolitana di Cagliari,Dolianova,Bed & Breakfast,,1,7,3
2025,Città Metropolitana di Cagliari,Dolianova,Bed & Breakfast,1 Stella,5,19,11
2025,Città Metropolitana di Cagliari,Dolianova,Bed & Breakfast,2 Stelle,4,20,9
2025,Città Metropolitana di Cagliari,Dolianova,Bed & Breakfast,3 Stelle,3,16,8
2025,Città Metropolitana di Cagliari,Domus De Maria,Affittacamere,,2,7,4
2025,Città Metropolitana di Cagliari,Domus De Maria,Affittacamere,3 Stelle,3,27,13
2025,Città Metropolitana di Cagliari,Domus De Maria,Affittacamere,I Categoria,2,18,9
2025,Città Metropolitana di Cagliari,Domus De Maria,Affittacamere,II Categoria,3,29,13
2025,Città Metropolitana di Cagliari,Domus De Maria,Agriturismo,,1,20,0
2025,Città Metropolitana di Cagliari,Domus De Maria,Albergo,2 Stelle,1,37,20
2025,Città Metropolitana di Cagliari,Domus De Maria,Albergo,3 Stelle,2,109,48
2025,Città Metropolitana di Cagliari,Domus De Maria,Albergo,4 Stelle,3,1132,502
2025,Città Metropolitana di Cagliari,Domus De Maria,Albergo,5 Stelle,2,322,118
2025,Città Metropolitana di Cagliari,Domus De Maria,Altri alloggi privati,,478,2381,1058
2025,Città Metropolitana di Cagliari,Domus De Maria,Bed & Breakfast,1 Stella,2,8,4
2025,Città Metropolitana di Cagliari,Domus De Maria,Bed & Breakfast,2 Stelle,3,17,9
2025,Città Metropolitana di Cagliari,Domus De Maria,Bed & Breakfast,3 Stelle,10,54,26
2025,Città Metropolitana di Cagliari,Domus De Maria,Campeggio,3 Stelle,1,420,108
2025,Città Metropolitana di Cagliari,Domus De Maria,Casa/App. vacanze,1 Stella,1,5,2
2025,Città Metropolitana di Cagliari,Domus De Maria,Casa/App. vacanze,2 Stelle,1,23,11
2025,Città Metropolitana di Cagliari,Domus De Maria,Casa/App. vacanze,3 Stelle,2,12,4
2025,Città Metropolitana di Cagliari,Domus De Maria,Casa/App. vacanze,II Categoria,11,221,58
2025,Città Metropolitana di Cagliari,Domus De Maria,Casa/App. vacanze,III Categoria,1,4,3
2025,Città Metropolitana di Cagliari,Domus De Maria,Residence,II Categoria,1,60,24
2025,Città Metropolitana di Cagliari,Domus De Maria,Villaggio albergo,5 Stelle,1,165,77
2025,Città Metropolitana di Cagliari,Donori,Agriturismo,,1,17,5
2025,Città Metropolitana di Cagliari,Donori,Altri alloggi privati,,3,14,6
2025,Città Metropolitana di Cagliari,Elmas,Affittacamere,3 Stelle,1,4,2
2025,Città Metropolitana di Cagliari,Elmas,Albergo,3 Stelle,1,72,34
2025,Città Metropolitana di Cagliari,Elmas,Altri alloggi privati,,46,183,83
2025,Città Metropolitana di Cagliari,Elmas,Bed & Breakfast,,1,3,2
2025,Città Metropolitana di Cagliari,Elmas,Bed & Breakfast,1 Stella,3,12,4
2025,Città Metropolitana di Cagliari,Elmas,Bed & Breakfast,2 Stelle,1,2,1
2025,Città Metropolitana di Cagliari,Elmas,Bed & Breakfast,3 Stelle,2,8,5
2025,Città Metropolitana di Cagliari,Escalaplano,Affittacamere,1 Stella,1,8,5
2025,Città Metropolitana di Cagliari,Escalaplano,Affittacamere,II Categoria,1,10,5
2025,Città Metropolitana di Cagliari,Escalaplano,Agriturismo,,2,12,0
2025,Città Metropolitana di Cagliari,Escalaplano,Bed & Breakfast,1 Stella,1,4,2
2025,Città Metropolitana di Cagliari,Escalaplano,Bed & Breakfast,2 Stelle,1,6,3
2025,Città Metropolitana di Cagliari,Escalaplano,Bed & Breakfast,3 Stelle,1,4,2
2025,Città Metropolitana di Cagliari,Escolca,Affittacamere,II Categoria,1,9,4
2025,Città Metropolitana di Cagliari,Esterzili,Altri alloggi privati,,2,12,5
2025,Città Metropolitana di Cagliari,Esterzili,Bed & Breakfast,1 Stella,2,5,3
2025,Città Metropolitana di Cagliari,Genoni,Affittacamere,3 Stelle,1,9,4
2025,Città Metropolitana di Cagliari,Genoni,Agriturismo,,1,18,9
2025,Città Metropolitana di Cagliari,Genoni,Altri alloggi privati,,2,16,6
2025,Città Metropolitana di Cagliari,Gergei,Affittacamere,,1,9,4
2025,Città Metropolitana di Cagliari,Gergei,Affittacamere,1 Stella,1,5,2
2025,Città Metropolitana di Cagliari,Gergei,Affittacamere,2 Stelle,1,8,2
2025,Città Metropolitana di Cagliari,Gergei,Affittacamere,3 Stelle,1,4,2
2025,Città Metropolitana di Cagliari,Gergei,Affittacamere,II Categoria,1,2,1
2025,Città Metropolitana di Cagliari,Gergei,Agriturismo,,1,20,10
2025,Città Metropolitana di Cagliari,Gergei,Altri alloggi privati,,6,36,16
2025,Città Metropolitana di Cagliari,Gergei,Bed & Breakfast,3 Stelle,1,2,1
2025,Città Metropolitana di Cagliari,Goni,Agriturismo,,1,6,0
2025,Città Metropolitana di Cagliari,Guamaggiore,Bed & Breakfast,2 Stelle,1,7,3
2025,Città Metropolitana di Cagliari,Guasila,Albergo Rurale,1 Stella,1,12,8
2025,Città Metropolitana di Cagliari,Guasila,Bed & Breakfast,1 Stella,1,6,2
2025,Città Metropolitana di Cagliari,Isili,Affittacamere,2 Stelle,1,5,3
2025,Città Metropolitana di Cagliari,Isili,Affittacamere,3 Stelle,1,2,1
2025,Città Metropolitana di Cagliari,Isili,Affittacamere,II Categoria,1,3,2
2025,Città Metropolitana di Cagliari,Isili,Agriturismo,,1,8,0
2025,Città Metropolitana di Cagliari,Isili,Albergo,2 Stelle,1,25,14
2025,Città Metropolitana di Cagliari,Isili,Altri alloggi privati,,5,16,8
2025,Città Metropolitana di Cagliari,Isili,Bed & Breakfast,1 Stella,2,9,5
2025,Città Metropolitana di Cagliari,Isili,Bed & Breakfast,3 Stelle,1,2,1
2025,Città Metropolitana di Cagliari,Mandas,Affittacamere,3 Stelle,2,20,15
2025,Città Metropolitana di Cagliari,Mandas,Agriturismo,,1,8,4
2025,Città Metropolitana di Cagliari,Mandas,Bed & Breakfast,1 Stella,1,3,2
2025,Città Metropolitana di Cagliari,Mandas,Bed & Breakfast,3 Stelle,2,9,5
2025,Città Metropolitana di Cagliari,Maracalagonis,Affittacamere,,1,5,4
2025,Città Metropolitana di Cagliari,Maracalagonis,Affittacamere,1 Stella,1,6,5
2025,Città Metropolitana di Cagliari,Maracalagonis,Affittacamere,3 Stelle,2,21,9
2025,Città Metropolitana di Cagliari,Maracalagonis,Affittacamere,II Categoria,1,2,2
2025,Città Metropolitana di Cagliari,Maracalagonis,Agriturismo,,2,22,8
2025,Città Metropolitana di Cagliari,Maracalagonis,Albergo,3 Stelle,1,32,15
2025,Città Metropolitana di Cagliari,Maracalagonis,Altri alloggi privati,,420,2625,1213
2025,Città Metropolitana di Cagliari,Maracalagonis,Bed & Breakfast,1 Stella,3,14,8
2025,Città Metropolitana di Cagliari,Maracalagonis,Bed & Breakfast,2 Stelle,4,17,8
2025,Città Metropolitana di Cagliari,Maracalagonis,Bed & Breakfast,3 Stelle,1,6,3
2025,Città Metropolitana di Cagliari,Maracalagonis,Casa/App. vacanze,,1,184,0
2025,Città Metropolitana di Cagliari,Maracalagonis,Casa/App. vacanze,2 Stelle,1,15,6
2025,Città Metropolitana di Cagliari,Maracalagonis,Casa/App. vacanze,3 Stelle,1,16,8
2025,Città Metropolitana di Cagliari,Maracalagonis,Casa/App. vacanze,II Categoria,1,44,13
2025,Città Metropolitana di Cagliari,Maracalagonis,Residence,III Categoria,1,140,46
2025,Città Metropolitana di Cagliari,Maracalagonis,Villaggio albergo,4 Stelle,1,828,328
2025,Città Metropolitana di Cagliari,Monastir,Affittacamere,III Categoria,1,10,5
2025,Città Metropolitana di Cagliari,Monastir,Agriturismo,,1,0,0
2025,Città Metropolitana di Cagliari,Monastir,Albergo,3 Stelle,1,46,22
2025,Città Metropolitana di Cagliari,Monastir,Altri alloggi privati,,5,22,8
2025,Città Metropolitana di Cagliari,Monastir,Bed & Breakfast,3 Stelle,2,8,3
2025,Città Metropolitana di Cagliari,Monserrato,Affittacamere,3 Stelle,2,11,7
2025,Città Metropolitana di Cagliari,Monserrato,Affittacamere,II Categoria,3,27,14
2025,Città Metropolitana di Cagliari,Monserrato,Altri alloggi privati,,95,370,177
2025,Città Metropolitana di Cagliari,Monserrato,Bed & Breakfast,,3,15,6
2025,Città Metropolitana di Cagliari,Monserrato,Bed & Breakfast,1 Stella,1,4,2
2025,Città Metropolitana di Cagliari,Monserrato,Bed & Breakfast,3 Stelle,1,1,1
2025,Città Metropolitana di Cagliari,Monserrato,Casa/App. vacanze,II Categoria,1,9,7
2025,Città Metropolitana di Cagliari,Muravera,Affittacamere,,1,14,6
2025,Città Metropolitana di Cagliari,Muravera,Affittacamere,1 Stella,2,6,4
2025,Città Metropolitana di Cagliari,Muravera,Affittacamere,2 Stelle,1,10,5
2025,Città Metropolitana di Cagliari,Muravera,Affittacamere,II Categoria,4,38,17
2025,Città Metropolitana di Cagliari,Muravera,Agriturismo,,8,125,45
2025,Città Metropolitana di Cagliari,Muravera,Albergo,1 Stella,1,24,16
2025,Città Metropolitana di Cagliari,Muravera,Albergo,2 Stelle,1,26,13
2025,Città Metropolitana di Cagliari,Muravera,Albergo,3 Stelle,3,493,239
2025,Città Metropolitana di Cagliari,Muravera,Albergo,4 Stelle,6,1184,535
2025,Città Metropolitana di Cagliari,Muravera,Albergo Rurale,3 Stelle,2,42,24
2025,Città Metropolitana di Cagliari,Muravera,Altri alloggi privati,,963,4487,1970
2025,Città Metropolitana di Cagliari,Muravera,Altri alloggi privati,1 Stella,1,4,2
2025,Città Metropolitana di Cagliari,Muravera,Bed & Breakfast,1 Stella,4,15,9
2025,Città Metropolitana di Cagliari,Muravera,Bed & Breakfast,2 Stelle,9,36,22
2025,Città Metropolitana di Cagliari,Muravera,Bed & Breakfast,3 Stelle,7,39,19
2025,Città Metropolitana di Cagliari,Muravera,Campeggio,3 Stelle,2,899,216
2025,Città Metropolitana di Cagliari,Muravera,Campeggio,4 Stelle,1,1108,286
2025,Città Metropolitana di Cagliari,Muravera,Casa/App. vacanze,,4,182,187
2025,Città Metropolitana di Cagliari,Muravera,Casa/App. vacanze,1 Stella,5,94,66
2025,Città Metropolitana di Cagliari,Muravera,Casa/App. vacanze,2 Stelle,2,221,182
2025,Città Metropolitana di Cagliari,Muravera,Casa/App. vacanze,3 Stelle,2,34,23
2025,Città Metropolitana di Cagliari,Muravera,Casa/App. vacanze,I Categoria,1,72,36
2025,Città Metropolitana di Cagliari,Muravera,Casa/App. vacanze,II Categoria,11,538,241
2025,Città Metropolitana di Cagliari,Muravera,Casa/App. vacanze,III Categoria,18,14,11
2025,Città Metropolitana di Cagliari,Muravera,Locanda,II Categoria,1,15,6
2025,Città Metropolitana di Cagliari,Muravera,Residence,I Categoria,1,16,8
2025,Città Metropolitana di Cagliari,Muravera,Residenza Turistico Alberghiera (R.T.A.),3 Stelle,1,302,98
2025,Città Metropolitana di Cagliari,Muravera,Villaggio albergo,4 Stelle,2,1418,530
2025,Città Metropolitana di Cagliari,Muravera,Villaggio turistico,4 Stelle,2,1479,364
2025,Città Metropolitana di Cagliari,Nuragus,Affittacamere,II Categoria,1,6,5
2025,Città Metropolitana di Cagliari,Nuragus,Altri alloggi privati,,1,4,2
2025,Città Metropolitana di Cagliari,Nuragus,Bed & Breakfast,1 Stella,1,3,2
2025,Città Metropolitana di Cagliari,Nurallao,Agriturismo,,1,12,6
2025,Città Metropolitana di Cagliari,Nurallao,Bed & Breakfast,3 Stelle,2,11,4
2025,Città Metropolitana di Cagliari,Nuraminis,Albergo,2 Stelle,1,37,20
2025,Città Metropolitana di Cagliari,Nuraminis,Altri alloggi privati,,1,7,4
2025,Città Metropolitana di Cagliari,Nuraminis,Bed & Breakfast,3 Stelle,1,3,2
2025,Città Metropolitana di Cagliari,Nurri,Agriturismo,,1,6,3
2025,Città Metropolitana di Cagliari,Nurri,Albergo,3 Stelle,1,20,10
2025,Città Metropolitana di Cagliari,Nurri,Altri alloggi privati,,1,8,4
2025,Città Metropolitana di Cagliari,Orroli,Albergo Rurale,1 Stella,1,18,9
2025,Città Metropolitana di Cagliari,Orroli,Albergo Rurale,2 Stelle,1,20,7
2025,Città Metropolitana di Cagliari,Orroli,Albergo diffuso,3 Stelle,1,23,11
2025,Città Metropolitana di Cagliari,Orroli,Altri alloggi privati,,3,16,8
2025,Città Metropolitana di Cagliari,Orroli,Bed & Breakfast,2 Stelle,2,12,6
2025,Città Metropolitana di Cagliari,Orroli,Bed & Breakfast,3 Stelle,1,4,3
2025,Città Metropolitana di Cagliari,Pimentel,Altri alloggi privati,,4,18,9
2025,Città Metropolitana di Cagliari,Pimentel,Bed & Breakfast,,1,5,3
2025,Città Metropolitana di Cagliari,Pula,Affittacamere,1 Stella,2,8,5
2025,Città Metropolitana di Cagliari,Pula,Affittacamere,2 Stelle,1,8,5
2025,Città Metropolitana di Cagliari,Pula,Affittacamere,3 Stelle,3,27,15
2025,Città Metropolitana di Cagliari,Pula,Affittacamere,I Categoria,1,6,3
2025,Città Metropolitana di Cagliari,Pula,Affittacamere,II Categoria,12,80,46
2025,Città Metropolitana di Cagliari,Pula,Agriturismo,,2,17,9
2025,Città Metropolitana di Cagliari,Pula,Albergo,3 Stelle,6,234,121
2025,Città Metropolitana di Cagliari,Pula,Albergo,4 Stelle,15,2250,1031
2025,Città Metropolitana di Cagliari,Pula,Albergo,4 Stelle Superior,1,156,72
2025,Città Metropolitana di Cagliari,Pula,Albergo,5 Stelle,5,1124,475
2025,Città Metropolitana di Cagliari,Pula,Albergo Rurale,1 Stella,1,13,7
2025,Città Metropolitana di Cagliari,Pula,Albergo Rurale,3 Stelle,1,67,35
2025,Città Metropolitana di Cagliari,Pula,Albergo Rurale,4 Stelle,1,20,14
2025,Città Metropolitana di Cagliari,Pula,Altri alloggi privati,,1096,5607,2573
2025,Città Metropolitana di Cagliari,Pula,Bed & Breakfast,,4,24,11
2025,Città Metropolitana di Cagliari,Pula,Bed & Breakfast,1 Stella,1,4,2
2025,Città Metropolitana di Cagliari,Pula,Bed & Breakfast,2 Stelle,8,39,20
2025,Città Metropolitana di Cagliari,Pula,Bed & Breakfast,3 Stelle,9,37,19
2025,Città Metropolitana di Cagliari,Pula,Campeggio,2 Stelle,2,1070,249
2025,Città Metropolitana di Cagliari,Pula,Casa/App. vacanze,1 Stella,2,45,11
2025,Città Metropolitana di Cagliari,Pula,Casa/App. vacanze,3 Stelle,3,95,34
2025,Città Metropolitana di Cagliari,Pula,Casa/App. vacanze,II Categoria,3,630,148
2025,Città Metropolitana di Cagliari,Pula,Ostello,III Categoria,1,83,21
2025,Città Metropolitana di Cagliari,Pula,Residenza Turistico Alberghiera (R.T.A.),2 Stelle,2,89,36
2025,Città Metropolitana di Cagliari,Pula,Residenza Turistico Alberghiera (R.T.A.),3 Stelle,5,252,76
2025,Città Metropolitana di Cagliari,Pula,Residenza Turistico Alberghiera (R.T.A.),4 Stelle,1,173,54
2025,Città Metropolitana di Cagliari,Pula,Villaggio albergo,4 Stelle,1,198,87
2025,Città Metropolitana di Cagliari,Pula,Villaggio turistico,3 Stelle,1,399,100
2025,Città Metropolitana di Cagliari,Quartu Sant'Elena,Affittacamere,,1,5,3
2025,Città Metropolitana di Cagliari,Quartu Sant'Elena,Affittacamere,1 Stella,5,27,15
2025,Città Metropolitana di Cagliari,Quartu Sant'Elena,Affittacamere,2 Stelle,1,5,2
2025,Città Metropolitana di Cagliari,Quartu Sant'Elena,Affittacamere,3 Stelle,12,85,42
2025,Città Metropolitana di Cagliari,Quartu Sant'Elena,Affittacamere,I Categoria,7,76,30
2025,Città Metropolitana di Cagliari,Quartu Sant'Elena,Affittacamere,II Categoria,17,109,56
2025,Città Metropolitana di Cagliari,Quartu Sant'Elena,Affittacamere,III Categoria,1,10,5
2025,Città Metropolitana di Cagliari,Quartu Sant'Elena,Albergo,1 Stella,1,18,13
2025,Città Metropolitana di Cagliari,Quartu Sant'Elena,Albergo,2 Stelle,1,23,15
2025,Città Metropolitana di Cagliari,Quartu Sant'Elena,Albergo,3 Stelle,2,41,22
2025,Città Metropolitana di Cagliari,Quartu Sant'Elena,Albergo,4 Stelle,2,845,358
2025,Città Metropolitana di Cagliari,Quartu Sant'Elena,Albergo Rurale,3 Stelle,1,78,39
2025,Città Metropolitana di Cagliari,Quartu Sant'Elena,Altri alloggi privati,,1511,6921,3023
2025,Città Metropolitana di Cagliari,Quartu Sant'Elena,Bed & Breakfast,,7,34,15
2025,Città Metropolitana di Cagliari,Quartu Sant'Elena,Bed & Breakfast,1 Stella,13,49,28
2025,Città Metropolitana di Cagliari,Quartu Sant'Elena,Bed & Breakfast,2 Stelle,5,13,8
2025,Città Metropolitana di Cagliari,Quartu Sant'Elena,Bed & Breakfast,3 Stelle,14,72,38
2025,Città Metropolitana di Cagliari,Quartu Sant'Elena,Casa/App. vacanze,1 Stella,2,42,18
2025,Città Metropolitana di Cagliari,Quartu Sant'Elena,Casa/App. vacanze,3 Stelle,2,20,9
2025,Città Metropolitana di Cagliari,Quartu Sant'Elena,Casa/App. vacanze,II Categoria,4,107,44
2025,Città Metropolitana di Cagliari,Quartu Sant'Elena,Marina Resort,4 Stelle,1,1897,390
2025,Città Metropolitana di Cagliari,Quartu Sant'Elena,Residence,,1,81,30
2025,Città Metropolitana di Cagliari,Quartu Sant'Elena,Residenza Turistico Alberghiera (R.T.A.),3 Stelle,1,198,83
2025,Città Metropolitana di Cagliari,Quartu Sant'Elena,Villaggio turistico,3 Stelle,1,246,93
2025,Città Metropolitana di Cagliari,Quartucciu,Affittacamere,3 Stelle,2,18,9
2025,Città Metropolitana di Cagliari,Quartucciu,Affittacamere,II Categoria,1,6,3
2025,Città Metropolitana di Cagliari,Quartucciu,Affittacamere,III Categoria,1,9,3
2025,Città Metropolitana di Cagliari,Quartucciu,Agriturismo,,2,14,8
2025,Città Metropolitana di Cagliari,Quartucciu,Albergo,3 Stelle,2,83,42
2025,Città Metropolitana di Cagliari,Quartucciu,Altri alloggi privati,,66,261,122
2025,Città Metropolitana di Cagliari,Quartucciu,Bed & Breakfast,,3,10,5
2025,Città Metropolitana di Cagliari,Quartucciu,Bed & Breakfast,1 Stella,2,4,3
2025,Città Metropolitana di Cagliari,Quartucciu,Bed & Breakfast,2 Stelle,3,11,5
2025,Città Metropolitana di Cagliari,Quartucciu,Bed & Breakfast,3 Stelle,4,21,11
2025,Città Metropolitana di Cagliari,Sadali,Affittacamere,2 Stelle,1,12,5
2025,Città Metropolitana di Cagliari,Sadali,Affittacamere,II Categoria,2,26,12
2025,Città Metropolitana di Cagliari,Sadali,Altri alloggi privati,,4,19,9
2025,Città Metropolitana di Cagliari,Samatzai,Altri alloggi privati,,2,12,5
2025,Città Metropolitana di Cagliari,San Basilio,Bed & Breakfast,,1,6,0
2025,Città Metropolitana di Cagliari,San Basilio,Bed & Breakfast,2 Stelle,1,2,1
2025,Città Metropolitana di Cagliari,San Nicolò Gerrei,Agriturismo,,1,6,0
2025,Città Metropolitana di Cagliari,San Nicolò Gerrei,Altri alloggi privati,,2,8,4
2025,Città Metropolitana di Cagliari,San Nicolò Gerrei,Bed & Breakfast,1 Stella,1,6,3
