"anno","provincia","comune","mese","macro_tipologia","provenienza","arrivi","presenze"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Alberghiero","Friuli-Venezia Giulia","29","165"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Extra-Alberghiero - Alloggi privati in affitto","Friuli-Venezia Giulia","5","51"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Extra-Alberghiero - Alloggi privati in affitto","Liguria","10","24"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Alberghiero","Liguria","29","133"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Extra-Alberghiero - Complementari","Liguria","1","2"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Alberghiero","Emilia Romagna","149","1018"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Extra-Alberghiero - Complementari","Emilia Romagna","11","48"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Extra-Alberghiero - Alloggi privati in affitto","Emilia Romagna","63","478"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Extra-Alberghiero - Complementari","Toscana","6","46"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Alberghiero","Toscana","91","565"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Extra-Alberghiero - Alloggi privati in affitto","Toscana","19","118"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Alberghiero","Umbria","8","53"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Extra-Alberghiero - Complementari","Umbria","5","18"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Extra-Alberghiero - Alloggi privati in affitto","Umbria","7","68"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Alberghiero","Marche","23","144"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Extra-Alberghiero - Alloggi privati in affitto","Marche","19","105"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Extra-Alberghiero - Complementari","Lazio","17","79"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Alberghiero","Lazio","94","417"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Extra-Alberghiero - Alloggi privati in affitto","Lazio","27","256"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Alberghiero","Abruzzo","17","63"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Alberghiero","Molise","8","24"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Alberghiero","Campania","47","285"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Extra-Alberghiero - Alloggi privati in affitto","Campania","4","14"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Extra-Alberghiero - Complementari","Campania","2","6"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Alberghiero","Puglia","33","160"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Extra-Alberghiero - Alloggi privati in affitto","Puglia","3","12"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Alberghiero","Basilicata","1","2"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Extra-Alberghiero - Alloggi privati in affitto","Basilicata","3","9"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Alberghiero","Calabria","9","62"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Extra-Alberghiero - Alloggi privati in affitto","Sicilia","4","21"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Alberghiero","Sicilia","28","133"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Alberghiero","Sardegna","466","1306"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Extra-Alberghiero - Complementari","Sardegna","10","14"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Extra-Alberghiero - Alloggi privati in affitto","Sardegna","19","123"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Alberghiero","Bolzano","5","25"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Extra-Alberghiero - Alloggi privati in affitto","Bolzano","2","8"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Extra-Alberghiero - Complementari","Bolzano","2","2"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Alberghiero","Trento","14","81"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Extra-Alberghiero - Complementari","Trento","3","7"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","8","Extra-Alberghiero - Alloggi privati in affitto","Trento","5","7"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Francia","115","291"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Francia","21","129"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Francia","5","9"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Paesi Bassi","5","23"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Paesi Bassi","31","81"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Germania","73","541"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Germania","15","49"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Germania","134","569"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Regno Unito","3","5"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Regno Unito","41","109"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Irlanda","12","62"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Irlanda","1","1"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Danimarca","1","4"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Grecia","1","1"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Portogallo","6","15"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Portogallo","1","4"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Spagna","8","19"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Spagna","23","78"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Belgio","2","16"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Belgio","39","145"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Lussemburgo","2","7"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Islanda","2","6"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Svezia","4","8"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Finlandia","4","4"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Svizzera (incluso Liechtenstein)","14","98"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Svizzera (incluso Liechtenstein)","10","18"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Svizzera (incluso Liechtenstein)","59","180"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Austria","48","127"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Austria","6","42"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Austria","2","14"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Malta","38","47"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Malta","4","12"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Turchia","1","1"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Estonia","2","10"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Lettonia","3","9"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Lettonia","4","12"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Polonia","46","202"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Polonia","17","124"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Polonia","1","4"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Repubblica Ceca","16","51"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Repubblica Ceca","10","46"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Slovacchia","7","11"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Ungheria","2","16"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Romania","3","9"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Ucraina","3","9"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Ucraina","3","9"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Russia","3","18"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Slovenia","15","31"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Altri Paesi Europei","4","9"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Altri Paesi Europei","2","12"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Altri Paesi dell'Africa","2","2"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Stati Uniti d'America","2","9"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Stati Uniti d'America","2","2"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Canada","19","27"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Canada","1","3"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Venezuela","1","1"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Argentina","6","6"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","India","1","4"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Cina","1","4"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Altri Paesi Asia Occidentale",,"4"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Australia","3","4"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Australia","2","8"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Piemonte","11","94"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Piemonte","225","1966"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Piemonte","47","245"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Valle d'Aosta","4","35"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Valle d'Aosta","2","12"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Lombardia","61","405"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Lombardia","384","2681"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Lombardia","30","181"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Veneto","4","28"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Veneto","16","160"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Veneto","104","600"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Friuli-Venezia Giulia","4","20"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Friuli-Venezia Giulia","31","177"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Friuli-Venezia Giulia","4","9"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Liguria","10","50"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Liguria","47","205"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Liguria","5","102"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Emilia Romagna","18","187"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Emilia Romagna","104","538"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Emilia Romagna","4","18"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Toscana","11","71"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Toscana","7","42"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Toscana","66","403"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Umbria","5","13"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Umbria","1","1"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Marche","11","44"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Marche","14","65"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Marche","3","9"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Lazio","53","314"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Lazio","5","25"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Lazio","4","14"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Abruzzo","1","5"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Abruzzo","14","66"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Campania","2","17"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Campania","14","110"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Puglia","6","14"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Puglia","19","57"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Basilicata","1","2"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Calabria","4","36"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Sicilia","22","101"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Sardegna","227","468"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Sardegna","3","7"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Sardegna","3","40"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Bolzano","3","24"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Bolzano","1","2"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Bolzano","3","15"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Alloggi privati in affitto","Trento","2","81"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Alberghiero","Trento","5","34"
"2022","Provincia del Sud Sardegna","SANT'ANNA ARRESI","9","Extra-Alberghiero - Complementari","Trento",,"8"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Extra-Alberghiero - Alloggi privati in affitto","Francia","5","5"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Alberghiero","Francia","1","28"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Extra-Alberghiero - Alloggi privati in affitto","Germania","1","4"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Extra-Alberghiero - Alloggi privati in affitto","Spagna","2","2"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Alberghiero","Belgio",,"2"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Extra-Alberghiero - Alloggi privati in affitto","Belgio","2","4"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Alberghiero","Svizzera (incluso Liechtenstein)","2","2"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Extra-Alberghiero - Alloggi privati in affitto","Svizzera (incluso Liechtenstein)",,"12"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Alberghiero","Austria","1","1"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Alberghiero","Estonia","1","7"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Extra-Alberghiero - Alloggi privati in affitto","Altri Paesi Centro - Sud America","1","1"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Extra-Alberghiero - Alloggi privati in affitto","Piemonte","6","18"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Alberghiero","Piemonte","2","8"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Alberghiero","Lombardia","20","30"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Extra-Alberghiero - Alloggi privati in affitto","Lombardia","8","21"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Alberghiero","Veneto","2","4"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Extra-Alberghiero - Complementari","Veneto","1","1"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Extra-Alberghiero - Alloggi privati in affitto","Veneto","6","13"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Extra-Alberghiero - Alloggi privati in affitto","Liguria","2","8"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Alberghiero","Liguria","1","1"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Alberghiero","Emilia Romagna","3","8"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Extra-Alberghiero - Alloggi privati in affitto","Emilia Romagna","4","17"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Extra-Alberghiero - Alloggi privati in affitto","Toscana","2","4"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Alberghiero","Toscana","2","5"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Alberghiero","Marche","2","8"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Alberghiero","Lazio","3","7"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Extra-Alberghiero - Alloggi privati in affitto","Lazio","2","14"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Extra-Alberghiero - Alloggi privati in affitto","Basilicata","1","1"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Alberghiero","Sicilia","1","3"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Extra-Alberghiero - Alloggi privati in affitto","Sardegna","25","50"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","1","Alberghiero","Sardegna","25","47"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Alloggi privati in affitto","Francia","54","103"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Complementari","Francia","86","182"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Alberghiero","Francia","85","264"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Complementari","Paesi Bassi","20","41"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Alloggi privati in affitto","Paesi Bassi","10","17"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Alberghiero","Paesi Bassi","8","25"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Complementari","Germania","224","556"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Alloggi privati in affitto","Germania","36","216"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Alberghiero","Germania","28","130"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Alloggi privati in affitto","Regno Unito","4","8"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Alberghiero","Regno Unito","7","7"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Complementari","Regno Unito","8","12"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Alloggi privati in affitto","Irlanda","4","14"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Complementari","Irlanda","1","1"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Alberghiero","Danimarca","1","1"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Complementari","Grecia","5","42"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Alberghiero","Grecia","7","60"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Complementari","Portogallo","8","68"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Alloggi privati in affitto","Portogallo","5","5"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Alberghiero","Portogallo","4","8"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Complementari","Spagna","7","8"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Alloggi privati in affitto","Spagna","10","10"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Alberghiero","Spagna","4","4"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Alloggi privati in affitto","Belgio","8","18"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Alberghiero","Belgio","7","23"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Complementari","Belgio","12","42"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Alberghiero","Islanda","2","4"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Alberghiero","Finlandia","2","14"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Complementari","Finlandia","3","3"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Complementari","Svizzera (incluso Liechtenstein)","175","497"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Alberghiero","Svizzera (incluso Liechtenstein)","58","143"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Alloggi privati in affitto","Svizzera (incluso Liechtenstein)","27","75"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Alloggi privati in affitto","Austria","4","13"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Alberghiero","Austria","6","12"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Complementari","Austria","8","49"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Alloggi privati in affitto","Estonia","3","6"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Alberghiero","Lettonia","1","1"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Complementari","Lituania","2","8"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Alloggi privati in affitto","Polonia","22","221"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Complementari","Polonia","28","73"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Alberghiero","Polonia","17","55"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Complementari","Repubblica Ceca","9","16"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Alloggi privati in affitto","Repubblica Ceca","2","26"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Alberghiero","Repubblica Ceca","8","20"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Alloggi privati in affitto","Slovacchia",,"15"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Alloggi privati in affitto","Ungheria","4","20"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Complementari","Romania","1","1"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Alloggi privati in affitto","Slovenia","7","7"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Complementari","Slovenia","10","10"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Alloggi privati in affitto","Croazia","5","5"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Complementari","Croazia",,"35"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Complementari","Altri Paesi Europei","4","12"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Complementari","Altri Paesi dell'Africa","1","1"
"2022","Provincia del Sud Sardegna","SANT'ANTIOCO","10","Extra-Alberghiero - Alloggi privati in affitto","Altri Paesi dell'Africa","3","4"
