"anno","provincia","comune","mese","macro_tipologia","provenienza","arrivi","presenze"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Polonia","56","220"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Alloggi privati in affitto","Polonia","5","16"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Complementari","Repubblica Ceca","10","47"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Alloggi privati in affitto","Repubblica Ceca","13","46"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Repubblica Ceca","26","60"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Slovacchia","2","2"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Alloggi privati in affitto","Ungheria","1","3"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Ungheria","12","48"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Romania","8","19"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Complementari","Bulgaria","1","5"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Bulgaria","6","12"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Ucraina","1","1"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Russia","1","3"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Complementari","Slovenia","8","16"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Slovenia","22","28"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Alloggi privati in affitto","Slovenia","8","19"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Croazia","2","2"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Altri Paesi Europei","1","4"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Sud Africa","1","1"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Alloggi privati in affitto","Sud Africa","1","1"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Complementari","Stati Uniti d'America","1","4"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Alloggi privati in affitto","Stati Uniti d'America","6","17"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Stati Uniti d'America","19","56"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Canada","6","36"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Altri Paesi o territori del Nord Americani","5","13"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Brasile","5","27"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Altri Paesi Centro - Sud America","3","6"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Complementari","Israele","1","7"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","India","2","4"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Alloggi privati in affitto","Cina","1","4"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Corea del Sud","2","14"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Giappone","2","6"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Altri Paesi Asia Occidentale","1","1"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Altri Paesi dell'Asia","7","18"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Alloggi privati in affitto","Nuova Zelanda","1","4"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Piemonte","49","122"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Complementari","Piemonte","6","10"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Alloggi privati in affitto","Piemonte","9","27"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Valle d'Aosta","2","6"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Complementari","Lombardia","19","60"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Lombardia","145","350"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Alloggi privati in affitto","Lombardia","20","46"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Alloggi privati in affitto","Veneto","6","10"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Complementari","Veneto","2","2"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Veneto","48","118"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Friuli-Venezia Giulia","9","33"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Complementari","Friuli-Venezia Giulia","2","10"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Complementari","Liguria","1","1"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Liguria","14","15"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Alloggi privati in affitto","Emilia Romagna","4","14"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Emilia Romagna","44","87"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Complementari","Emilia Romagna","4","9"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Complementari","Toscana","1","5"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Toscana","35","87"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Alloggi privati in affitto","Toscana","3","10"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Alloggi privati in affitto","Umbria","2","2"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Umbria","6","11"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Marche","9","24"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Lazio","42","71"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Complementari","Lazio","2","4"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Alloggi privati in affitto","Lazio","1","4"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Abruzzo","4","11"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Campania","18","38"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Complementari","Campania","6","10"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Alloggi privati in affitto","Puglia","1","3"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Complementari","Puglia","4","4"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Puglia","3","4"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Calabria","9","24"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Sicilia","11","20"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Complementari","Sardegna","94","168"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Sardegna","697","900"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Alloggi privati in affitto","Sardegna","58","76"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Bolzano","24","70"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Alberghiero","Trento","7","16"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","4","Extra-Alberghiero - Alloggi privati in affitto","Trento","2","4"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Francia","738","2565"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Francia","137","422"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Francia","50","199"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Paesi Bassi","62","260"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Paesi Bassi","16","170"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Paesi Bassi","113","456"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Germania","1448","7236"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Germania","630","1930"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Germania","287","1866"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Regno Unito","44","204"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Regno Unito","26","82"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Regno Unito","373","1453"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Irlanda","23","100"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Irlanda","17","58"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Irlanda","86","447"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Danimarca","1","5"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Danimarca","4","20"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Grecia","16","29"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Grecia","1","1"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Portogallo","12","50"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Portogallo","5","20"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Portogallo","76","241"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Spagna","75","250"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Spagna","26","60"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Spagna","15","59"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Belgio","12","31"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Belgio","106","343"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Belgio","6","28"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Lussemburgo","69","356"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Lussemburgo","2","2"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Islanda","2","12"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Norvegia","6","14"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Svezia","1","3"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Svezia","36","130"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Finlandia","2","6"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Finlandia","3","24"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Finlandia","9","40"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Svizzera (incluso Liechtenstein)","114","350"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Svizzera (incluso Liechtenstein)","53","350"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Svizzera (incluso Liechtenstein)","705","3032"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Austria","99","268"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Austria","364","1545"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Austria","36","123"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Malta","6","26"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Turchia","7","43"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Turchia","2","3"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Estonia","5","25"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Estonia",,"4"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Estonia","8","18"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Lettonia","1","2"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Lettonia","5","14"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Lituania","3","12"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Lituania","4","26"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Lituania","19","50"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Polonia","72","221"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Polonia","28","139"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Polonia","152","523"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Repubblica Ceca","33","71"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Repubblica Ceca","26","114"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Repubblica Ceca","65","162"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Slovacchia","11","15"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Ungheria","33","116"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Ungheria","9","50"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Ungheria","8","22"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Romania","9","12"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Romania","7","37"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Romania","61","240"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Bulgaria","8","51"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Ucraina","2","8"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Ucraina","10","61"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Ucraina","2","2"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Moldavia","4","9"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Moldavia","2","12"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Russia","2","9"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Russia","15","38"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Slovenia","6","25"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Slovenia","22","42"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Slovenia","15","42"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Croazia","13","35"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Croazia","3","18"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Croazia","2","8"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Altri Paesi Europei","21","83"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Altri Paesi Europei","1","5"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Altri Paesi Africa Mediterranea","7","12"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Altri Paesi dell'Africa","12","23"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Sud Africa","1","2"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Sud Africa","1","4"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Stati Uniti d'America","144","357"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Stati Uniti d'America","2","5"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Stati Uniti d'America","14","69"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Canada","24","69"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Canada","12","26"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Canada","2","6"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Altri Paesi o territori del Nord Americani","7","14"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Altri Paesi o territori del Nord Americani","1","3"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Messico","5","9"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Brasile","1","3"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Brasile","4","14"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Brasile","21","74"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Argentina","10","35"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Argentina","1","1"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Argentina","12","37"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Altri Paesi Centro - Sud America","3","6"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Altri Paesi Centro - Sud America","24","49"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Cipro","6","12"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Israele","3","3"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","India","4","6"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","India","1","5"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Cina","2","12"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Cina","2","8"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Giappone","2","6"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Altri Paesi Asia Occidentale","7","17"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Altri Paesi dell'Asia","2","6"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Altri Paesi dell'Asia","8","24"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Altri Paesi dell'Asia","4","7"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Australia","11","27"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Australia","7","21"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Australia","7","22"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Nuova Zelanda","3","12"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Nuova Zelanda","4","18"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Nuova Zelanda","2","8"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Altri Paesi o territori dell'Oceania","2","2"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Altri Paesi o territori dell'Oceania","1","3"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Piemonte","62","166"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Piemonte","11","38"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Piemonte","226","696"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Valle d'Aosta","18","85"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Valle d'Aosta","4","48"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Valle d'Aosta","5","24"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Lombardia","132","382"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Lombardia","1025","2670"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Lombardia","50","184"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Veneto","27","112"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Veneto","303","887"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Veneto","50","178"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Friuli-Venezia Giulia","11","45"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Friuli-Venezia Giulia","14","44"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Friuli-Venezia Giulia","57","129"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Liguria","84","197"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Liguria","18","37"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Liguria","13","55"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Emilia Romagna","52","183"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Emilia Romagna","22","84"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Emilia Romagna","162","405"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Toscana","30","138"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Toscana","156","410"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Toscana","44","180"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Umbria","26","73"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Umbria","1","3"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Marche","6","16"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Marche","10","35"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Marche","49","105"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Lazio","7","11"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Lazio","12","31"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Lazio","441","922"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Abruzzo","2","2"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Abruzzo","1","1"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Abruzzo","23","66"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Molise","9","13"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Campania","153","336"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Campania","9","27"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Campania","11","36"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Puglia","98","196"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Puglia","6","20"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Puglia","5","14"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Basilicata","14","24"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Basilicata","3","15"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Calabria","41","108"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Sicilia","125","253"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Sicilia","5","16"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Sicilia","7","21"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Complementari","Sardegna","178","252"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Alberghiero","Sardegna","1715","2460"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Sardegna","71","116"
"2022","Provincia del Sud Sardegna","VILLASIMIUS","5","Extra-Alberghiero - Alloggi privati in affitto","Bolzano","25","99"
